name1,name2,score
christopher a sims,robert p shuler,0.012835320085287094
samuel moore morgan jr,joshua c agajanian,0.009741585701704025
rhoads james evans,jaroslav vaněk,0.010563299991190434
david shepard,martin jenkins,0.01475935522466898
levenson thomas,tommy sotomayor,0.012742842547595501
henry smith williams,scurfield scott,0.009936343878507614
dan dryden,kelo henderson,0.012136121280491352
patricia grossman,p s terry,0.013770008459687233
arthur wear,jimmy reece,0.009499063715338707
liza ryan,albert parker,0.010202254168689251
samuel wilson,karen vogtmann,0.011626794934272766
jessica s andersen,laura drake,0.01344265230000019
alice jessie mitchell,george f garrity,0.009821278043091297
john fogelman,norman r ericson,0.011350996792316437
sarah castle,milton earle beebe,0.009764211252331734
tucker william ellis,orval faubus,0.010027999058365822
sue woodstra,stanley rossiter benedict,0.009503740817308426
thomas thacher,theodore  ted  stern,0.013930339366197586
bob alan estes,r curt webb,0.009808706119656563
margot mifflin,james r turnesa,0.01016809232532978
david penchansky,jay van andel,0.010672571137547493
donald kirke,archie scott gobber,0.011970817111432552
marc cartwright,kate hansen,0.011147414334118366
tomás salazar,jamie white,0.009909416548907757
olga san juan,peter jenkins,0.011926389299333096
thomas prichard rossiter,silver james,0.011533823795616627
jack dana,joseph a fitzmyersj,0.01155405305325985
roxanne dunbar-ortiz,kenneth s suslick,0.01005643606185913
jon levy,carine m feyten,0.00995928980410099
brice herbert goldsborough,timothy lewis,0.010373109951615334
helen gallagher,ted white,0.011571923270821571
katie burkhart,mark hunt,0.009923723526299
charles t kresge,travis mcdonough,0.016094310209155083
richard walton tully,fred g meyer,0.015324575826525688
krug don,william pitt lynde,0.010275393724441528
megan mayhew bergman,steel harry,0.010624345391988754
alice mason,glazier teresa,0.009760163724422455
mister peabody,scott austin wakeman,0.010539732873439789
thomas dale akers,cleo baldon,0.01049317978322506
john paul schaefer,joe slade white,0.016593115404248238
julia hall bowman robinson,roland e murphy,0.01072552427649498
ludlow griscom,gregory gillespie,0.01495877280831337
francis bowes sayre sr,margaret doherty,0.00977850891649723
kusch,hugh alessandroni,0.010484876111149788
alan berg,mary peters fieser,0.012018171139061451
widenor william c,alfred charles malchiodi jr,0.009742308408021927
barondes royce de rohan,tomasz mrowka,0.009670655243098736
col littleton,carol beckwith,0.010238787159323692
defne joy foster,william beebe,0.010350094176828861
williams mark london,kehoe frank,0.011695698834955692
bruce baden collette,raymond w baker,0.009591426700353622
natalie smith henry,mortimer francis dutra,0.009551419876515865
stuart lyn,thomas g carpenter,0.009653047658503056
amanda furrer,noyes florence fleming,0.010387436486780643
grace albee,david hare,0.010660694912075996
melissa del valle,ochs deborah,0.010995054617524147
adrienne kennedy,dianne hamilton,0.05525045096874237
robert scarano jr,maria b dwight,0.010583982802927494
torri edwards,steven scott vogt,0.010018394328653812
boyd petersen,michelle thomas,0.0119742751121521
herb scannell,james d hamilton,0.010370946489274502
nore davis,j keith wilson,0.011368079110980034
sargent claude johnson,james j jeffries,0.009633525274693966
cook gustavus wynne,frederick henry kaiser,0.009626835584640503
charnele brown,zandi iraj,0.009660521522164345
robert ellis smith,harbour frances vryling,0.01036371011286974
john b frank,randall b kester,0.03622449189424515
george chip,steve moore,0.009627394378185272
john rhoden,martin davis eichelberger jr,0.010134181007742882
charles greeley abbot,henri begleiter,0.010033197700977325
michael bishop,may sarton,0.011388725601136684
gibson charles,charles elliott perkins,0.4518992602825165
dan washburn,elisha thomas,0.01159155834466219
paul f markham,archie w dunham,0.14384090900421143
cathie black,andreas nottebohm,0.009993632324039936
david griggs,heinrich ries,0.010238434188067913
charles hugh warren,benjamin boss,0.010517953895032406
dr vincent j m di maio,block carson,0.0101096136495471
john benda,carolyn hill,0.011078777723014355
john adams,mareshia rucker,0.009995619766414165
gross dan,mary c whitman,0.010677586309611797
nagreen charlie,mary burrus williams,0.012217186391353607
frank j bisignano,michael l  mike  galloway,0.010046704672276974
archie scott gobber,daniel hesse,0.011115715838968754
benjamin morgan harrod,james lee anderson,0.010763298720121384
david claypoole johnston,debra allbery,0.011415255255997181
gayle wilson,wayne a fuller,0.01082607451826334
charles rudolph walgreen,rob ackerman,0.015236533246934414
nels anderson,duane cameron,0.014434849843382835
jenny lidback,nan aron,0.009506559930741787
alexis crimes,alex hershaft,0.396852046251297
rachel-elise cotter,tom hughes,0.011390281841158867
wayne marshall n,harrison clifford,0.010820622555911541
nicole miller,jack youngerman,0.013471982441842556
herman otten,ophelia benson,0.011797805316746235
helene keeley,guy william glodis,0.010001481510698795
daniel arsham,eugene john hebert,0.010090953670442104
bruce i yamashita,barbara cooper,0.010998181067407131
irina roudakoff belotelkin,daniel ivey-soto,0.010093131102621555
evan pugh,patrick mcdonough,0.0170420091599226
darryl wills,john lewis childs,0.014209175482392311
mary lou harkness,cady john,0.011480896733701229
hargis v burns,ellis kolchin,0.012344074435532093
robert j sampson,james bishop,0.019536267966032028
gay elmore,george a miller,0.010183107107877731
thomas davis,nieves rafael,0.009848949499428272
felix serafin,robert l tiemann,0.010593184269964695
bruce strauss ruben bardot,richard h truly,0.01012144424021244
catherine forster,nathaniel david,0.00990708265453577
emily fiegenschuh,nadeau remi,0.010062984190881252
herbert corey leeds,nina easton,0.010421223938465118
arthur e steele,bill homeier,0.011463386006653309
paul lidberg,george w gastlin,0.025651272386312485
david p mcallester,spellman jim,0.01007381547242403
nolte dorothy,dardis tom,0.02016107179224491
mung chiang,cornelia hatcher,0.00986377615481615
donna campbell,charles rockwell lanman,0.010179358534514904
christopher robert,duncan cramer,0.015250683762133121
neal amundson,omer clyde aderhold,0.015203663147985935
rauber paul,charles z smith,0.012067154049873352
robbie nishida,james spudich,0.011009390465915203
richard michael beem,leith mullings,0.01343092042952776
michael feuer,robert lee elder,0.010177884250879288
morrison karl f,robert w bower,0.01215700339525938
patrick j mcmanus,james gannon,0.03236813098192215
george c cox,brian thornton,0.011451451107859612
katie biber,john middleton clayton,0.00988619215786457
bernard kroger,jeffrey peterson,0.013611504808068275
peggy elaine hussey webb,austiage soleimani,0.009663889184594154
williamson robert b,edwin granberry,0.012958780862390995
norman grimes,kenneth patchen,0.013733301311731339
michael jones,gloria deukmejian,0.0100278090685606
waraire boswell,john rhoden,0.011054454371333122
malcolm baldrige,kurt lockwood,0.011091098189353943
tarvis simms,dawson henry b,0.010113919153809547
amy cuddy,pace edward a,0.0111857233569026
karl dargan,william osler abbott,0.010749513283371925
lois wolk,jonathan coleman,0.01191812101751566
mike carter,j scott campbell,0.013161864131689072
james l green,walter henry mengden jr,0.011287308298051357
edward chiera,louis alan hazeltine,0.010139941237866879
anderson terry l,robert j campbell,0.01099595706909895
ivana miličević,max weisel,0.009951342828571796
phil hansen,jonathan shurberg,0.013264223001897335
myron augsburger,rick huseman,0.015161876566708088
ragland jack,reuben gold thwaites,0.010073577053844929
steven fox,jake herbert,0.010488047264516354
montgomery mr,vincent ostrom,0.00967272836714983
jason r swedlow,bubba shobert,0.009859297424554825
kyle schoenfish,ella sophonisba hergesheimer,0.010204733349382877
steven spray,jonathan borofsky,0.011540425941348076
scott d tingle,chris sims,0.015456213615834713
steve peterson,william armstrong,0.010493031702935696
rodney dwight  rod  grams,phillip colella,0.009621894918382168
mary l boas,jacob welch cameron,0.010864670388400555
william m pleasant jr,sean allstot,0.011293449439108372
george wahl logemann,eric schiller,0.013724034652113914
susan baxter,rich cunningham,0.009744438342750072
josh smith,smith john k,0.630321204662323
william hawthorn  bill  lynch sr,earl manigault,0.010965893976390362
freddie  posey  jenkins,edward matthew dougherty,0.01028792280703783
pat damuro,peter woit,0.016315115615725517
james ackerman,hilburn jr wiley wilson,0.009556077420711517
nancy jan davis,fred baird,0.010191371664404869
gray john chipman,kathryn layng,0.01057466957718134
harley bernard bozeman,jason harper,0.04728051275014877
barbara takenaga,gary myers,0.010666530579328537
mary peters fieser,jeanne madden,0.012848165817558765
charles o perry,woo robert ken jr,0.009713438339531422
peter golfinopoulos,silas house,0.009619240649044514
seaman barrett,scott english,0.009876292198896408
lisa ortiz,downing burton,0.010512600652873516
gilbert julie,spike michele,0.011499987915158272
ray woodard,lantry francis j,0.011148417368531227
jim renner,luchetti emily,0.010013826191425323
linda medley,jerry unser jr,0.009537387639284134
arthur corvese,beau hossler,0.011054854840040207
pearlman ed,bill anderson,0.010283185169100761
augustus baldwin longstreet,steven r hall,0.011672797612845898
robert ingersoll ingalls sr,talmadge loraine heflin,0.009757560677826405
alexander buchstab,bowden thomas russell,0.010892372578382492
antonio lopez,thomas william gleason,0.010990362614393234
nick mowrer,peter reginato,0.011326754465699196
raymond h thompson,kyle dunnigan,0.012285309843719006
paul afeaki khoury,george elbert burr,0.009623226709663868
steve kay,powell clayton,0.011593700386583805
tom bosley,konni lyn burton,0.01051513571292162
phillips foster greene,jaime carbonell,0.010057072155177593
scott harvey,tsividis yannis,0.010180800221860409
ira h fuchs,jack backman,0.011866611428558826
torrey joseph,andrew stone,0.01139006670564413
marcy borders,virginia r domínguez,0.010531261563301086
smith helen fairchild,francis p blair,0.011802042834460735
jared potter kirtland,monzavous edwards,0.01079478207975626
alexander smith,eugene kashper,0.01102813333272934
eric telchin,griffith conrad evans,0.01096064131706953
gorton lewis g,herbert corey leeds,0.024820685386657715
charley lindley hoffman,michael freedman,0.03669876232743263
humayun javaid chaudhry,paul milgrom,0.010239754803478718
andrew andy benoit,pete dominick,0.012333754450082779
henry lomb,isabel bishop,0.010388873517513275
david moles,brad stone,0.011300011537969112
mark william johnson,robb holland,0.017670467495918274
paul e olsen,courtney mathewson,0.011561701074242592
m k hobson,max b harlow,0.036254219710826874
hugo vihlen,jerome caja,0.010174468159675598
budarz john,neff henry h,0.011008908040821552
mary eleanor johnson harris,lyle thomas larson,0.011977948248386383
luis walter alvarez,steve jurgensen,0.010291559621691704
scott l friedman md,donald l manford,0.02540307678282261
agnes sligh turnbull,beverly daniel tatum,0.009832278825342655
elmer bragg adams,zack mosley,0.01193156000226736
chambers evan,elaine de kooning,0.010895167477428913
alma cuervo,john raimondi,0.009894438087940216
charles c ogle,william greenberg,0.012970545329153538
brent werner,claressa shields,0.00939730741083622
linae foster,william kessen,0.009726174175739288
rochester stuart i,dell raybould,0.010854216292500496
vernon grant,loyal b stearns,0.009143941104412079
gardner edward dickinson jr,james merrill,0.01368815079331398
arthur hills,david william ragan jr,0.009644640609622002
gil halstead,juan pichardo,0.00996600091457367
walon green,fitzpatrick richard,0.012037702836096287
brian j claar,kathy griffin,0.011261188425123692
theresa west elmendorf,jennifer l brunner,0.009790983982384205
david wilkerson,allen sangree,0.010912878438830376
dan rattiner,rick rand,0.010272887535393238
arthello beck,allen allen,0.01035743672400713
smith kimberly k,michael d protack,0.012463843449950218
patrick clark,donald elliott hines md,0.011794716119766235
robert menne,ancel keys,0.0096168527379632
cristina videira lopes,michael connelly,0.009846541099250317
simon peter rosen,arthur corvese,0.013851488940417767
don shooter,conway macmillan,0.009887845255434513
abigail campbell kawānanakoa,alphonse gallegosoar,0.009657871909439564
joseph beal steere,siva subrahmanyam banda,0.009612098336219788
joseph rago,amy b smith,0.010725351981818676
christopher rose,richard lashof,0.011649243533611298
rebekah modrak,robert darr,0.010933197103440762
carl vitz,billy soose,0.009913061745464802
mary mattingly,anthony thomas trusky,0.011599903926253319
erica paige blasberg,lori saldaña,0.0104438541457057
joseph opala,chris heroy,0.010924342088401318
joe jeannette,joshua nelson,0.010756442323327065
van buskirk william c,john carl warnecke,0.012022463604807854
cole donald b,trent tucker,0.011569998227059841
billy ray brown,roswell magill,0.010403855703771114
kiesling brady,susan crabtree,0.009884446859359741
scott stephens,denny thorley,0.01316869631409645
chi-huey wong,reed brian,0.011336054652929306
crank patrick,joe reece salter,0.010747824795544147
theodore m  ted  hickey,mills james author,0.009714690037071705
peter peachfuzz,kessler-harris alice,0.013324940577149391
noah hawley,barry golson,0.015495353378355503
blair reynolds,klaus nordling,0.01049047615379095
henry wolf,guy eckstine,0.010621558874845505
nadine g barlow,mason philip p,0.010954925790429115
michael h sexton,rhett allain,0.013577927835285664
fred apostoli,pam evans,0.010832495987415314
margaret joy tibbetts,ettus samantha,0.010337320156395435
ash mel,edwin edgerton aiken,0.010795723646879196
william morton wheeler,gary reed,0.010744352824985981
yana berlin,holice turnbow,0.009894018992781639
ken schoolland,ryan spencer reed,0.011193320155143738
chris harris,emjay anthony,0.010961344465613365
lips charles c,elias m stein,0.010774337686598301
kirk j fitzhugh,charles t tozier,0.014274470508098602
james william walker,michael alan brannan,0.009961433708667755
warhit doug,judy strong,0.011240770108997822
robert redfield,loren lloyd roberts,0.07933462411165237
c arden pope iii,charles w engelhard jr,0.009786213748157024
luke smalley,shawn hawk,0.010033860802650452
penelope williamson,maria tatar,0.010058491490781307
fremont rider,james y mckee,0.009574259631335735
ken marcus,bill thomas,0.011188746429979801
michael patrick  mike  dunne,george b vogt,0.009867073968052864
james m surowiecki,stanley boxer,0.009326528757810593
melissa melendez,peter edward zuckerman,0.010268141515552998
silver james,ann wood-kelly,0.010766456834971905
elizabeth crowley,john m dionisio,0.010813693515956402
john c portman jr,joio norman dello,0.01010590698570013
charlie thompson,rose ferlita,0.011963486671447754
millmandebbie,tilo rivas,0.009907237254083157
harold masursky,wolverton sharnael,0.010560608468949795
edward v ramage,benjamin nageak,0.014873720705509186
jules olitski,brittany grace lincicome,0.010009978897869587
chanel capra,james j lyons,0.010493537411093712
carolyn s shoemaker,harley j earl,0.00941152311861515
jim guthrie,john roach,0.019370906054973602
charles e gannon,sister loretta schafer sp,0.0096530606970191
polignani amedeo,smoot clement,0.01041344366967678
adin randall,christopher j marut,0.011394819244742393
wiener leo,ronald h spector,0.011196683160960674
cecilia hae-jin lee,daniel d conover,0.010078620165586472
lawrence kestenbaum,chuck arnold,0.012698915787041187
neil l frank phd,carlton haney,0.011294765397906303
mara macdonald,michael huttner,0.010559134185314178
ian doescher,nicole rubio,0.010341096669435501
ann t nelms,charles f swift,0.011901836842298508
bill johnston,auer matthew,0.011243744753301144
alice brown,david j oconnor,0.011083987541496754
mack charlie,catherine lemmon manning,0.012346032075583935
leslie abramson,eliza burt gamble,0.009706835262477398
john harding,james harlan  jim  granberry sr,0.009756030514836311
michael tigar,rabinowitz victor,0.009885687381029129
wesley conrad wehr,billy hamill,0.01039782352745533
john h casper,thomas griffin farmer,0.009244158864021301
leith mullings,doug partie,0.010100413113832474
marc melitz,james ludington,0.010179766453802586
james edwin ruthven carpenter jr,gloria jean siebrecht,0.00962939951568842
samuel mclaughlin parks jr,kolchin peter,0.01046836469322443
antonio ayala jr,murray seldeen,0.011943472549319267
joseph lykken,benishek dan,0.01373694371432066
patricia janak,steve glazer,0.0104443971067667
henry b pollard,rauber paul,0.011937283910810947
wikoff henry,jimmy gomez,0.00936711672693491
jonathan scott hartley,frosty freeze,0.009126883000135422
darya pino rose,natalie hagglund,0.01003163494169712
counts john e,james q wilson,0.02157328464090824
donato giancola,michael castleman,0.010711555369198322
ronald t raines,haghani victor,0.010216742753982544
mira matt,james anthony walsh,0.010559452697634697
chad matt & rob,salomon david,0.010904409922659397
easton peter d,aurelius battaglia,0.010974648408591747
otis davis,murray peter,0.010989077389240265
henry l jackson,c ronald kahn,0.011655949056148529
arthur hawley parmelee,silas a holcomb,0.010414179414510727
harper jr william,ali lorraine,0.010295061394572258
mau-chung frank chang,timothy dukes,0.009837777353823185
russell george a,coleman lonnie,0.012059822678565979
sachs aaron,montgomery robert,0.01108306273818016
doug dunakey,edmund joseph reilly,0.010087505914270878
fradkin philip l,james h beatty,0.010184211656451225
camille duvall,darrel brown,0.010096551850438118
carmichael ed,marcus steven,0.01274583674967289
g robert blakey,mel lattany,0.012793981470167637
sander greenland,levy isaac,0.0104967150837183
brett milton wetterich,thomas elliott byrum,0.010270221158862114
bobby collins,marion koogler mcnay,0.010525807738304138
peter j lu,frederic edwin church,0.010579410009086132
james colliander,clay shaw,0.016988079994916916
alexis rockman,michael j s dewar,0.01082732155919075
george ambler,thom s rainer,0.01199646107852459
mccready anne gray,william stanford  bill  heatly jr,0.00959563534706831
david drake,lady clover honey,0.009790456853806973
peter f rothermel,jonathan lebed,0.01229963917285204
kozak warren,benjamin orange flower,0.00943345483392477
isabella karle,susan wilson solovic,0.010489542037248611
walter rudin,sundance,0.009328982792794704
anne morgan,taylor allen ann,0.08025427907705307
bliss george ripley,monte scheinblum,0.009934364818036556
newsom herschel d,gilda e nardone,0.009858203120529652
catherine cloutier,frank moro,0.009869706816971302
mark stone,dubruiel michael,0.012237181887030602
matthew sernett,lemuel everett wilmarth,0.013296127319335938
kelly grieve,mcintyre h sandlin,0.010843384079635143
gladys kelley fitch,beatrice hotchkiss,0.009974577464163303
yusnier viera,mike sposa,0.009858459234237671
chor boogie,jenna prandini,0.009484225884079933
lightning mcqueen,jz knight,0.009768740274012089
darrell don earl long,john desimone,0.011585845611989498
todd barranger,powell benny r,0.009699133224785328
roger l schlaifer,jane a gordon,0.012642067857086658
eric m davis,levin jenifer,0.012389753013849258
jim rice,walter b slocombe,0.010218460112810135
kevin p chilton,cj greaves,0.014184130355715752
evan low,andria bennett,0.010390114039182663
charles f brannan,michael asher,0.012344050221145153
jonathan lebed,billy garrett,0.011484414339065552
peter steinfeld,jack eckerd,0.012216427363455296
heinrich ries,john chandler harper,0.011437592096626759
murray lew weidenbaum,philippe grandjean,0.010424485430121422
jon drummond,fandy mamoun,0.00995719339698553
james m danko,james d mason,0.43463262915611267
jule gregory charney,thomas francis kerrigan,0.010221479460597038
jerry zucker,todd rogers,0.012282827869057655
carol tyler,michael john putnam,0.009431218728423119
oscar brockmeyer,michael a delaney,0.012031562626361847
helmer robert c,nick bradford,0.010383392684161663
pamela sue higgins,ring ray,0.010551494546234608
leigh daniel,greenberg jeff,0.010257660411298275
royal bailey farnum,william donahey,0.009667427279055119
albert jenks,donald r mcmonagle,0.011859388090670109
john mahlon marlin,william c boyd,0.011381855234503746
liao chongzhen,d g hart,0.009612112306058407
frothingham ellen,leo breiman,0.011012121103703976
john middleton clayton,charles courtney curran,0.011391742154955864
stockall nancy,mark jones,0.012060810811817646
lloyd george teekell,joyce braun aiken,0.00981382466852665
conrades george,louis j gross,0.03470134735107422
pernick ron,mary hayashi,0.010576814413070679
troy jackson,gary j van berkel,0.01148045714944601
thomas dickson armour iii,john treadwell,0.009983046911656857
boland t jones,elias porter,0.012300032190978527
paul bailey,wallace d loh,0.011490967124700546
peter david beter,betty overbey,0.01115706842392683
richard eaton,stewart pearl,0.011342491023242474
robert c fulford do,annie baker,0.009882361628115177
ballenger thomas lee,kirby burkholder,0.011845722794532776
felix ley,warren douglas,0.01131343375891447
tyreek hill,john hoynes,0.009549761191010475
krause charles,armitage kimo,0.01234184205532074
michael kinney,janet akyüz mattei,0.011276626959443092
george j efstathiou,karyn parsons,0.010810618288815022
william cornell greene,damon powell,0.01349691767245531
bob worsley,arthur gelb,0.012093553319573402
tabrah ruth,bob adams,0.011098307557404041
kyle reifers,walter a shewhart,0.011181304231286049
addison t smith,robert r coveyou,0.011139464564621449
t k wetherell,kris holmes,0.050984516739845276
george zambelli sr,kennedy edward stewart,0.009982245974242687
thomas c coffin,steve russell,0.00955184455960989
bruce levenson,glushein morris p,0.010785574093461037
mack a  bodi  white jr,rev msgr sebastian g menke phd,0.009571009315550327
william thornton,donna meistrich,0.010068991221487522
waliyy dixon,john f hartwig,0.01069454476237297
andrew j mckenna,gary kinder,0.00979633815586567
nancy rice,richard l thompson,0.00958721898496151
caroline bamberger fuld,al beard,0.009486277587711811
seth fisher,greg best,0.010909857228398323
paul le paul,peter andrew corning,0.014143441803753376
jules aarons,lisa sheridan,0.010047842748463154
orny adams,michael n silver,0.010605121031403542
karen macbeth,heber doust curtis,0.010487735271453857
john alexander floersh,marcella leach,0.01133184414356947
paul joseph bradley,bill simpson,0.013626320287585258
skelly joseph,william guthrie,0.014357037842273712
hull david carlisle,mary miller glasscock,0.010364576242864132
linda obermoeller,effie mona mack,0.011054225265979767
william i cowin,peter elias,0.011747113429009914
james maxwell flinchum jr,matty baldwin,0.011201978661119938
george d nelson,herman lubinsky,0.010678227059543133
gary loveman,louis bamberger,0.013315482996404171
jacob e  pat  patterson,dr edward leo cochran jr,0.009618686512112617
ellis kolchin,brooks frederick landgraf,0.009693300351500511
winterich john,charles e leiserson,0.012635795399546623
trevon jenifer,robert zeidman,0.013013132847845554
j robert king,parks malcolm,0.010257277637720108
geoff hall,c david breeden,0.012831454165279865
carol beckwith,walter mehring,0.0109072495251894
udell jon,george e marcus,0.011440638452768326
lewis naphtali,robert shields,0.012592547573149204
i j kapstein,guy lowell,0.011895882897078991
dr maxine margolis,vincent deveau,0.009929412975907326
john wesley snyder,thomas naylor,0.015237425453960896
nan phelps,templin morris potts,0.018392249941825867
larry williams,brandon smith,0.012808679603040218
frances curry,marshall richard o,0.009762750007212162
joseph  joe  deshotel,rejman travis,0.00955567043274641
rein martin,bert bonanno,0.012192431837320328
michael charles brisky,ian alan paul,0.011966858990490437
mary ann oatman,frederick wampler,0.012097900733351707
tyrone brunson,erastus dow palmer,0.011719511821866035
darius cobb,william anthony,0.009804694913327694
connolly thomas,mathew d staver,0.011048898100852966
paul a merriman,serrell orlando,0.010243718512356281
robert ryman,susan weil,0.010856914333999157
williamson samuel,sloan james park,0.011980312876403332
edward a batchelor,virginia livingston,0.010080993175506592
rainey homer,kortina andrew,0.011025319807231426
william brothers,frederick braue,0.01353161409497261
andrew thomas g,harlan york,0.011020408011972904
andrew leker,marilyn horan,0.010706816799938679
schelp richard,hickton john,0.009750992991030216
oscar h banker,graves sidney t,0.00973148550838232
christina schwab,parke s rouse jr,0.011124462820589542
jason nelms,mack supronowicz,0.01563366688787937
anna hyatt huntington,askin julian,0.010962874628603458
lani doherty,ferrell haile,0.00967667531222105
rimer j thomas,laurel abrahamson,0.010358239524066448
edward osienski,wayne wells,0.009916591458022594
laura griffin,sean patrick murphy,0.010906420648097992
ed sneed,thomas hunt morgan,0.009850196540355682
scott page,foster paul,0.011618194170296192
samuel henry ball,henry lehman,0.1788976788520813
peter j olver,rafeeq curry,0.009260966442525387
melissa mcnamara luellen,patricia c jessamy,0.011835066601634026
harry siddons mowbray,john pino,0.009923030622303486
allen johnson,bryan thao worra,0.010088219307363033
david evans,michael hodges,0.015215806663036346
zandi iraj,doug chaffee,0.013165995478630066
steven westra,mark r hamilton,0.011695891618728638
lynn hershman leeson,gregory jarvis,0.0122718820348382
alton hardy howard,ryan johnson,0.03336525335907936
dawes greg,andy masi,0.01243272703140974
rosemarie beck,patrick goldstein,0.010273783467710018
mabee carleton,shannon eastin,0.010034807957708836
robert f furchgott,frederic ward putnam,0.01492044422775507
randall schmit,thomas andrew bean,0.010724729858338833
sumner byron myers,herrup cynthia,0.010349121876060963
dubruiel michael,gx jupitter-larsen,0.009657420217990875
kenneth s suslick,lewis n dembitz,0.011172282509505749
douglas youvan,don hertzfeldt,0.012238680385053158
claire damore,jack gwynne,0.010516470298171043
yonda aaron,ross sinclair,0.012554292567074299
donald m genaro,lynch dorethea jean,0.010155306197702885
mark johnson,kerr chris,0.011851612478494644
tweet roald,donald forsha jones,0.010520142503082752
frederick t haas jr,ralph rapson,0.011726725846529007
lynda lovejoy,laurence urdang,0.011036738753318787
joe ellington,chan woods,0.010664709843695164
charlie brown,adelia sarah gates,0.011171655729413033
michele fiore,habe marina elizabeth,0.010057209059596062
decoo wilfried,melissa long,0.01007645484060049
joseph s fruton,pippa malmgren,0.01041820552200079
luke johnson,levi fatzinger noble,0.009992698207497597
john aldus mcsparran,donald n bersoff,0.010499855503439903
joseph nation,griffin edward dorr,0.009411432780325413
george otis smith,heinz von foerster,0.009820670820772648
heike kubasch,anthony yezer,0.010597503744065762
george hitchings,john riccitiello,0.011424778029322624
john dasburg,earl kerkam,0.011880411766469479
george walter henry jr,tina cervasio,0.010217557661235332
hardacre helen,elizabeth lawrence,0.014594313688576221
john stilley carpenter,mark thompson,0.009393871761858463
edmund warren perry jr,john joseph burke jr,0.026809262111783028
ed humenik,hannah britten,0.010015315376222134
scaduto anthony,crunden robert morse,0.010751171037554741
dipietro luisa,daniel ic wang,0.01201343908905983
gross courtlandt s,george hotz,0.010632463730871677
john michael ganim,john b frank,0.07810908555984497
bradley efron,charles robert coe,0.011499857529997826
moses abramovitz,warren g phillips,0.01047835685312748
diana w bianchi,henry william bethard iii,0.009593885391950607
jeremy r haft,calvin nelson clyde iii,0.009563625790178776
sean rayhall,pescovitz david,0.00958124827593565
anthony rendon,john donovan,0.0105464281514287
john warwick montgomery,ken grossman,0.011015434749424458
jefferson davis,lowrie walter,0.01515507884323597
thomas h heaton,willard leon beaulac,0.01233723945915699
frank g ashbrook,chris george,0.022743772715330124
frank c newman,thomas schelling,0.012326912954449654
jimmy lyon,vakar nicholas,0.009665860794484615
rahadyan sastrowardoyo,rob dyrdek,0.00976445060223341
jay wright,neer richard t,0.012386735528707504
sietsema robert,david bennett,0.009962957352399826
brooke de lench,michael lynton,0.013820923864841461
john chancellor,ronald l oaxaca,0.010077710263431072
clyde follet seavey,jacqueline liwai pung,0.00971200317144394
ungurait donald,carl erwin walz,0.012998227961361408
leotis martin,r clarke cooper,0.01140331570059061
melissa holbrook pierson,michael munger,0.01304939016699791
fishman joelle,ezell margaret j m,0.013592547737061977
jeff cheeger,alexander hanchett smith,0.011117720045149326
barry eugene wilmore,rowinski francis carl,0.010634194128215313
toon owen,william fulton,0.009913281537592411
natalie burgener,rebecca j wirfs-brock,0.01139242947101593
klarman michael,marcellite garner,0.013130505569279194
brown joseph epes,dassin lev l,0.010698823258280754
laird doyle,epps archie c,0.009691080078482628
trent tucker,harley orrin staggers,0.009874343872070312
mimi stewart,katie roiphe,0.017049632966518402
steven m langman,honoré desmond sharrer,0.009448979049921036
cedric boswell,patrck joseph falterman ii,0.011222278699278831
oubre alondra,dean a grennell,0.011505631729960442
edwin gerhard krebs,charles a holloway,0.011242763139307499
glennon flavin,ernie johnson jr,0.009821589104831219
lantry francis j,edward b burling,0.00983160175383091
mason mitchell,peter klein,0.016300903633236885
fabian bruskewitz,frank a beach,0.009200585074722767
laura shigihara,thomas magruder wade i,0.009636346250772476
adrienne alexander,anne s ferro,0.04064860939979553
siddharth varadarajan,craig robinson,0.009605350904166698
darren walker,kevin carl rhoades,0.010654892772436142
carl cheffers,nicholas joseph  nick  lorusso,0.009843599051237106
francis r reiss,patrick byrne,0.012171247974038124
leo mcgarry,david willis,0.011548200622200966
mike schuppan,gregory white smith,0.011092511005699635
alice dunbar nelson,tara thornton,0.018637606874108315
jake mcgoldrick,francisco urena,0.009711760096251965
mccants stewart,yoshiko iwamoto wada,0.00970685388892889
ben sippy,stephen s sternberg md,0.011103982105851173
henry c bradsby,heike kubasch,0.010183082893490791
katie fallon,bernie de koven,0.009732184000313282
mark g papa,williams edith,0.010031696408987045
ted snyder,wolfgang a tomé,0.010104823857545853
michael connell,linda lee fielding koop,0.01008081715553999
frank bradway rogers,vicki fergon,0.009526632726192474
guardineer fred,john langston kuempel,0.010717705823481083
marc ganzi,kwame raoul,0.010697975754737854
laura houghtaling ingalls,vance heafner,0.01799105852842331
john white kimball,fletcher l hartsell jr,0.010011500678956509
edward m kopko,matt mignanelli,0.02169177122414112
walter charles hagen,donald spencer,0.012043125927448273
lisa brummel,david brooks,0.011180550791323185
john elbridge hudson,domzal teresa j,0.011442536488175392
cyndi taylor krier,ryland king,0.009747392497956753
margaret kampschaefer butler,carlos d bustamante,0.00992975477129221
john emery,kim holmes,0.014064216054975986
thomas j bouchard jr,hans lange,0.010399030521512032
kountze luther,beyer emil,0.012699047103524208
turgeon charlotte,dale rogers marshall,0.01060283463448286
benjamin ogle tayloe,david randolph scott,0.010242074728012085
kyle richard g,ungurait donald,0.01215178333222866
