,answer1,answer2,label,berttrained
833,1965,1998,0.0,0.30059289932250977
834,1965,31 March 2001,0.0,0.17168451845645905
835,1965,"july 15, 1964",2.0,0.42326241731643677
836,1965,1964,2.0,0.6116776466369629
837,the senate,oligarchy,0.0,0.1227390319108963
838,the senate,Army,0.0,0.3183118999004364
839,the senate,consuls,1.0,0.3969223201274872
840,New York,New York City,2.0,0.9249415993690491
841,February 19,"january 15, 2019",0.0,0.5633290410041809
842,February 19,"June 22, 2010",0.0,0.10509424656629562
843,February 19,"february 6, 2013",0.0,0.24187308549880981
844,February 19,"February 19, 2018",0.0,0.8599896430969238
845,2018,2013,1.0,0.5364640355110168
846,arbitrageur,proletariat,0.0,0.2279359996318817
847,arbitrageur,Bull,0.0,0.2555803954601288
848,arbitrageur,gambler,1.0,0.34153082966804504
849,arbitrageur,a trader,1.0,0.4054466187953949
850,arbitrageur,entrepreneur,1.0,0.23177756369113922
851,arbitrageur,the borrower,1.0,0.31128188967704773
852,arbitrageur,speculators,2.0,0.3312075734138489
853,arbitrageur,speculator,2.0,0.3901602327823639
854,intersection,sequence,0.0,0.2662605047225952
855,intersection,value,0.0,0.20450527966022491
856,intersection,Fire,0.0,0.24733740091323853
857,intersection,union,1.0,0.36633676290512085
858,the Negro Act of 1740,slavery,0.0,0.2522740960121155
859,the Negro Act of 1740,killed,0.0,0.06769335269927979
860,the Negro Act of 1740,four,0.0,0.2589336633682251
861,the Negro Act of 1740,the Return of the Heracleidae,0.0,0.028206055983901024
862,the Negro Act of 1740,executed,1.0,0.07091587781906128
863,the Negro Act of 1740,Most of the captured slaves were executed,1.0,0.14972998201847076
864,the Negro Act of 1740,enacted a harsh slave code,2.0,0.29830417037010193
865,Willie,shepherds,0.0,0.09785815328359604
866,Willie,Art Blakey,0.0,0.15363305807113647
867,Willie,Steve Moore,0.0,0.1575763076543808
868,Willie,peter,0.0,0.14734046161174774
869,Willie,Stephen Mangan,0.0,0.04281134158372879
870,Willie,Lucas MacFadden,0.0,0.08429745584726334
871,The Battle of the Labyrinth,The Sea of Monsters,0.0,0.32367444038391113
872,The Battle of the Labyrinth,Leviticus,0.0,0.1470142900943756
873,The Battle of the Labyrinth,White Cat,0.0,0.13964016735553741
874,The Battle of the Labyrinth,the last olympian,1.0,0.1902782917022705
875,evening of October 31,october 31,1.0,0.8920847177505493
876,evening of October 31,Halloween,2.0,0.4168657660484314
877,evening of October 31,Halloween night,2.0,0.4658319056034088
878,Erik Erikson,g. stanley hall,0.0,0.1758778691291809
879,Erik Erikson,Sigmund Freud,0.0,0.14752639830112457
880,Erik Erikson,the Marquis de Condorcet,0.0,0.14320556819438934
881,Erik Erikson,erikson,1.0,0.6135732531547546
882,1924,"december 24, 1926",0.0,0.7096838355064392
883,1924,1959,0.0,0.3742355704307556
884,Los Angeles Dodgers,Alabama Crimson Tide,1.0,0.18173383176326752
885,Uttar Pradesh,Kerala,0.0,0.29279395937919617
886,James Reynolds,Kyler Mackenzie Pettis,0.0,0.08702657371759415
887,Morocco,Russia,0.0,0.21778373420238495
888,Morocco,Ethiopia,0.0,0.07164910435676575
889,1,5,0.0,0.3577466607093811
890,New York,southeastern new york state,0.0,0.6377772092819214
891,New York,the Northeastern United States,0.0,0.2994039058685303
892,New York,the state of new york,2.0,0.784814178943634
893,New York,New York State,2.0,0.8149172067642212
894,Raul Bova,pope clement vii,0.0,0.10829425603151321
895,Raul Bova,Pope Eugene IV,0.0,0.10640531778335571
896,Raul Bova,dustin hoffman,0.0,0.06566563993692398
897,Raul Bova,Pope Francis,0.0,0.11829569190740585
898,Raul Bova,Richard Madden as Cosimo de' Medici,0.0,0.03305170685052872
899,Raul Bova,clement vii,0.0,0.07965043187141418
900,Raul Bova,Francis,0.0,0.036620039492845535
901,Raul Bova,Stuart Martin,0.0,0.16433115303516388
902,Mentuhotep II,the Islamic prophet Muhammad,0.0,0.1776866614818573
903,Mentuhotep II,the Ptolemaic Kingdom,0.0,0.27006345987319946
904,Mentuhotep II,sant garib dass,0.0,0.17727932333946228
905,Mentuhotep II,Solomon,0.0,0.18652598559856415
906,Mentuhotep II,King Solomon,0.0,0.15444687008857727
907,Mentuhotep II,Hatshepsut,2.0,0.32280170917510986
908,Kanwar Sain,indira gandhi,0.0,0.2641538679599762
909,Kanwar Sain,Sanjay Gandhi,0.0,0.21901345252990723
910,Kanwar Sain,jawaharlal nehru,0.0,0.37126266956329346
911,Kanwar Sain,IGCAR,0.0,0.15919317305088043
912,Dave Barnes,Beatles,0.0,0.22588740289211273
913,Nicole Scherzinger,Antoine Malick,0.0,0.2693653106689453
914,Nicole Scherzinger,little mix,0.0,0.04835575446486473
915,Nicole Scherzinger,Peter Dickson,0.0,0.20654107630252838
916,Nicole Scherzinger,Simon Cowell,0.0,0.2411486655473709
917,"Seneca Falls, New York",Tartu,0.0,0.17034274339675903
918,"Seneca Falls, New York",Independence Hall,1.0,0.12387388944625854
919,Ayesha,kismet,0.0,0.3194555342197418
920,Ayesha,Pom Klementieff,0.0,0.1584918349981308
921,Ayesha,Michelle Yeoh,0.0,0.30869120359420776
922,Ayesha,Zoe Saldana,0.0,0.24771912395954132
923,Ayesha,Elizabeth Debicki,2.0,0.21994593739509583
924,the current domestic posting rate,non-denominated,0.0,0.19937914609909058
925,the current domestic posting rate,national,0.0,0.2651729881763458
926,the current domestic posting rate,h\u00c9ireann,0.0,0.06558102369308472
927,the current domestic posting rate,butterwort,0.0,0.11684799194335938
928,the current domestic posting rate,Nationality,0.0,0.33773016929626465
929,the current domestic posting rate,pence,0.0,0.18947915732860565
930,the current domestic posting rate,"\""descendant\""",0.0,0.280279278755188
931,the current domestic posting rate,non-denominated postage,0.0,0.2977353632450104
932,the current domestic posting rate,no-value indicator,2.0,0.2725745141506195
933,Georgia May Foote,Julie Foy,0.0,0.07243528962135315
934,Georgia May Foote,Jennie McAlpine,0.0,0.18901357054710388
935,Archie Griffin,doak walker,0.0,0.01369354035705328
936,Archie Griffin,cam newton,0.0,0.0402994379401207
937,Archie Griffin,Griffin,1.0,0.8047949075698853
938,Archie Griffin,Ohio State,1.0,0.06605488061904907
939,Archie Griffin,Ohio State's Archie Griffin,2.0,0.8940244913101196
940,David Bamigboye,alhaji adamu atta,0.0,0.25692588090896606
941,David Bamigboye,Abdulfatah Ahmed,0.0,0.24061313271522522
942,David Bamigboye,Alhaji Mohammed Alabi,0.0,0.336571604013443
943,David Bamigboye,Adamu Atta,0.0,0.25782454013824463
944,David Bamigboye,Mohammed Lawal,0.0,0.1699061542749405
945,Randall Flagg,matthew mcconaughey,0.0,0.22910399734973907
946,Randall Flagg,Walter Padick,2.0,0.2883017361164093
947,punishment for a crime,peonage,0.0,0.28151735663414
948,punishment for a crime,psychological coercion,0.0,0.2340550720691681
949,punishment for a crime,military conscription,0.0,0.2657534182071686
950,punishment for a crime,chattel slavery,0.0,0.23429755866527557
951,punishment for a crime,penal labor,0.0,0.551601767539978
952,punishment for a crime,contraction,0.0,0.19468584656715393
953,punishment for a crime,two,0.0,0.16800372302532196
954,"September 28, 2018","September 29, 2017",0.0,0.6411833763122559
955,52.7 million people,1106,0.0,0.16484130918979645
956,52.7 million people,52.7 million,1.0,0.9767858386039734
957,52.7 million people,52. 7 million,1.0,0.9271411299705505
958,1983,1984,0.0,0.6248798370361328
959,"September 20, 2010","september 29, 2017",0.0,0.18032051622867584
960,"September 20, 2010","September 23, 2016",0.0,0.1604388803243637
961,Kyrsten Sinema,jon kyl,0.0,0.3025627136230469
962,Kyrsten Sinema,Jon Llewellyn Kyl,0.0,0.2637642025947571
963,Kyrsten Sinema,Beto O'Rourke,0.0,0.17564402520656586
964,Kyrsten Sinema,Dianne Feinstein,0.0,0.23276978731155396
965,Kyrsten Sinema,Kyrsten Lea Sinema,1.0,0.8448269367218018
966,central nervous system,reward pathway,0.0,0.1703345775604248
967,central nervous system,hypothalamus,0.0,0.3523334562778473
968,central nervous system,throughout the brain,2.0,0.35449978709220886
969,central nervous system,vertebrate central nervous system,2.0,0.8448341488838196
970,Old John Feather Merchant,1945,2.0,0.11218637973070145
971,Old John Feather Merchant,"July 28, 1945",2.0,0.08439222723245621
972,Gondar,addis ababa,0.0,0.18593047559261322
973,Gondar,Dire Dawa,0.0,0.3133785128593445
974,Gondar,Tripoli,0.0,0.07283883541822433
975,"Ashland, Virginia",Covent Garden,0.0,0.14639993011951447
976,"Ashland, Virginia","covent garden fruit, vegetable and flower market",0.0,0.05150946229696274
977,"Ashland, Virginia",Los Angeles,0.0,0.15791405737400055
978,"Ashland, Virginia",Toronto,0.0,0.16057278215885162
979,"Ashland, Virginia","Toronto, Ontario Canada",0.0,0.1528586596250534
980,"Ashland, Virginia","greenwood falls, virginia",0.0,0.3484624922275543
981,"Ashland, Virginia",British Columbia,0.0,0.2395477294921875
982,"Ashland, Virginia",Britain,0.0,0.2692040205001831
983,"Ashland, Virginia",united states,1.0,0.21203193068504333
984,Boston Red Sox,new england patriots,0.0,0.22766759991645813
985,Boston Red Sox,Los Angeles Dodgers,0.0,0.3282121419906616
986,Boston Red Sox,Houston Astros,1.0,0.37477022409439087
987,25 December,5 January,0.0,0.26711684465408325
988,25 December,christmas day,0.0,0.4563327729701996
989,Season 30,1989,0.0,0.23362092673778534
990,Season 30,FOX,0.0,0.166970893740654
991,Season 30,twenty-ninth season,1.0,0.4231629967689514
992,Season 30,The twenty - ninth season,1.0,0.4222709536552429
993,Season 30,season 29,1.0,0.748718798160553
994,Season 30,29,1.0,0.49258992075920105
995,Season 30,twenty - eighth season,1.0,0.3966325521469116
996,the Fifth Amendment,bill of rights,0.0,0.2946726381778717
997,"""The Two Students""",372,0.0,0.05131424218416214
998,"""The Two Students""",478,0.0,0.04258726164698601
999,"""The Two Students""",175,0.0,0.15728889405727386
1000,"""The Two Students""",413,0.0,0.11408902704715729
1001,"""The Two Students""",ultimate ninja storm 2,0.0,0.07800433784723282
1002,"""The Two Students""",8,0.0,0.04565373808145523
1003,"""The Two Students""",377,0.0,0.06148654222488403
1004,asymmetrical federalism,a constitutional monarchy,0.0,0.33047086000442505
1005,asymmetrical federalism,Konstitutsiya Rossiyskoy Federatsii,0.0,0.29290062189102173
1006,asymmetrical federalism,a multi-party representative democracy,0.0,0.1860080063343048
1007,asymmetrical federalism,a multi - party representative democracy,1.0,0.17398901283740997
1008,asymmetrical federalism,federal semi-presidential republic,2.0,0.44402042031288147
1009,"September 1, 1945",age 11,0.0,0.3046022951602936
1010,"September 1, 1945",1939,0.0,0.33408474922180176
1011,"September 1, 1945","February 25, 2009",0.0,0.2631293833255768
1012,"September 1, 1945",1945,2.0,0.6766068339347839
1013,Sindhu (Indus River),ganges,0.0,0.2566450834274292
1014,Sindhu (Indus River),the indus river,2.0,0.7644203901290894
1015,Sindhu (Indus River),Sindhu,2.0,0.8079580068588257
1016,70-85 million people,50 to 55 million,0.0,0.33242613077163696
1017,70-85 million people,"approximately 27,000,000",0.0,0.157125785946846
1018,70-85 million people,419400,0.0,-0.08013938367366791
1019,70-85 million people,131028000,0.0,0.1447504758834839
1020,70-85 million people,50 to 85 million,1.0,0.676247775554657
1021,70-85 million people,70-85 million,2.0,0.9707125425338745
1022,70-85 million people,70 - 85 million people,2.0,0.9181693196296692
1023,34.16%,33.4%,1.0,0.7084702253341675
1024,34.16%,33.04 %,1.0,0.6554124355316162
1025,34.16%,33. 4 %,1.0,0.7108364105224609
1026,34.16%,31.96%,1.0,0.5367336869239807
1027,Vidhan Sabha  Metro Station,kashmeri gate,0.0,0.28403034806251526
1028,Vidhan Sabha  Metro Station,Kashmeri Gate station,0.0,0.33662691712379456
1029,Vidhan Sabha  Metro Station,delhi railway station of delhi,0.0,0.43610554933547974
1030,Eden Hazard,raheem sterling,0.0,0.26524242758750916
1031,Eden Hazard,Harry Kane,0.0,0.3301146328449249
1032,Eden Hazard,Mohamed Salah,0.0,0.21702899038791656
1033,Eden Hazard,Lionel Messi,0.0,0.16713352501392365
1034,Eden Hazard,Matt Doherty,0.0,0.20734083652496338
1035,"January 8, 2019","march 18, 2018",0.0,0.3536340892314911
1036,"January 8, 2019","October 23, 2018",0.0,0.33773931860923767
1037,"January 8, 2019","October 16, 2018",0.0,0.33617109060287476
1038,"January 8, 2019","June 20, 2018",0.0,0.25134119391441345
1039,"January 8, 2019","March 2, 2018",0.0,0.2597065567970276
1040,51,54,0.0,0.5627381205558777
1041,51,100,0.0,0.2722246050834656
1042,51,53,1.0,0.6759840250015259
1043,a jackal,Lee Remick,0.0,0.08942731469869614
1044,a jackal,Harvey Spencer Stephens,0.0,0.116068035364151
1045,a jackal,katherine,1.0,0.06499847769737244
1046,a jackal,robert thorn,1.0,0.20610345900058746
1047,Kareem Abdul-Jabbar,Michael Jordan,0.0,0.23222757875919342
1048,Kareem Abdul-Jabbar,kareem abdul - jabbar,2.0,0.6971328854560852
1049,The Fury in the Jury,during the second series,0.0,0.056866295635700226
1050,The Fury in the Jury,The Net '',0.0,0.1480063498020172
1051,The Fury in the Jury,The Tyrant,0.0,0.31613877415657043
1052,The Fury in the Jury,season six,0.0,0.14794906973838806
1053,The Fury in the Jury,"\""The Last One\""",0.0,0.1305297464132309
1054,The Fury in the Jury,season 8,0.0,0.14425143599510193
1055,The Fury in the Jury,season 3,0.0,0.11934886127710342
1056,The Fury in the Jury,Chapter Eleven,0.0,0.18299639225006104
1057,The Fury in the Jury,"\""The Last Walt\""",0.0,0.1668778508901596
1058,the British,Mexico,1.0,0.22055533528327942
1059,the British,incursion by russian fur traders,1.0,0.0643148273229599
1060,the British,Great Britain,2.0,0.7677165865898132
1061,Old English,German,0.0,0.29103872179985046
1062,Old English,French,0.0,0.3618474006652832
1063,Old English,English and Scottish origin,1.0,0.40979498624801636
1064,Old English,english,2.0,0.7568227052688599
1065,Old English,Old English origin,2.0,0.8093531727790833
1066,Shankar Dayal Sharma,sarvepalli radhakrishnan,0.0,0.4788709282875061
1067,Shankar Dayal Sharma,Mohammad Hamid Ansari,0.0,0.2298811823129654
1068,Shankar Dayal Sharma,Muppavarapu Venkaiah Naidu,0.0,0.2932339608669281
1069,Shankar Dayal Sharma,Venkaiah Naidu,0.0,0.23227441310882568
1070,Shankar Dayal Sharma,Pawan Kumar Chamling,0.0,0.3510761857032776
1071,Snoopy,Santa's Little Helper,0.0,0.21844874322414398
1072,Snoopy,Woodstock,0.0,0.1629972606897354
1073,the G.I. Generation,Homeland Generation,0.0,0.4373182952404022
1074,the G.I. Generation,Tom Brokaw,0.0,-0.000405963568482548
1075,the G.I. Generation,the g. i. generation,2.0,0.928123414516449
1076,3,2,0.0,0.47222891449928284
1077,3,five,0.0,0.2138121873140335
1078,3,1,0.0,0.4302287697792053
1079,3,four,0.0,0.34243401885032654
1080,3,three,2.0,0.9219055771827698
1081,"July 15, 2016","October 27, 2017",0.0,0.1771014928817749
1082,"July 15, 2016",July 2016,2.0,0.502841591835022
1083,Garfield Sobers,yuvraj singh,0.0,0.2033088207244873
1084,Garfield Sobers,chris gayle,0.0,0.09817131608724594
1085,Garfield Sobers,Ravi Shastri,0.0,0.21780137717723846
1086,"March 25, 2018",Piccolo Jr. Saga,0.0,0.08011933416128159
1087,"March 25, 2018",131,1.0,0.08910387754440308
1088,"March 25, 2018",Universe Survival Saga,1.0,0.017887644469738007
1089,United States,russia,0.0,0.38895633816719055
1090,United States,Venezuela,0.0,0.31071940064430237
1091,the father of the radio,bernie taupin,0.0,0.19373826682567596
1092,the father of the radio,a music industry executive,0.0,0.23821711540222168
1093,the father of the radio,Les Garland,0.0,0.02009201981127262
1094,the father of the radio,bologna,0.0,0.05920110642910004
1095,the father of the radio,Starship,0.0,0.06454126536846161
1096,the father of the radio,Italian inventor Guglielmo Marconi,2.0,0.18937906622886658
1097,Dylan Kingwell,beau garrett,0.0,0.12731634080410004
1098,Dylan Kingwell,Will Yun Lee,0.0,0.17320317029953003
1099,Dylan Kingwell,Freddie Highmore,0.0,0.2212311029434204
1100,Dylan Kingwell,hill harper,0.0,0.21984681487083435
1101,"""Highway of Tears""","Oh Captain, My Captain",0.0,0.05027077719569206
1102,"""Highway of Tears""",Blood Magic,0.0,0.19899354875087738
1103,"""Highway of Tears""",the end,0.0,0.1605660617351532
1104,American Express Company,MBNA America,0.0,0.21112729609012604
1105,American Express Company,citibank,0.0,0.12459862232208252
1106,American Express Company,Houghton Mifflin,0.0,0.08034777641296387
1107,American Express Company,Bank of England,0.0,0.1975456178188324
1108,American Express Company,US Bancorp,0.0,0.3247518539428711
1109,American Express Company,bank of america,1.0,0.3489493131637573
1110,American Express Company,American Express Co.,2.0,0.9176471829414368
1111,the 104th Congress,Mexico,0.0,0.15715205669403076
1112,the 104th Congress,France,0.0,0.1778153032064438
1113,the 104th Congress,united states house of representatives,2.0,0.31680017709732056
1114,the 104th Congress,Congress,2.0,0.6100946664810181
1115,the 104th Congress,the 1994 Congressional election campaign,2.0,0.3631186783313751
1116,Ulama,football,0.0,0.25061050057411194
1117,Ulama,polo,0.0,0.327001690864563
1118,Ulama,hurling,0.0,0.16476517915725708
1119,Ulama,mancala,0.0,0.40602320432662964
1120,Ulama,Cricket,0.0,0.17558890581130981
1121,1997,1976,0.0,0.22581428289413452
1122,1997,2018,0.0,0.22781123220920563
1123,nucleus,cytosol,0.0,0.4443214237689972
1124,nucleus,within the nucleus,1.0,0.778390109539032
1125,Zagreb,Moscow,0.0,0.33388492465019226
1126,3,fifty - six foot,0.0,-0.003837333060801029
1127,3,50 ft,0.0,0.03206850215792656
1128,3,fifty-six,0.0,0.005048566963523626
1129,3,two,0.0,0.2855912744998932
1130,3,10,0.0,0.15347525477409363
1131,3,seven,0.0,0.14486421644687653
1132,3,50 feet,0.0,0.05768992379307747
1133,3,three,2.0,0.9219055771827698
1134,While in the Dark Castle,firebird,0.0,0.06431711465120316
1135,While in the Dark Castle,season 2,0.0,0.1371031552553177
1136,While in the Dark Castle,the fourth season,1.0,0.0546112135052681
1137,Mexico,Alta California,1.0,0.22191648185253143
1138,Byju Raveendran,john b. watson,0.0,0.17362071573734283
1139,Byju Raveendran,Warren Robinett,0.0,0.25251615047454834
1140,"March 10, 1981",1974,0.0,0.20482298731803894
1141,"March 10, 1981",2011,0.0,0.3717925548553467
1142,"March 10, 1981",April 1981,0.0,0.7662432193756104
1143,"March 10, 1981",1981,2.0,0.737036943435669
1144,Kareem Abdul-Jabbar,wilt chamberlain,0.0,0.1584423929452896
1145,Kareem Abdul-Jabbar,Kareem Abdul - Jabbar,2.0,0.862299919128418
1146,Burma,Ceylon,0.0,0.1678301990032196
1147,Burma,Sri Lanka,1.0,0.23248474299907684
1148,"18,426",10000,1.0,0.0869360864162445
1149,"18,426","18, 426",2.0,0.9376948475837708
1150,Ptolemy,at the end of a number,0.0,0.054857514798641205
1151,Ptolemy,India,0.0,0.14891929924488068
1152,Ptolemy,the bakhshali manuscript,0.0,0.18768596649169922
1153,Ptolemy,on monuments,0.0,0.1447778344154358
1154,Ptolemy,By 1770 BC,0.0,-0.011964619159698486
1155,Ptolemy,zero,0.0,0.13146859407424927
1156,Elizabeth II,donald trump,0.0,0.17350679636001587
1157,Elizabeth II,Hassanal Bolkiah,0.0,0.13498064875602722
1158,Elizabeth II,Teodoro Obiang,0.0,0.11224532127380371
1159,Elizabeth II,george washington,0.0,0.07937702536582947
1160,Elizabeth II,Franklin D. Roosevelt,0.0,0.16381460428237915
1161,Elizabeth II,George H.W. Bush,0.0,0.15969879925251007
1162,Elizabeth II,Queen Elizabeth II,2.0,0.9146566987037659
1163,155,114,0.0,0.30537647008895874
1164,155,139,0.0,0.417479932308197
1165,155,197,0.0,0.4627223610877991
1166,155,eighty eight,0.0,0.06268496066331863
1167,155,one,0.0,0.15372046828269958
1168,155,two,0.0,0.24784134328365326
1169,155,142,0.0,0.4985448122024536
1170,"India Security Press, Nasik",federal government,0.0,0.0983739122748375
1171,"India Security Press, Nasik",Calcutta,0.0,0.14443401992321014
1172,"India Security Press, Nasik",India Security Press,2.0,0.8029216527938843
1173,The Gap Band,sonny boy williamson i,0.0,0.17435194551944733
1174,The Gap Band,"Sharon, Lois & Bram",0.0,-0.00338959158398211
1175,The Gap Band,Maureen McGovern,0.0,0.1407197117805481
1176,a Coven of Salem witches,2013,0.0,0.04474009573459625
1177,Michael Wincott,richard harris,0.0,0.23516318202018738
1178,Michael Wincott,jim caviezel,0.0,0.08726353198289871
1179,2009,2016,0.0,0.5402966737747192
1180,2009,"september 14, 2009",2.0,0.6096687316894531
1181,Africa,chicago,0.0,0.2870091199874878
1182,Africa,Donna,0.0,0.13664160668849945
1183,Africa,Topher Grace,0.0,0.12862326204776764
1184,Africa,teaching in Africa,2.0,0.5484716296195984
1185,Toby Stephens,mark wahlberg,0.0,0.11725760996341705
1186,Toby Stephens,James Stewart,0.0,0.3374159634113312
1187,Toby Stephens,Joan Bennett,0.0,0.27679356932640076
1188,Virginia Bruce,Cole Porter,0.0,0.057606473565101624
1189,Virginia Bruce,Frank Sinatra,2.0,0.2373875379562378
1190,John Jefferson Williams,albert henry woolson,0.0,0.1811419576406479
1191,1978,"October 25, 1978",2.0,0.6241266131401062
1192,"Santa Clara, California","atlanta, georgia",1.0,0.18049001693725586
1193,"Santa Clara, California",mercedes-benz stadium,1.0,0.2055295705795288
1194,"Santa Clara, California","mercedes - benz stadium in atlanta, georgia",1.0,0.15269272029399872
1195,gypsum,fresco,0.0,0.18805763125419617
1196,gypsum,Paris,0.0,0.12549296021461487
1197,gypsum,calcium sulfate,1.0,0.16265679895877838
1198,Universal Studios Hollywood,Atlanta,1.0,0.19328291714191437
1199,Universal Studios Hollywood,"atlanta, georgia",1.0,0.22895324230194092
1200,Universal Studios Hollywood,Los Angeles,1.0,0.3039359450340271
1201,Shankar Dayal Sharma,venkaiah naidu,0.0,0.14456039667129517
1202,Shankar Dayal Sharma,Ram Nath Kovind,0.0,0.30785277485847473
1203,Shankar Dayal Sharma,Muppavarapu Venkaiah Naidu,0.0,0.2932339608669281
1204,Rubik's Brand Ltd.,Ideal Toy Corp.,1.0,0.2970781624317169
1205,Molly Qerim Rose,Erik Kuselias,0.0,0.1583135724067688
1206,Molly Qerim Rose,Erin Michelle Coscarelli,0.0,0.2783738970756531
1207,Molly Qerim Rose,Mike Tuggle,0.0,0.17851611971855164
1208,Molly Qerim Rose,Adam Caplan,0.0,0.17697499692440033
1209,Molly Qerim Rose,peyton manning,0.0,0.029807116836309433
1210,Molly Qerim Rose,Chris Harrison,0.0,0.2184200882911682
1211,Molly Qerim Rose,the United States,0.0,0.09974078834056854
1212,Molly Qerim Rose,field yates,1.0,0.08361915498971939
1213,Molly Qerim Rose,Matthew Berry,1.0,0.131332129240036
1214,Mariska Magdolna Hargitay,Jenna Louise Stern,0.0,0.2743782699108124
1215,Mariska Magdolna Hargitay,Jillian Noel Hennessy,0.0,0.2994363009929657
1216,Mariska Magdolna Hargitay,brooke shields,1.0,0.01528236549347639
1217,Mariska Magdolna Hargitay,Mariska Hargitay,2.0,0.8588157296180725
1218,using rotating calipers,1/e2,0.0,-0.05006307363510132
1219,using rotating calipers,the smallest such distance,0.0,0.03110639937222004
1220,using rotating calipers,2:3,0.0,0.021507544443011284
1221,using rotating calipers,The Width of a Circle,0.0,0.26735007762908936
1222,using rotating calipers,rotating calipers,2.0,0.9020684957504272
1223,10,ten,2.0,0.8258117437362671
1224,"Ramstein AB, in Germany",washington,0.0,0.06051074340939522
1225,"Ramstein AB, in Germany",California,0.0,0.12285211682319641
1226,"Ramstein AB, in Germany",Fort Lewis,0.0,0.01693142019212246
1227,"Ramstein AB, in Germany",Fort Hood,1.0,0.01575060933828354
1228,"Ramstein AB, in Germany",fort bragg,2.0,0.20907044410705566
1229,"Ramstein AB, in Germany","Fort Bragg, North Carolina",2.0,0.049501825124025345
1230,Taraji P. Henson,sarah silverman,0.0,0.14513476192951202
1231,Taraji P. Henson,John C. Reilly,0.0,0.20027270913124084
1232,Taraji P. Henson,Jane Lynch,0.0,0.03533682972192764
1233,Taraji P. Henson,gal gadot,0.0,0.1284908503293991
1234,2011,july 2014,0.0,0.30250969529151917
1235,2011,December 2014,0.0,0.36782190203666687
1236,2011,1994,0.0,0.32413193583488464
1237,2011,new year's eve,0.0,0.3164331316947937
1238,2011,1898,0.0,0.25365787744522095
1239,2011,1962,0.0,0.15315960347652435
1240,a typewriter ribbon,shoes,0.0,0.16258735954761505
1241,a typewriter ribbon,Cracker Jack,0.0,0.22794125974178314
1242,a typewriter ribbon,Cracker Jack ring,0.0,0.30565041303634644
1243,a typewriter ribbon,paper bag,0.0,0.18062518537044525
1244,a typewriter ribbon,Deep Blue Something,0.0,0.04089561477303505
1245,a typewriter ribbon,Home,0.0,0.11440127342939377
1246,"Templeton ""Face"" Peck","faceman \"" peck",0.0,0.6001691222190857
1247,"Templeton ""Face"" Peck",Special Forces,0.0,-0.003787214169278741
1248,"Templeton ""Face"" Peck",the Arizona Cardinals,0.0,0.14181627333164215
1249,"Templeton ""Face"" Peck",Faceman,0.0,0.3273817300796509
1250,"Templeton ""Face"" Peck",templeton peck,2.0,0.6388792991638184
1251,Imran Khan,azim khan,0.0,0.6664428114891052
1252,Imran Khan,Punjab,0.0,0.2714276909828186
1253,Woodrow Wilson,dwight d. eisenhower,0.0,0.19835731387138367
1254,Woodrow Wilson,Franklin D. Roosevelt,0.0,0.2493276745080948
1255,Woodrow Wilson,John F. Kennedy,0.0,0.20090727508068085
1256,Woodrow Wilson,Thomas Woodrow Wilson,0.0,0.9242312908172607
1257,Woodrow Wilson,Ronald Wilson Reagan,0.0,0.44715917110443115
1258,Racial tensions,world war ii,0.0,0.11903642117977142
1259,Racial tensions,1929,0.0,0.05660990625619888
1260,Racial tensions,worldwide economic recession,1.0,0.06858106702566147
1261,Racial tensions,Great Depression,1.0,0.1712721884250641
1262,Racial tensions,economic downturns,1.0,0.2009633481502533
1263,8,seventh,0.0,0.46563002467155457
1264,8,7,1.0,0.5968295931816101
1265,8,eighth,1.0,0.730595588684082
1266,8,Seven,1.0,0.4846511483192444
1267,8,six,1.0,0.430767297744751
1268,8,6,1.0,0.4949466288089752
1269,With arrival in 2017,september 2006,0.0,0.13511481881141663
1270,With arrival in 2017,2003,0.0,0.10910356789827347
1271,With arrival in 2017,2007,1.0,0.400638222694397
1272,With arrival in 2017,June 2017,1.0,0.520859956741333
1273,With arrival in 2017,in 2007,1.0,0.4113990068435669
1274,Pittsburgh,"homestead, florida",0.0,0.0977013111114502
1275,Pittsburgh,Iowa,0.0,0.17750412225723267
1276,50 First Dates,drive,0.0,0.16985604166984558
1277,50 First Dates,Thom,0.0,0.01549879927188158
1278,50 First Dates,Wild At Heart,0.0,0.11769058555364609
1279,50 First Dates,Bonnie and Clyde,0.0,0.048813603818416595
1280,50 First Dates,The Cars,0.0,0.1073031947016716
1281,"March 2, 1836",2003,0.0,0.32548969984054565
1282,four,two gold,0.0,0.11144640296697617
1283,four,two gold and two silver medals,0.0,0.13879577815532684
1284,four,two,0.0,0.16818688809871674
1285,four,13,0.0,0.15952156484127045
1286,four,10,0.0,0.2731766998767853
1287,main antagonist of the story,a dark shadow,0.0,0.14436183869838715
1288,main antagonist of the story,tesseract,0.0,0.05706052854657173
1289,main antagonist of the story,A Wrinkle in Time,0.0,0.08479814231395721
1290,main antagonist of the story,Camazotz,0.0,-0.00301107089035213
1291,main antagonist of the story,an evil disembodied brain,2.0,0.08744589239358902
1292,main antagonist of the story,brain,2.0,0.011750434525310993
1293,main antagonist of the story,a disembodied brain,2.0,0.05871841683983803
1294,Prime Minister H. H. Asquith,clement attlee,0.0,0.08211944252252579
1295,Prime Minister H. H. Asquith,Winston Churchill,0.0,0.24140635132789612
1296,Prime Minister H. H. Asquith,david lloyd george,1.0,0.11680358648300171
