,Unnamed: 0,answer1,answer2,label,berttrained,bertvanilla,sas,f1,bi_encoder,bleu,rouge_L,meteor,new_bi_encoder,new_berttrained
848,848,UCF Knights,UCLA Bruins,1.0,0.38514808,0.33216345,0.015980575,0.0,0.3863565921783447,0.0,0.0,0.0,0.2706466019153595,0.079386696
849,849,UCF Knights,notre dame,1.0,0.26693892,0.2788737,0.010203727,0.0,0.2711813151836395,0.0,0.0,0.0,0.1389496624469757,0.10668598
850,850,UCF Knights,New England Patriots,1.0,0.2025724,0.24744657,0.009571619,0.0,0.1750153750181198,0.0,0.0,0.0,0.1681697070598602,0.07086438
851,851,UCF Knights,the Boise State Broncos,1.0,0.22367314,0.3073171,0.009627153,0.0,0.2058318853378296,0.0,0.0,0.0,0.179956316947937,0.24572887
852,852,thirty,40,0.0,0.41014537,0.5588932,0.059434965,0.0,0.4623869955539703,0.0,0.0,0.0,0.3867735266685486,0.06419546
853,853,thirty,Twenty nine,0.0,0.3936039,0.7196145,0.047036126,0.0,0.3878050148487091,0.0,0.0,0.0,0.286908358335495,0.3000372
854,854,thirty,14,0.0,0.111773476,0.46739823,0.0531869,0.0,0.1379946917295456,0.0,0.0,0.0,-0.0467174053192138,0.1492569
855,855,thirty,245,0.0,0.17492135,0.45227507,0.015220201,0.0,0.183344155550003,0.0,0.0,0.0,0.0769550055265426,0.18524696
856,856,thirty,11747034,0.0,0.25042093,0.35043868,0.011512669,0.0,0.2535230815410614,0.0,0.0,0.0,0.1287719011306762,0.19107276
857,857,Brian Gerald Snitker,John Y. Brown Jr.,0.0,0.14249942,0.31730944,0.01250049,0.0,0.1157407537102699,0.0,0.0,0.0,0.0147548578679561,0.35054192
858,858,Brian Gerald Snitker,Alex Anthopoulos,0.0,0.019408036,0.27161834,0.011238958,0.0,-0.0049908114597201,0.0,0.0,0.0,-0.0983172506093978,0.32392466
859,859,Brian Gerald Snitker,brian snitker,1.0,0.57260865,0.93323165,0.84489965,0.8,0.5445605516433716,0.0,0.8,0.4761904761904762,0.8487843871116638,0.0
860,860,sign language,esthetician,0.0,0.20207405,0.2562795,0.009899054,0.0,0.2321906387805938,0.0,0.0,0.0,0.0982905849814415,0.098720066
861,861,sign language,Porter,0.0,0.098792456,0.26858371,0.009673377,0.0,0.1227919086813926,0.0,0.0,0.0,-0.0206200815737247,0.15417983
862,862,sign language,Aphasia,1.0,0.2947862,0.23710386,0.009334184,0.0,0.3189274370670318,0.0,0.0,0.0,0.1174284070730209,0.07883183
863,863,sign language,mixed transcortical aphasia,1.0,0.1435873,0.22737534,0.009521415,0.0,0.0945276767015457,0.0,0.0,0.0,0.0630742385983467,0.005103965
864,864,"15,589 sq mi",30 ft,0.0,0.09803615,0.44914845,0.021744408,0.0,0.0484398901462554,0.0,0.0,0.0,0.0250887013971805,0.8081555
865,865,"15,589 sq mi",100 m,0.0,0.11286405,0.37726316,0.088314146,0.0,0.0708920881152153,0.0,0.0,0.0,0.133117601275444,0.117132865
866,866,"15,589 sq mi",13,0.0,0.22049695,0.4687617,0.047076903,0.0,0.181492194533348,0.0,0.0,0.0,0.1811818927526474,0.00909339
867,867,"15,589 sq mi",1.2,0.0,0.063995875,0.42868412,0.060875863,0.0,0.0372438877820968,0.0,0.0,0.0,-0.0336025618016719,0.13686521
868,868,"15,589 sq mi",1.8,0.0,0.12142418,0.45164874,0.026954163,0.0,0.1078763306140899,0.0,0.0,0.0,0.0845503881573677,0.099952444
869,869,"15,589 sq mi",Parker,0.0,0.2795496,0.25217563,0.010574569,0.0,0.2902907133102417,0.0,0.0,0.0,0.2927269339561462,0.07200615
870,870,"15,589 sq mi",a few miles,0.0,0.1308174,0.36459327,0.1718087,0.0,0.1222907155752182,0.0,0.0,0.1666666666666666,0.1434139907360077,0.14240214
871,871,"15,589 sq mi",0 to 6 feet,0.0,0.08993902,0.4118004,0.0092402045,0.0,0.0531014688313007,0.0,0.0,0.0,-0.0256283171474933,0.22135374
872,872,"15,589 sq mi",7 â 9 feet,1.0,0.08864838,0.43975252,0.009372443,0.0,0.0331532321870327,0.0,0.0,0.0,0.0492773726582527,0.0
873,873,Mark Andreas Sheppard,Mark Ross Pellegrino,0.0,0.3094448,0.411829,0.095555276,0.3333333333333333,0.2847389578819275,0.0,0.3333333333333333,0.1666666666666666,0.1511503607034683,0.094917424
874,874,Mark Andreas Sheppard,mark a. sheppard,2.0,0.7434648,0.68952906,0.8568628,0.8,0.7202701568603516,0.0,0.6666666666666666,0.3333333333333333,0.7880548238754272,0.27664855
875,875,President of the United States,Donald J. Trump,0.0,0.38358656,0.33448282,0.13015822,0.0,0.416030079126358,0.0,0.0,0.0,0.3541707694530487,0.14899436
876,876,President of the United States,the President,2.0,0.72189647,0.64986324,0.61164284,0.4,0.726905345916748,0.0,0.2857142857142857,0.4347826086956521,0.6906970143318176,0.03246574
877,877,Bovine spongiform encephalopathy,Mutual assured destruction,0.0,0.12611488,0.22381322,0.010368655,0.0,0.0842553079128265,0.0,0.0,0.0,0.0778482034802436,0.11175221
878,878,Bovine spongiform encephalopathy,CSE,0.0,0.040997688,0.23002912,0.009391991,0.0,-0.007555647753179,0.0,0.0,0.0,0.0655282214283943,0.20895468
879,879,Bovine spongiform encephalopathy,mad cow disease,1.0,0.23483543,0.232265,0.5273665,0.0,0.2506730258464813,0.0,0.0,0.0,0.0428284369409084,0.7887293
880,880,Fast & Furious 6,the last one '',0.0,0.08377979,0.3013918,0.010705184,0.0,0.0495676696300506,0.0,0.0,0.0,0.0335550606250762,0.33723503
881,881,Fast & Furious 6,Furious 7,0.0,0.552184,0.6714985,0.33885038,0.4,0.5218884944915771,0.0,0.4,0.2272727272727272,0.5303563475608826,0.6997454
882,882,Fast & Furious 6,"November 30, 2013",0.0,0.03380324,0.26968116,0.010163113,0.0,-0.0256532654166221,0.0,0.0,0.0,-0.0823829770088195,0.10898031
883,883,Fast & Furious 6,2015,0.0,0.11222351,0.28156513,0.0097962925,0.0,0.0833276361227035,0.0,0.0,0.0,0.0650422871112823,0.08871992
884,884,Fast & Furious 6,2013,1.0,0.14281406,0.28254366,0.010050571,0.0,0.1134952455759048,0.0,0.0,0.0,0.0816748887300491,0.08616023
885,885,on the reverse,denver,0.0,0.15511738,0.31088504,0.01107179,0.0,0.1553660780191421,0.0,0.0,0.0,0.1700582653284073,0.072291255
886,886,on the reverse,United States Mint,0.0,0.113262564,0.32651472,0.009975071,0.0,0.0909061282873153,0.0,0.0,0.0,0.0012392508797347,0.5835913
887,887,on the reverse,above monticello,0.0,0.12220169,0.29749605,0.009235019,0.0,0.0901202857494354,0.0,0.0,0.0,0.094273917376995,0.013568601
888,888,on the reverse,the Denver Mint,0.0,0.10714239,0.492554,0.009324916,0.0,0.0707267448306083,0.0,0.3333333333333333,0.1666666666666666,0.0480061620473861,0.105421424
889,889,on the reverse,reverse,2.0,0.7002962,0.7195606,0.9165186,0.6666666666666666,0.6950365304946899,0.0,0.5,0.4166666666666667,0.8217611908912659,0.123650506
890,890,in regions of new growth,parenchyma,0.0,0.1147292,0.28293452,0.008815741,0.0,0.0550015233457088,0.0,0.0,0.0,0.0534464046359062,0.17536396
891,891,in regions of new growth,nervous system,0.0,0.064471886,0.31568754,0.008824612,0.0,0.0150332618504762,0.0,0.0,0.0,-0.0043699466623365,0.02925057
892,892,in regions of new growth,soft parts,2.0,0.1301412,0.3622823,0.008910541,0.0,0.1004952639341354,0.0,0.0,0.217391304347826,0.0498693957924842,0.105605796
893,893,in regions of new growth,cortex,2.0,0.16578941,0.29537937,0.008995204,0.0,0.133759468793869,0.0,0.0,0.0,0.1366242915391922,0.08110656
894,894,in regions of new growth,the cortex of roots,2.0,0.18419024,0.5186955,0.023365537,0.25,0.1326897740364074,0.0,0.2222222222222222,0.1219512195121951,0.1125526055693626,0.81301594
895,895,1965,"June 7, 1990",0.0,0.12083783,0.4662665,0.009882239,0.0,0.1193236261606216,0.0,0.0,0.0,0.0536863133311271,0.071373716
896,896,1965,1998,0.0,0.30059284,0.6871017,0.011363497,0.0,0.3599494695663452,0.0,0.0,0.0,0.1498212814331054,0.038121283
897,897,1965,31 March 2001,0.0,0.17168444,0.44459072,0.009835307,0.0,0.1967792212963104,0.0,0.0,0.0,0.0728903487324714,0.07256866
898,898,1965,1964,2.0,0.6116778,0.8799792,0.3104186,0.0,0.6441286206245422,0.0,0.0,0.0,0.4995984137058258,0.18473546
899,899,1965,"august 6, 1965",1.0,0.7829455,0.60163933,0.5184745,0.5,0.7883560657501221,0.0,0.5,0.1351351351351351,0.7923170328140259,0.15568812
900,900,1965,1967,0.0,0.49660707,0.8621453,0.1658931,0.0,0.5249802470207214,0.0,0.0,0.0,0.3898987770080566,0.08270117
901,901,1965,the fourth season,0.0,0.011212182,0.36957982,0.009865867,0.0,0.0076533667743206,0.0,0.0,0.0,-0.0877416804432869,0.125019
902,902,1965,1971,0.0,0.39169404,0.7753744,0.08960836,0.0,0.4252457022666931,0.0,0.0,0.0,0.290822684764862,0.07916791
903,903,the senate,oligarchy,0.0,0.12273907,0.31846732,0.008978213,0.0,0.1242058873176574,0.0,0.0,0.0,-0.0402253866195678,0.49292833
904,904,the senate,Army,0.0,0.31831193,0.42646393,0.009522459,0.0,0.3989643156528473,0.0,0.0,0.0,0.2267350554466247,0.79064393
905,905,the senate,consuls,1.0,0.39692232,0.44142812,0.17395462,0.0,0.4632203578948974,0.0,0.0,0.0,0.2676337957382202,
906,906,New York,New York City,2.0,0.92494124,0.8591198,0.920919,0.8,0.925965428352356,0.0,0.8,0.6465517241379309,0.8866940140724182,0.39858285
907,907,New York,southeastern new york state,0.0,0.63777715,0.67159224,0.54090685,0.6666666666666666,0.6186548471450806,0.0,0.6666666666666666,0.4934210526315789,0.533865213394165,0.0
908,908,New York,the Northeastern United States,0.0,0.29940382,0.35045063,0.040851247,0.0,0.3222399055957794,0.0,0.0,0.0,0.2757145464420318,0.32276613
909,909,New York,the state of new york,2.0,0.7848138,0.71542174,0.841014,0.6666666666666666,0.787848174571991,0.0,0.5714285714285715,0.3989361702127659,0.7106654047966003,0.0030843322
910,910,New York,New York State,2.0,0.8149168,0.76992726,0.88542384,0.8,0.8043991923332214,0.0,0.8,0.6465517241379309,0.7634111046791077,0.209438
911,911,New York,Westchester County of New York,0.0,0.59482795,0.67240876,0.40846312,0.5714285714285715,0.553030788898468,0.0,0.5714285714285715,0.3989361702127659,0.5255500078201294,0.26947597
912,912,New York,pottersville,0.0,0.13027439,0.24094348,0.010166932,0.0,0.1327695399522781,0.0,0.0,0.0,-0.0521898567676544,0.8922018
913,913,New York,Seneca Falls,0.0,0.16161579,0.22880174,0.009398196,0.0,0.1391123235225677,0.0,0.0,0.0,0.0934716314077377,0.5382306
914,914,New York,Bedford Falls,1.0,0.24049214,0.27883437,0.009615222,0.0,0.2229184806346893,0.0,0.0,0.0,0.1068780124187469,0.26636037
915,915,New York,state of New York,2.0,0.8090337,0.73693395,0.8850324,0.6666666666666666,0.7912704944610596,0.0,0.6666666666666666,0.4934210526315789,0.7919238209724426,0.6966761
916,916,New York,California,0.0,0.26721457,0.3825379,0.015891045,0.0,0.333768367767334,0.0,0.0,0.0,0.1584961861371994,0.7786372
917,917,February 19,"january 15, 2019",0.0,0.563329,0.64254105,0.17690673,0.0,0.5656235814094543,0.0,0.0,0.0,0.6127327680587769,0.5868369
918,918,February 19,"June 22, 2010",0.0,0.10509403,0.62874204,0.027227525,0.0,0.0904519483447074,0.0,0.0,0.0,0.0414603203535079,0.0
919,919,February 19,"february 6, 2013",0.0,0.24187303,0.6962854,0.21321248,0.4,0.2068659365177154,0.0,0.4,0.131578947368421,0.1656745225191116,0.11896235
920,920,February 19,"February 19, 2018",0.0,0.85998964,0.7759023,0.8114285,0.8,0.8583881855010986,0.0,0.8,0.4934210526315789,0.8382704257965088,0.14285369
921,921,arbitrageur,proletariat,0.0,0.22793597,0.26271123,0.00998234,0.0,0.2676263749599457,0.0,0.0,0.0,-0.0191834606230258,0.8064773
922,922,arbitrageur,Bull,0.0,0.25558057,0.23343875,0.010873836,0.0,0.3026445806026459,0.0,0.0,0.0,0.125113695859909,0.14690375
923,923,arbitrageur,gambler,1.0,0.3415308,0.31148186,0.033164386,0.0,0.3839983344078064,0.0,0.0,0.0,0.220036044716835,0.5950475
924,924,arbitrageur,a trader,1.0,0.4054466,0.29781112,0.49430618,0.0,0.4375949501991272,0.0,0.0,0.0,0.2645586133003235,0.07912245
925,925,arbitrageur,entrepreneur,1.0,0.23177738,0.24959669,0.07952143,0.0,0.2430304884910583,0.0,0.0,0.0,0.1189802661538124,0.23926221
926,926,arbitrageur,the borrower,1.0,0.31128177,0.3275202,0.009295893,0.0,0.3369441926479339,0.0,0.0,0.0,0.106033407151699,0.84309465
927,927,arbitrageur,speculators,2.0,0.3312076,0.251085,0.02542514,0.0,0.3495751321315765,0.0,0.0,0.0,0.1980859190225601,0.021403654
928,928,arbitrageur,speculator,2.0,0.39015993,0.22266749,0.07158619,0.0,0.409445583820343,0.0,0.0,0.0,0.2562920749187469,0.11573865
929,929,intersection,sequence,0.0,0.26626047,0.34881362,0.013702399,0.0,0.2907833456993103,0.0,0.0,0.0,0.1108559295535087,0.1909677
930,930,intersection,value,0.0,0.20450519,0.3836107,0.011078991,0.0,0.2385664582252502,0.0,0.0,0.0,-0.0028133522719144,0.2477278
931,931,intersection,Fire,0.0,0.24733739,0.31023592,0.009651922,0.0,0.2887333929538727,0.0,0.0,0.0,0.0810368731617927,0.124586344
932,932,intersection,union,1.0,0.36633655,0.34298962,0.009894728,0.0,0.4345786571502685,0.0,0.0,0.0,0.2609984576702118,0.11063107
933,933,the Negro Act of 1740,slavery,0.0,0.25227413,0.36983135,0.0093160095,0.0,0.2634631693363189,0.0,0.0,0.0,0.2209271341562271,0.21394286
934,934,the Negro Act of 1740,killed,0.0,0.06769335,0.37089333,0.009377017,0.0,0.0584207996726036,0.0,0.0,0.0,0.033405166119337,0.2593884
935,935,the Negro Act of 1740,four,0.0,0.25893366,0.3766061,0.010359021,0.0,0.2385104447603225,0.0,0.0,0.0,0.2636595666408539,0.1281659
936,936,the Negro Act of 1740,the Return of the Heracleidae,0.0,0.029756349,0.50900966,0.010038987,0.2857142857142857,-0.0512867607176303,0.0,0.4000000000000001,0.2,0.0028969165869057,0.0
937,937,the Negro Act of 1740,executed,1.0,0.07091589,0.3426906,0.03427492,0.0,0.0403042547404766,0.0,0.0,0.0,0.0411515943706035,0.08862488
938,938,the Negro Act of 1740,Most of the captured slaves were executed,1.0,0.14972985,0.46886376,0.05630136,0.2,0.0775587782263755,0.0,0.1666666666666666,0.1470588235294117,0.0916250497102737,0.23167147
939,939,the Negro Act of 1740,enacted a harsh slave code,2.0,0.2983041,0.385576,0.1886019,0.0,0.2779874801635742,0.0,0.0,0.0,0.2660455107688904,0.2245887
940,940,Willie,shepherds,0.0,0.09785801,0.30927444,0.011677034,0.0,0.0827388316392898,0.0,0.0,0.0,-0.1055173724889755,0.07093501
941,941,Willie,Art Blakey,0.0,0.15363294,0.27326113,0.010173297,0.0,0.1898258924484253,0.0,0.0,0.0,0.0675245895981788,0.2665131
942,942,Willie,Steve Moore,0.0,0.15757628,0.330042,0.011409896,0.0,0.2103452384471893,0.0,0.0,0.0,0.1244085431098938,0.069872506
943,943,Willie,peter,0.0,0.14734046,0.36805087,0.016696637,0.0,0.2202427238225937,0.0,0.0,0.0,-0.0039526736363768,0.07513636
944,944,Willie,Stephen Mangan,0.0,0.04281134,0.31772158,0.012520685,0.0,0.0757132545113563,0.0,0.0,0.0,0.0089939525350928,0.14461298
945,945,Willie,Lucas MacFadden,0.0,0.084297515,0.22049627,0.009536784,0.0,0.0852850377559661,0.0,0.0,0.0,0.0137303993105888,0.2854948
946,946,The Battle of the Labyrinth,The Sea of Monsters,0.0,0.3236745,0.6653046,0.0094452435,0.3333333333333333,0.3070271909236908,0.0,0.4444444444444445,0.2439024390243902,0.2008887827396392,0.0
947,947,The Battle of the Labyrinth,Leviticus,0.0,0.14701413,0.33204708,0.009690339,0.0,0.1269685477018356,0.0,0.0,0.0,0.0766381248831749,0.08613673
948,948,The Battle of the Labyrinth,White Cat,0.0,0.13964024,0.37343046,0.009247484,0.0,0.1156753003597259,0.0,0.0,0.0,-0.009617306292057,0.13610499
949,949,The Battle of the Labyrinth,the last olympian,1.0,0.19027825,0.5426259,0.009498687,0.0,0.1440470814704895,0.0,0.25,0.15625,0.0900928080081939,0.0
950,950,evening of October 31,october 31,1.0,0.8920848,0.79464096,0.89457333,0.6666666666666666,0.9204978346824646,0.0,0.6666666666666666,0.8522727272727273,0.8116795420646667,0.00707014
951,951,evening of October 31,Halloween,2.0,0.4168658,0.33876362,0.13224049,0.0,0.4126492142677307,0.0,0.0,0.0,0.4137367904186249,0.048271548
952,952,evening of October 31,Halloween night,2.0,0.46583185,0.43039334,0.17488575,0.0,0.4633893370628357,0.0,0.0,0.0,0.4952461719512939,0.23660386
953,953,Erik Erikson,g. stanley hall,0.0,0.1758779,0.25731337,0.010437764,0.0,0.1583379954099655,0.0,0.0,0.0,-0.0150809762999415,0.096327364
954,954,Erik Erikson,Sigmund Freud,0.0,0.14752641,0.18617216,0.009375985,0.0,0.1283788830041885,0.0,0.0,0.0,0.019272681325674,0.045490067
955,955,Erik Erikson,the Marquis de Condorcet,0.0,0.14320563,0.24513498,0.009490499,0.0,0.1282707154750824,0.0,0.0,0.0,0.0092324167490005,0.12940206
956,956,Erik Erikson,erikson,1.0,0.61357325,0.9775551,0.95992994,0.6666666666666666,0.6241468191146851,0.0,0.6666666666666666,0.4545454545454545,0.8355451822280884,0.7704971
957,957,1924,"december 24, 1926",0.0,0.7096842,0.5508865,0.23188342,0.0,0.7169361114501953,0.0,0.0,0.0,0.7255143523216248,0.43131733
958,958,1924,1959,0.0,0.37423554,0.6233163,0.08502236,0.0,0.4261148869991302,0.0,0.0,0.0,0.2229192107915878,0.5019356
959,959,Los Angeles Dodgers,Alabama Crimson Tide,1.0,0.18173377,0.24703126,0.010093616,0.0,0.1520064771175384,0.0,0.0,0.0,0.0901086926460266,0.03566335
960,960,Uttar Pradesh,Kerala,0.0,0.29279393,0.3918972,0.010536609,0.0,0.3304517269134521,0.0,0.0,0.0,0.3474043905735016,0.08741535
961,961,James Reynolds,Kyler Mackenzie Pettis,0.0,0.08702642,0.2725637,0.009543547,0.0,0.0574488118290901,0.0,0.0,0.0,-0.0263703167438507,0.049263097
962,962,Morocco,Russia,0.0,0.21778376,0.4509583,0.009580628,0.0,0.253156304359436,0.0,0.0,0.0,0.1074554622173309,0.7920688
963,963,Morocco,Ethiopia,0.0,0.071649075,0.52252305,0.009448412,0.0,0.0980542227625846,0.0,0.0,0.0,0.0055917631834745,0.7149872
964,964,10,ten,2.0,0.82581174,0.68435544,0.93018013,0.0,0.8439418077468872,0.0,0.0,0.5,0.8704142570495605,0.23815757
965,965,10,7 hurricanes,0.0,0.282129,0.5740972,0.0114365835,0.0,0.2976759076118469,0.0,0.0,0.0,0.1919370889663696,0.13400032
966,966,10,14â19 named storms,0.0,0.08627905,0.4476891,0.013484657,0.0,0.0526275597512722,0.0,0.0,0.0,0.0134440567344427,0.3384239
967,967,10,92 -- 198,0.0,0.23715267,0.41759086,0.014603863,0.0,0.2602007687091827,0.0,0.0,0.0,0.1681397855281829,0.031077946
968,968,10,11,0.0,0.5888073,0.84966785,0.33223712,0.0,0.6365785002708435,0.0,0.0,0.0,0.5137094259262085,0.10432541
969,969,10,14â19,0.0,0.33737656,0.52780294,0.024629015,0.0,0.351731389760971,0.0,0.0,0.0,0.0484989210963249,0.009329036
970,970,10,between 92 and 198,0.0,0.1889017,0.38041204,0.0116372425,0.0,0.1930755972862243,0.0,0.0,0.0,0.1548281162977218,0.8483974
971,971,10,the Atlantic Ocean,0.0,0.26354578,0.36690804,0.013028869,0.0,0.2954425811767578,0.0,0.0,0.0,0.1405074447393417,0.2097139
972,972,10,"over 3,300",0.0,0.0,0.45164955,0.013127904,0.0,-0.1087210103869438,0.0,0.0,0.0,-0.1949354708194732,0.05168768
973,973,10,14–19,0.0,0.196529,0.67581856,0.10737807,0.0,0.2118757367134094,0.0,0.0,0.0,0.0760066211223602,0.14770658
974,974,10,6,1.0,0.39302945,0.7851834,0.13138846,0.0,0.4180470108985901,0.0,0.0,0.0,0.2661368548870086,0.47010034
975,975,Raul Bova,pope clement vii,0.0,0.108294055,0.1945762,0.009462856,0.0,0.0925808474421501,0.0,0.0,0.0,0.0377175435423851,0.06761926
976,976,Raul Bova,Pope Eugene IV,0.0,0.10640528,0.21121688,0.009600788,0.0,0.0970378220081329,0.0,0.0,0.0,0.0326179154217243,0.14443694
977,977,Raul Bova,dustin hoffman,0.0,0.06566552,0.2481777,0.010443125,0.0,0.0369475744664669,0.0,0.0,0.0,-0.1166752502322197,0.12882942
978,978,Raul Bova,Pope Francis,0.0,0.11829574,0.20087321,0.009273624,0.0,0.1011630743741989,0.0,0.0,0.0,0.0318174958229064,0.0
979,979,Raul Bova,Richard Madden as Cosimo de' Medici,0.0,0.034120426,0.24559215,0.009735314,0.0,-0.0380481854081153,0.0,0.0,0.0,-0.0179190337657928,0.07557616
980,980,Raul Bova,clement vii,0.0,0.07965031,0.21261656,0.009711218,0.0,0.0791574120521545,0.0,0.0,0.0,0.0772547423839569,0.2596869
981,981,Raul Bova,Francis,0.0,0.038932893,0.23241083,0.010285981,0.0,0.0344721414148807,0.0,0.0,0.0,-0.0421066842973232,0.066651836
982,982,Raul Bova,Stuart Martin,0.0,0.1643313,0.23555918,0.009404901,0.0,0.1469123065471649,0.0,0.0,0.0,0.161700963973999,0.05849726
983,983,Mentuhotep II,the Islamic prophet Muhammad,0.0,0.17768665,0.24616276,0.009824274,0.0,0.1513286828994751,0.0,0.0,0.0,0.1062135696411132,0.0
984,984,Mentuhotep II,the Ptolemaic Kingdom,0.0,0.27006346,0.26229215,0.009322089,0.0,0.2743125855922699,0.0,0.0,0.0,0.1293579041957855,0.048730914
985,985,Mentuhotep II,sant garib dass,0.0,0.17727928,0.23121984,0.009574304,0.0,0.1198054999113082,0.0,0.0,0.0,0.0264787338674068,0.052753273
986,986,Mentuhotep II,Solomon,0.0,0.18652599,0.24054608,0.009640816,0.0,0.1864779442548751,0.0,0.0,0.0,-0.0424856543540954,0.09542087
987,987,Mentuhotep II,King Solomon,0.0,0.15444681,0.23648189,0.0094725415,0.0,0.1739788800477981,0.0,0.0,0.0,-0.0506921708583831,0.009236
988,988,Kanwar Sain,indira gandhi,0.0,0.2641536,0.24472994,0.009914526,0.0,0.2594832181930542,0.0,0.0,0.0,0.0718847811222076,0.167948
989,989,Kanwar Sain,Sanjay Gandhi,0.0,0.21901336,0.24417622,0.009725247,0.0,0.2096171826124191,0.0,0.0,0.0,0.1481111645698547,0.13408524
990,990,Kanwar Sain,jawaharlal nehru,0.0,0.37126213,0.28291327,0.01015847,0.0,0.3668248653411865,0.0,0.0,0.0,0.2034515738487243,0.16229965
991,991,Kanwar Sain,IGCAR,0.0,0.1591933,0.2626234,0.009435639,0.0,0.1574244946241378,0.0,0.0,0.0,0.0537011586129665,0.07131805
992,992,Dave Barnes,Beatles,0.0,0.22588743,0.32460532,0.009433402,0.0,0.2580176293849945,0.0,0.0,0.0,0.1573885530233383,0.0
993,993,Nicole Scherzinger,Antoine Malick,0.0,0.26936546,0.27572802,0.009650094,0.0,0.2675482034683227,0.0,0.0,0.0,0.1802201569080352,0.00044734293
994,994,Nicole Scherzinger,little mix,0.0,0.048355676,0.23612365,0.009554949,0.0,0.0099659310653805,0.0,0.0,0.0,-0.0421231985092163,0.109774895
995,995,Nicole Scherzinger,Peter Dickson,0.0,0.20654112,0.26570588,0.009536077,0.0,0.2205566763877868,0.0,0.0,0.0,0.0583572909235954,0.14880924
996,996,Nicole Scherzinger,Simon Cowell,0.0,0.24114859,0.24577959,0.009506488,0.0,0.2449207603931427,0.0,0.0,0.0,0.0831531435251236,0.20847802
997,997,"Seneca Falls, New York",Tartu,0.0,0.17034265,0.23255323,0.00935685,0.0,0.1861093044281005,0.0,0.0,0.0,0.1237727850675582,0.092671
998,998,"Seneca Falls, New York",Independence Hall,1.0,0.12387406,0.27036685,0.009444209,0.0,0.1242432743310928,0.0,0.0,0.0,0.0368725284934043,0.14484124
999,999,Ayesha,kismet,0.0,0.31945512,0.27091524,0.009619455,0.0,0.3609462678432464,0.0,0.0,0.0,0.1196168735623359,0.1891407
1000,1000,Ayesha,Pom Klementieff,0.0,0.15849175,0.20024022,0.0099625625,0.0,0.1629212349653244,0.0,0.0,0.0,-0.0325352400541305,0.017545274
1001,1001,Ayesha,Michelle Yeoh,0.0,0.30869108,0.26618102,0.011147514,0.0,0.3516157865524292,0.0,0.0,0.0,0.3153998255729675,0.075429946
1002,1002,Ayesha,Zoe Saldana,0.0,0.24771917,0.226061,0.010241137,0.0,0.2705501019954681,0.0,0.0,0.0,0.1213002577424049,0.12121029
1003,1003,Ayesha,Elizabeth Debicki,2.0,0.21994594,0.21875258,0.00974987,0.0,0.2419659793376922,0.0,0.0,0.0,0.0514808073639869,0.10900703
1004,1004,the current domestic posting rate,non-denominated,0.0,0.19937894,0.25110677,0.0096185915,0.0,0.1845794022083282,0.0,0.0,0.0,0.1051894277334213,0.06706141
1005,1005,the current domestic posting rate,national,0.0,0.2651731,0.34006044,0.009616752,0.0,0.2445225715637207,0.0,0.0,0.0,0.2427020370960235,0.13178019
1006,1006,the current domestic posting rate,hÉireann,0.0,0.041515857,0.27701727,0.009588164,0.0,0.0090101361274719,0.0,0.0,0.0,-0.0283479429781436,0.02287231
1007,1007,the current domestic posting rate,butterwort,0.0,0.1168479,0.25491887,0.009381532,0.0,0.1036277711391449,0.0,0.0,0.0,0.1395797431468963,0.28857705
1008,1008,the current domestic posting rate,Nationality,0.0,0.33773008,0.317992,0.009329436,0.0,0.3394724130630493,0.0,0.0,0.0,0.286054790019989,0.1310971
1009,1009,the current domestic posting rate,pence,0.0,0.18947941,0.25281826,0.009413879,0.0,0.1894707679748535,0.0,0.0,0.0,0.150299459695816,0.06259459
1010,1010,the current domestic posting rate,"""descendant""",0.0,0.26844364,0.3631859,0.009461452,0.0,0.2748245000839233,0.0,0.0,0.0,0.2175580859184265,0.12072058
1011,1011,the current domestic posting rate,non-denominated postage,0.0,0.29773524,0.26200688,0.13819242,0.0,0.2854676246643066,0.0,0.0,0.0,0.2642807364463806,0.2777599
1012,1012,the current domestic posting rate,no-value indicator,2.0,0.27257457,0.31380716,0.009410389,0.0,0.2693491876125335,0.0,0.0,0.0,0.2225737869739532,0.018699989
1013,1013,Georgia May Foote,Julie Foy,0.0,0.07243537,0.25965604,0.0136473,0.0,0.0459639616310596,0.0,0.0,0.0,0.0737713798880577,0.14910008
1014,1014,Georgia May Foote,Jennie McAlpine,0.0,0.18901347,0.24703546,0.010069704,0.0,0.2030282169580459,0.0,0.0,0.0,0.0656992122530937,0.29216564
1015,1015,Archie Griffin,doak walker,0.0,0.015959736,0.28200004,0.009999017,0.0,-0.0098250526934862,0.0,0.0,0.0,-0.1896286457777023,0.17713936
1016,1016,Archie Griffin,cam newton,0.0,0.040298983,0.24447562,0.011100369,0.0,0.0154633782804012,0.0,0.0,0.0,-0.1419396251440048,0.20806433
1017,1017,Archie Griffin,Griffin,1.0,0.80479527,0.68192637,0.73423755,0.6666666666666666,0.791061520576477,0.0,0.6666666666666666,0.4545454545454545,0.8624484539031982,0.26547858
1018,1018,Archie Griffin,Ohio State,1.0,0.06605488,0.23062766,0.0098092565,0.0,0.0699193924665451,0.0,0.0,0.0,0.0246266648173332,0.2227935
