,answer1,answer2,label,sas,f1,berttrained,bertvanilla,bi_encoder,bleu,rouge_L,meteor
183,member states,the European Convention on Human Rights,0.0,0.0904486775398254,0.0,0.1991778761148452,0.3324905931949615,0.1975589841604232,0.0,0.0,0.0
184,the Charter of Fundamental Rights of the European Union,the Charter of Fundamental Rights of the European Union of 7,2.0,0.7296578884124756,0.8750000000000001,0.8796566128730774,0.9544825553894044,0.849105179309845,0.8007374029168082,0.9,0.7618884316415181
185,to enable people to pursue their life goals in any country through free movement,Since its foundation,0.0,0.0153370006009936,0.0,0.1145164594054222,0.3545443713665008,0.0598401315510273,0.0,0.0,0.0
186,Jean-Marc Bosman,the Belgian Football Association v Bosman,1.0,0.2794324159622192,0.2857142857142857,0.5895061492919922,0.4798811972141266,0.59669429063797,0.0,0.2222222222222222,0.0892857142857142
187,if they were non-discriminatory,"participate in economic life ""on a stable and continuous basis""",0.0,0.0140348626300692,0.0,0.149986132979393,0.2922101020812988,0.0912000983953476,0.0,0.0,0.0
188,shipping toxic waste,toxic waste,1.0,0.7418552041053772,0.8,0.850803792476654,0.8531626462936401,0.8102617859840393,0.0,0.8,0.8928571428571429
189,the Daily Mail,Daily Mail,2.0,0.9582874774932858,1.0,0.9612591862678528,0.9085574746131896,0.9686121940612792,0.0,0.8,0.8928571428571429
190,"creditor protection, labour rights to participate in work, or the public interest in collecting taxes",Denmark's minimum capital law,0.0,0.0097312415018677,0.0,0.1533353775739669,0.3155102729797363,0.1265077292919159,0.0,0.0,0.0
191,moist broadleaf forest,tropical,1.0,0.0099192978814244,0.0,0.2252386510372162,0.2995675504207611,0.2380199730396271,0.0,0.0,0.0
192,Cretaceous–Paleogene extinction event,dinosaurs,0.0,0.011305084452033,0.0,0.3643677830696106,0.4157626926898956,0.3311811089515686,0.0,0.0,0.0
193,the Atlantic,Atlantic,2.0,0.9556101560592652,1.0,0.9492620825767516,0.8570341467857361,0.9600316882133484,0.0,0.6666666666666666,0.4545454545454545
194,Amazonas Basin,Andes Mountains,0.0,0.0101837599650025,0.0,0.2355713695287704,0.3678546845912933,0.2327749729156494,0.0,0.0,0.0
195,Purus Arch,along the middle,0.0,0.0096996696665883,0.0,0.0791735723614692,0.2867016196250915,0.0756035447120666,0.0,0.0,0.0
196,explanations are reasonably well supported,by the available data,0.0,0.2674891948699951,0.0,0.1933932304382324,0.3233413696289062,0.1879199743270874,0.0,0.0,0.0
197,the Last Glacial Maximum (LGM) and subsequent deglaciation,rainfall in the basin during the LGM was lower than for the present,0.0,0.2397744208574295,0.1176470588235294,0.5174271464347839,0.4746094346046448,0.508452832698822,0.0,0.1904761904761905,0.0787401574803149
198,data sampling is biased away from the center of the Amazon basin,practical limitations of working in the rainforest,1.0,0.0538444630801677,0.125,0.2974040806293487,0.4533829987049103,0.2502042055130005,0.0,0.2105263157894737,0.1333333333333333
199,one in five,"2,200",0.0,0.0108010210096836,0.0,-0.0251195412129163,0.4472823441028595,-0.0619269907474517,0.0,0.0,0.0
200,"40,000",tens of thousands,1.0,0.5549298524856567,0.0,0.333526074886322,0.4964565634727478,0.3466988205909729,0.0,0.0,0.0
201,One in five,"1,294",0.0,0.0546258017420768,0.0,0.1284829378128051,0.4675781726837158,0.1106189489364624,0.0,0.0,0.0
202,62 acres,quarter square,1.0,0.0201328750699758,0.0,0.1090798452496528,0.3034530878067017,0.0811488404870033,0.0,0.0,0.0
203,10% of the carbon stores,10%,1.0,0.4581508338451386,0.4,0.6931045651435852,0.7213735580444336,0.6878475546836853,0.0,0.3333333333333333,0.78125
204,to help strengthen their territorial claims,map out their ancestral lands,0.0,0.3155765533447265,0.1818181818181818,0.4139847159385681,0.4375671148300171,0.4101541340351105,0.0,0.1818181818181818,0.0980392156862745
205,phylum of animals that live in marine waters,comb jellies,1.0,0.0091532217338681,0.0,0.2345383614301681,0.257513552904129,0.1989985257387161,0.0,0.0,0.0
206,‘combs’ – groups of cilia,cilia,1.0,0.4236300885677337,0.3333333333333333,0.6179269552230835,0.7263827919960022,0.5757176876068115,0.0,0.4,0.3125
207,water flow through the body cavity,κτείς kteis 'comb' and φέρω pherō 'carry',0.0,0.0100920917466282,0.0,0.1746768951416015,0.2692987322807312,0.1381621956825256,0.0,0.0,0.0
208,colloblasts,retractable tentacles fringed with tentilla,2.0,0.0913997590541839,0.0,0.2209280580282211,0.2479321956634521,0.2159948199987411,0.0,0.0,0.0
209,sequential,simultaneous,0.0,0.1395684629678726,0.0,0.6574081778526306,0.6007716655731201,0.6757146120071411,0.0,0.0,0.0
210,planktonic plants,a vital part of marine food chains,1.0,0.1522506177425384,0.0,0.1258137375116348,0.3096904158592224,0.0989615842700004,0.0,0.0,0.0
211,66 million years ago,515 million years ago,0.0,0.391943484544754,0.75,0.2859181463718414,0.8572244644165039,0.2193588614463806,0.0,0.75,0.7361111111111112
212,515 million years,66 million years ago,0.0,0.4053872227668762,0.5714285714285715,0.2176402807235717,0.7292609214782715,0.1499621868133545,0.0,0.5714285714285715,0.4807692307692308
213,515 million years,66 million years,0.0,0.4242528080940247,0.6666666666666666,0.2271862626075744,0.828016996383667,0.1553026586771011,0.0,0.6666666666666666,0.625
214,cnidarians,Ctenophores,1.0,0.1295494884252548,0.0,0.4507536292076111,0.3032459318637848,0.4727778136730194,0.0,0.0,0.0
215,diploblastic,ctenophores,0.0,0.0094400076195597,0.0,0.2512235939502716,0.225192591547966,0.2381239980459213,0.0,0.0,0.0
216,"sponges and cnidarians, ctenophores",cnidarians and ctenophores,1.0,0.6923535466194153,0.8571428571428571,0.8996444344520569,0.894453763961792,0.8982677459716797,0.0,0.5714285714285715,0.46875
217,comb-bearing,"""comb"" and the Greek suffix -φορος meaning ""carrying""",2.0,0.4521183669567108,0.0,0.4391195476055145,0.4788122475147247,0.4469290971755981,0.0,0.2222222222222222,0.0
218,"a mouth that can usually be closed by muscles; a pharynx (""throat""); a wider area in the center that acts as a stomach; and a system of internal canals.",the gastrodermis,1.0,0.3862836360931397,0.0,0.3128223717212677,0.3215208649635315,0.2974251210689545,0.0,0.064516129032258,0.0909090909090909
219,osmotic pressure,It is uncertain,0.0,0.0095305396243929,0.0,0.1010688692331314,0.2862379848957062,0.0656601935625076,0.0,0.0,0.0
220,pump water out of the mesoglea,pump,1.0,0.6470732092857361,0.3333333333333333,0.3075705766677856,0.5217310190200806,0.2606173753738403,0.0,0.2857142857142857,0.3333333333333333
221,more or less rounded,egg-shaped,2.0,0.136364609003067,0.0,0.32996267080307,0.3085452616214752,0.3052598237991333,0.0,0.0,0.0
222,"""zip"" the mouth shut",streamlines the front of the animal,0.0,0.0102371638640761,0.0,0.2431689351797104,0.420970231294632,0.2403587400913238,0.0,0.2,0.0833333333333333
223,large pharynx,large cilia,0.0,0.1435749530792236,0.5,0.4614759683609009,0.459666520357132,0.4947029948234558,0.0,0.5,0.25
224,Cestum veneris,up to 1.5 meters (4.9 ft) long,0.0,0.0092709166929125,0.0,0.186410054564476,0.227916106581688,0.1657546013593673,0.0,0.0,0.0
225,cling to and creep on surfaces,"as a muscular ""foot""",0.0,0.0092651071026921,0.0,0.1422371566295623,0.3435783386230469,0.0991889536380767,0.0,0.0,0.0
226,Vendobionta,ctenophores,0.0,0.0095108263194561,0.0,0.3486227989196777,0.2196492552757263,0.3585157096385956,0.0,0.0,0.0
227,all other animals,Bilateria,0.0,0.0303101502358913,0.0,0.1616996526718139,0.2649904489517212,0.1829112768173217,0.0,0.0,0.0
228,The isolated subdivision,Dogg Pound,0.0,0.0095031037926673,0.0,0.0957191586494445,0.2658835649490356,0.0864777714014053,0.0,0.0,0.0
229,1885,July 1982 to June 1983,0.0,0.0111152762547135,0.0,0.2227940261363983,0.4204825460910797,0.2374722957611084,0.0,0.0,0.0
230,"8,525","62,528",0.0,0.2479411214590073,0.0,0.4906748235225677,0.6429381966590881,0.5076561570167542,0.0,0.0,0.0
231,99,State Route 99,1.0,0.6338543891906738,0.5,0.7658622860908508,0.571305513381958,0.7655721306800842,0.0,0.5,0.1785714285714285
232,Davies is credited with coining the modern name packet switching and inspiring numerous packet switching networks in Europe,Donald Davies,1.0,0.6706869602203369,0.1052631578947368,0.4266714751720428,0.3985326290130615,0.3956267237663269,0.0,0.0999999999999999,0.1388888888888889
233,circuit switching is characterized by a fee per unit of connection time,a method which pre-allocates dedicated network bandwidth specifically for each communication session,0.0,0.2303748428821564,0.0,0.4433536529541015,0.3566089272499084,0.4573695361614227,0.0,0.08,0.0416666666666666
234,survivable communications networks,the concept of distributed adaptive message block switching,0.0,0.2181359231472015,0.0,0.2172395437955856,0.3130630850791931,0.1763015985488891,0.0,0.0,0.0
235,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks",ideas,0.0,0.1538694351911544,0.0,0.0872232839465141,0.2920452058315277,0.0348367765545845,0.0,0.0,0.0
236,delivery of these messages by store and forward switching,decentralized network with multiple paths between any two points,0.0,0.0173250902444124,0.0,0.3142615556716919,0.3163408041000366,0.293974757194519,0.0,0.0,0.0
237,"a general architecture for a large-scale, distributed, survivable communications network",briefing B-265,0.0,0.014800633303821,0.0,0.1035785898566246,0.3241376876831055,0.0539206191897392,0.0,0.0,0.0
238,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets","large-scale, distributed, survivable communications network",1.0,0.6804414391517639,0.08,0.4623642861843109,0.384995549917221,0.4467008113861084,0.0,0.074074074074074,0.1744186046511627
239,by store and forward switching,packets,0.0,0.0094631006941199,0.0,0.1229089349508285,0.3252013027667999,0.1014323756098747,0.0,0.0,0.0
240,"connection-oriented operations. But X.25 does it at the network layer of the OSI Model. Frame Relay does it at level two, the data link layer",a handshake between the communicating parties before any user packets are transmitted,0.0,0.2567996382713318,0.0,0.2448361366987228,0.3790166676044464,0.212232157588005,0.0,0.0512820512820512,0.0367647058823529
241,"Frame Relay was used to interconnect LANs across wide area networks. However, X.25 and well as Frame Relay have been supplanted",provide connection-oriented operations,0.0,0.3761314153671265,0.0,0.2980121374130249,0.3038418591022491,0.249423623085022,0.0,0.0,0.0
242,User Datagram Protocol,the datagram model,0.0,0.4711888432502746,0.4,0.6014702320098877,0.6800390481948853,0.5966176986694336,0.0,0.3333333333333333,0.1666666666666666
243,as a means to help the state's educational and economic development,to explore computer networking between three of Michigan's public universities,1.0,0.0717363134026527,0.1052631578947368,0.2311151176691055,0.4540314078330994,0.176596313714981,0.0,0.1739130434782608,0.09009009009009
244,an interactive host to host connection was made between the IBM mainframe computer systems at the University of Michigan in Ann Arbor and Wayne State,the CDC mainframe at Michigan State University in East Lansing,1.0,0.4040419459342957,0.3870967741935484,0.4517576694488525,0.6007912755012512,0.3968641757965088,0.0,0.2857142857142857,0.3043478260869565
245,"Ethernet attached hosts, and eventually TCP/IP and additional public universities in Michigan join the network",the network was enhanced,1.0,0.4195498824119568,0.1176470588235294,0.3472751379013061,0.4653766155242921,0.3056777715682983,0.0,0.2,0.3605769230769231
246,host interface to X.25 and the terminal interface to X.29,ARPANET,0.0,0.0609074085950851,0.0,0.0200875736773014,0.2389980256557465,-0.0578020736575126,0.0,0.0,0.0
247,A user or host could call a host on a foreign network by including the DNIC of the remote network as part of the destination address,the interconnection of national X.25 networks,0.0,0.2175717651844024,0.08,0.3045015931129455,0.4088759124279022,0.2347661852836609,0.0,0.1212121212121212,0.1875
248,use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion,Dutch PTT Telecom,0.0,0.0172690991312265,0.0,0.2391310334205627,0.2973569333553314,0.2063332796096801,0.0,0.0,0.0
249,The Computer Science Network,a computer network funded by the U.S. National Science Foundation (NSF),1.0,0.7199065685272217,0.5,0.6161526441574097,0.5747384428977966,0.5977858304977417,0.0,0.25,0.1652892561983471
250,"role in spreading awareness of, and access to, national networking and was a major milestone on the path to development of the global Internet",not be directly connected to ARPANET,0.0,0.1538985222578048,0.074074074074074,0.0017988111358135,0.3641054928302765,-0.0818718299269676,0.0,0.0666666666666666,0.0625
251,a partnership with Level 3 Communications to launch a brand new nationwide network,Qwest,0.0,0.009785664267838,0.0,0.1203523650765419,0.2603768706321716,0.0821429714560508,0.0,0.0,0.0
252,The network was engineered and operated by MCI Telecommunications under a cooperative agreement with the NSF,National Science Foundation,1.0,0.3992576599121094,0.0,0.1970498263835907,0.2709477841854095,0.1395590305328369,0.0,0.0,0.0
253,merchant ships.,Silk Road,0.0,0.008684791624546,0.0,0.2463423162698745,0.3603899180889129,0.2605427503585815,0.0,0.0,0.0
254,That the plague was caused by bad air,great pestilence in the air,1.0,0.8402306437492371,0.1818181818181818,0.4592110812664032,0.4813079535961151,0.466632068157196,0.0,0.3076923076923077,0.1886792452830188
255,100–106 °F,38–41 °C,2.0,0.1016338095068931,0.0,0.198634460568428,0.6583552360534668,0.1471991837024688,0.0,0.0,0.0
256,from the tooth sockets in human skeletons,"mass graves in northern, central and southern Europe",0.0,0.0090784337371587,0.1428571428571428,0.141215443611145,0.3755022287368774,0.0740398690104484,0.0,0.1333333333333333,0.0568181818181818
257,Y. p. orientalis and Y. p. medievalis,Y. pestis,1.0,0.1964517533779144,0.2222222222222222,0.4825903177261352,0.7018100619316101,0.3983080387115479,0.0,0.2222222222222222,0.2
258,East Smithfield,England,1.0,0.0098123969510197,0.0,0.2985068261623382,0.288453072309494,0.3175038993358612,0.0,0.0,0.0
259,new magma,igneous,0.0,0.0095834927633404,0.0,0.216910570859909,0.3007341921329498,0.2396119982004165,0.0,0.0,0.0
260,the convecting mantle,convection of the mantle,2.0,0.9698531627655028,0.4,0.8369240760803223,0.5526869297027588,0.8610936403274536,0.0,0.5714285714285715,0.3846153846153846
261,crust,lithosphere,0.0,0.0092952074483037,0.0,0.1720528751611709,0.2871818244457245,0.2070915699005127,0.0,0.0,0.0
262,second scale shows the most recent eon with an expanded scale,compresses the most recent era,1.0,0.5590856075286865,0.3076923076923076,0.3471782505512237,0.5097693204879761,0.2743867337703705,0.0,0.3749999999999999,0.5257936507936508
263,younger than the fault,younger,1.0,0.7335175275802612,0.5,0.5946740508079529,0.6136419773101807,0.5037850141525269,0.0,0.4,0.3846153846153847
264,older than the fault,younger,0.0,0.1148291304707527,0.0,0.2996197044849396,0.5270069837570189,0.2757900357246399,0.0,0.0,0.0
265,absolute ages,rock units,0.0,0.0095969531685113,0.0,0.2143744677305221,0.2920306622982025,0.257310688495636,0.0,0.0,0.0
266,anticlines and synclines,overturned anticline,1.0,0.3758862912654877,0.0,0.4563469588756561,0.6597243547439575,0.4169003367424011,0.0,0.0,0.2380952380952381
267,pressure physical experiments,fluid inclusion data,0.0,0.0092691341415047,0.0,0.1301058232784271,0.3272661864757538,0.1225342452526092,0.0,0.0,0.0
268,provide better absolute bounds on the timing and rates of deposition,gain information about past climate,0.0,0.0092015545815229,0.0,0.1011266484856605,0.3293166756629944,0.0267793163657188,0.0,0.0,0.0
269,regulates the practice of pharmacists and pharmacy technicians,governing body for pharmacy health care professionals,1.0,0.5927053689956665,0.1428571428571428,0.6770241260528564,0.4876758456230164,0.7037794589996338,0.0,0.1333333333333333,0.0704225352112676
270,health care professional,pharmacy health care,1.0,0.4808169901371002,0.6666666666666666,0.6929505467414856,0.7738150358200073,0.6447721719741821,0.0,0.6666666666666666,0.625
271,the pre-Heian Imperial court,Taihō Code,0.0,0.0091624381020665,0.0,0.1875767409801483,0.2657212615013122,0.1734643131494522,0.0,0.0,0.0
272,status superior to all others in health-related fields such as physicians and acupuncturists,Ranked positions,0.0,0.1223100423812866,0.0,0.2858658134937286,0.2800143659114837,0.2580561637878418,0.0,0.0,0.0
273,within the dispensary compounding/dispensing medications,communicating with patients,0.0,0.0633854046463966,0.0,0.3374158442020416,0.3105277717113495,0.3035285472869873,0.0,0.0,0.0
274,pharmacists practicing in hospitals,clinical pharmacists,2.0,0.6819522976875305,0.3333333333333333,0.7562752366065979,0.790037989616394,0.7421435117721558,0.0,0.3333333333333333,0.2272727272727272
275,patient care rounds drug product selection,interdisciplinary approach,0.0,0.0097332037985324,0.0,0.1470246165990829,0.2763043045997619,0.1452853232622146,0.0,0.0,0.0
276,all health care settings,drug product selection,0.0,0.0098741250112652,0.0,0.2295771092176437,0.2822597622871399,0.2259863317012787,0.0,0.0,0.0
277,creating a comprehensive drug therapy plan for patient-specific problems,identifying goals of therapy,1.0,0.4015118777751922,0.1666666666666666,0.6067236661911011,0.4609210789203644,0.6239813566207886,0.0,0.1428571428571428,0.1111111111111111
278,another customer might overhear about the drugs that they take,homebound,0.0,0.0092245582491159,0.0,0.0305813923478126,0.3013305068016052,-0.0086991311982274,0.0,0.0,0.0
279,dispensing substandard products,potentially dangerous,0.0,0.008631968870759,0.0,0.1146538034081459,0.2676268815994263,0.1040132045745849,0.0,0.0,0.0
280,"cancer, hepatitis, and rheumatoid arthritis",chronic and complex disease states,1.0,0.3013432323932648,0.2,0.2895739078521728,0.3982221186161041,0.2827110290527344,0.0,0.2,0.0961538461538461
281,In some rural areas in the United Kingdom,prescribe and dispense prescription-only medicines to their patients from within their practices,0.0,0.0374325513839721,0.0,0.0979623049497604,0.3211592435836792,0.0096673928201198,0.0,0.0,0.0
282,in obtaining cost-effective medication and avoiding the unnecessary use of medication that may have side-effects,"the physician has a financial self-interest in ""diagnosing"" as many conditions as possible",0.0,0.2048752456903457,0.08,0.4073309898376465,0.4282142221927643,0.4604029059410095,0.0,0.064516129032258,0.0666666666666666
283,exaggerating their seriousness,avoiding the unnecessary use of medication that may have side-effects,0.0,0.0087075801566243,0.0,0.1427305489778518,0.3122451603412628,0.1136718988418579,0.0,0.0,0.0
284,expected to become more integral within the health care system,patient care skills,0.0,0.3388209044933319,0.1666666666666666,0.3540159463882446,0.4307264089584351,0.248291403055191,0.0,0.1538461538461538,0.1351351351351351
285,apartheid,Singing Revolution to bring independence to the Baltic countries,0.0,0.0093725752085447,0.0,0.0915604755282402,0.2964847683906555,0.0726829171180725,0.0,0.0,0.0
286,Egyptians,India,0.0,0.0100790373980999,0.0,0.2849571406841278,0.3564212322235107,0.3372626304626465,0.0,0.0,0.0
287,the British,communist governments,0.0,0.0093283746391534,0.0,0.1910771429538726,0.3864245414733887,0.2004764527082443,0.0,0.0,0.0
288,nonviolent resistance,unfair laws,0.0,0.0095703452825546,0.0,0.0877893939614296,0.2305561006069184,0.0792936831712722,0.0,0.0,0.0
289,former King of Thebes,Oedipus,1.0,0.0092783821746706,0.0,0.2247001826763153,0.2958532273769379,0.2371817529201508,0.0,0.0,0.0
290,Oedipus,Antigone,0.0,0.0104855438694357,0.0,0.4017610847949981,0.2490695863962173,0.4487137496471405,0.0,0.0,0.0
291,obey her conscience rather than human law,She gives a stirring speech,0.0,0.01669760979712,0.0,0.1340971142053604,0.3173709511756897,0.0544108152389526,0.0,0.0,0.0
292,nonviolent,political poem,0.0,0.0100848209112882,0.0,0.161734789609909,0.2544670104980469,0.1779859066009521,0.0,0.0,0.0
293,Henry David Thoreau,Gandhi,0.0,0.0094892531633377,0.0,0.1606350541114807,0.2402314245700836,0.1560310125350952,0.0,0.0,0.0
294,free India,protest and political action,0.0,0.0097776083275675,0.0,0.0551894158124923,0.2940262854099273,0.0313253924250602,0.0,0.0,0.0
295,unjust forms of authority,Peterloo massacre,0.0,0.0091913612559437,0.0,0.0634434297680854,0.2717097401618957,0.0387351773679256,0.0,0.0,0.0
296,doctrine of Satyagraha,Satyagraha,1.0,0.5115025043487549,0.5,0.8029865622520447,0.8598665595054626,0.8018981814384459,0.0,0.5,0.4166666666666667
297,"muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins",civil disobedience,1.0,0.0250576455146074,0.0,0.1517667025327682,0.2768218815326691,0.1096863150596618,0.0,0.0,0.0
298,ambiguity,debased,0.0,0.013434188440442,0.0,0.27540323138237,0.3186201751232147,0.2949835062026977,0.0,0.0,0.0
299,utterly debased,everything from bringing a test-case in the federal courts to taking aim at a federal official,0.0,0.0093843722715973,0.0,0.0342627167701721,0.3134290874004364,-0.0222448110580444,0.0,0.0,0.0
300,Marshall Cohen,President Agnew,0.0,0.0096723632887005,0.0,0.140712708234787,0.235422670841217,0.1397857069969177,0.0,0.0,0.0
301,"code-word describing the activities of muggers, arsonists, draft evaders",utterly debased,0.0,0.0091601526364684,0.0,0.1001806482672691,0.2882258296012878,0.0546978525817394,0.0,0.0,0.0
302,Vice President Agnew,Marshall Cohen,0.0,0.0095469374209642,0.0,0.1267301887273788,0.2166231721639632,0.1272121220827102,0.0,0.0,0.0
303,impossible,a maze of semantical problems and grammatical niceties,0.0,0.0094143543392419,0.0,0.1465675085783004,0.2890548706054687,0.1276916563510894,0.0,0.0,0.0
304,specific,civil disobedience,0.0,0.0773812085390091,0.0,0.127833604812622,0.2574512064456939,0.153819054365158,0.0,0.0,0.0
305,constitutional impasse,her or his capacity as public official,0.0,0.0190848261117935,0.0,0.0862844362854957,0.2684047520160675,0.0587726831436157,0.0,0.0,0.0
306,citizen's,head of government,0.0,0.0730466395616531,0.0,0.2139916718006134,0.389661967754364,0.2034564167261124,0.0,0.0,0.0
307,the head of government would be acting in her or his capacity as public official,"two public agencies, especially two equally sovereign branches of government, conflict",0.0,0.2163446992635727,0.24,0.3696931600570678,0.4709960520267487,0.3190044164657593,0.0,0.1538461538461538,0.2391098484848484
308,refuse to enforce a decision,constitutional impasse,0.0,0.0091930981725454,0.0,0.2054502964019775,0.3021974563598633,0.2068225443363189,0.0,0.0,0.0
309,head of government,public official,1.0,0.3972391188144684,0.0,0.4247942268848419,0.3869713544845581,0.4639809429645538,0.0,0.0,0.0
310,sovereign branches of government,public official,1.0,0.0461944714188575,0.0,0.2813902795314789,0.3644545078277588,0.2850757539272308,0.0,0.0,0.0
311,not necessarily right,the will of elite politicians,0.0,0.0138192465528845,0.0,0.002864129608497,0.3302653133869171,-0.1105958074331283,0.0,0.0,0.0
312,Resign,refusal to pay,0.0,0.0639228671789169,0.0,0.2202108651399612,0.3729822039604187,0.2348058819770813,0.0,0.0,0.0
313,elite politicians,individuals,0.0,0.034345306456089,0.0,0.1819155514240265,0.4128063917160034,0.2180920839309692,0.0,0.0,0.0
314,The individual,individuals,2.0,0.6587451100349426,0.0,0.562463104724884,0.6786444187164307,0.5810683965682983,0.0,0.0,0.4545454545454545
315,"trade unions, banks, and private universities",non-governmental agencies,1.0,0.0096379751339554,0.0,0.2025773525238037,0.336341917514801,0.1978868246078491,0.0,0.0,0.0
316,legal system,foreign,0.0,0.0105654932558536,0.0,0.2276846170425415,0.3088046312332153,0.2877645194530487,0.0,0.0,0.0
317,international organizations and foreign governments,a larger challenge to the legal system that permits those decisions to be taken,0.0,0.041066151112318,0.0,0.1191664487123489,0.3078055679798126,0.0528350584208965,0.0,0.0,0.0
318,civil disobedience,lawbreaking,1.0,0.2482048124074936,0.0,0.4467530846595764,0.2599312365055084,0.4973092675209045,0.0,0.0,0.0
319,(Exodus 1: 15-19),Book of Exodus,1.0,0.6308572888374329,0.3333333333333333,0.5762192606925964,0.4197027385234833,0.4843579232692719,0.0,0.2857142857142857,0.1515151515151515
320,must be publicly announced,civil disobedience,0.0,0.0104478225111961,0.0,0.0863444358110427,0.2423717528581619,0.0786972194910049,0.0,0.0,0.0
321,fabricating evidence or committing perjury,covert lawbreaking,0.0,0.3074895441532135,0.0,0.2806805670261383,0.2814294397830963,0.2825183272361755,0.0,0.0,0.0
322,non-violence,non-violent,2.0,0.9598760008811952,0.0,0.9238886833190918,0.8857524394989014,0.932886838912964,0.0,0.5,0.5
323,civil rebellion,rebellion,1.0,0.8450707793235779,0.6666666666666666,0.7579538226127625,0.7852017283439636,0.7645164728164673,0.0,0.6666666666666666,0.4545454545454545
324,violence,non-violent,0.0,0.2958350777626037,0.0,0.4543001353740692,0.4880759418010712,0.3665232658386231,0.0,0.0,0.0
325,destructive,use of force and violence and refusal to submit to arrest,0.0,0.0164123903959989,0.0,0.2009117752313614,0.3419520854949951,0.1523626446723938,0.0,0.0,0.0
326,help preserve society's tolerance of civil disobedience,rebellion is much more destructive,0.0,0.2922804653644562,0.0,0.2822898924350738,0.3070302307605743,0.192708671092987,0.0,0.0,0.0
327,"cultural traditions, social customs, religious beliefs",revolutionary civil disobedience,0.0,0.0090160937979817,0.0,0.1849441826343536,0.2962206900119781,0.1666013598442077,0.0,0.0,0.0
328,disobedience of laws,Non-revolutionary civil disobedience,1.0,0.4912390410900116,0.3333333333333333,0.4643717110157013,0.6815319657325745,0.4043880105018616,0.0,0.2857142857142857,0.1666666666666666
329,"judged ""wrong"" by an individual conscience",to cause their repeal,0.0,0.056084781885147,0.0,0.1622316986322403,0.3394809067249298,0.1289025694131851,0.0,0.0,0.0
330,refuse to sign bail,jail solidarity,0.0,0.2421509325504303,0.0,0.342339813709259,0.3537331223487854,0.3940289020538329,0.0,0.0,0.0
331,jail solidarity,solitary civil disobedience,0.0,0.0115578388795256,0.0,0.3246336877346039,0.2694333493709564,0.3598215579986572,0.0,0.0,0.0
332,until after the end of the Mexican War,months,0.0,0.0113597810268402,0.0,0.2174925804138183,0.3558796048164368,0.2028041630983352,0.0,0.0,0.0
333,propaganda,just a harassment,0.0,0.0313649252057075,0.0,0.1695983856916427,0.3290314376354217,0.1678108423948288,0.0,0.0,0.0
334,illegal acts,symbolic illegal protests,1.0,0.4019593894481659,0.4,0.5548954606056213,0.5782695412635803,0.5761456489562988,0.0,0.4,0.1724137931034482
335,trespassing at a nuclear-missile installation,symbolic illegal protests,0.0,0.0091299675405025,0.0,0.169622540473938,0.2846449315547943,0.1537487506866455,0.0,0.0,0.0
336,entirely symbolic,harassment,0.0,0.0095246490091085,0.0,0.0928206667304039,0.3901509344577789,0.0932688117027282,0.0,0.0,0.0
337,social goal,protests toward public policy,1.0,0.0166603531688451,0.0,0.2237901240587234,0.3209234774112701,0.2293758988380432,0.0,0.0,0.0
338,criminalized behavior,forbidden speech,0.0,0.0104364259168505,0.0,0.2940375506877899,0.3745536506175995,0.3423194289207458,0.0,0.0,0.0
339,pure speech,forbidden speech,0.0,0.4892132580280304,0.5,0.5999482870101929,0.6163232922554016,0.5924772620201111,0.0,0.5,0.25
340,broadcasting,engaging in the forbidden speech,0.0,0.0090349018573761,0.0,0.1809533834457397,0.3495921790599823,0.1548418551683426,0.0,0.0,0.0
341,Threatening government officials,forbidden speech,1.0,0.0090523809194564,0.0,0.2166180461645126,0.3095745742321014,0.2412500828504562,0.0,0.0,0.0
342,sending an email,Supreme Court case,0.0,0.0097310533747077,0.0,0.0802520588040351,0.2442993074655533,0.0689466223120689,0.0,0.0,0.0
343,limited coercion,civil disobedience,0.0,0.015936380252242,0.0,0.2701465487480163,0.2388050854206085,0.2944527268409729,0.0,0.0,0.0
344,coercive,civil disobedience,0.0,0.0150263542309403,0.0,0.2478047013282776,0.224002793431282,0.2723621428012848,0.0,0.0,0.0
345,refusals to pay taxes,civil disobedience,1.0,0.0160446856170892,0.0,0.2612475156784057,0.2728603482246399,0.2895362973213196,0.0,0.0,0.0
346,coercion,make it more difficult for a system to function,0.0,0.0089595895260572,0.0,0.1370891034603119,0.249284490942955,0.1214331239461898,0.0,0.0,0.0
347,engage in moral dialogue,get their issue onto the table,1.0,0.3837603330612183,0.0,0.3068186938762665,0.3129759132862091,0.3143610954284668,0.0,0.0,0.0
348,padlocking the gates,"illegal boycotts, refusals to pay taxes, draft dodging, distributed denial-of-service attacks, and sit-ins",0.0,0.0089995451271533,0.0,0.173811063170433,0.3413353860378265,0.1662887036800384,0.0,0.0,0.0
349,criminal investigations,grant a consent search,0.0,0.0148484986275434,0.0,0.1037246286869049,0.342643678188324,0.0927258282899856,0.0,0.0,0.0
