,answer1,answer2,label,sas,f1,berttrained,bertvanilla,bi_encoder
221,more or less rounded,egg-shaped,2.0,0.136364609003067,0.0,0.32996267080307007,0.3085452616214752,0.3052598237991333
222,"""zip"" the mouth shut",streamlines the front of the animal,0.0,0.0102371638640761,0.0,0.2431689351797104,0.420970231294632,0.2403587400913238
223,large pharynx,large cilia,0.0,0.1435749530792236,0.5,0.4614759683609009,0.459666520357132,0.4947029948234558
224,Cestum veneris,up to 1.5 meters (4.9 ft) long,0.0,0.0092709166929125,0.0,0.186410054564476,0.227916106581688,0.1657546013593673
225,cling to and creep on surfaces,"as a muscular ""foot""",0.0,0.0092651071026921,0.0,0.14223715662956238,0.3435783386230469,0.0991889536380767
226,Vendobionta,ctenophores,0.0,0.0095108263194561,0.0,0.34862279891967773,0.2196492552757263,0.3585157096385956
227,all other animals,Bilateria,0.0,0.0303101502358913,0.0,0.16169965267181396,0.2649904489517212,0.1829112768173217
228,The isolated subdivision,Dogg Pound,0.0,0.0095031037926673,0.0,0.09571915864944458,0.2658835649490356,0.0864777714014053
229,1885,July 1982 to June 1983,0.0,0.0111152762547135,0.0,0.22279402613639832,0.4204825460910797,0.2374722957611084
230,"8,525","62,528",0.0,0.2479411214590073,0.0,0.49067482352256775,0.6429381966590881,0.5076561570167542
231,99,State Route 99,1.0,0.6338543891906738,0.5,0.7658622860908508,0.571305513381958,0.7655721306800842
232,Davies is credited with coining the modern name packet switching and inspiring numerous packet switching networks in Europe,Donald Davies,1.0,0.6706869602203369,0.1052631578947368,0.42667147517204285,0.3985326290130615,0.3956267237663269
233,circuit switching is characterized by a fee per unit of connection time,a method which pre-allocates dedicated network bandwidth specifically for each communication session,0.0,0.2303748428821564,0.0,0.44335365295410156,0.3566089272499084,0.4573695361614227
234,survivable communications networks,the concept of distributed adaptive message block switching,0.0,0.2181359231472015,0.0,0.21723954379558563,0.3130630850791931,0.1763015985488891
235,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks",ideas,0.0,0.1538694351911544,0.0,0.08722328394651413,0.2920452058315277,0.0348367765545845
236,delivery of these messages by store and forward switching,decentralized network with multiple paths between any two points,0.0,0.0173250902444124,0.0,0.3142615556716919,0.3163408041000366,0.293974757194519
237,"a general architecture for a large-scale, distributed, survivable communications network",briefing B-265,0.0,0.014800633303821,0.0,0.1035785898566246,0.3241376876831055,0.0539206191897392
238,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets","large-scale, distributed, survivable communications network",1.0,0.6804414391517639,0.08,0.4623642861843109,0.384995549917221,0.4467008113861084
239,by store and forward switching,packets,0.0,0.0094631006941199,0.0,0.12290893495082855,0.3252013027667999,0.1014323756098747
240,"connection-oriented operations. But X.25 does it at the network layer of the OSI Model. Frame Relay does it at level two, the data link layer",a handshake between the communicating parties before any user packets are transmitted,0.0,0.2567996382713318,0.0,0.24483613669872284,0.3790166676044464,0.212232157588005
241,"Frame Relay was used to interconnect LANs across wide area networks. However, X.25 and well as Frame Relay have been supplanted",provide connection-oriented operations,0.0,0.3761314153671265,0.0,0.2980121374130249,0.3038418591022491,0.249423623085022
242,User Datagram Protocol,the datagram model,0.0,0.4711888432502746,0.4,0.6014702320098877,0.6800390481948853,0.5966176986694336
243,as a means to help the state's educational and economic development,to explore computer networking between three of Michigan's public universities,1.0,0.0717363134026527,0.1052631578947368,0.23111511766910553,0.4540314078330994,0.176596313714981
244,an interactive host to host connection was made between the IBM mainframe computer systems at the University of Michigan in Ann Arbor and Wayne State,the CDC mainframe at Michigan State University in East Lansing,1.0,0.4040419459342957,0.3870967741935484,0.45175766944885254,0.6007912755012512,0.3968641757965088
245,"Ethernet attached hosts, and eventually TCP/IP and additional public universities in Michigan join the network",the network was enhanced,1.0,0.4195498824119568,0.1176470588235294,0.34727513790130615,0.4653766155242921,0.3056777715682983
246,host interface to X.25 and the terminal interface to X.29,ARPANET,0.0,0.0609074085950851,0.0,0.020087573677301407,0.2389980256557465,-0.0578020736575126
247,A user or host could call a host on a foreign network by including the DNIC of the remote network as part of the destination address,the interconnection of national X.25 networks,0.0,0.2175717651844024,0.08,0.30450159311294556,0.4088759124279022,0.2347661852836609
248,use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion,Dutch PTT Telecom,0.0,0.0172690991312265,0.0,0.23913103342056274,0.2973569333553314,0.2063332796096801
249,The Computer Science Network,a computer network funded by the U.S. National Science Foundation (NSF),1.0,0.7199065685272217,0.5,0.6161526441574097,0.5747384428977966,0.5977858304977417
250,"role in spreading awareness of, and access to, national networking and was a major milestone on the path to development of the global Internet",not be directly connected to ARPANET,0.0,0.1538985222578048,0.074074074074074,0.0017988111358135939,0.3641054928302765,-0.0818718299269676
251,a partnership with Level 3 Communications to launch a brand new nationwide network,Qwest,0.0,0.009785664267838,0.0,0.1203523650765419,0.2603768706321716,0.0821429714560508
252,The network was engineered and operated by MCI Telecommunications under a cooperative agreement with the NSF,National Science Foundation,1.0,0.3992576599121094,0.0,0.1970498263835907,0.2709477841854095,0.1395590305328369
253,merchant ships.,Silk Road,0.0,0.008684791624546,0.0,0.24634231626987457,0.3603899180889129,0.2605427503585815
254,That the plague was caused by bad air,great pestilence in the air,1.0,0.8402306437492371,0.1818181818181818,0.4592110812664032,0.4813079535961151,0.466632068157196
255,100–106 °F,38–41 °C,2.0,0.1016338095068931,0.0,0.19863446056842804,0.6583552360534668,0.1471991837024688
256,from the tooth sockets in human skeletons,"mass graves in northern, central and southern Europe",0.0,0.0090784337371587,0.1428571428571428,0.14121544361114502,0.3755022287368774,0.0740398690104484
257,Y. p. orientalis and Y. p. medievalis,Y. pestis,1.0,0.1964517533779144,0.2222222222222222,0.48259031772613525,0.7018100619316101,0.3983080387115479
258,East Smithfield,England,1.0,0.0098123969510197,0.0,0.29850682616233826,0.288453072309494,0.3175038993358612
259,new magma,igneous,0.0,0.0095834927633404,0.0,0.21691057085990906,0.3007341921329498,0.2396119982004165
260,the convecting mantle,convection of the mantle,2.0,0.9698531627655028,0.4,0.8369240760803223,0.5526869297027588,0.8610936403274536
261,crust,lithosphere,0.0,0.0092952074483037,0.0,0.17205287516117096,0.2871818244457245,0.2070915699005127
262,second scale shows the most recent eon with an expanded scale,compresses the most recent era,1.0,0.5590856075286865,0.3076923076923076,0.34717825055122375,0.5097693204879761,0.2743867337703705
263,younger than the fault,younger,1.0,0.7335175275802612,0.5,0.5946740508079529,0.6136419773101807,0.5037850141525269
264,older than the fault,younger,0.0,0.1148291304707527,0.0,0.2996197044849396,0.5270069837570189,0.2757900357246399
265,absolute ages,rock units,0.0,0.0095969531685113,0.0,0.21437446773052216,0.2920306622982025,0.257310688495636
266,anticlines and synclines,overturned anticline,1.0,0.3758862912654877,0.0,0.45634695887565613,0.6597243547439575,0.4169003367424011
267,pressure physical experiments,fluid inclusion data,0.0,0.0092691341415047,0.0,0.13010582327842712,0.3272661864757538,0.1225342452526092
268,provide better absolute bounds on the timing and rates of deposition,gain information about past climate,0.0,0.0092015545815229,0.0,0.10112664848566055,0.3293166756629944,0.0267793163657188
269,regulates the practice of pharmacists and pharmacy technicians,governing body for pharmacy health care professionals,1.0,0.5927053689956665,0.1428571428571428,0.6770241260528564,0.4876758456230164,0.7037794589996338
270,health care professional,pharmacy health care,1.0,0.4808169901371002,0.6666666666666666,0.6929505467414856,0.7738150358200073,0.6447721719741821
271,the pre-Heian Imperial court,Taihō Code,0.0,0.0091624381020665,0.0,0.18757674098014832,0.2657212615013122,0.1734643131494522
272,status superior to all others in health-related fields such as physicians and acupuncturists,Ranked positions,0.0,0.1223100423812866,0.0,0.28586581349372864,0.2800143659114837,0.2580561637878418
273,within the dispensary compounding/dispensing medications,communicating with patients,0.0,0.0633854046463966,0.0,0.3374158442020416,0.3105277717113495,0.3035285472869873
274,pharmacists practicing in hospitals,clinical pharmacists,2.0,0.6819522976875305,0.3333333333333333,0.7562752366065979,0.790037989616394,0.7421435117721558
275,patient care rounds drug product selection,interdisciplinary approach,0.0,0.0097332037985324,0.0,0.14702461659908295,0.2763043045997619,0.1452853232622146
276,all health care settings,drug product selection,0.0,0.0098741250112652,0.0,0.22957710921764374,0.2822597622871399,0.2259863317012787
277,creating a comprehensive drug therapy plan for patient-specific problems,identifying goals of therapy,1.0,0.4015118777751922,0.1666666666666666,0.6067236661911011,0.4609210789203644,0.6239813566207886
278,another customer might overhear about the drugs that they take,homebound,0.0,0.0092245582491159,0.0,0.030581392347812653,0.3013305068016052,-0.0086991311982274
279,dispensing substandard products,potentially dangerous,0.0,0.008631968870759,0.0,0.1146538034081459,0.2676268815994263,0.1040132045745849
280,"cancer, hepatitis, and rheumatoid arthritis",chronic and complex disease states,1.0,0.3013432323932648,0.2,0.28957390785217285,0.3982221186161041,0.2827110290527344
281,In some rural areas in the United Kingdom,prescribe and dispense prescription-only medicines to their patients from within their practices,0.0,0.0374325513839721,0.0,0.09796230494976044,0.3211592435836792,0.0096673928201198
282,in obtaining cost-effective medication and avoiding the unnecessary use of medication that may have side-effects,"the physician has a financial self-interest in ""diagnosing"" as many conditions as possible",0.0,0.2048752456903457,0.08,0.4073309898376465,0.4282142221927643,0.4604029059410095
283,exaggerating their seriousness,avoiding the unnecessary use of medication that may have side-effects,0.0,0.0087075801566243,0.0,0.14273054897785187,0.3122451603412628,0.1136718988418579
284,expected to become more integral within the health care system,patient care skills,0.0,0.3388209044933319,0.1666666666666666,0.35401594638824463,0.4307264089584351,0.248291403055191
285,apartheid,Singing Revolution to bring independence to the Baltic countries,0.0,0.0093725752085447,0.0,0.0915604755282402,0.2964847683906555,0.0726829171180725
286,Egyptians,India,0.0,0.0100790373980999,0.0,0.2849571406841278,0.3564212322235107,0.3372626304626465
287,the British,communist governments,0.0,0.0093283746391534,0.0,0.19107714295387268,0.3864245414733887,0.2004764527082443
288,nonviolent resistance,unfair laws,0.0,0.0095703452825546,0.0,0.0877893939614296,0.2305561006069184,0.0792936831712722
289,former King of Thebes,Oedipus,1.0,0.0092783821746706,0.0,0.2247001826763153,0.2958532273769379,0.2371817529201508
290,Oedipus,Antigone,0.0,0.0104855438694357,0.0,0.40176108479499817,0.2490695863962173,0.4487137496471405
291,obey her conscience rather than human law,She gives a stirring speech,0.0,0.01669760979712,0.0,0.1340971142053604,0.3173709511756897,0.0544108152389526
292,nonviolent,political poem,0.0,0.0100848209112882,0.0,0.16173478960990906,0.2544670104980469,0.1779859066009521
293,Henry David Thoreau,Gandhi,0.0,0.0094892531633377,0.0,0.1606350541114807,0.2402314245700836,0.1560310125350952
294,free India,protest and political action,0.0,0.0097776083275675,0.0,0.05518941581249237,0.2940262854099273,0.0313253924250602
295,unjust forms of authority,Peterloo massacre,0.0,0.0091913612559437,0.0,0.06344342976808548,0.2717097401618957,0.0387351773679256
296,doctrine of Satyagraha,Satyagraha,1.0,0.5115025043487549,0.5,0.8029865622520447,0.8598665595054626,0.8018981814384459
297,"muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins",civil disobedience,1.0,0.0250576455146074,0.0,0.15176670253276825,0.2768218815326691,0.1096863150596618
298,ambiguity,debased,0.0,0.013434188440442,0.0,0.27540323138237,0.3186201751232147,0.2949835062026977
299,utterly debased,everything from bringing a test-case in the federal courts to taking aim at a federal official,0.0,0.0093843722715973,0.0,0.03426271677017212,0.3134290874004364,-0.0222448110580444
300,Marshall Cohen,President Agnew,0.0,0.0096723632887005,0.0,0.140712708234787,0.235422670841217,0.1397857069969177
301,"code-word describing the activities of muggers, arsonists, draft evaders",utterly debased,0.0,0.0091601526364684,0.0,0.10018064826726913,0.2882258296012878,0.0546978525817394
302,Vice President Agnew,Marshall Cohen,0.0,0.0095469374209642,0.0,0.12673018872737885,0.2166231721639632,0.1272121220827102
303,impossible,a maze of semantical problems and grammatical niceties,0.0,0.0094143543392419,0.0,0.14656750857830048,0.2890548706054687,0.1276916563510894
304,specific,civil disobedience,0.0,0.0773812085390091,0.0,0.12783360481262207,0.2574512064456939,0.153819054365158
305,constitutional impasse,her or his capacity as public official,0.0,0.0190848261117935,0.0,0.08628443628549576,0.2684047520160675,0.0587726831436157
306,citizen's,head of government,0.0,0.0730466395616531,0.0,0.2139916718006134,0.389661967754364,0.2034564167261124
307,the head of government would be acting in her or his capacity as public official,"two public agencies, especially two equally sovereign branches of government, conflict",0.0,0.2163446992635727,0.24,0.36969316005706787,0.4709960520267487,0.3190044164657593
308,refuse to enforce a decision,constitutional impasse,0.0,0.0091930981725454,0.0,0.20545029640197754,0.3021974563598633,0.2068225443363189
309,head of government,public official,1.0,0.3972391188144684,0.0,0.4247942268848419,0.3869713544845581,0.4639809429645538
310,sovereign branches of government,public official,1.0,0.0461944714188575,0.0,0.2813902795314789,0.3644545078277588,0.2850757539272308
311,not necessarily right,the will of elite politicians,0.0,0.0138192465528845,0.0,0.0028641296084970236,0.3302653133869171,-0.1105958074331283
312,Resign,refusal to pay,0.0,0.0639228671789169,0.0,0.22021086513996124,0.3729822039604187,0.2348058819770813
313,elite politicians,individuals,0.0,0.034345306456089,0.0,0.1819155514240265,0.4128063917160034,0.2180920839309692
314,The individual,individuals,2.0,0.6587451100349426,0.0,0.562463104724884,0.6786444187164307,0.5810683965682983
315,"trade unions, banks, and private universities",non-governmental agencies,1.0,0.0096379751339554,0.0,0.2025773525238037,0.336341917514801,0.1978868246078491
316,legal system,foreign,0.0,0.0105654932558536,0.0,0.2276846170425415,0.3088046312332153,0.2877645194530487
317,international organizations and foreign governments,a larger challenge to the legal system that permits those decisions to be taken,0.0,0.041066151112318,0.0,0.11916644871234894,0.3078055679798126,0.0528350584208965
318,civil disobedience,lawbreaking,1.0,0.2482048124074936,0.0,0.4467530846595764,0.2599312365055084,0.4973092675209045
319,(Exodus 1: 15-19),Book of Exodus,1.0,0.6308572888374329,0.3333333333333333,0.5762192606925964,0.4197027385234833,0.4843579232692719
320,must be publicly announced,civil disobedience,0.0,0.0104478225111961,0.0,0.08634443581104279,0.2423717528581619,0.0786972194910049
321,fabricating evidence or committing perjury,covert lawbreaking,0.0,0.3074895441532135,0.0,0.2806805670261383,0.2814294397830963,0.2825183272361755
322,non-violence,non-violent,2.0,0.9598760008811952,0.0,0.9238886833190918,0.8857524394989014,0.932886838912964
323,civil rebellion,rebellion,1.0,0.8450707793235779,0.6666666666666666,0.7579538226127625,0.7852017283439636,0.7645164728164673
324,violence,non-violent,0.0,0.2958350777626037,0.0,0.4543001353740692,0.4880759418010712,0.3665232658386231
325,destructive,use of force and violence and refusal to submit to arrest,0.0,0.0164123903959989,0.0,0.2009117752313614,0.3419520854949951,0.1523626446723938
326,help preserve society's tolerance of civil disobedience,rebellion is much more destructive,0.0,0.2922804653644562,0.0,0.28228989243507385,0.3070302307605743,0.192708671092987
327,"cultural traditions, social customs, religious beliefs",revolutionary civil disobedience,0.0,0.0090160937979817,0.0,0.18494418263435364,0.2962206900119781,0.1666013598442077
328,disobedience of laws,Non-revolutionary civil disobedience,1.0,0.4912390410900116,0.3333333333333333,0.4643717110157013,0.6815319657325745,0.4043880105018616
329,"judged ""wrong"" by an individual conscience",to cause their repeal,0.0,0.056084781885147,0.0,0.1622316986322403,0.3394809067249298,0.1289025694131851
330,refuse to sign bail,jail solidarity,0.0,0.2421509325504303,0.0,0.34233981370925903,0.3537331223487854,0.3940289020538329
331,jail solidarity,solitary civil disobedience,0.0,0.0115578388795256,0.0,0.3246336877346039,0.2694333493709564,0.3598215579986572
332,until after the end of the Mexican War,months,0.0,0.0113597810268402,0.0,0.21749258041381836,0.3558796048164368,0.2028041630983352
333,propaganda,just a harassment,0.0,0.0313649252057075,0.0,0.16959838569164276,0.3290314376354217,0.1678108423948288
334,illegal acts,symbolic illegal protests,1.0,0.4019593894481659,0.4,0.5548954606056213,0.5782695412635803,0.5761456489562988
335,trespassing at a nuclear-missile installation,symbolic illegal protests,0.0,0.0091299675405025,0.0,0.169622540473938,0.2846449315547943,0.1537487506866455
336,entirely symbolic,harassment,0.0,0.0095246490091085,0.0,0.0928206667304039,0.3901509344577789,0.0932688117027282
337,social goal,protests toward public policy,1.0,0.0166603531688451,0.0,0.22379012405872345,0.3209234774112701,0.2293758988380432
338,criminalized behavior,forbidden speech,0.0,0.0104364259168505,0.0,0.2940375506877899,0.3745536506175995,0.3423194289207458
339,pure speech,forbidden speech,0.0,0.4892132580280304,0.5,0.5999482870101929,0.6163232922554016,0.5924772620201111
340,broadcasting,engaging in the forbidden speech,0.0,0.0090349018573761,0.0,0.18095338344573975,0.3495921790599823,0.1548418551683426
341,Threatening government officials,forbidden speech,1.0,0.0090523809194564,0.0,0.21661804616451263,0.3095745742321014,0.2412500828504562
342,sending an email,Supreme Court case,0.0,0.0097310533747077,0.0,0.08025205880403519,0.2442993074655533,0.0689466223120689
343,limited coercion,civil disobedience,0.0,0.015936380252242,0.0,0.27014654874801636,0.2388050854206085,0.2944527268409729
344,coercive,civil disobedience,0.0,0.0150263542309403,0.0,0.2478047013282776,0.224002793431282,0.2723621428012848
345,refusals to pay taxes,civil disobedience,1.0,0.0160446856170892,0.0,0.26124751567840576,0.2728603482246399,0.2895362973213196
346,coercion,make it more difficult for a system to function,0.0,0.0089595895260572,0.0,0.1370891034603119,0.249284490942955,0.1214331239461898
347,engage in moral dialogue,get their issue onto the table,1.0,0.3837603330612183,0.0,0.3068186938762665,0.3129759132862091,0.3143610954284668
348,padlocking the gates,"illegal boycotts, refusals to pay taxes, draft dodging, distributed denial-of-service attacks, and sit-ins",0.0,0.0089995451271533,0.0,0.17381106317043304,0.3413353860378265,0.1662887036800384
349,criminal investigations,grant a consent search,0.0,0.0148484986275434,0.0,0.10372462868690491,0.342643678188324,0.0927258282899856
350,not to grant a consent search,not to talk to police officers,0.0,0.0182974357157945,0.3636363636363636,0.4108545482158661,0.5379422903060913,0.3968550860881805
351,suspect's talking to criminal investigators,responding to investigators' questions,1.0,0.6084908246994019,0.4444444444444445,0.5467888116836548,0.6116505265235901,0.5127239227294922
352,"lack of understanding of the legal ramifications,",a suspect's talking to criminal investigators,0.0,0.0122597906738519,0.0,0.12882554531097412,0.3808072209358215,0.0524623431265354
353,use the arrest as an opportunity,civil disobedience,0.0,0.0358196794986724,0.0,0.2016167938709259,0.2759808897972107,0.1812120378017425
354,legitimacy of a particular law,laws,1.0,0.5651628375053406,0.0,0.4394172728061676,0.5144339799880981,0.4302455186843872
355,does not infringe the rights of others,don't believe in the legitimacy of any government,0.0,0.0146038895472884,0.1538461538461538,0.17846538126468658,0.5081219077110289,0.1434277892112732
356,I feel I did the right thing by violating this particular law,proud of it,1.0,0.1747960597276687,0.0,0.2704821825027466,0.3421837985515594,0.2551159858703613
357,Guilt implies wrong-doing,guilty of doing no wrong,0.0,0.4835450947284698,0.0,0.3868315815925598,0.6017999053001404,0.3526809513568878
358,creative plea,no contest,0.0,0.1327561289072036,0.0,0.3234674036502838,0.2788991332054138,0.3544197380542755
359,tempted to enter the test site,protest,0.0,0.4114840626716614,0.0,0.20641568303108215,0.3690838813781738,0.2141054272651672
360,arrested,arrest,2.0,0.9509276151657104,0.0,0.8966060280799866,0.7388671636581421,0.898115873336792
361,accept jail penitently,is to switch suddenly to a spirit of subservience,0.0,0.00943567417562,0.0,0.27256307005882263,0.2888173460960388,0.2219273298978805
362,plea bargain,plead guilty to one misdemeanor count and receive no jail time,1.0,0.5106958150863647,0.0,0.16687269508838654,0.3716831803321838,0.0907980725169181
363,defiant speech,allocution,2.0,0.0093976082280278,0.0,0.14728043973445892,0.2621984779834747,0.1513115614652633
364,lack of remorse,the judge increased her sentence,0.0,0.0124261071905493,0.0,-0.006352743599563837,0.37197145819664,-0.0433888062834739
365,likelihood of repeating,a lack of remorse,0.0,0.0095501849427819,0.3333333333333333,0.18124781548976898,0.4578448534011841,0.1499379873275756
366,mistreatment from government officials,sentence,0.0,0.0101970545947551,0.0,0.08175541460514069,0.284446507692337,0.0787667855620384
367,acquittal and avoid imprisonment,to use the proceedings as a forum,0.0,0.0347275584936142,0.0,0.2627243399620056,0.3311973214149475,0.2151703238487244
368,use the proceedings as a forum,win an acquittal and avoid imprisonment,0.0,0.0647047311067581,0.0,0.24544334411621094,0.3648061454296112,0.1964062750339508
369,inform the jury and the public of the political circumstances,plead not guilty,0.0,0.0245651341974735,0.0,0.1150241270661354,0.325377494096756,0.0185474324971437
370,general disobedience,great amount of it,0.0,0.3779015839099884,0.0,0.10561638325452805,0.2797715663909912,0.0818172246217727
371,neither conscientious nor of social benefit,any great amount of it would undermine the law,0.0,0.019569119438529,0.1428571428571428,0.11302440613508224,0.3294776678085327,0.0611235983669757
372,breaking the law for self-gratification,it would undermine the law by encouraging general disobedience,0.0,0.326366662979126,0.1666666666666666,0.41036832332611084,0.4102634787559509,0.4052298963069916
373,not being a civil disobedient,conscientious lawbreakers must be punished,0.0,0.1437695175409317,0.0,0.3016175627708435,0.389229416847229,0.2418041825294494
374,avoiding attribution,viewed as not being a civil disobedient,0.0,0.0093312039971351,0.0,0.23949554562568665,0.2738270163536072,0.2482684850692749
375,competing harms defense,necessity defense,1.0,0.2123623341321944,0.4,0.5874021053314209,0.4903416335582733,0.5988601446151733
376,incapacitation,achieving crime control,0.0,0.0093526151031255,0.0,0.22739437222480774,0.2544040977954864,0.2051334381103516
377,would do more harm than good,it focuses attention on the threat of punishment and not the moral reasons to follow this law,0.0,0.2465390861034393,0.0,0.23076340556144714,0.3369209766387939,0.1977346688508987
378,the state,judges,0.0,0.0098161827772855,0.0,0.23554593324661255,0.3782350718975067,0.2826934456825256
379,moral reasons to follow this law,whether it would do more harm than good,0.0,0.1617167741060257,0.0,0.1596842259168625,0.3073981404304504,0.1233096793293953
380,Industrial,heavy civil or heavy engineering,0.0,0.0316305756568908,0.0,0.29365119338035583,0.3462691605091095,0.309595912694931
381,ENR,Engineering News-Record (ENR),2.0,0.6585041284561157,0.5,0.6697843670845032,0.6130898594856262,0.6501399278640747
382,Working versions of 3D-printing building technology are already printing,2014,0.0,0.1533581465482711,0.0,-0.08111920207738876,0.2824776470661163,-0.1419410407543182
383,the project coordinator,the architect or engineer,0.0,0.0419413074851036,0.0,0.32616153359413147,0.5130243301391602,0.3425133526325226
384,Orthodox Christians,Roman Catholic,0.0,0.1573203206062317,0.0,0.270897775888443,0.4980649948120117,0.3060195446014404
385,religious,the usual academic subjects,0.0,0.0112406285479664,0.0,0.1450878083705902,0.3500159680843353,0.1591732501983642
386,expulsion,offer a higher quality of education,0.0,0.0093950796872377,0.0,0.12554538249969482,0.3627699613571167,0.1086641401052475
387,0.5,6.1,0.0,0.2028200924396515,0.0,0.41974541544914246,0.8014976978302002,0.4402221441268921
388,vocational,secondary or post-secondary,0.0,0.03843904286623,0.0,0.25392279028892517,0.3710790276527405,0.2620742321014404
389,National School,National Type,0.0,0.1028525307774543,0.5,0.6087995171546936,0.5595411658287048,0.6237790584564209
390,60,all,0.0,0.0664465501904487,0.0,0.2304648458957672,0.3887892365455627,0.2759288251399994
391,Society of St Pius X,Catholic schismatic,0.0,0.0160796754062175,0.0,0.2191493660211563,0.2934079468250275,0.2237978279590606
392,government schools formerly reserved for white children,semi-private,1.0,0.0192956067621707,0.0,0.14582516252994537,0.2846319675445557,0.1335333585739135
393,voucher,pupils are free to choose a private school,0.0,0.0177547838538885,0.0,0.07293542474508286,0.2760980427265167,0.0460117571055889
394,white,African-American,0.0,0.0107758669182658,0.0,0.16065995395183563,0.3316681385040283,0.1767557114362716
395,"identify, recruit",Conant devised programs,0.0,0.0095152463763952,0.0,0.25060415267944336,0.2943113446235657,0.2733196914196014
396,Allston,on a 358-acre (145 ha) campus,0.0,0.0182371400296688,0.0,0.12121590226888657,0.3021172881126404,0.0910439640283584
397,30% loss,$12 billion,0.0,0.1066949367523193,0.0,0.08813675493001938,0.4124325811862945,0.0641738176345825
398,Benjamin Netanyahu,Benazir Bhutto,0.0,0.0106767453253269,0.0,0.4224974811077118,0.2792115807533264,0.4189470112323761
399,Timucua,Mocama,0.0,0.0287200398743152,0.0,0.3329484760761261,0.2822161018848419,0.4051380157470703
400,Battle of Cedar Creek,1864,0.0,0.00966362003237,0.0,-0.04508649930357933,0.3108557164669037,-0.0318157412111759
401,Gilded Age,Reconstruction,0.0,0.0098935421556234,0.0,0.11081437766551971,0.3265095055103302,0.1312077343463897
402,Spanish moss,kitchen fire,0.0,0.0105522517114877,0.0,0.12237181514501572,0.293381005525589,0.1415983438491821
403,voters approved the plan,governments merged to create the Consolidated City of Jacksonville,0.0,0.0106476871296763,0.0,0.20710740983486176,0.4131296277046204,0.1855516135692596
404,"""Bold New City of the South""",Consolidated City of Jacksonville,1.0,0.1061526611447334,0.4444444444444445,0.2589118480682373,0.5302765369415283,0.1954122781753539
405,tallest building in Downtown Jacksonville,"tallest precast, post-tensioned concrete structure",1.0,0.420377254486084,0.2,0.3806968033313751,0.4192805588245392,0.3195991218090057
406,28,42,0.0,0.0203306972980499,0.0,0.36331701278686523,0.7465599179267883,0.4327399730682373
407,mild,mild and sunny.,1.0,0.7134000062942505,0.5,0.6942973136901855,0.7013658285140991,0.6903566718101501
408,2008,Fay,0.0,0.0099779115989804,0.0,0.19826874136924744,0.3129615783691406,0.2508860230445862
409,about 3.5 billion people,50%,0.0,0.0174180176109075,0.0,0.041469085961580276,0.3848932385444641,0.0364435762166976
410,the methodology used,"""silly argument"" and ""a non-issue . . . a diversion.""",0.0,0.0098628215491771,0.0,0.030116453766822815,0.4014310836791992,-0.0449630506336689
411,a diversion,the basis of the methodology used,0.0,0.0443113408982753,0.0,0.0290407445281744,0.439058244228363,-0.0095301531255245
412,Institute for Policy Studies,PolitiFact,1.0,0.009650426916778,0.0,0.34716975688934326,0.2428219169378281,0.3722020387649536
413,"differences in value added by labor, capital and land",differences in value added by different classifications of workers,1.0,0.6884640455245972,0.5555555555555556,0.6261816024780273,0.7070273756980896,0.5906699299812317
414,marginal value added of each economic actor,differences in value,0.0,0.335251659154892,0.2,0.39750099182128906,0.4645379483699799,0.3813213109970093
415,value added by different classifications of workers,"value added by labor, capital and land",1.0,0.5070723295211792,0.4285714285714285,0.5738809108734131,0.6209310293197632,0.5615529417991638
416,reduce costs and maximize profits,substitution of capital equipment for labor,0.0,0.0837759003043174,0.0,0.37476810812950134,0.3538353443145752,0.3784430325031281
417,less workers are required,"raises the productivity of each worker,",1.0,0.2324693500995636,0.0,0.2613096237182617,0.4663258194923401,0.1571179628372192
418,rising levels of property income,downward pressure on wages,0.0,0.0216171778738498,0.0,0.25259163975715637,0.3969226181507111,0.2195454686880112
419,reduce costs and maximize profits,raises the productivity of each worker,1.0,0.0188500676304102,0.0,0.44774729013442993,0.4235545992851257,0.4490356743335724
420,substitute capital equipment,pressure to reduce costs and maximize profits,0.0,0.0169126708060503,0.0,0.2675095796585083,0.3045523166656494,0.2652746438980102
421,productivity,organic composition of capital,0.0,0.0209922529757022,0.0,0.30284857749938965,0.3715076744556427,0.324714869260788
422,workers wages,wages,2.0,0.8772705197334291,0.6666666666666666,0.7680680155754089,0.7716619968414307,0.7716720104217529
423,prices,function of market price of skill,0.0,0.5432868003845215,0.0,0.43700331449508667,0.5320309400558472,0.4419021606445313
424,unfair,high levels of inequality,1.0,0.4269396364688873,0.0,0.3125072717666626,0.3331843316555023,0.3090763688087463
425,Competition amongst workers,high demand,0.0,0.1615269035100937,0.0,0.23248708248138428,0.3195967972278595,0.2495760321617126
426,low demand,high supply,0.0,0.1936248391866684,0.0,0.5133721828460693,0.6098394393920898,0.5479670166969299
427,low wage,competition,0.0,0.1230506673455238,0.0,0.11692024022340775,0.2840255796909332,0.1423205584287643
428,expendable nature of the worker,(high supply) competing for a job that few require (low demand),0.0,0.0322224982082843,0.0,0.28187867999076843,0.3364947140216827,0.2730376124382019
