,answer1,answer2,label,berttrained,f1,sas,bertvanilla,bi_encoder,bleu,rouge_L,meteor,new_berttrained,new_bi_encoder
97,Familie Fujiwara,Fujiwara-Familie,2.0,0.927122950553894,0.0,0.9604458212852478,0.9539061784744264,0.9510939121246338,0.0,0.5,0.0,0.88947695,0.9322793483734131
98,durch ihre geschickte Heiratspolitik,der vier seiner Töchter an Kaiser verheiratete,1.0,0.3089426457881927,0.0,0.4085425734519959,0.5161025524139404,0.2145536094903946,0.0,0.0,0.0,0.27674708,0.21429720520973206
99,die ''Genji'' (''Minamoto'') und die ''Heike'' (''Taira''),"als die Taira ihre Macht durch Einheirat in die kaiserliche Familie etabliert hatten, erhoben sich die Genji wieder und der ''Gempei-Krieg'' entbrannte",1.0,0.4342096149921417,0.3448275862068965,0.4099074602127075,0.6432213187217712,0.4201734066009521,0.0,0.2,0.1434426229508197,0.49406737,0.49982312321662903
100,Klan der Taira,Taira,2.0,0.805597722530365,0.5,0.7217500805854797,0.8062153458595276,0.8035863637924194,0.0,0.5,0.4166666666666667,0.67356294,0.6082181930541992
101,Point after Touchdown,Field Goal,1.0,0.3754172325134277,0.0,0.4012407660484314,0.3389990925788879,0.4032649993896485,0.0,0.0,0.0,0.2201854,0.2376708984375
102,ASPTT Strasbourg,Racing Straßburg,0.0,0.7692643404006958,0.0,0.3981735110282898,0.353869765996933,0.7871526479721069,0.0,0.0,0.0,0.47925675,0.5114455819129944
103,"Jung-, Spät- und Endneolithikum",Beginn der Metallverarbeitung im Schmelzverfahren,0.0,0.2421328276395797,0.0,0.1136739626526832,0.4584195017814636,0.2204084545373916,0.0,0.0,0.0,0.2554185,0.25870922207832336
104,Der kanadische Premierminister,Brian Mulroney,1.0,0.1436314731836319,0.0,0.1242815107107162,0.4264641404151917,0.1346834301948547,0.0,0.0,0.0,0.09718632,0.07507390528917313
105,den Nobelpreis für Physiologie oder Medizin,die Gewinnung monoklonaler Antikörper,0.0,0.289502203464508,0.0,0.1138541027903556,0.4061403572559357,0.2384094297885895,0.0,0.0,0.0,0.3082283,0.3023476004600525
106,Graphitrohr-AAS,Polarographie,0.0,0.1583786308765411,0.0,0.1431821584701538,0.4002337455749512,0.1370888948440551,0.0,0.0,0.0,0.13610148,0.11676780879497528
107,Allen Welsh Dulles,"Dulles, der zwischen 1953 und 1961 als Direktor der CIA fungierte, war neben George Tenet am längsten an der Spitze der amerikanischen Auslandsspionage",1.0,0.2886900007724762,0.08,0.5180096030235289,0.5321319699287415,0.2341930568218231,0.0,0.074074074074074,0.0219298245614035,0.19582428,0.0901142805814743
108,von Parlamentariern,Einflussreiche Bürger,1.0,0.3133618533611297,0.0,0.2589947879314422,0.4070674777030945,0.3077272474765777,0.0,0.0,0.0,0.16346015,0.1521112024784088
109,Ramon Llull,Grafen von Barcelona und des nachfolgenden katalanisch-aragonesischen Staatenbunds,0.0,0.0972390621900558,0.0,0.1842212080955505,0.3712904751300812,0.0427185297012329,0.0,0.0,0.0,0.05340067,-0.005913781002163887
110,"Weitere beliebte Insekten der Terrarianer sind Stabheuschrecken, Fangschrecken und verschiedene Käfer- und Schabenarten, außerdem werden Mehlkäferlarven (Mehlwürmer), Grillen und andere Insekten als Futtertiere für Reptilien und andere Heimtiere sowie als Angelköder gezüchtet. Eine Entwicklung der letzten Jahrzehnte ist die Haltung von Schmetterlingen in großen Gewächshäusern, die als Schmetterlingshäuser für Besucher geöffnet werden und an manchen Orten zu den Sehenswürdigkeiten der Region werden.","die Ameisen,",0.0,0.38955157995224,0.0317460317460317,0.3337615430355072,0.4820556044578552,0.342323362827301,0.0,0.0256410256410256,0.1030927835051546,0.19905533,0.15786974132061005
111,„Reflexionen“,Reflections on the Revolution in France,1.0,0.4368436932563782,0.0,0.3491333723068237,0.4240822196006775,0.3838114738464356,0.0,0.0,0.0,0.38075057,0.33735713362693787
112,"eine scharfe Kritik an den damals in Frankreich nach der Revolution von 1789 herrschenden Zuständen und Entwicklungen, die schließlich in der Terrorherrschaft der Jakobiner 1793/1794 mündeten.",Revolution in Frankreich,1.0,0.4882311224937439,0.2142857142857142,0.4058238863945007,0.6147140860557556,0.4391518831253052,0.0,0.1212121212121212,0.2727272727272727,0.4887173,0.44013434648513794
113,Milladoiro oder Fuxan os Ventos,Milladoiro,1.0,0.5031532645225525,0.3333333333333333,0.4788402020931244,0.7130159735679626,0.4342637062072754,0.0,0.3333333333333333,0.3571428571428571,0.7040629,0.6880426406860352
114,Jonas Bronck,"Nachfolgende niederländische und englische Siedler bezeichneten den von ihm in der Gegend erworbenen Grund bald als „Bronck’s Land“ und um einen dortigen Besuch anzukündigen, sagte man damals: „We are going to ''the Bronck’s''“",0.0,0.5025402903556824,0.0,0.437296450138092,0.5168647766113281,0.5084983706474304,0.0,0.0512820512820512,0.0122850122850122,0.44561097,0.4149053990840912
115,durch wachsende Arbeitsmigration seit den 1950er-Jahren,Nicht alle Einwohner Deutschlands sind deutsche Staatsangehörige und nicht alle deutschen Staatsangehörigen sind ethnische Deutsche,0.0,0.0637674927711486,0.0,0.2173925489187241,0.4208578765392304,-0.0502948462963104,0.0,0.0,0.0,0.100494064,0.022698678076267242
116,im Landesinneren,Südosten,0.0,0.253133624792099,0.0,0.1940396279096603,0.4070603847503662,0.248393103480339,0.0,0.0,0.0,0.12147935,0.08854544907808304
117,18 Kilometer,"201,7 Kilometern",0.0,0.2693236768245697,0.0,0.1762651056051254,0.6772149205207825,0.1990925967693328,0.0,0.0,0.0,0.41281566,0.34453874826431274
118,Hayek erweiterte seine Sozialismuskritik um eine Theorie der „kulturellen Evolution“ und des menschlichen Zusammenlebens in arbeitsteiligen Gesellschaften,wesentlich beeinflusst,,0.1092902347445488,0.0,0.0948473736643791,0.3508777022361755,-0.0349625498056411,0.0,0.0,0.0,0.040622152,-0.06729722023010254
119,Hindi,Pahari,0.0,0.1557301431894302,0.0,0.1887841820716858,0.5441883206367493,0.162118062376976,0.0,0.0,0.0,0.22157045,0.24581879377365112
120,"einen der Dialekte, die unter dem Oberbegriff Pahari zusammengefasst werden",Hindi,0.0,0.2075235545635223,0.0,0.2801049649715424,0.5197427868843079,0.1962471604347229,0.0,0.0,0.0,0.19371161,0.1920880675315857
121,Während der Zeit des Nationalsozialismus verfolgte der NS-Staat die Bevölkerungsminderheit mit rassistischer Zielsetzung und führte ab 1933 eine fortlaufend verschärfte Gesetzgebung ein: die Nürnberger Gesetze und ähnliche Bestimmungen.,"Verfolgung und Beraubung – zum Teil mittels Arisierung, Ghettoisierung und Inhaftierungen, Deportation – und als Grundlage für die systematischen und über Jahre fortgeführten Massenmorde während der Schoah / des Holocausts",1.0,0.4615111351013183,0.2105263157894736,0.4016921520233154,0.5258433818817139,0.4731859266757965,0.0,0.125,0.0943396226415094,0.47470704,0.5250512361526489
122,Reichsbürgergesetz – Erste Verordnung vom 14. November 1935,die Nürnberger Gesetze,1.0,0.2832517325878143,0.0,0.244098350405693,0.5318484902381897,0.2158119529485702,0.0,0.0,0.0,0.35441834,0.35813266038894653
123,"An einem praktischen Beispiel erklärt bedeutet dies, dass ein Geheimdienst nicht erst mit einem Kommando Kontakt aufnehmen muss, welches dann über mehrere Soldaten in der Hierarchie eine Ausschaltung eines Ziels anordnet, sondern dass alle Aufklärungseinheiten alle verfügbaren Informationen in eine von mehreren Stellen abrufbare Datenbank eingeben, worauf Einheiten eigenständig reagieren können. Faktisch bedeutet dies eine Annäherung an die Auftragstaktik",die totale Vernetzung aller am Kampf beteiligten Elemente,0.0,0.3068192601203918,0.0307692307692307,0.3501699864864349,0.4531235694885254,0.2538229227066039,0.0,0.0273972602739726,0.0367647058823529,0.32434225,0.29014852643013
124,am 7. Juli 1837,7. Juli 1837,2.0,0.9833431839942932,0.8571428571428571,0.9747599959373474,0.923908531665802,0.9876152873039246,0.0,0.8571428571428571,0.9679878048780488,0.9761733,0.9835011959075928
125,Die aktuelle tatsächliche Netzfrequenz ist unter anderem von der aktuellen Nachfrage und dem aktuellen Angebot an elektrischer Energie abhängig und daher schwankend.,"99,5 % eines Jahres und 15,67 Hertz bis 17,33 Hertz während der restlichen 0,5 % eines Jahres",0.0,0.1657342463731765,0.1111111111111111,0.1941705644130706,0.460772454738617,0.0614460594952106,0.0,0.0454545454545454,0.0568181818181818,0.12227978,0.025911783799529076
126,dass Gott die Welt mit allen Naturgesetzen geschaffen habe und nun ihrer gesetzlichen Bewegung überlasse,Schöpfer,1.0,0.3043954968452453,0.0,0.4423393309116364,0.4622690975666046,0.2436369359493256,0.0,0.0,0.0,0.031138903,-0.05835515260696411
127,"Unter ''Kommunikation'' wird dann ein soziales Handeln verstanden, das durch ''Kommunikationsziele'' und ''Kommunikationszwecke'' bestimmt ist.","nicht nur etwas zu zeigen, sondern auch zu zeigen, dass man etwas zeigt",0.0,0.2100139558315277,0.0,0.2649572193622589,0.4586472809314728,0.1323068141937256,0.0,0.0,0.0316455696202531,0.19837946,0.12178312242031097
128,"über Mitgliederbeiträge, Spenden, Zuschüsse, Preise oder Gebühren","zu 53 % über Entschädigungen für Dienstleistungen, zu 35 % über Staatsbeiträge und nur zu 12 % über Spendeneinnahmen",1.0,0.3901530802249908,0.0869565217391304,0.3005591034889221,0.5529553890228271,0.3206522464752197,0.0,0.1379310344827586,0.0526315789473684,0.397981,0.3315943479537964
129,neun Jahren,1986–1995,1.0,0.1554841548204422,0.0,0.1431047618389129,0.4299923181533813,0.1702737510204315,0.0,0.0,0.0,0.15688883,0.1410193294286728
130,direkt an einem Verbrennungsmotor bei Temperaturen bis zu 600 °C,Hochtemperaturanwendungen,1.0,0.226422518491745,0.0,0.4685565829277039,0.433309942483902,0.1665588617324829,0.0,0.0,0.0,0.3404695,0.30497968196868896
131,Ordre de la Libération,"„Fluctuat nec mergitur“ (etwa: „Sie verändert sich, geht aber nicht unter“ oder „Sie schwankt, aber sie geht nicht unter“)",0.0,0.0633791908621788,0.0,0.0635823085904121,0.3879989087581634,-0.0083738472312688,0.0,0.0,0.0,0.13090153,0.1001773402094841
132,in Stuttgart mit der internationalen Juniorenmeisterschaft ''„Bestgebauter Athlet“'',in der Juniorenklasse Österreichischer Staatsmeister,0.0,0.4636711478233337,0.3076923076923077,0.2563289701938629,0.6005885004997253,0.4116021990776062,0.0,0.3076923076923077,0.175438596491228,0.46811372,0.4537903070449829
133,Mr. Olympia,der Titel des ''Mr. Olympia'',2.0,0.829218864440918,0.5714285714285715,0.9021633267402648,0.7475116848945618,0.8336731195449829,0.0,0.5714285714285715,0.0675675675675675,0.8698759,0.8732264041900635
134,Sergio Oliva,Oliva,1.0,0.7669841051101685,0.6666666666666666,0.7637535929679871,0.7706055641174316,0.7292689085006714,0.0,0.6666666666666666,0.4545454545454545,0.772516,0.7333885431289673
135,Detroit Tigers,Die Detroit Tigers,2.0,0.983195424079895,0.8,0.9645720124244692,0.9423078298568726,0.9901726245880128,0.0,0.8,0.6465517241379309,0.9708038,0.9774901866912842
136,"Wichtig ist, dass jeder gegnerische, passempfangsberechtigte Spieler gedeckt ist","beinhaltet alle Spieler, die die gegnerischen Spieler decken, die einen Pass fangen dürfen",1.0,0.7162451148033142,0.0909090909090909,0.8408617377281189,0.6591352820396423,0.7366000413894653,0.0,0.0869565217391304,0.1027397260273972,0.7362477,0.78252112865448
137,"Zusammenschluss des City and Guilds College, der Royal School of Mines sowie des Royal College of Science.",1907,0.0,0.0835897922515869,0.0,0.1530774086713791,0.3946430087089538,0.0424668490886688,0.0,0.0,0.0,0.11459216,0.06157184764742851
138,"Im engeren Sinn bezeichnet man als Haushund die Hunde, die überwiegend im Haus gehalten werden, und kennzeichnet damit also eine Haltungsform. Historisch wurde ein Hund, der zur Bewachung des Hauses gehalten wird, als Haushund bezeichnet. Eine weitere Verwendung des Begriffs ist die Einschränkung auf sozialisierte (Haus-)Hunde, also Hunde, die an das Zusammenleben mit Menschen in der menschlichen Gesellschaft gewöhnt und an dieses angepasst sind.",ein Haustier und wird als Heim- und Nutztier,0.0,0.5684613585472107,0.1428571428571428,0.6414632797241211,0.5376783013343811,0.5373052358627319,0.0,0.1066666666666666,0.1689189189189189,0.45133573,0.45433515310287476
139,"Während der heftigen Kämpfe, bei denen die Chinesen die weit aufgefächerte Front der Japaner am Fluss Xinqiang erfolgreich von Norden und Süden attackierten, setzten die Japaner auch Giftgas ein.",Schlacht um Changsha,0.0,0.2304970175027847,0.0,0.3591096699237823,0.4224970638751984,0.160151869058609,0.0,0.0,0.0,0.19720107,0.13895688951015472
140,Humphrey Gilbert,Gilbert,1.0,0.7272160649299622,0.6666666666666666,0.8312368392944336,0.729493260383606,0.7818013429641724,0.0,0.6666666666666666,0.4545454545454545,0.7449475,0.7731480598449707
141,am Markt und der Angemessenheit,üblicherweise nach der angemessenen Lizenzvergütung,0.0,0.4648853242397308,0.2,0.4023838937282562,0.4446456730365753,0.4415929913520813,0.0,0.1818181818181818,0.1,0.3125345,0.2714368402957916
142,34 %,"9,2 Mtoe",0.0,0.0814753845334053,0.0,0.1023822948336601,0.4840646684169769,0.0591370686888694,0.0,0.0,0.0,0.024157427,-0.02887171506881714
143,"Fehlender Nachschub, Krankheiten sowie ständige Angriffe der russischen Kosaken setzten den französischen Truppen schwer zu.","litten unter Hunger, Krankheiten, Schnee und Kälte",0.0,0.426128476858139,0.0909090909090909,0.3597367703914642,0.5639259219169617,0.4024283587932586,0.0,0.0799999999999999,0.1020408163265306,0.40816858,0.4007464349269867
144,eher seltenes,"In der Periode von 1999 bis 2002 hagelte es im Emmental, im Laufental und im Toggenburg am im Jahresdurchschnitt bis zu 60 Minuten, in den anderen Regionen waren es unter 30 Minuten",0.0,0.2298493087291717,0.0,0.1279200315475464,0.4101504981517792,0.1973311007022857,0.0,0.0,0.0,0.19171984,0.1670098751783371
145,521 Millimetern,545 Millimeter im Jahr (beide Werte Normperiode 1981–2010),0.0,0.5636394023895264,0.0,0.3080346286296844,0.6059511303901672,0.5587950944900513,0.0,0.0,0.0,0.55018723,0.554709792137146
146,Purismus,"Suprematismus, Konstruktivismus",0.0,0.3464174270629883,0.0,0.1455185115337371,0.5174354910850525,0.352490097284317,0.0,0.0,0.0,0.4422949,0.45495420694351196
147,in vielen Bereichen des täglichen Lebens,"Bauindustrie, Ernährungs- und Getränkeindustrie, Kraftfahrzeugindustrie, Elektro(nik)industrie, Haushalt und Gastronomie, Medizin, Forschung und Wissenschaft, Chemie, Pharmazie, Kosmetik, Möbelindustrie und Innenausbau, Kunststoff- und Textilindustrie",1.0,0.2907562851905823,0.0,0.1977153271436692,0.4395253956317901,0.2616344392299652,0.0,0.0,0.0,0.24666041,0.19594062864780426
148,"Allerdings befinden sich Schulen und besonders Hochschulen in außerordentlich schlechtem Zustand. Hinzu kommt, bedingt durch ausbleibende Gehaltszahlungen, die geringe Motivation der Lehrkräfte und die enorme Zahl an Streiks, weswegen der Unterricht zuweilen vollständig unterbleibt.","Betrug der Bildungsetat 1985 noch 12,2 Prozent des Bruttoinlandsprodukts, so sanken die Ausgaben 2003 auf 4,6 Prozent",0.0,0.3372514843940735,0.08,0.2879171371459961,0.4847979843616486,0.2753786742687225,0.0,0.0714285714285714,0.0746268656716417,0.2901406,0.2355615198612213
149,zwei Stunden,drei Stunden,0.0,0.6165285110473633,0.5,0.3539855480194092,0.9253048896789552,0.5973455309867859,0.0,0.5,0.25,0.6761723,0.660980224609375
150,46. Tag vor dem Ostersonntag,Mittwoch nach dem 7. Sonntag vor Ostern,2.0,0.291526585817337,0.3333333333333333,0.4126505553722381,0.6166877150535583,0.1696320921182632,0.0,0.1666666666666666,0.1923076923076923,0.34546483,0.30931615829467773
151,als finster und barbarisch wahrgenommenen,"Wortführer der humanistischen Bewegung grenzten sich von der Vergangenheit der vorhergehenden Jahrhunderte, die man „Mittelalter“ (mittleres Zeitalter) zu nennen begann, scharf und verächtlich ab",0.0,0.2852254211902618,0.0689655172413793,0.2129893749952316,0.4604433178901672,0.207698717713356,0.0,0.064516129032258,0.0181818181818181,0.22802365,0.17182205617427826
152,antike Kultur,Cicero sowie Quintilian,0.0,0.1736921221017837,0.0,0.1658115833997726,0.3355466723442077,0.1691193729639053,0.0,0.0,0.0,0.16927205,0.1730647087097168
153,"USA weitere in Japan, Korea, Europa sowie auf Guam und Samoa",weltweit,1.0,0.2385289222002029,0.0,0.1754558533430099,0.4591720402240753,0.1899149119853973,0.0,0.0,0.0,0.32107615,0.3280726671218872
154,Niederschläge fallen ganzjährig mit einem Schwerpunkt in den Frühjahrsmonaten.,Hohe Regenmengen sind insbesondere in den Sommermonaten zu erwarten,0.0,0.6026784181594849,0.2222222222222222,0.5134465694427489,0.5628836750984192,0.590647280216217,0.0,0.1904761904761905,0.206043956043956,0.45708323,0.4450772702693939
155,1667,19. Februar 1674,0.0,0.393408715724945,0.0,0.2946005761623382,0.707489013671875,0.3677980303764343,0.0,0.0,0.0,0.42152146,0.3777937889099121
156,Niederländischen Westindien-Kompanie (WIC),die WIC von der Republik der Sieben Vereinigten Provinzen,2.0,0.4319094121456146,0.1666666666666666,0.4071576893329621,0.573642909526825,0.3860251307487488,0.0,0.1428571428571428,0.0581395348837209,0.33449048,0.2551954984664917
157,Central League,„Central League“,2.0,0.9250546097755432,0.0,0.8800280690193176,0.843847930431366,0.9531719088554382,0.0,1.0,0.4934210526315789,0.9443915,0.9700287580490112
158,Judengemeinden,Aschkenasim,1.0,0.1750600039958953,0.0,0.265565812587738,0.3499373197555542,0.1783388704061508,0.0,0.0,0.0,0.13949157,0.1269141584634781
159,2013,6. November 2013,1.0,0.5837445855140686,0.5,0.4277929067611694,0.7388521432876587,0.5278835892677307,0.0,0.5,0.1351351351351351,0.637454,0.5588023662567139
160,Gouverneure,Der Präsident,0.0,0.4329246580600738,0.0,0.1366083025932312,0.5221114158630371,0.4921903312206268,0.0,0.0,0.0,0.01241902,-0.02153564617037773
161,Tantalglühfäden,Glühfäden aus Osmium,0.0,0.4940345585346222,0.0,0.4683815240859986,0.5156015157699585,0.4756717085838318,0.0,0.5,0.0,0.54910004,0.479653537273407
162,Spanier Juan Ponce de León,Ponce de León,2.0,0.7724379301071167,0.7499999999999999,0.6919435858726501,0.8861411213874817,0.8032186031341553,0.0,0.8,0.920138888888889,0.6814689,0.603307843208313
163,Expedition durch den Südosten der heutigen USA,Expedition,1.0,0.5095148682594299,0.25,0.5468051433563232,0.6667910218238831,0.4666001796722412,0.0,0.2222222222222222,0.3125,0.5794655,0.5400647521018982
164,die drei Diaspora-Gruppen,"viele Gene von einer ursprünglichen jüdischen Bevölkerungsgruppe geerbt haben, die vor rund 3000 Jahren in dem als Levante bezeichneten östlichen Mittelmeerraum lebte",0.0,0.3408361375331878,0.08,0.2126546651124954,0.4662179648876189,0.3639160990715027,0.0,0.0689655172413793,0.0238095238095238,0.30714518,0.3053780794143677
165,entsprechende Vereinbarung zwischen Ausbildungsbetrieb und Auszubildendem sowie die Zustimmung der zuständigen Kammer,berechtigtem Interesse,0.0,0.2845762372016907,0.0,0.1364982426166534,0.4024643898010254,0.2533378005027771,0.0,0.0,0.0,0.22564282,0.16506825387477875
166,Adoleszenz,Pubertät,1.0,0.5435189008712769,0.0,0.6723754405975342,0.3112901747226715,0.5831306576728821,0.0,0.0,0.0,0.09518658,0.05616985261440277
167,Tigran Petrosjan,Armenier,1.0,0.2656283974647522,0.0,0.150486946105957,0.3657654821872711,0.2661527395248413,0.0,0.0,0.0,0.14337648,0.1519629806280136
168,Khoren Gevor,Europameister,0.0,0.2626220881938934,0.0,0.044472862035036,0.3531543612480164,0.2632584571838379,0.0,0.0,0.0,0.028797537,-0.015513170510530472
169,Oranien-Nassau,Niederlande,0.0,0.306568831205368,0.0,0.5066079497337341,0.4162813127040863,0.3182993233203888,0.0,0.0,0.0,0.12823401,0.10593193769454956
170,Wilhelm III.,Wilhelm von Oranien,1.0,0.4466694295406341,0.4,0.606878936290741,0.6180091500282288,0.4232475757598877,0.0,0.4,0.1666666666666666,0.38752505,0.3345915377140045
171,Peter Reid,Reid,1.0,0.7708537578582764,0.6666666666666666,0.8439913988113403,0.8287863731384277,0.773606538772583,0.0,0.6666666666666666,0.4545454545454545,0.8234454,0.8174173831939697
172,Art Zeitungsverlag,in den Comics über die Marvel-Superhelden,0.0,0.2351047694683075,0.0,0.0650060176849365,0.4082156419754028,0.1875354349613189,0.0,0.0,0.0,0.10007277,0.06656597554683685
173,Der Head Linesman und der Line Judge,Der Side und Back Judge,0.0,0.5398618578910828,0.5,0.5723095536231995,0.6729016900062561,0.5268011093139648,0.0,0.5,0.2884615384615384,0.5402809,0.5304462313652039
174,Seestreitmacht der Vereinigten Staaten,Prieble begann eine Blockade der Häfen der Babareskenstaaten. Am 14. Juli 1804 griff er Tripolis direkt an.,0.0,0.0822536349296569,0.1,0.1563099324703216,0.4415508508682251,-0.0292314775288105,0.0,0.0909090909090909,0.0271739130434782,0.1666247,0.09424783289432526
175,Schutz für amerikanische Schiffe durch die britische Royal Navy nach der Unabhängigkeit der Vereinigten Staaten 1783 entfallen war,Die Piraterie der Barbareskenstaaten im Mittelmeer auch gegen amerikanische Schiffe führte zur Begründung einer Seestreitmacht der Vereinigten Staaten,0.0,0.4309030473232269,0.3888888888888889,0.3619212806224823,0.5644120573997498,0.3821284472942352,0.0,0.25,0.3526077097505669,0.4611214,0.43472012877464294
176,Tributzahlungen,Tribut- und Lösegeldzahlungen,1.0,0.7932016849517822,0.0,0.633692741394043,0.5046901106834412,0.7838056683540344,0.0,0.0,0.0,0.81039125,0.8087639212608337
177,18. September 1988,Bis 2010,0.0,0.1863946616649627,0.0,0.0593489743769168,0.5234339237213135,0.1860696077346801,0.0,0.0,0.0,0.030782271,0.0012226961553096771
178,Den ersten dieser Freundschaftsverträge,"die Verpflichtung zur gegenseitigen Hilfeleistung unterzeichnet, um alle gewaltsamen militärischen Handlungen, die sich gegen die territoriale Integrität und Souveränität einer Vertragspartei richteten, zu verhindern.",0.0,0.2769704759120941,0.0,0.2801110446453094,0.4446257948875427,0.2070683240890503,0.0,0.0,0.0,0.31464568,0.2734702229499817
179,ab 1966 sowjetische Truppenstationierungen,Beobachterstatus,0.0,0.1004863977432251,0.0,0.1412815302610397,0.3726685643196106,0.0620448142290115,0.0,0.0,0.0,0.04099458,-0.008229080587625504
180,1.021.000 Mann,"1,4 Millionen",0.0,0.2433945387601852,0.0,0.1987085491418838,0.6957717537879944,0.2347385883331299,0.0,0.2857142857142857,0.0,0.31109276,0.29476141929626465
181,Offensive,Die Dislozierung der aufmarschierenden französischen Truppen war jedoch ganz auf diese Offensivbewegung ausgerichtet,1.0,0.3774228990077972,0.0,0.4300279319286345,0.4676533341407776,0.3375370502471924,0.0,0.0,0.0,0.4657754,0.4499965310096741
182,weit überlegene Infanteriebewaffnung,"Die französischen Chassepotgewehre waren deutlich effizienter und sorgten mit ihrer großen Reichweite und der hohen Schussfrequenz dafür, dass Frontalangriffe der deutschen Truppen für diese meistens mit enormen Verlusten verbunden waren",1.0,0.4697025120258331,0.0,0.4323122799396515,0.4361543655395508,0.4373447597026825,0.0,0.0,0.0,0.40949824,0.42826947569847107
183,elektrischen Stuhls,Erhängen,0.0,0.1583460122346878,0.0,0.0883829295635223,0.4236974716186523,0.1606175005435943,0.0,0.0,0.0,0.24210325,0.2619279623031616
184,Die Landwirtschaft,Landwirtschaft,2.0,0.983813464641571,0.6666666666666666,0.820796549320221,0.8881363868713379,0.9956436157226562,0.0,0.6666666666666666,0.4545454545454545,0.9756591,0.9876722097396851
185,Verbesserung der Wärmeleitfähigkeit,''Thermal Vias'' verbessern den Wärmetransport senkrecht zur Leiterplatte.,2.0,0.5965895652770996,0.0,0.6080220341682434,0.5417444109916687,0.6120402216911316,0.0,0.1428571428571428,0.0,0.5779052,0.6047840118408203
186,Wilhelm I.,König Wilhelm III.,0.0,0.666632890701294,0.4,0.4425442218780517,0.7694871425628662,0.6702439785003662,0.0,0.3333333333333333,0.2564102564102564,0.6507464,0.6194913387298584
187,niederländischen König,Wilhelm III.,1.0,0.4314556717872619,0.0,0.3084327280521393,0.4982965886592865,0.4687203168869018,0.0,0.0,0.0,0.30425748,0.29810288548469543
188,Unabhängigkeitskrieg,Israelische Unabhängigkeitskrieg (Erster Arabisch-Israelischer-Krieg),1.0,0.5887051224708557,0.4,0.646210253238678,0.6856381297111511,0.5336250066757202,0.0,0.4444444444444445,0.0909090909090909,0.7077412,0.6794415712356567
189,Während des Krieges flohen rund 850.000 Araber aus Palästina,"Zum Teil wurden diese Flüchtlinge durch israelische Streitkräfte vertrieben, zum Teil wurden sie von den arabischen Streitkräften aus strategischen Gründen evakuiert.",0.0,0.4812610149383545,0.0666666666666666,0.576486349105835,0.5221061706542969,0.4530596435070038,0.0,0.054054054054054,0.0231481481481481,0.513801,0.4986840486526489
190,großes Industriegebiet,zahlreiche Industriebetriebe und mehrere Arbeiterviertel,1.0,0.7343951463699341,0.0,0.5951547026634216,0.5483464598655701,0.7544196844100952,0.0,0.0,0.0,0.64599884,0.6753910183906555
191,Kopernikus,Nikolaus Kopernikus,1.0,0.8666917085647583,0.6666666666666666,0.8499119281768799,0.9107466340065002,0.8605642318725586,0.0,0.6666666666666666,0.2631578947368421,0.8769787,0.8830463886260986
192,Rebekah Wade,Wade,1.0,0.6322692632675171,0.6666666666666666,0.674079954624176,0.6997165679931641,0.6254170536994934,0.0,0.6666666666666666,0.4545454545454545,0.683151,0.6480656862258911
193,problemlos,"Es existiert keine gesetzliche Bestimmung, die das einschränkt",1.0,0.2474880963563919,0.0,0.1658847332000732,0.3930407166481018,0.1773013323545456,0.0,0.0,0.0,0.023294657,-0.05717965215444565
194,des zweiten buddhistischen Konzils,auf die Mahasanghika („große Gemeinde“),0.0,0.3244753777980804,0.0,0.1420729458332061,0.4224384129047394,0.3010488748550415,0.0,0.0,0.0,0.2854139,0.2607693076133728
195,eine Vielzahl von Mechanismen,"Ein Weg ist die Steuerung über die Rate ihrer Transkription in hnRNA. Ein anderer Weg ist der Abbau der mRNA, bevor sie beispielsweise über siRNA translatiert wird. Kurzfristig erfolgt die Genregulation durch Bindung und Ablösung von Proteinen, sogenannten Transkriptionsfaktoren, an spezifische Bereiche der DNA, die sogenannten „regulatorischen Elemente“. Langfristig wird dies über Methylierung oder das „Verpacken“ von DNA-Abschnitten in Histon­komplexe erreicht",1.0,0.2986727952957153,0.03125,0.3478465676307678,0.4657531976699829,0.2441229522228241,0.0,0.0294117647058823,0.0153374233128834,0.30452365,0.27444449067115784
196,sowjetischen Generalstabes,fast vollständig dem Vereinten Oberkommando,0.0,0.2633293569087982,0.0,0.2618523836135864,0.4499673843383789,0.2423147559165954,0.0,0.0,0.0,0.09989283,0.052101440727710724
197,J. Edgar Hoover Building,J. Edgar Hoover Building,2.0,1.0000003576278689,1.0,0.9985698461532592,0.9999998807907104,1.0000001192092896,1.0,1.0,0.9921875,0.9999996,0.9999992847442627
198,"Washington, D.C.",Washington D.C.,2.0,0.9718717336654664,1.0,0.9011641144752502,0.9664758443832396,0.9792692065238952,0.0,1.0,0.8243727598566307,0.9890962,0.994402289390564
199,Abschiebungsverbot,"Das Gesetz erlaubt die automatische Ausweisung ausländischer Staatsangehöriger, die als Sicherheitsbedrohung gelten, ohne dass die Betroffenen Rechtsmittel einlegen können",0.0,0.2957699000835418,0.0,0.4522911608219147,0.3972553014755249,0.2545090913772583,0.0,0.0,0.0,0.087570444,-0.038413070142269135
200,Aschraf Marwan,Der Ehemann von Nassers Tochter Mona,2.0,0.1457094699144363,0.0,0.1717077940702438,0.3753633499145508,0.0978838726878166,0.0,0.0,0.0,0.15592074,0.1105579063296318
