,answer1,answer2,label,bi_encoder
2024,Nick Sager,Tony Hightower as Frank,0.0,0.12154784798622131
2394,25,revenge of the island,0.0,0.12157240509986877
14,Hawkeye,trick shot,0.0,0.12170101702213287
2166,Henry Loeb III,Tom T. Hall,0.0,0.12203413248062134
683,Natalie Dormer,Samantha Spiro,0.0,0.12209951132535934
2215,1100ml,1892.7,0.0,0.12210065126419067
2152,"""Somber News""",the epilogue,0.0,0.12213216722011566
2591,silicate solid crust,Mantle,0.0,0.12217346578836441
807,"15,589 sq mi",a few miles,0.0,0.122290700674057
2851,1980,"october 4, 2015",1.0,0.12229755520820618
2838,Portuguese explorer Diogo Cão,Jesuit Pedro P\u00e1ez,0.0,0.12244316935539246
704,Paul O'Keefe,Julie Deborah Kavner,0.0,0.12279041111469269
796,sign language,Porter,0.0,0.12279194593429565
2635,Duane Allman,Stillwater,0.0,0.12281564623117447
9,Raj Guru Gajaraj Mishra,Nepal,0.0,0.12287214398384094
1768,Raúl Esparza,jesse l. martin,0.0,0.12294647097587585
3031,Sir Cyril Radcliffe,shimla agreement,0.0,0.12295456230640411
2036,Phillip Danault,Toe Blake,0.0,0.12301133573055267
315,Isaac Liev Schreiber,brad williams,0.0,0.12302140891551971
2446,Richard Madden,james reynolds,1.0,0.12306046485900879
3016,Rectified spirit,tequila,0.0,0.12310033291578293
1611,Fryda Wolff,Hammy,0.0,0.12312408536672592
1373,English,CFA franc,0.0,0.12322766333818436
3185,up to 16Â megapixels,over 1. 2 billion,0.0,0.123384490609169
3017,Rectified spirit,swan light,0.0,0.12340250611305237
2673,Crispin Glover,Helena Bonham Carter,0.0,0.12341935187578201
3246,Harry Redknapp,Fiona O'Loughlin,0.0,0.12353631854057312
3619,Saffron,the flower,0.0,0.12353657186031342
2870,broader focus,Italy,0.0,0.12361506372690201
3011,The Crocodile,Lockjaw,0.0,0.12376503646373749
1245,a typewriter ribbon,Home,0.0,0.12380000203847885
1559,Andrée Bernard,tefan avr,0.0,0.12394802272319794
1349,The Undisputed Truth,Barrett Strong,0.0,0.1239810436964035
3332,10 lords a-leaping,chromium combination manicure,0.0,0.12405958771705627
2789,Heaven,pedestrian bridge,0.0,0.12407518923282623
2382,74,154027,0.0,0.12410871684551239
1446,Max Lloyd-Jones,Tom,0.0,0.12415578961372375
837,the senate,oligarchy,0.0,0.12420587986707687
918,"Seneca Falls, New York",Independence Hall,1.0,0.12424318492412567
1456,Klondike Kat,ewen montagu,0.0,0.12432657182216644
2794,Heaven,Rainbow Bridge,0.0,0.12433017790317535
2502,Erin Gruwell,teacher,0.0,0.12433907389640808
1556,Andrée Bernard,michael dunn,0.0,0.12439883500337601
2397,25,The Last One,0.0,0.12446682900190353
758,Titan,ganymede,0.0,0.1245446652173996
2960,quantitative research methods,greater social equality,1.0,0.12459971010684967
2805,Sodium acetate,Complement component 3,0.0,0.12461712211370468
516,All 14 districts,the south indian state of kerala,1.0,0.12468920648097992
562,New England Patriots,Kansas City Chiefs,0.0,0.12469611316919327
492,1.8 billion,24%,1.0,0.12475728988647461
1208,Molly Qerim Rose,Adam Caplan,0.0,0.12478243559598923
2379,no,18 years or older,0.0,0.12480437010526657
2912,over 18%,1. 13 %,0.0,0.12491170316934586
3213,executes,Jon Snow,0.0,0.12494242191314697
1451,Max Lloyd-Jones,daniel lissing,2.0,0.12497559934854507
3086,obsessive–compulsive disorder,committed suicide,1.0,0.1254313439130783
386,the spirit world,Rosie Perez,0.0,0.12544363737106323
1157,Elizabeth II,Hassanal Bolkiah,0.0,0.1254720389842987
1719,He­lium,Sulfur,0.0,0.12578828632831573
132,Amos 'n Andy,the cosby show,0.0,0.12594668567180634
782,UCF Knights,washington huskies,1.0,0.12595321238040924
3140,Babylonians,2000 BC,1.0,0.12600253522396088
3186,up to 16Â megapixels,one hundred zeroes,0.0,0.1260354369878769
540,EMI Studios,Beatles,0.0,0.1260537952184677
499,The FCC,"uly 2, 1928,",0.0,0.12606000900268555
3592,Stuart Townend,Keith Getty,0.0,0.12606631219387054
261,55 calories,22,0.0,0.12624497711658478
52,Daniel Mar,Vivica,0.0,0.12633635103702545
1105,American Express Company,citibank,0.0,0.12654821574687958
1437,Rabindranath Tagore,dakhina charan sen,0.0,0.12656959891319275
3448,Óscar Arnulfo Romero y Galdámez,Chalatenango,0.0,0.12684735655784607
872,The Battle of the Labyrinth,Leviticus,0.0,0.12696871161460876
3163,Floyd Mayweather Jr.,cristiano ronaldo,1.0,0.12703169882297516
1050,The Fury in the Jury,The Net '',0.0,0.1270817518234253
407,several victims,Will Horton,2.0,0.12710930407047272
779,"Fortuna, North Dakota",cadillac mountain,0.0,0.12714703381061554
688,Miguel Hidalgo y Costilla,Dutty Boukman,0.0,0.1272430121898651
2443,Richard Madden,best lead actor,0.0,0.12743906676769257
1282,four,two gold,0.0,0.12778018414974213
65,October 2018,"March 14, 2017",0.0,0.12783008813858032
223,a gender-neutral honorific,respect,1.0,0.1278778612613678
1258,Racial tensions,world war ii,0.0,0.12800709903240204
1,Amma,chucky,0.0,0.12808576226234436
1880,Burgoyne,Horatio Gates,0.0,0.12811094522476196
2068,George and Ira Gershwin,ella fitzgerald,0.0,0.12811166048049927
3425,control access to a resource,RFID,0.0,0.12813878059387207
1597,Poppy Drayton,Gina Gershon,0.0,0.1282091736793518
1670,"$2,500",6,0.0,0.12822803854942322
880,Erik Erikson,the Marquis de Condorcet,0.0,0.1282707005739212
879,Erik Erikson,Sigmund Freud,0.0,0.12837888300418854
1283,four,two gold and two silver medals,0.0,0.12852329015731812
164,East England,Stingy Jack,2.0,0.1286551058292389
577,"""Formality""",season 6,0.0,0.12906841933727264
1019,70-85 million people,131028000,0.0,0.12917666137218475
40,not more than four steps,five seconds,0.0,0.12922757863998413
3423,Anthony Mackie,Graham Phillips,0.0,0.12947183847427368
3446,Óscar Arnulfo Romero y Galdámez,jose luis escobar alas,0.0,0.12954673171043396
450,for all penalties,delay of game,0.0,0.12975695729255676
2619,3m-5m,ileocolic orifice,0.0,0.1307104527950287
1794,of Precambrian,2008,0.0,0.1309727430343628
1723,Artie,Mike Chang,0.0,0.13108545541763306
2998,China,Province of Massachusetts Bay,0.0,0.13149157166481018
709,"""Counterfeit""",Ilse's Notebook,0.0,0.13171420991420746
2084,5779,common year,0.0,0.13173143565654755
2487,parts of southern California,Brazil,1.0,0.1320599615573883
831,in regions of new growth,the cortex of roots,2.0,0.1326896846294403
3004,New York,pottersville,0.0,0.13276955485343933
3372,1757,sometime between 1848 and 1885,1.0,0.1328866332769394
1171,"India Security Press, Nasik",Calcutta,0.0,0.13301075994968414
2893,The dealer,Andy Morton,0.0,0.1330525279045105
2114,"Gloomhaven, Cephalofair Games",elder scrolls,0.0,0.133231982588768
2604,The 1935Â Labor Day hurricane,Hurricane Charley,0.0,0.13328668475151062
629,Bemis Heights,"Saratoga, New York",2.0,0.13357600569725037
830,in regions of new growth,cortex,2.0,0.13375946879386902
2709,Marina Bay in Singapore,changi,0.0,0.1338440477848053
746,King James I of England,the continental congress,0.0,0.1338680237531662
156,controlling interest,0,0.0,0.13424502313137054
507,Jim Cummings,Keith David,0.0,0.13445524871349335
2861,Tobey Maguire,Daniel John Gilvezan,0.0,0.13451285660266876
253,Indira Gandhi,Morarji Desai,0.0,0.13454186916351318
459,orchids of the genus Vanilla,as it dries,0.0,0.13455361127853394
2218,1100ml,64 and 128,0.0,0.13471366465091705
2451,Jason Bateman,Dabbs Greer,0.0,0.1348409354686737
1379,a contest,gun,0.0,0.13484591245651245
3063,Naomi Osaka,Kim Clijsters,0.0,0.13496851921081543
2337,warm ocean waters,differences in the atmospheric pressure,0.0,0.13498254120349884
3598,Esther 8:9,1 Samuel 11,0.0,0.13517732918262482
751,Drug Enforcement,registrant type,1.0,0.13522489368915558
1671,Faithe Herman,mandy moore,0.0,0.13541506230831146
2042,Phillip Danault,Michael Jordan,0.0,0.13547073304653168
2833,Michael Gove,margaret becket,1.0,0.13550975918769836
3610,8:46Â a.m.,September 11,0.0,0.135609433054924
715,"""Counterfeit""",Japan,0.0,0.13563284277915955
2642,Brazil,Cueva del Medio,1.0,0.1357179880142212
289,036,Colombo,0.0,0.13603809475898743
1835,Vince Gill,Johnny Keyes and the Magnificents,0.0,0.13614782691001892
1819,the United States Census,the house of representatives,0.0,0.13621391355991364
1390,1992,"june 13, 1973",2.0,0.13622447848320007
1547,Mavis Staples,Lindsey Buckingham,0.0,0.13644848763942719
1855,Cataracts of the Nile,The Western Desert,0.0,0.13652528822422028
3048,Frances Sternhagen,Willie Rae Johnson,0.0,0.1367354691028595
3320,Bhairon Singh Shekhawat,gay clark jennings,0.0,0.1367415487766266
1734,Georgie,Telltale,0.0,0.13676859438419342
1017,70-85 million people,"approximately 27,000,000",0.0,0.13677796721458435
2318,The Ontario Food Terminal,English,0.0,0.13678289949893951
1640,Canute the Great,thelstan,0.0,0.13690757751464844
977,"Ashland, Virginia",Los Angeles,0.0,0.13695178925991058
2043,Phillip Danault,Chris Chelios,2.0,0.13709023594856262
3468,abbey,medieval italy,0.0,0.13709881901741028
3091,lucky,occupation symbols,0.0,0.13718070089817047
3225,"Lausanne, Switzerland","Milan, Italy",0.0,0.13718800246715546
2233,Myers,Dido,0.0,0.1374628245830536
2228,Robert MacArthur Crawford,Allan Dwan,0.0,0.13751772046089172
1225,"Ramstein AB, in Germany",California,0.0,0.13760286569595337
1964,the 18th century Caribbean,Egypt,0.0,0.1378217488527298
1681,"July 12, 1989","april 22, 1998",0.0,0.13785859942436218
750,Drug Enforcement,Belgium,0.0,0.13787490129470825
2039,Phillip Danault,Terry Sawchuk,0.0,0.13789086043834686
789,thirty,14,0.0,0.13799478113651276
2331,Shantanu Maheshwari,Ajay,0.0,0.1382264345884323
2319,The Ontario Food Terminal,Chinese,0.0,0.13837048411369324
2504,Erin Gruwell,Emma Curtis Hopkins,0.0,0.13837668299674988
1852,Billy Joel,phil collins,0.0,0.13844391703605652
3613,8:46Â a.m.,2017,0.0,0.13847172260284424
668,3,ten,0.0,0.13863784074783325
3108,Lucas Bersamin,Rodrigo Duterte,0.0,0.13872119784355164
1507,between 1922 and 1931,1965,0.0,0.13893385231494904
3005,New York,Seneca Falls,0.0,0.13911235332489014
975,"Ashland, Virginia",Covent Garden,0.0,0.13959112763404846
1054,The Fury in the Jury,season 8,0.0,0.13959817588329315
2441,Richard Madden,Golden Globe Award,0.0,0.13961413502693176
35,Trey MacDougal,evan handler,0.0,0.13969901204109192
999,"""The Two Students""",175,0.0,0.1398104727268219
2393,short loin,closer to the front,0.0,0.13981817662715912
1875,Tampa Bay Buccaneers,green bay packers,0.0,0.1398726999759674
222,a gender-neutral honorific,Sh\u00f4rot,0.0,0.14007140696048737
3647,Eisha Singh,Adnan Khan,0.0,0.14023824036121368
480,the British government,Indian Independence Act 1947,1.0,0.14030273258686066
1144,Kareem Abdul-Jabbar,wilt chamberlain,0.0,0.14040860533714294
113,No taxation without representation,Industrial Revolution,0.0,0.14041846990585327
3080,McLean,John Marsden,0.0,0.14075134694576263
652,None,1981,0.0,0.14092491567134857
1138,Byju Raveendran,john b. watson,0.0,0.14094379544258118
563,"22,970","about 1, 700",0.0,0.14100314676761627
1155,Ptolemy,zero,0.0,0.1410486251115799
2264,courage,595,0.0,0.1410597860813141
3346,Catholic repression,Tommy Boy,0.0,0.14109784364700317
130,Amos 'n Andy,Harris and Company,0.0,0.14117147028446198
2146,The Fabulous Moolah,alexa bliss,0.0,0.14119018614292145
2509,never,1835,0.0,0.14129649102687836
1968,novation,quid pro quo,0.0,0.14129850268363953
963,Kyrsten Sinema,Beto O'Rourke,0.0,0.14191585779190063
2373,Warren G. Harding,albert bacon fall,1.0,0.14207550883293152
2006,Alison Pill,Laura Linney,0.0,0.14227008819580078
1501,southeastern,Indian Ocean,0.0,0.14227506518363953
3073,"1,000,000",10,0.0,0.14245691895484924
1876,Tampa Bay Buccaneers,Cleveland Browns,1.0,0.14305001497268677
104,/,/Payroll/Salaries/Managers,2.0,0.14308589696884155
1196,gypsum,Paris,0.0,0.14326190948486328
651,None,1982,0.0,0.14327634871006012
1637,Canute the Great,12 July 927,0.0,0.14342793822288513
1975,Hannah John-Kamen,Bob Layton,0.0,0.1438290774822235
3486,Blake Shelton,Terry Crews,0.0,0.1439347267150879
874,The Battle of the Labyrinth,the last olympian,1.0,0.1440470665693283
1613,Fryda Wolff,Kevin Michael Richardson,0.0,0.14418427646160126
162,East England,Reverend John Russell,0.0,0.14422692358493805
2529,Registered persons,AEC,0.0,0.1442965865135193
2589,F. Scott Fitzgerald,green,0.0,0.1444339007139206
755,"Houston, Texas",bridgestone arena,0.0,0.1446264088153839
955,52.7 million people,1106,0.0,0.14470908045768738
170,Toby Damon,Chris Sullivan,0.0,0.1447993665933609
1742,"Los Angeles, California",Pinewood Studios,0.0,0.14495126903057098
1909,100,wilt chamberlain,2.0,0.1450706124305725
2300,Fantasia,Nutcracker,0.0,0.1452411562204361
1934,NC State,wake forest,1.0,0.145306795835495
2797,Lightning,USB to dock connector cable,0.0,0.1454901099205017
203,"Somebody, presumably Thespis",ancient greece,0.0,0.14616404473781586
2677,John Langstaff,jeff pescetto,0.0,0.14640165865421295
2854,Nitrate,aquifers,0.0,0.14657993614673615
3648,Eisha Singh,Zara,0.0,0.14665618538856506
1313,Buzz Lightyear,hamm the piggy bank,0.0,0.14667628705501556
729,The Federalists,the Whigs,0.0,0.1466825306415558
2185,actual testing of each processor,the frequency of an oscillator crystal,1.0,0.14673863351345062
145,1814,francis scott key,1.0,0.14683973789215088
901,Raul Bova,Stuart Martin,0.0,0.14691223204135895
3041,Australia,Ayers Rock,0.0,0.14700853824615479
2595,Boston suburbs,"brevard county, florida",0.0,0.1470188945531845
2103,Recipe No. 21,has performed well at spirit ratings competitions,0.0,0.14702953398227692
1183,Africa,Topher Grace,0.0,0.14703680574893951
2742,by the 5th century,393,0.0,0.1471724510192871
2107,Recipe No. 21,Canal Street Confidential,0.0,0.14739388227462769
2248,"near Tully, Queensland","Kruger National Park, South Africa",0.0,0.14775317907333374
333,Frank Sinatra,Eddie Deezen,0.0,0.14777322113513947
953,punishment for a crime,two,0.0,0.1478155553340912
3371,1757,between 1848 and 1885,1.0,0.14785648882389069
2972,Vasco da Gama,devasahayam pillai,0.0,0.14786750078201294
2876,Adam Vinatieri,Jerry Rice,0.0,0.1478961855173111
1057,The Fury in the Jury,"\""The Last Walt\""",0.0,0.1479092836380005
2069,George and Ira Gershwin,ace,2.0,0.14794957637786865
2444,Richard Madden,annual,0.0,0.14800864458084106
1857,Cataracts of the Nile,egyptian labyrinth,0.0,0.1482391059398651
978,"Ashland, Virginia",Toronto,0.0,0.14828170835971832
90,The Pacific standard time zone,nine to twelve months,0.0,0.1484082043170929
2878,Adam Vinatieri,Janikowski,0.0,0.1484624147415161
678,egg,Tsar Alexander III,0.0,0.14900493621826172
2693,banks,the Securities and Exchange Commission,1.0,0.14916110038757324
1056,The Fury in the Jury,Chapter Eleven,0.0,0.14920444786548615
2234,Myers,Led Zeppelin,0.0,0.1492750346660614
2545,longitudinal study,three,0.0,0.1493491530418396
1558,Andrée Bernard,Jennifer Lawrence,0.0,0.14935031533241272
1052,The Fury in the Jury,season six,0.0,0.14939439296722412
2240,22,5,0.0,0.14976981282234192
1419,George Ezra,Ricochet,0.0,0.14992325007915497
1675,"November 18, 2018","April 2, 2017",0.0,0.14994078874588013
3009,The Crocodile,Mr. Punch,0.0,0.15012019872665405
1173,The Gap Band,sonny boy williamson i,0.0,0.15015441179275513
3376,Nicolas-Joseph Cugnot,Ferdinand Verbiest,0.0,0.15039634704589844
379,Shagun Pandey,saif ali khan,0.0,0.15082985162734985
2753,TGRI,sebaceous glands,0.0,0.15101268887519836
659,SVR RF,MI6,0.0,0.15101996064186096
351,Max,Adam Scott,0.0,0.1510961353778839
2094,Sophia Myles,dorothy gish,0.0,0.1511666178703308
3546,Talia Shire,baron vaughn,0.0,0.1511792540550232
902,Mentuhotep II,the Islamic prophet Muhammad,0.0,0.1513286978006363
3266,Alison Louder,American,0.0,0.1513509452342987
1938,NC State,Houston Cougars,1.0,0.15144899487495422
3313,January 2019,22 July 2017,0.0,0.15147005021572113
1529,the 1st century,"3 March 321,",0.0,0.1514769196510315
1588,Jason and Justin Draeger,Jacobs,2.0,0.15151041746139526
131,Amos 'n Andy,The Jeffersons,0.0,0.1517457515001297
1735,Georgie,Bigby Wolf,0.0,0.15177997946739197
3532,E!,Tracee Ellis Ross,0.0,0.1518230140209198
884,Los Angeles Dodgers,Alabama Crimson Tide,1.0,0.15200643241405487
1787,Tate Stevens,Joe McElderry,0.0,0.1520398110151291
2096,Savitribai Jyotirao Phule,Krishna,0.0,0.15209722518920898
3517,"7,236",between,0.0,0.1521763950586319
2795,Heaven,a rainbow,0.0,0.15239180624485016
3202,Thalia Grace,The Heroes of Olympus,0.0,0.15239737927913666
2578,Dana Slosar,Maureen Wroblewitz,0.0,0.15241408348083496
2315,Janet Mills,paul lepage,1.0,0.15249916911125183
1153,Ptolemy,on monuments,0.0,0.15253707766532898
3151,Daniel Mays,James Beck,1.0,0.15262757241725922
3268,Patty Maloney,Frank Bank,0.0,0.15264129638671875
2252,"near Tully, Queensland",new south wales,2.0,0.15277238190174103
1207,Molly Qerim Rose,Mike Tuggle,0.0,0.1530267298221588
1534,Larry Smith,Ian Mackley,0.0,0.15324003994464874
3247,Harry Redknapp,navin chawla,0.0,0.1536019742488861
3490,the species of the subject,pith or marrow,0.0,0.1538545787334442
2981,professional insolvency and restructuring practitioners,Court,0.0,0.15396061539649963
1900,Terry Serpico,Patrick Lloyd,2.0,0.15404808521270752
1192,"Santa Clara, California","atlanta, georgia",1.0,0.15410348773002625
552,size,Chemotaxis,0.0,0.15416836738586426
2000,Jakob Fugger,john d. rockefeller,1.0,0.15422594547271729
1383,a contest,the down payment,0.0,0.154404416680336
1473,Jillian Mele,steve doocy,1.0,0.15474015474319458
2489,parts of southern California,"Atlanta, Georgia",1.0,0.15488892793655396
3065,Naomi Osaka,Brooks Koepka,0.0,0.15511538088321686
3460,minimum wage laws,agriculture,1.0,0.1551816463470459
1161,Elizabeth II,George H.W. Bush,0.0,0.1552215963602066
822,on the reverse,denver,0.0,0.15536600351333618
1103,"""Highway of Tears""",the end,0.0,0.1554218977689743
2894,The dealer,the player in the small blind,1.0,0.15545803308486938
1527,the 1st century,361 AD,0.0,0.15568245947360992
2474,Georgia,Fernando,0.0,0.15589499473571777
1608,Texas,Clemson,0.0,0.15617460012435913
2358,stone tools,hunt,0.0,0.15632399916648865
1421,George Ezra,tim mcgraw,0.0,0.15640610456466675
3253,43,12,0.0,0.15652282536029816
778,"Fortuna, North Dakota",California,0.0,0.1565253585577011
17,Hawkeye,Thanos,0.0,0.15657921135425568
3172,April,Henry Gray,0.0,0.1566634178161621
2964,quantitative research methods,public schooling systems,2.0,0.15673431754112244
3183,Christopher Meloni,David Krumholtz,0.0,0.1567438244819641
166,East England,Ireland,2.0,0.15675924718379974
3115,Drug Enforcement Administration,registrant type,1.0,0.1569150984287262
3019,Rectified spirit,190 proof,0.0,0.15709728002548218
1814,Six Feet Under,dirty deeds done dirt cheap,0.0,0.15718361735343933
3333,10 lords a-leaping,cigarette lighter,0.0,0.15720877051353455
3106,2020,"March 27, 2017",0.0,0.15732118487358093
1573,Dean Martin,Connie Francis,1.0,0.15735740959644318
2312,Jesse Ed Davis,George Harrison,0.0,0.15739849209785461
911,Kanwar Sain,IGCAR,0.0,0.15742459893226624
318,Isaac Liev Schreiber,Chris Rock,0.0,0.15755291283130646
348,Nicki Minaj,Danielle Balbuena,0.0,0.15767234563827515
2177,Albuquerque,"Paris, France",0.0,0.15767690539360046
646,powerful local supporter,parish constables,0.0,0.15771737694740295
3338,Mike Dunleavy,Tony Evers,0.0,0.15786892175674438
3056,flexor,"extends, adducts arm",0.0,0.15817683935165405
776,"Fortuna, North Dakota",Peaked Island,0.0,0.1583007574081421
878,Erik Erikson,g. stanley hall,0.0,0.15833820402622223
1151,Ptolemy,India,0.0,0.1583951860666275
1385,a contest,15,0.0,0.15839917957782745
1197,gypsum,calcium sulfate,1.0,0.15843410789966583
1406,Patrick Duffy,diedrich bader,0.0,0.15851882100105286
3070,The Living Daylights,Quantum of Solace,0.0,0.15852589905261993
2929,Liton Das,shikhar dhawan,1.0,0.15857236087322235
1525,eastern Turkey,the Persian Gulf,0.0,0.15888093411922455
1448,Max Lloyd-Jones,stephen amell,0.0,0.15907901525497437
3368,Harold Perrineau,Jeffrey Walker,0.0,0.1591111719608307
1791,38 Special,Barry Manilow,0.0,0.15919944643974304
3226,"Lausanne, Switzerland",Paris,0.0,0.1592390090227127
1869,Glynis Johns,karen dotrice,0.0,0.15948298573493958
1452,Klondike Kat,shang,0.0,0.15967366099357605
2587,F. Scott Fitzgerald,the roaring twenties,0.0,0.1599048674106598
748,Drug Enforcement,vowels,0.0,0.15997207164764404
2662,135 minutes,approximately ten years,0.0,0.15999636054039001
2680,John Langstaff,Barnes & Barnes,0.0,0.16007903218269348
3492,Ohio State,georgia bulldogs,0.0,0.1602010726928711
1833,Vince Gill,Matt Walst,0.0,0.16060994565486908
3353,Opposite,Trunk,0.0,0.1607174575328827
2147,Armistice of 11 November 1918,Warhouse,0.0,0.161467507481575
650,powerful local supporter,Lord of the Manor,1.0,0.16147814691066742
32,the caval opening,right atrium of the heart,0.0,0.16150212287902832
1160,Elizabeth II,Franklin D. Roosevelt,0.0,0.161574587225914
2041,Phillip Danault,Jacques Cartier,0.0,0.1616280972957611
210,1664,Surat,2.0,0.16173838078975677
596,French Algeria,the UK,2.0,0.16186851263046265
1231,Taraji P. Henson,John C. Reilly,0.0,0.16189633309841156
3602,Esther 8:9,Matthew 7:12,0.0,0.1620255708694458
2898,two sides of equal length,the third side,0.0,0.16220709681510925
92,The Pacific standard time zone,8 : 00 p. m.,1.0,0.16249823570251465
1401,Sara,Lucy Hale,0.0,0.16262736916542053
1621,18,over 670,0.0,0.16262802481651306
157,controlling interest,100,0.0,0.16289496421813965
920,Ayesha,Pom Klementieff,0.0,0.1629214882850647
2074,"978,000,000",1.6 billion,0.0,0.16315869987010956
3428,control access to a resource,to make transactions,1.0,0.1632739007472992
2641,Brazil,Cascade Caverns,0.0,0.16328133642673492
2320,The Ontario Food Terminal,st. lawrence market,1.0,0.16339059174060822
1996,"January 15, 2019","April 10, 2018",1.0,0.16351714730262756
2910,over 18%,1.13%,0.0,0.1636703610420227
2161,"""Formality""",season 3 episode 13,0.0,0.16374559700489044
1596,Poppy Drayton,patricia ann carroll,0.0,0.16383010149002075
3351,Opposite,primary growth,0.0,0.16389572620391846
216,Martha Graham,Kelly Clarkson,0.0,0.16407915949821472
464,amino acid,Vitamin C,0.0,0.16438136994838715
1096,the father of the radio,Italian inventor Guglielmo Marconi,2.0,0.1645182967185974
3321,Bhairon Singh Shekhawat,john c. calhoun,1.0,0.16455267369747162
1496,Tom Petty and the Heartbreakers,Andr\u00e9s Cantor,0.0,0.1645951122045517
1788,Tate Stevens,shayne ward,1.0,0.16462840139865875
3164,John Sullivan,harry von tilzer,0.0,0.16483604907989502
1520,2018,14 November 2014,0.0,0.16488367319107056
1487,Cassie Jo Stoddart,Gwen Adams,0.0,0.164897620677948
406,several victims,serena mason,2.0,0.1650947630405426
3617,Saffron,stigmas and styles,0.0,0.16510221362113953
2659,135 minutes,10,0.0,0.16513147950172424
2294,self-perfection,Flying,0.0,0.16521602869033813
451,for all penalties,2020,0.0,0.1652514636516571
3603,Esther 8:9,John 3:16,0.0,0.16537892818450928
31,George M. Cohan,Lee Thomas Miller,0.0,0.16539636254310608
267,the spirit of perverseness,the impression of pluto,0.0,0.16556593775749207
3076,McLean,William Butler Yeats,0.0,0.16562750935554504
3456,Hayley McFarland,Tim Roth,0.0,0.16583937406539917
2020,Nick Sager,Walter Lane Smith III,0.0,0.16584865748882294
1334,None,AED 6.5,0.0,0.16586185991764069
2906,Miranda Richardson,an enchantress,2.0,0.16592562198638916
1130,3,10,0.0,0.1659809798002243
2460,coati,Fred Newman,0.0,0.16606435179710388
591,Missy Peregrym,Zeeko Zaki,1.0,0.1661989986896515
2433,20–40 million,as many as a thousand,0.0,0.16620613634586334
3357,General Sweet Mayhem,Phyllis,0.0,0.16629740595817566
81,Father Christmas,peace on Earth and good will toward men,2.0,0.16637693345546722
1276,50 First Dates,drive,0.0,0.16668155789375305
2250,"near Tully, Queensland",Melbourne,0.0,0.16698351502418518
757,"Houston, Texas",McLane Stadium,0.0,0.16705553233623505
3207,angiosperms,Mammaliaformes,0.0,0.16710275411605835
2664,Sugar maple,acer saccharum,0.0,0.16728894412517548
617,Pratap Nagar Metro Station,Dilshad Garden,0.0,0.16729189455509186
1317,the corpus callosum,the Equator,0.0,0.1673126220703125
3464,Sebastian Vettel,Nico Rosberg,1.0,0.1673451066017151
2202,Tammany Hall,William Magear Tweed,2.0,0.16768360137939453
53,Daniel Radcliffe,michael gambon,0.0,0.1679724007844925
340,the Middle East,sahel,1.0,0.1680542230606079
2968,Sir John Abbott,Louis Botha,0.0,0.16814115643501282
1408,Patrick Duffy,"Michael \""Mike\"" Johnson",0.0,0.16819123923778534
1131,3,seven,0.0,0.1686728447675705
2770,Matthew Jerome Barr,Kevin Costner,0.0,0.16872507333755493
1007,asymmetrical federalism,a multi - party representative democracy,1.0,0.1688120812177658
527,1950,between 1986 and 1995,0.0,0.1688847541809082
3243,1857,10 july 1806,0.0,0.16894616186618805
578,"""Formality""",sixth season,0.0,0.1689734160900116
1562,Andrée Bernard,Sarah Duncan,0.0,0.1691235899925232
48,Daniel Mar,Nick Slater,0.0,0.16917634010314941
2892,The dealer,community cards,0.0,0.16943353414535522
2191,Brontis Jodorowsky,Claudia Kim,0.0,0.16945567727088928
1586,Jason and Justin Draeger,Sally Struthers,0.0,0.16948090493679047
2879,Adam Vinatieri,Morten Andersen,1.0,0.16952280700206757
1983,1989–90,2005,0.0,0.1697162687778473
2801,Lightning,ChargeBox,0.0,0.16976946592330933
2739,by the 5th century,382 ad,0.0,0.17003488540649414
2956,2016,July 7,0.0,0.17050564289093018
3120,the U.S. Senate,Vice President George Clinton,0.0,0.1710355579853058
1995,"January 15, 2019","october 10, 2017",1.0,0.17106899619102478
3534,E!,Anthony Anderson,0.0,0.17116311192512512
2307,Kristian Kordula,tefan avr,0.0,0.1711801290512085
1756,Mick Malthouse,Bill Belichick,0.0,0.17126819491386414
1927,Eva Mendes,Tyrese Gibson,0.0,0.17133651673793793
436,The Monuments Men,New York City,0.0,0.1714640110731125
1193,"Santa Clara, California",mercedes-benz stadium,1.0,0.17149436473846436
438,2016,"february 5, 2017",0.0,0.17154160141944885
3029,155th,100,1.0,0.17154720425605774
3104,Lego,Bridgestone,0.0,0.17158453166484833
417,the steering mechanism,ten,0.0,0.17168787121772766
3489,the species of the subject,The pons,0.0,0.17174848914146423
3601,Esther 8:9,john 3 : 16,0.0,0.17177361249923706
2106,Recipe No. 21,1972,0.0,0.17183968424797058
637,OWN,Channel 115,0.0,0.1719604730606079
1404,Sara,Mona Vanderwaal,0.0,0.17200390994548798
2511,Joseph Juran,Dorian Shainin,1.0,0.1721033751964569
1302,02330,128,0.0,0.17210653424263
86,Oral Torah,Shulchan Aruch,0.0,0.1721990704536438
1844,"Central Java, Indonesia",Srirangam,0.0,0.1723984181880951
1809,ancient Greek and Roman theatre,Egypt,2.0,0.17243275046348572
3366,Harold Perrineau,ryan destiny,0.0,0.17262758314609528
2167,Henry Loeb III,Thornton,0.0,0.17267945408821106
3236,naturally replenished,England,0.0,0.17269295454025269
2308,Kristian Kordula,Gavin Alexander Houston,0.0,0.1727331578731537
546,size,parasites,0.0,0.17279696464538574
