answer1,answer2,label,berttrained
Kopernikus,Nikolaus Kopernikus,1.0,0.8605639934539795
Rebekah Wade,Wade,1.0,0.6254172325134277
problemlos,"Es existiert keine gesetzliche Bestimmung, die das einschränkt",1.0,0.1773013323545456
des zweiten buddhistischen Konzils,auf die Mahasanghika („große Gemeinde“),0.0,0.30104881525039673
eine Vielzahl von Mechanismen,"Ein Weg ist die Steuerung über die Rate ihrer Transkription in hnRNA. Ein anderer Weg ist der Abbau der mRNA, bevor sie beispielsweise über siRNA translatiert wird. Kurzfristig erfolgt die Genregulation durch Bindung und Ablösung von Proteinen, sogenannten Transkriptionsfaktoren, an spezifische Bereiche der DNA, die sogenannten „regulatorischen Elemente“. Langfristig wird dies über Methylierung oder das „Verpacken“ von DNA-Abschnitten in Histon­komplexe erreicht",1.0,0.24412298202514648
sowjetischen Generalstabes,fast vollständig dem Vereinten Oberkommando,0.0,0.24231474101543427
J. Edgar Hoover Building,J. Edgar Hoover Building,2.0,1.0
"Washington, D.C.",Washington D.C.,2.0,0.9792697429656982
Abschiebungsverbot,"Das Gesetz erlaubt die automatische Ausweisung ausländischer Staatsangehöriger, die als Sicherheitsbedrohung gelten, ohne dass die Betroffenen Rechtsmittel einlegen können",0.0,0.2545090615749359
Aschraf Marwan,Der Ehemann von Nassers Tochter Mona,2.0,0.09788390249013901
"Die göttliche und die menschliche Welt der antiken Römer waren nicht fundamental getrennt – wie in einer monotheistischen Religion mit einem transzendenten Gott – stattdessen sah die römische Bevölkerung ihre Götter an als in der Umgebung real existierend, sie konnten gedacht werden als „vergöttlichtes Naturphänomen“","Die Welt der Römer war geprägt sowohl von großen Göttern wie Jupiter oder Mars, dem in Krieg und Frieden mächtigen Beschützer des Volkes und des Reiches, als auch von kleinen Göttern, die in Bäumen, Bächen oder Quellen lebten oder vielleicht besser: mit ihnen eins waren",1.0,0.665673017501831
Die beiden Staaten pflegen deshalb auch derzeit keine diplomatischen Beziehungen und befinden sich heute noch im Kriegszustand.,belastet,1.0,-0.11920519173145294
1023 kB/s,bis zu 1023 Byte je isochronem Endpunkt,1.0,0.6519525647163391
24576 kB/s,drei Übertragungen je Micro-Frame (125 µs) mit bis zu 1024 Byte ausführen,2.0,0.2006491869688034
von der USB-Audio-Class,bei externen USB-Soundkarten,0.0,0.7207406163215637
"dass sie das Geld an die Wohltätigkeitsorganisation ''Clinton Bush Haiti Fund'' gespendet habe, um den Opfern des Erdbebens von Haiti zu helfen",an Wohltätigkeitsorganisationen gespendet,1.0,0.5869981646537781
Problemstellung und Problemlösung,Kommunikationsziel und Kommunikationszweck,0.0,0.39772161841392517
Verständigung,eine in der Situation ausreichende Kompatibilität von Erfahrungen bezüglich eines Themas herzustellen,0.0,0.2183544933795929
Im Osten liegt der Atlantische Ozean und im Westen der Pazifik,Atlantischen und dem Pazifischen Ozean,1.0,0.7913540005683899
"die Spanier, Savoyer und Österreicher",Giuseppe Garibaldi,0.0,0.18655911087989807
Neapels,Neapel,2.0,0.9766929149627686
auf einer der winzigen Seal Islands (auf 60° 56′ 5″ S),"23 km nordwestlich der Hope Bay im Norden der Antarktischen Halbinsel, auf 61° 0′ 3,6″ S",0.0,0.11938982456922531
"Es stellte den Versuch dar, im Sinne des logizistischen Programmes alle wahren mathematischen Aussagen und Beweise auf eine symbolische Logik zurückzuführen.",über Logik,1.0,0.5718240141868591
orthodoxe Kirche,griechisch-orthodoxen Konfession,1.0,0.6978265047073364
"ausser der Bundesfeier nur noch drei weitere Tage, die ebenfalls in der gesamten Schweiz anerkannt sind: Neujahr, Auffahrt und der erste Weihnachtsfeiertag.",auf Bundesebene nur der 1. August,0.0,0.38583293557167053
Sechste Generation,6. Generation,2.0,0.8484529256820679
2009,am 17. Juni 2005,0.0,0.1444212794303894
die Wahl des konservativen Mahmud Ahmadineschād zum Präsidenten,"Insbesondere seine Wiederwahl im Jahr 2009, die von zahlreichen Manipulationsvorwürfen begleitet wurde",1.0,0.24154067039489746
in Oberflächenwassern und in Lebewesen,in der oberen Erdatmosphäre,0.0,0.2511065900325775
Guinea,bei Bafoulabé,0.0,0.13490453362464905
Indus-Kultur,die vedische Kultur,0.0,0.38498520851135254
mindestens 5000 Jahre zurück,Seit etwa 1500 v. Chr.,0.0,0.39220961928367615
,,,1.0
,,,1.0
An der RWTH Aachen im Institut für Elektrische Maschinen,An der RWTH Aachen,1.0,0.7308868169784546
wird die Signalübertragung stark gedämpft.,die Signalübertragung stark gedämpft,2.0,0.9741164445877075
Der international renommierte französische Herzchirurg Théodore Tuffier,Théodore Tuffier,2.0,0.7422692179679871
Casa Museo Estudio de Diego Rivera y Frida Kahlo,„Casa Museo Estudio de Diego Rivera y Frida Kahlo“,2.0,0.9545701742172241
kolonialen Stil,Im typischen kolonialen Stil,2.0,0.8574184775352478
10 %,10 % der Landesfläche,1.0,0.834841251373291
Einwanderer oder deren Nachkommen aus den afrikanischen und karibischen Kolonien Frankreichs,Die meisten von ihnen sind Einwanderer oder deren Nachkommen aus den afrikanischen und karibischen Kolonien Frankreichs,2.0,0.8021640777587891
STBern Leichtathletik,Der STBern,1.0,0.7199344038963318
1974,seit 1974,1.0,0.8641484975814819
'Anorthotiko Komma Ergazomenou Laou'',Fortschrittspartei des werktätigen Volkes ''Anorthotiko Komma Ergazomenou Laou'',2.0,0.7857683300971985
56 Mandate auf Zyperngriechen und 24 auf Zyperntürken,56 Mandate auf Zyperngriechen und 24 auf Zyperntürken entfallen (diese Mandate bleiben seit 1974 vakant),1.0,0.8224774599075317
Die mitteleuropäische Sommerzeit beginnt am letzten Sonntag im März um 2:00 Uhr MEZ,am letzten Sonntag im März um 2:00 Uhr MEZ,1.0,0.6795982122421265
britische,durch die britische Kultur,1.0,0.7450311183929443
"Ein durchschnittlicher Erwachsener trinkt in der Woche etwa einen Liter Whisky,",etwa einen Liter Whisky,1.0,0.7597375512123108
in Deutschland,im Wesentlichen in Deutschland,1.0,0.7710608243942261
in Afrika,vor allem in Afrika,1.0,0.6918776631355286
Eine Halbierung der Betriebsspannung,Eine Halbierung der Betriebsspannung (zum Beispiel durch Reihenschaltung zweier gleichartiger Glühlampen),1.0,0.6408983469009399
die über 12.000 gelben Taxis („Yellow Cabs“),gelben Taxis,1.0,0.6660830974578857
bis etwa 1 MHz,im Bereich niedriger Frequenzen bis etwa 1 MHz,1.0,0.8952653408050537
Equilibrium Line Altitude,''Equilibrium Line Altitude'' (ELA),2.0,0.7293741106987
Höhengrenze,eine Höhengrenze der Glaziologie,1.0,0.5549415349960327
im sogenannten Zehrgebiet (Ablationsgebiet) des Gletschers ist der Massenverlust durch Ablation größer als der Zuwachs an Gletschereis,ist der Massenverlust durch Ablation größer als der Zuwachs an Gletschereis,1.0,0.7766851186752319
Deportationsgesetz von 1915,das Deportationsgesetz,1.0,0.6316561102867126
"Wie im Lateinischen und den meisten slawischen Sprachen gibt es in der Schriftsprache weder bestimmte noch unbestimmte Artikel. In der Umgangssprache können die Demonstrativpronomen ''ten'', ''ta'', ''to'' (wörtlich ''dieser'', ''diese'', ''dieses'') jedoch in Artikelfunktion verwendet werden,","in der Schriftsprache weder bestimmte noch unbestimmte Artikel. In der Umgangssprache können die Demonstrativpronomen ''ten'', ''ta'', ''to'' (wörtlich ''dieser'', ''diese'', ''dieses'') jedoch in Artikelfunktion verwendet werden, z. B.: ''(Ten) pán se podíval na (toho) psa'' (Der Herr schaute auf den Hund)",1.0,0.7308105230331421
"Der Auftrag der ''Army'', wie sie im offiziellen Sprachgebrauch genannt wird, ist die Wahrung US-amerikanischer Interessen im Ausland, aber auch die militärische Verteidigung der Vereinigten Staaten gegenüber anderen Staaten. Dazu unterhält sie Stützpunkte auf der gesamten Welt.","die Wahrung US-amerikanischer Interessen im Ausland, aber auch die militärische Verteidigung der Vereinigten Staaten gegenüber anderen Staaten",1.0,0.779140830039978
an Jiangsu und Shanghai,Jiangsu und Shanghai,2.0,0.933493435382843
1929 Metern,1929,1.0,0.8748649954795837
Auf molekularer Ebene besteht Eis aus übereinanderliegenden Molekülschichten mit relativ schwachen Bindungskräften zwischen den einzelnen Schichten.,Auf molekularer Ebene besteht Eis aus übereinanderliegenden Molekülschichten,1.0,0.8645047545433044
am Golf von Mexiko in der Golfküstenebene,an der Südküste der Vereinigten Staaten und im Osten des Bundesstaates Texas direkt am Golf von Mexiko in der Golfküstenebene,1.0,0.7269274592399597
Harris County,im Harris County,2.0,0.9486306309700012
Der Bayou selbst geht im östlichen Stadtgebiet in den bereits erwähnten Kanal über und mündet dann im Golf.,im Golf,1.0,0.29612112045288086
seit August 2009,August 2009,1.0,0.8929417133331299
"Atari MiNT unterstützt standardmäßig kein USB, es sind jedoch für MiNT verschiedene Treiber in Entwicklung, die Add-on-Karten (wie EtherNAT, eine Kombination aus USB- und Ethernet Erweiterung für den Atari Falcon) unterstützen",Atari MiNT unterstützt standardmäßig kein USB,1.0,0.8011780381202698
"Windows 10 unterstützt USB 1.0, 1.1, 2.0, 3.0, 3.1","USB 1.0, 1.1, 2.0, 3.0, 3.1",1.0,0.6044225096702576
"MS-DOS und kompatible unterstützen USB standardmäßig nicht. USB-Tastaturen und USB-Massenspeicher sind über die Legacy-Emulation vieler moderner PC-BIOS-Versionen dennoch verwendbar, aber meist nicht Hotplug-fähig. Auch USB-Mäuse funktionieren meist mit für PS/2-Mäuse vorgesehenen Treibern, wenn der Legacy-Mode aktiviert ist. Für FreeDOS gibt es den „motto hairu“-Treiber, der USB 2.0 zur Verfügung stellt. Andere Hersteller bieten Spezialtreiber an, die aber viel konventionellen Speicher belegen und deshalb mit vielen DOS-Programmen nicht kompatibel sind."," MS-DOS und kompatible unterstützen USB standardmäßig nicht. USB-Tastaturen und USB-Massenspeicher sind über die Legacy-Emulation vieler moderner PC-BIOS-Versionen dennoch verwendbar, aber meist nicht Hotplug-fähig. Auch USB-Mäuse funktionieren meist mit für PS/2-Mäuse vorgesehenen Treibern, wenn der Legacy-Mode aktiviert ist",1.0,0.9463958144187927
eine weitere Verkleinerung auf 18 Klubs,eine weitere Verkleinerung auf 18 Klubs zu Beginn der Saison 2007/08,1.0,0.8427025675773621
FA Premier League,„FA Premier League“,2.0,0.9381877779960632
Umgangssprache eine Sondersprache,Umgangssprache,1.0,0.6254135370254517
Ausländische Gäste machen etwa 59 Prozent der Übernachtungen,etwa 59 Prozent,1.0,0.6306513547897339
Deutschland,aus Deutschland,2.0,0.7752025127410889
in der feucht-subtropischen Klimazone (Cfa),in der feucht-subtropischen Klimazone,2.0,0.7931153774261475
1. Januar 2008,Am 1. Januar 2008,2.0,0.9885455369949341
Die Türkei lehnt eine Ausweitung der mit der EU geschlossenen Zollunion auf das EU-Mitglied Republik Zypern ab und öffnet ihre Häfen und Flughäfen nicht für das Anlaufen von griechisch-zypriotischen Schiffen und Flugzeugen.,öffnet ihre Häfen und Flughäfen nicht für das Anlaufen von griechisch-zypriotischen Schiffen und Flugzeugen,1.0,0.7918127775192261
Juni 2012,2012,1.0,0.7888690829277039
etwa 10 Milliarden Euro (also 11.300 Euro pro Einwohner),etwa 10 Milliarden Euro,1.0,0.7952948212623596
"Die Ehe wurde heilig gehalten, es herrschte ursprünglich Monogamie.",Die Ehe wurde heilig gehalten,1.0,0.7910283803939819
Nordindien,In Nordindien,2.0,0.8274842500686646
Brahmanismus,den Brahmanismus,2.0,0.9568037986755371
Die Anzahl der Einwohner wird in unterschiedlichen Quellen nicht einheitlich angegeben.,"Die Anzahl der Einwohner wird in unterschiedlichen Quellen nicht einheitlich angegeben.
Für das Jahr 2017 wird die Einwohnerzahl bei den Vereinten Nationen mit 5,1 Millionen, im CIA World Factbook mit 5,9 Millionen
und bei Statista mit 6,7 Millionen angegeben",1.0,0.45277276635169983
"von 6,8 Mio. im Jahr 2015 auf ca. 14 Mio. im Jahr 2050",auf ca. 14 Mio.,1.0,0.5276696085929871
"Bei der Rangliste der Pressefreiheit 2017, welche von Reporter ohne Grenzen herausgegeben wird, belegte Griechenland Platz 88 von 180 Ländern",Platz 88 von 180 Ländern. Bei der Situation der Pressefreiheit im Land gibt es laut der Nichtregierungsorganisation „erkennbare Probleme“.,1.0,0.5905623435974121
"nach der bisherigen deutschen Aufzugsverordnung eine Aufzugsanlage, die ausschließlich zum Transport von Gütern ohne die Begleitung von Personen gedacht ist","eine Aufzugsanlage, die ausschließlich zum Transport von Gütern ohne die Begleitung von Personen gedacht ist",1.0,0.8636845350265503
"für den Transport von Mobiliar bei Umzügen, vorzugsweise aus höheren Etagen","für den Transport von Mobiliar bei Umzügen,",1.0,0.8301420211791992
14. Dezember 1861,am 14. Dezember 1861 gegen 22:50 Uhr,1.0,0.8423577547073364
Typhuserkrankung,eine Typhuserkrankung,2.0,0.91645348072052
16. März 1861,am 16. März 1861,2.0,0.9877641797065735
zu der irischen Schauspielerin Nellie Clifden,Nellie Clifden,2.0,0.7095044255256653
Witwentracht,ausschließlich Witwentracht,1.0,0.7887404561042786
doppelte Zeilen- sowie Spaltenanzahl,Die doppelte Zeilen- sowie Spaltenanzahl erleichtert das Hochskalieren von HDTV,1.0,0.5731262564659119
"Es kann bei ungenügender Abschirmung der USB-3.0-Kabel zu Störungen im Rahmen der elektromagnetischen Verträglichkeit (EMV) kommen, welche sich unter anderem im von Wireless Local Area Network (WLAN) oder Bluetooth genutzten 2,4-GHz-Bereich auswirken. Dabei kommt es in der Nähe von USB-3.0-Geräten zu einer reduzierten Reichweite und zu vermehrten Übertragungsfehlern.",einer reduzierten Reichweite und zu vermehrten Übertragungsfehlern,1.0,0.5996201038360596
November 2008,Im November 2008,2.0,0.9808290600776672
"HP, Microsoft und Intel","unter anderem die Unternehmen HP, Microsoft und Intel",2.0,0.9441688060760498
23 Uhr,23.00 Uhr,2.0,0.9293212890625
"Indianerstämmen der Muskogee, der Seminolen, der Cherokee, der Choctaw und der Chickasaw zu (den „Fünf zivilisierten Nationen“), die aus den östlichen Staaten vertrieben wurden. Etwa 50.000 Menschen wurden nach Oklahoma getrieben, wo sie auf bereits ansässige andere Indianerstämme trafen.","Etwa 50.000 Menschen wurden nach Oklahoma getrieben, wo sie auf bereits ansässige andere Indianerstämme trafen",1.0,0.8311435580253601
Erdöl- und Erdgasfunde,die Entdeckung reicher Erdöl- und Erdgasfunde,1.0,0.8512248396873474
Cyrus Avery,der Geschäftsmann Cyrus Avery,2.0,0.8685137629508972
16. November 1907,Am 16. November 1907,2.0,0.9782913327217102
einen indianisch geprägten Bundesstaat „Sequoyah“ ins Leben zu rufen,im Osten des Landes einen indianisch geprägten Bundesstaat „Sequoyah“ ins Leben zu rufen,1.0,0.9455455541610718
Dürreperioden und Sandstürmen,wurde Oklahoma wiederholt von Dürreperioden und Sandstürmen heimgesucht,1.0,0.6204752922058105
"Victoria, South Australia, Tasmania und Western Australia","für die Bundesstaaten Victoria, South Australia, Tasmania und Western Australia",2.0,0.9526376128196716
"Local Government Areas (LGA, lokale Verwaltungsgebiete),","Sie besteht aus der City of Melbourne und 30 weiteren Local Government Areas (LGA, lokale Verwaltungsgebiete)",1.0,0.5944193005561829
sechs Toten,sechs,1.0,0.8240565657615662
"aus mehreren Wasserbassins, einem gepflasterten Steinfeld und verschiedenen Baumgruppen","Die Gedenkstätte wird aus mehreren Wasserbassins, einem gepflasterten Steinfeld und verschiedenen Baumgruppen bestehen, die das weitergehende Leben nach der Zerstörung des WTCs symbolisieren sollen. Unterirdisch wird ein Museum eingerichtet werden, das an die Opfer und die Zerstörung erinnern soll",1.0,0.4881671369075775
Romantik,Jenaer Romantik,1.0,0.7626089453697205
Eisenach,in Eisenach,2.0,0.7572512626647949
Sachsen-Meiningen und Reuß älterer Linie waren mit Österreich verbündet,"Im Preußisch-Österreichischen Krieg von 1866 standen die meisten Thüringer Staaten auf Seiten Preußens, lediglich Sachsen-Meiningen und Reuß älterer Linie waren mit Österreich verbündet",1.0,0.6960671544075012
Johann Wolfgang von Goethe oder Friedrich Schiller,Dichter wie Johann Wolfgang von Goethe oder Friedrich Schiller,2.0,0.8521910905838013
relativ kurz und intensiv,zeitlich relativ kurz und intensiv,1.0,0.9211628437042236
kommen bei Emotionen die jeweiligen Auslöser stärker zum Zuge,"Während Stimmungen vielfach unbemerkt auf Bedürfnissen beruhen, kommen bei Emotionen die jeweiligen Auslöser stärker zum Zuge",1.0,0.8445694446563721
meist nach außen gerichtet,Im Gegensatz zum Gefühl sind Emotionen als ein Affekt – vom agierenden Individuum aus gesehen – meist nach außen gerichtet,1.0,0.5281275510787964
"n freier, nicht an Proteine gebundener Form","In freier, nicht an Proteine gebundener Form",2.0,0.9351532459259033
"Eine Verpflichtung zu bestimmten Impfungen (Tollwut) gibt es in den meisten Bundesländern nicht, sie ist jedoch nötig, wenn innerhalb der EU Ländergrenzen passiert werden",Eine Verpflichtung zu bestimmten Impfungen (Tollwut) gibt es in den meisten Bundesländern nicht,1.0,0.7836402058601379
in einer zugelassenen Rettungshundestaffel,nur in einer zugelassenen Rettungshundestaffel,1.0,0.8047215342521667
Die Radioprogramme sind durch Rundfunkgebühren finanziert. Radiowerbung ist der SRG SSR nicht gestattet.,durch Rundfunkgebühren,1.0,0.5758650302886963
1983,Seit 1983,1.0,0.8752439618110657
"eine grosse Gruppe von nichtkommerziellen Regionalsendern, die komplementäre Programme abseits des Einheitsbreis produzieren. Sie haben sich in der Gruppe Union nicht-kommerzorientierter Lokalradios (UNIKOM) zusammengeschlossen","eine grosse Gruppe von nichtkommerziellen Regionalsendern, die komplementäre Programme abseits des Einheitsbreis produzieren",1.0,0.8541847467422485
"über UKW, sondern auch über DAB+","nicht nur über UKW, sondern auch über DAB+",2.0,0.920585036277771
"Dieses definiert sie selbst als ein Wachstum des harmonisierten Verbraucherpreisindexes HVPI im Euro-Raum, das unter, aber nahe bei zwei Prozent pro Jahr liegen sollte. Das heißt, dass die Inflation unter 2 % gehalten werden soll.","ein Wachstum des harmonisierten Verbraucherpreisindexes HVPI im Euro-Raum, das unter, aber nahe bei zwei Prozent pro Jahr liegen sollte",1.0,0.874381422996521
auf die Diskothek La Belle im Jahr 1986,Für den Bombenanschlag auf die Diskothek La Belle im Jahr 1986,1.0,0.8849027752876282
"Verbrechen gegen die Menschlichkeit sind breit angelegte oder systematische Übergriffe auf die Zivilbevölkerung. Im Völkerrecht stellen sie einen Oberbegriff dar, unter den sowohl „Kriegsverbrechen“, „Verbrechen gegen den Frieden“, als auch „Völkermord“ fallen.",breit angelegte oder systematische Übergriffe auf die Zivilbevölkerung,1.0,0.4795944392681122
Theorie der multiplen Intelligenzen,der Theorie der multiplen Intelligenzen von Howard Gardner,1.0,0.7511354088783264
"einen schwarzen, nach heraldisch rechts aufwärts schreitenden Bären auf silbernem Hintergrund","Das erste Wappen Berns soll gemäss Justingerchronik einen schwarzen, nach heraldisch rechts aufwärts schreitenden Bären auf silbernem Hintergrund gezeigt haben",1.0,0.7804279327392578
vis viva,vis viva („lebendige Kraft“),2.0,0.444759726524353
Kraft mal Weg,Kraft mal Weg“,2.0,0.9764734506607056
Erster Hauptsatz,Erster Hauptsatz der Thermodynamik,1.0,0.48438385128974915
dass Wärme eigenständig von einem kälteren auf einen wärmeren Körper übergeht.,"Nach dem zweiten Hauptsatz ist es unmöglich, dass Wärme eigenständig von einem kälteren auf einen wärmeren Körper übergeht",1.0,0.7881081104278564
in 50 New Gower Street in der Innenstadt,50 New Gower Street,2.0,0.8718572854995728
1972,seit 1972,1.0,0.8506636023521423
dürfen nur in bestimmten rituellen Zusammenhängen erzählt werden,Zudem sind zahlreiche Geschichten im Besitz von Abstammungslinien und dürfen nur in bestimmten rituellen Zusammenhängen erzählt werden. Der überwiegende Teil von ihnen ist weder öffentlich zugänglich noch übersetzt,1.0,0.7013847231864929
"in den Tropen, genauer gesagt in den Kalttropen",in den Tropen,1.0,0.6656648516654968
verarmte Kleinadelige,Viele verarmte Kleinadelige,1.0,0.9076318144798279
Galizien,ins österreichisch regierte Galizien,1.0,0.6120213270187378
2003,Seit 2003,1.0,0.8758372664451599
von 1933 bis 1935,1933 bis 1935,2.0,0.9533762335777283
"Jean Louise, genannt „Scout“","aufgeweckten kleinen Mädchens Jean Louise, genannt „Scout“",2.0,0.8689766526222229
Anwalt,Abgeordneten und Anwalt,1.0,0.6237971186637878
ihr Nachbar Boo Radley,Boo Radley,2.0,0.8127617835998535
Vom Geist der Gesetze,Vom Geist der Gesetze ''(De l’esprit des lois)'',2.0,0.9248803853988647
"Halifax, Montreal, Ottawa und Toronto und andere Ziele"," Halifax, Montreal, Ottawa und Toronto",1.0,0.9040026068687439
"veredelte, geschmückte und verzierte, oft aufwendig bearbeitete Papiererzeugnisse die von etwa 1820/1860 bis 1920/1930 hergestellt wurden, als es eine eigene Luxuspapierindustrie gab","Dies ist die Bezeichnung für veredelte, geschmückte und verzierte, oft aufwendig bearbeitete Papiererzeugnisse die von etwa 1820/1860 bis 1920/1930 hergestellt wurden",2.0,0.8871520161628723
"46,37","46,37 Prozent",1.0,0.9573044776916504
"46,37"," 46,37 Prozent ",1.0,0.9573044776916504
16 Verwaltungsbezirken „Delegaciones“,16 Verwaltungsbezirken,2.0,0.8327722549438477
"Für Amateure finden jährlich die von der NCAS veranstalteten, multidisziplinären Wettbewerbe im Rahmen der ''State Games of North Carolina'' statt. Außerdem finden verschiedene allgemeine Fitness- und Radwettbewerbe, wie beispielsweise die ''Cycle North Carolina'', statt.","die von der NCAS veranstalteten, multidisziplinären Wettbewerbe im Rahmen der ''State Games of North Carolina'' ",1.0,0.8571117520332336
"So wurde die Fortführung des Vorrechts orthodoxer Christen an den heiligen Stätten des Christentums und die Ausbesserung der Kuppel über dem Christusgrab verlangt, ohne Mitwirkung der Katholiken. Der Sultan war zunächst bereit, einen Teil dieser Forderungen zu erfüllen. Doch Menschikow hatte noch eine zweite, sehr weitreichende Forderung überbracht: Das Osmanische Reich solle durch einen Vertrag Russlands Schirmherrschaft über die orthodoxen Christen im Osmanischen Reich anerkennen, die ein Drittel seiner Bevölkerung darstellten.",die Fortführung des Vorrechts orthodoxer Christen an den heiligen Stätten des Christentums und die Ausbesserung der Kuppel über dem Christusgrab,1.0,0.4558556079864502
am 21. Mai 1853,21. Mai 1853,2.0,0.9846891760826111
FIFA- und AFC,FIFA- und AFC-Mitglied,1.0,0.8482126593589783
am 11. Juni 2015,11. Juni 2015,2.0,0.9830681085586548
"Ihr zufolge sind die kleinsten gesellschaftlichen Gebilde (Gruppen, Gemeinden) autonom","Ihr zufolge sind die kleinsten gesellschaftlichen Gebilde (Gruppen, Gemeinden) autonom. Sie gehen aus eigenem Antrieb Zweckbündnisse ein, geben jedoch nur diejenigen Aufgaben an ihre Vereinigungen ab, die sie selbst nicht wahrnehmen können",1.0,0.7523725628852844
für das Lernen und die Erinnerungen zuständig,für das Lernen und die Erinnerungen,2.0,0.8923743367195129
bei Männern tendenziell asymmetrischer organisiert,"bei Männern tendenziell asymmetrischer organisiert, d. h. die Lateralisation des Gehirns ist ausgeprägter als bei Frauen, die wiederum größere Frontallappen haben",1.0,0.7313660383224487
"Zum einen kommt alternatives Spleißen von mRNA in Frage. Zum Beispiel das Spleißen von Kanalproteinen, sodass deren Durchlässigkeit für Ionen verändert ist. Zum anderen sind epigenetische Kontrollmechanismen relevant. Hierzu zählen unter anderem die genomische Prägung und die Histonmodifikation. Zudem wird immer wieder die Frage gestellt, inwiefern die Umwelt Einfluss auf den Dimorphismus hat.
Ein anderer Erklärungsansatz ist folgender: Geschlechtshormone, wie Testosteron und die Östrogene, wirken nicht nur auf die Keimdrüsen, sondern in vielfältiger Weise auf das gesamte Nervensystem: auf Nervenzellen, Synapsen, Genexpression. Dies gilt für die Zeit der Embryonalentwicklung und während der Kindheit, der Pubertät und im Erwachsenenalter. So bewirken die Geschlechtshormone eine typische männliche beziehungsweise weibliche Entwicklung des Nervensystems.","Zum einen kommt alternatives Spleißen von mRNA in Frage. Zum Beispiel das Spleißen von Kanalproteinen, sodass deren Durchlässigkeit für Ionen verändert ist. Zum anderen sind epigenetische Kontrollmechanismen relevant. Hierzu zählen unter anderem die genomische Prägung und die Histonmodifikation. ",1.0,0.7900684475898743
Colonel James Moore,"der britische Kolonialgouverneur von South Carolina, Colonel James Moore,",2.0,0.7332155108451843
im Westen von Westafrika und Oberguinea,im Westen von Westafrika und Oberguinea zwischen 13° und 17° westlicher Länge und 11° und 12° nördlicher Breite,1.0,0.507622480392456
Privatuniversität,eine Privatuniversität,2.0,0.950634777545929
4.000.000,4.000.000 Soldaten,1.0,0.8434814810752869
1.200.000,1.200.000 Soldaten,1.0,0.868441641330719
"Das Rettungsfachpersonal des Rettungsdienstes konzentriert sich zunächst auf eine möglichst rasche Erkennung von Akutgefährdung und Komplikationen. Dazu gehört eine zügige klinische Untersuchung mit Blutdruckmessung und Auskultation (Abhören) von Herz und Lunge. Nur ein schnell angefertigtes Zwölf-Kanal-EKG lässt den ST-Hebungsinfarkt erkennen und erlaubt die Einleitung der dann dringlichen Lysetherapie oder Katheterbehandlung. Um Herzrhythmusstörungen sofort erkennen zu können, wird eine kontinuierliche EKG-Überwachung (Rhythmusmonitoring) begonnen und zur Medikamentengabe eine periphere Verweilkanüle angelegt.",konzentriert sich zunächst auf eine möglichst rasche Erkennung von Akutgefährdung und Komplikationen,1.0,0.6342845559120178
"eine möglichst optimale Sauerstoffversorgung des Herzens, die Schmerzbekämpfung und eine Vermeidung weiterer Blutgerinnselbildung","zielt in der Akutsituation auf eine möglichst optimale Sauerstoffversorgung des Herzens, die Schmerzbekämpfung und eine Vermeidung weiterer Blutgerinnselbildung",1.0,0.9578360319137573
im 7. Jahrhundert,spätestens mit der Einführung der tibetischen Schrift im 7. Jahrhundert,1.0,0.628538191318512
"konnten sich moderne wissenschaftliche, politische und literarische Genres etablieren.","die seit über 800 Jahren statisch festgeschriebene Tradition aufgebrochen und konnten sich moderne wissenschaftliche, politische und literarische Genres etablieren",1.0,0.5607796907424927
"Während unter dem Stichwort „tibetische Literatur“ meist der große Schatz religiöser Texte verstanden wird, treten Drama, Lyrik, erzählende Literatur sowie die reiche mündliche Überlieferung oft in den Hintergrund.",meist der große Schatz religiöser Texte,1.0,0.6136990189552307
"gegen pflanzliche Pollen, Tierhaare, Lebensmittelbestandteile und Medikamente","besonders häufig gegen pflanzliche Pollen, Tierhaare, Lebensmittelbestandteile und Medikamente",2.0,0.9216082692146301
"Insbesondere bei Tests, die häufig wiederholt werden, ist deren Automatisierung angeraten. Dies ist vor allem bei Regressionstests und bei testgetriebener Entwicklung der Fall. Darüber hinaus kommt Testautomatisierung bei manuell nicht oder nur schwer durchführbaren Tests zum Einsatz (z. B. Lasttests).","Insbesondere bei Tests, die häufig wiederholt werden",1.0,0.6977448463439941
vorwiegend von der flächenbezogenen Masse,von der flächenbezogenen Masse,1.0,0.7517380118370056
"wie leicht ein Papier, das bereits eingerissen ist, weiterreißt","gibt an, wie leicht ein Papier, das bereits eingerissen ist, weiterreißt",2.0,0.9595575332641602
"Dazu wird das Normblatt in den Prüfapparat eingespannt und eine Membran mit genormter Fläche drückt mit ansteigender Kraft gegen das Papier. Der Druck, der zum Durchstoßen des Papiers erforderlich ist, wird Berstwiderstand genannt.",Dazu wird das Normblatt in den Prüfapparat eingespannt und eine Membran mit genormter Fläche drückt mit ansteigender Kraft gegen das Papier,1.0,0.9063680768013
81,gut 81 Prozent,1.0,0.782239556312561
"Berndeutsch, ein hochalemannischer Dialekt",Berndeutsch,2.0,0.7296289205551147
durch eine Doppelmembran,durch eine Doppelmembran aus und enthalten eine eigene zirkuläre DNA,1.0,0.6798898577690125
