,answer1,answer2,label,bert_score
364,lack of remorse,the judge increased her sentence,0.0,tensor([0.3720])
559,southern,between the modern Baden and Württemberg,0.0,tensor([0.3722])
692,on the ground,heavy bodies to fall,0.0,tensor([0.3729])
312,Resign,refusal to pay,0.0,tensor([0.3730])
620,irrational and backward,them,0.0,tensor([0.3740])
338,criminalized behavior,forbidden speech,0.0,tensor([0.3746])
675,France's claim to the region was superior to that of the British,Sieur de La Salle had explored the Ohio Country nearly a century earlier,0.0,tensor([0.3751])
256,from the tooth sockets in human skeletons,"mass graves in northern, central and southern Europe",0.0,tensor([0.3755])
621,inferior,irrational and backward,0.0,tensor([0.3758])
59,25m,36% of households,0.0,tensor([0.3763])
440,technological changes and globalization,decline of organized labor,0.0,tensor([0.3774])
378,the state,judges,0.0,tensor([0.3782])
240,"connection-oriented operations. But X.25 does it at the network layer of the OSI Model. Frame Relay does it at level two, the data link layer",a handshake between the communicating parties before any user packets are transmitted,0.0,tensor([0.3790])
732,stress tensor,deformations,0.0,tensor([0.3796])
352,"lack of understanding of the legal ramifications,",a suspect's talking to criminal investigators,0.0,tensor([0.3808])
700,fixed,an equality,0.0,tensor([0.3809])
27,15,Riverside,0.0,tensor([0.3831])
409,about 3.5 billion people,50%,0.0,tensor([0.3849])
238,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets","large-scale, distributed, survivable communications network",1.0,tensor([0.3850])
287,the British,communist governments,0.0,tensor([0.3864])
309,head of government,public official,1.0,tensor([0.3870])
698,the same,a Galilean transformation,0.0,tensor([0.3874])
20,NP,P,1.0,tensor([0.3879])
390,60,all,0.0,tensor([0.3888])
373,not being a civil disobedient,conscientious lawbreakers must be punished,0.0,tensor([0.3892])
473,south,the western frontier,0.0,tensor([0.3892])
306,citizen's,head of government,0.0,tensor([0.3897])
336,entirely symbolic,harassment,0.0,tensor([0.3902])
564,in which it can make laws,"powers that are ""reserved"" to the Parliament of the United Kingdom",0.0,tensor([0.3902])
513,the statistical behaviour,distribution,0.0,tensor([0.3904])
573,not a Scottish minister,may be of interest to a particular area such as a member's own constituency,0.0,tensor([0.3908])
42,NFL,Professional,0.0,tensor([0.3912])
699,General relativity,coherent theory of quantum gravity,0.0,tensor([0.3918])
672,protect the King's land in the Ohio Valley from the British,"he moved south, he drove off or captured British traders",0.0,tensor([0.3921])
502,"""Variations of Snow and Ice in the past and at present on a Global and Regional Scale""",the IPCC from the WWF report,0.0,tensor([0.3924])
714,Galileo,Aristotle's,0.0,tensor([0.3929])
146,ten times more,a hundred,0.0,tensor([0.3949])
572,votes,outcome,0.0,tensor([0.3949])
418,rising levels of property income,downward pressure on wages,0.0,tensor([0.3969])
280,"cancer, hepatitis, and rheumatoid arthritis",chronic and complex disease states,1.0,tensor([0.3982])
232,Davies is credited with coining the modern name packet switching and inspiring numerous packet switching networks in Europe,Donald Davies,1.0,tensor([0.3985])
705,Associating forces with vectors,know both the magnitude and the direction of both forces to calculate the result,0.0,tensor([0.4009])
72,government-owned,several private and public railway operators,0.0,tensor([0.4011])
437,period of compression,decrease in wages,0.0,tensor([0.4011])
410,the methodology used,"""silly argument"" and ""a non-issue . . . a diversion.""",0.0,tensor([0.4014])
534,1st century BC,Roman-era,0.0,tensor([0.4032])
530,the smallest subfield,Q or the finite field with p elements,0.0,tensor([0.4040])
147,renewal of hostilities in the Arab–Israeli conflict,.,0.0,tensor([0.4057])
648,plain Vistula terraces,highest terrace,0.0,tensor([0.4073])
590,its supporters,Scholars and observers,0.0,tensor([0.4078])
481,Chinese physicians were brought along military campaigns by the Mongols,to other parts of the empire,0.0,tensor([0.4083])
247,A user or host could call a host on a foreign network by including the DNIC of the remote network as part of the destination address,the interconnection of national X.25 networks,0.0,tensor([0.4089])
517,Euler's totient function,sum of divisors function,0.0,tensor([0.4091])
372,breaking the law for self-gratification,it would undermine the law by encouraging general disobedience,0.0,tensor([0.4103])
397,30% loss,$12 billion,0.0,tensor([0.4124])
313,elite politicians,individuals,0.0,tensor([0.4128])
403,voters approved the plan,governments merged to create the Consolidated City of Jacksonville,0.0,tensor([0.4131])
477,"Tang, Song, as well as Khitan Liao and Jurchen Jin dynasties",native Chinese dynasties,1.0,tensor([0.4147])
139,organic compounds,solvents,0.0,tensor([0.4157])
192,Cretaceous–Paleogene extinction event,dinosaurs,0.0,tensor([0.4158])
566,majority,40%,0.0,tensor([0.4174])
75,$8.7 billion,24%,0.0,tensor([0.4179])
405,tallest building in Downtown Jacksonville,"tallest precast, post-tensioned concrete structure",1.0,tensor([0.4193])
319,(Exodus 1: 15-19),Book of Exodus,1.0,tensor([0.4197])
568,Scottish Parliament Building,Edinburgh,0.0,tensor([0.4199])
694,impetus,gravity,0.0,tensor([0.4200])
100,liquid,gaseous,0.0,tensor([0.4204])
229,1885,July 1982 to June 1983,0.0,tensor([0.4205])
222,"""zip"" the mouth shut",streamlines the front of the animal,0.0,tensor([0.4210])
733,pressure terms,stress tensor,0.0,tensor([0.4214])
475,26 seconds off the modern Gregorian calendar,365.2425 days of the year,0.0,tensor([0.4218])
605,Christian Whiton,George W. Bush,0.0,tensor([0.4220])
613,ideological,commercial,0.0,tensor([0.4234])
89,increase in the land available for cultivation,farm tractors,0.0,tensor([0.4235])
419,reduce costs and maximize profits,raises the productivity of each worker,1.0,tensor([0.4236])
667,"mustered local militia companies, generally ill trained and available only for short periods, to deal with native threats, but did not have any standing forces.",militia support,0.0,tensor([0.4256])
557,Ice Ages,geological period,1.0,tensor([0.4263])
494,protein A,G,0.0,tensor([0.4273])
678,"regain authority over his own people. They had been inclined to support the French, with whom they had long trading relationships",had promised,0.0,tensor([0.4273])
282,in obtaining cost-effective medication and avoiding the unnecessary use of medication that may have side-effects,"the physician has a financial self-interest in ""diagnosing"" as many conditions as possible",0.0,tensor([0.4282])
92,turbine,electric motors,0.0,tensor([0.4290])
707,respective lines of application,their effects on the motion of the body,0.0,tensor([0.4304])
284,expected to become more integral within the health care system,patient care skills,0.0,tensor([0.4307])
635,the Monroe Doctrine,through policies,0.0,tensor([0.4310])
471,Song dynasty,Mongol Empire,0.0,tensor([0.4319])
776,time,non-deterministic time,1.0,tensor([0.4356])
30,southern,the desert,0.0,tensor([0.4360])
204,to help strengthen their territorial claims,map out their ancestral lands,0.0,tensor([0.4376])
690,"disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession",elimination of French power,0.0,tensor([0.4386])
411,a diversion,the basis of the methodology used,0.0,tensor([0.4391])
696,friction,gravity,0.0,tensor([0.4394])
498,available information about climate change based on published sources,peer-reviewed sources,0.0,tensor([0.4414])
693,unnatural,natural motion,0.0,tensor([0.4418])
113,Avogadro's law,the correct interpretation of water's composition,0.0,tensor([0.4454])
90,steam turbines,internal combustion engines,0.0,tensor([0.4459])
579,in the relevant committee or committees,the whole Parliament,0.0,tensor([0.4471])
199,one in five,"2,200",0.0,tensor([0.4473])
520,only three divisions,only for those m that are prime,0.0,tensor([0.4486])
518,only the single number 1,eliminate all multiples of 1,0.0,tensor([0.4501])
7,concrete,abstract,0.0,tensor([0.4513])
539,Switzerland,Liechtenstein,0.0,tensor([0.4520])
677,"with Tanaghrisson and his party, surprised the Canadians on May 28 in what became known as the Battle of Jumonville Glen",killed many of the Canadians,0.0,tensor([0.4521])
458,several regional colleges and universities,"Des Moines College, Kalamazoo College, Butler University, and Stetson University",0.0,tensor([0.4523])
728,quantum mechanics,the work of leading theoretical physicists,1.0,tensor([0.4527])
21,graph isomorphism problem,the discrete logarithm problem,0.0,tensor([0.4530])
198,data sampling is biased away from the center of the Amazon basin,practical limitations of working in the rainforest,1.0,tensor([0.4534])
719,antiparallel,antisymmetric,0.0,tensor([0.4540])
243,as a means to help the state's educational and economic development,to explore computer networking between three of Michigan's public universities,1.0,tensor([0.4540])
467,Arthur H. Compton,Robert A. Millikan,0.0,tensor([0.4546])
441,less willing to travel or relocate,women not taking jobs due to marriage or pregnancy,0.0,tensor([0.4561])
659,primarily along the frontiers between New France and the British colonies,Virginia in the South to Nova Scotia in the North,0.0,tensor([0.4572])
365,likelihood of repeating,a lack of remorse,0.0,tensor([0.4578])
223,large pharynx,large cilia,0.0,tensor([0.4597])
736,rotational equivalent for position,rotation,1.0,tensor([0.4600])
1,Norman mercenary,an Italo-Norman named Raoul,1.0,tensor([0.4607])
277,creating a comprehensive drug therapy plan for patient-specific problems,identifying goals of therapy,1.0,tensor([0.4609])
661,expulsion of the Acadians,deportation,0.0,tensor([0.4629])
665,"from Nova Scotia and Newfoundland in the north, to Georgia in the south",eastern coast of the continent,0.0,tensor([0.4633])
177,"by assuming the task of interpreting the treaties, and accelerating economic and political integration",has the ability to expand and develop the law according to the principles it deems to be appropriate,0.0,tensor([0.4634])
414,marginal value added of each economic actor,differences in value,0.0,tensor([0.4645])
435,savings and investment,"education,",0.0,tensor([0.4648])
510,other scientific bodies,scientific papers and independently documented results,1.0,tensor([0.4649])
245,"Ethernet attached hosts, and eventually TCP/IP and additional public universities in Michigan join the network",the network was enhanced,1.0,tensor([0.4654])
417,less workers are required,"raises the productivity of each worker,",1.0,tensor([0.4663])
201,One in five,"1,294",0.0,tensor([0.4676])
724,"Newton's Universal Gravitation Constant,",dimensional constant,0.0,tensor([0.4687])
657,Medical University of Warsaw,National Defence University,0.0,tensor([0.4702])
470,Yuán Cháo,元朝,0.0,tensor([0.4708])
307,the head of government would be acting in her or his capacity as public official,"two public agencies, especially two equally sovereign branches of government, conflict",0.0,tensor([0.4710])
929,lower-pressure boiler feed water,water,1.0,tensor([0.4723])
197,the Last Glacial Maximum (LGM) and subsequent deglaciation,rainfall in the basin during the LGM was lower than for the present,0.0,tensor([0.4746])
527,identity,algebraic,0.0,tensor([0.4757])
217,comb-bearing,"""comb"" and the Greek suffix -φορος meaning ""carrying""",2.0,tensor([0.4788])
547,plants and factories,industry,1.0,tensor([0.4789])
186,Jean-Marc Bosman,the Belgian Football Association v Bosman,1.0,tensor([0.4799])
645,at the right bank of the Vistula,by the eastern border,0.0,tensor([0.4810])
254,That the plague was caused by bad air,great pestilence in the air,1.0,tensor([0.4813])
476,a period of foreign domination,continuation of the Mongol Empire,0.0,tensor([0.4841])
269,regulates the practice of pharmacists and pharmacy technicians,governing body for pharmacy health care professionals,1.0,tensor([0.4877])
324,violence,non-violent,0.0,tensor([0.4881])
375,competing harms defense,necessity defense,1.0,tensor([0.4903])
541,parallel to the canalized Rhine,into the lake,0.0,tensor([0.4914])
697,Newton's First,first law,1.0,tensor([0.4935])
81,surnames,names,1.0,tensor([0.4960])
200,"40,000",tens of thousands,1.0,tensor([0.4965])
169,international law,case law by the Court of Justice,0.0,tensor([0.4968])
651,1775–1795,1696,0.0,tensor([0.4972])
384,Orthodox Christians,Roman Catholic,0.0,tensor([0.4981])
103,high-altitude ozone layer,ozone,1.0,tensor([0.4996])
919,acted increasingly aggressively to force the Huguenots to convert,aggressively,1.0,tensor([0.4998])
712,spring reaction force,the force of gravity,0.0,tensor([0.5023])
3,Isaac Komnenos,Isaac,1.0,tensor([0.5055])
537,"Rhine-kilometers""",kilometres,1.0,tensor([0.5076])
355,does not infringe the rights of others,don't believe in the legitimacy of any government,0.0,tensor([0.5081])
262,second scale shows the most recent eon with an expanded scale,compresses the most recent era,1.0,tensor([0.5098])
538,Austria,Liechtenstein,0.0,tensor([0.5098])
516,the sum of divisors function,relationship of the number to its corresponding value of Euler's totient function,0.0,tensor([0.5123])
383,the project coordinator,the architect or engineer,0.0,tensor([0.5130])
354,legitimacy of a particular law,laws,1.0,tensor([0.5144])
156,British Prime Minister Edward Heath,British,1.0,tensor([0.5175])
220,pump water out of the mesoglea,pump,1.0,tensor([0.5217])
181,"a citizen or company can invoke a Directive, not just in a dispute with a public authority, but in a dispute with another citizen or company","a citizen may rely on the Directive in such an action (so called ""vertical"" direct effect)",1.0,tensor([0.5220])
66,Labor,Australian Labor Party,1.0,tensor([0.5236])
658,festivals,events,0.0,tensor([0.5251])
264,older than the fault,younger,0.0,tensor([0.5270])
612,political focus,ideological,0.0,tensor([0.5277])
404,"""Bold New City of the South""",Consolidated City of Jacksonville,1.0,tensor([0.5303])
533,Netherlands,Germany,0.0,tensor([0.5310])
423,prices,function of market price of skill,0.0,tensor([0.5320])
865,2009,the 2009 southeastern Australia heat wave,1.0,tensor([0.5332])
571,Gaelic,"Scots, Gaelic, or any other language with the agreement of the Presiding Officer",1.0,tensor([0.5334])
701,Newton's Third,The third law,1.0,tensor([0.5356])
350,not to grant a consent search,not to talk to police officers,0.0,tensor([0.5379])
468,Yuan T. Lee,Glenn T. Seaborg,0.0,tensor([0.5449])
563,Following a referendum in 1997,1998,0.0,tensor([0.5455])
162,A decade after the 1973,1981,1.0,tensor([0.5462])
723,the Moon,the mass () and the radius () of the Earth,0.0,tensor([0.5475])
933,first,first century AD,1.0,tensor([0.5483])
599,Algeria,Afghanistan,0.0,tensor([0.5504])
149,American aid to Israel,Nixon requested Congress to appropriate $2.2 billion in emergency aid to Israel,1.0,tensor([0.5522])
260,the convecting mantle,convection of the mantle,2.0,tensor([0.5527])
135,Chemical,chemical oxygen generators or oxygen candles,1.0,tensor([0.5547])
609,informal,Informal rule is generally less costly,1.0,tensor([0.5572])
99,electrical generator,a turbo generator set with propulsion provided by electric motors,2.0,tensor([0.5576])
389,National School,National Type,0.0,tensor([0.5595])
912,Irish linen industry,linen,1.0,tensor([0.5613])
123,world's oceans,"in the Earth's biosphere, air, sea and land",0.0,tensor([0.5627])
680,Washington and Thomas Gage,George Washington,1.0,tensor([0.5628])
832,business,major business districts,1.0,tensor([0.5630])
695,Galileo,Galileo Galilei,2.0,tensor([0.5636])
429,top tax rate,progressive tax,0.0,tensor([0.5642])
118,weight,that increase was the same as the weight of the air that rushed back in,0.0,tensor([0.5653])
825,Orange,Orange Counties,1.0,tensor([0.5654])
506,Ten,14,0.0,tensor([0.5656])
505,14,Ten,0.0,tensor([0.5656])
834,Orange,Orange County,1.0,tensor([0.5670])
878,760 mm,760 mm (2 ft 6 in) narrow gauge lines,1.0,tensor([0.5677])
231,99,State Route 99,1.0,tensor([0.5713])
873,passenger,"extensive, electrified, passenger system",1.0,tensor([0.5715])
787,complexity class P,P,2.0,tensor([0.5723])
174,a majority,a Commission proposal,0.0,tensor([0.5728])
249,The Computer Science Network,a computer network funded by the U.S. National Science Foundation (NSF),1.0,tensor([0.5747])
63,Liberal Party,Liberals,1.0,tensor([0.5763])
334,illegal acts,symbolic illegal protests,1.0,tensor([0.5783])
623,blank spaces on contemporary maps,maps,1.0,tensor([0.5783])
880,representatives,representatives elected to either house of parliament,1.0,tensor([0.5827])
637,"""internal colonialism""",internal,0.0,tensor([0.5827])
507,9–88 cm,0.5–1.4 m,0.0,tensor([0.5847])
71,October 2016,2013,0.0,tensor([0.5874])
70,major car brands,car,1.0,tensor([0.5877])
608,"""informal"" imperialism",Informal rule,1.0,tensor([0.5896])
727,Maxwell,James Clerk Maxwell,2.0,tensor([0.5896])
142,first oil shock,shock,1.0,tensor([0.5899])
532,Europe,Germany,0.0,tensor([0.5995])
209,sequential,simultaneous,0.0,tensor([0.6008])
244,an interactive host to host connection was made between the IBM mainframe computer systems at the University of Michigan in Ann Arbor and Wayne State,the CDC mainframe at Michigan State University in East Lansing,1.0,tensor([0.6008])
357,Guilt implies wrong-doing,guilty of doing no wrong,0.0,tensor([0.6018])
582,MSPs,leaders of the opposition parties and other MSPs,1.0,tensor([0.6027])
782,deterministic sorting algorithm quicksort,quicksort,2.0,tensor([0.6066])
18,the bound on the complexity of reductions,types of reductions,1.0,tensor([0.6084])
125,climate,temperatures,0.0,tensor([0.6085])
145,After 1971,1973–1974,1.0,tensor([0.6093])
439,unions,union membership,1.0,tensor([0.6095])
426,low demand,high supply,0.0,tensor([0.6098])
819,beaches,for its popular beaches,1.0,tensor([0.6113])
351,suspect's talking to criminal investigators,responding to investigators' questions,1.0,tensor([0.6117])
907,12 May 1705,1705,1.0,tensor([0.6129])
381,ENR,Engineering News-Record (ENR),2.0,tensor([0.6131])
263,younger than the fault,younger,1.0,tensor([0.6136])
138,oxygen supplementation,Oxygen therapy,2.0,tensor([0.6147])
11,set of triples,triple,1.0,tensor([0.6161])
339,pure speech,forbidden speech,0.0,tensor([0.6163])
900,a High Sheriff and one of the founders of the Bank of Ireland,High Sheriff,1.0,tensor([0.6193])
654,56.20%,35.7,0.0,tensor([0.6199])
415,value added by different classifications of workers,"value added by labor, capital and land",1.0,tensor([0.6209])
436,gender inequality in education,education,1.0,tensor([0.6221])
764,a single output,single,1.0,tensor([0.6224])
741,kilogram-force,pound-force,1.0,tensor([0.6256])
41,Port of San Diego,Port of Long Beach,0.0,tensor([0.6263])
649,Masovian gothic,Gothic architecture,1.0,tensor([0.6305])
821,free,a free state,1.0,tensor([0.6318])
863,most densely populated,most,0.0,tensor([0.6332])
503,"Jones et al. 1998, Pollack, Huang & Shen 1998, Crowley & Lowery 2000 and Briffa 2000",Jones et al. and Briffa reconstructions,1.0,tensor([0.6336])
777,state transitions,"the total number of state transitions, or steps",1.0,tensor([0.6337])
905,in protest against the occupation of Prussia by Napoleon,in protest,1.0,tensor([0.6345])
802,P is not equal to NP,not equal,1.0,tensor([0.6353])
509,regional burden sharing conflicts,varying regional cost-benefit analysis and burden-sharing conflicts with regard to the distribution of emission reductions,1.0,tensor([0.6360])
178,the Court of Justice,The Italian Constitutional Court,0.0,tensor([0.6369])
833,business,business districts,1.0,tensor([0.6401])
230,"8,525","62,528",0.0,tensor([0.6429])
936,electric,electric heating element,1.0,tensor([0.6440])
487,"blood–brain barrier, blood–cerebrospinal fluid barrier",fluid–brain barriers,2.0,tensor([0.6444])
644,452.8 ft,115.7 metres,0.0,tensor([0.6499])
877,"1,435 mm","1,435 mm (4 ft 8 1⁄2 in) standard gauge",1.0,tensor([0.6516])
904,"Charleston, South Carolina",Charleston,1.0,tensor([0.6516])
889,"Charleston, South Carolina",Charleston,1.0,tensor([0.6516])
175,qualified majority,a majority,2.0,tensor([0.6526])
814,demographics and economic ties,economic,1.0,tensor([0.6531])
928,Wales,south Wales,1.0,tensor([0.6535])
69,2009,7 February 2009,1.0,tensor([0.6538])
650,1688–1692,1677–1683,0.0,tensor([0.6567])
108,Philo of Byzantium,Philo,1.0,tensor([0.6571])
8,instances,the instance,2.0,tensor([0.6575])
652,Pole Mokotowskie,Mokotów,1.0,tensor([0.6579])
255,100–106 °F,38–41 °C,2.0,tensor([0.6584])
120,UV,ultraviolet,2.0,tensor([0.6590])
179,article 30,TFEU article 30,1.0,tensor([0.6597])
266,anticlines and synclines,overturned anticline,1.0,tensor([0.6597])
19,if every problem in C can be reduced to X,problem in C is harder than X,0.0,tensor([0.6614])
152,Germany,Italy,0.0,tensor([0.6628])
826,Mediterranean,a Mediterranean climate,1.0,tensor([0.6633])
173,at least 55 per cent of the Council members (not votes) representing 65 per cent of the population of the EU,"74 per cent, or 260 of the 352 votes",0.0,tensor([0.6646])
857,basic channels,the carriage of their respective basic channels,1.0,tensor([0.6647])
763,arbitrary graph,arbitrary,1.0,tensor([0.6648])
922,Huguenots furnished two new regiments,two new regiments,1.0,tensor([0.6651])
129,satellite platform,satellites,2.0,tensor([0.6652])
784,linear time,linear,1.0,tensor([0.6660])
44,Sky plc,British Sky Broadcasting Group plc,2.0,tensor([0.6667])
587,a number of qualifications,qualifications,2.0,tensor([0.6707])
794,Turing machines,deterministic Turing machines,1.0,tensor([0.6733])
607,"""Formal imperialism""",formal,1.0,tensor([0.6734])
879,most seats,the most seats in the Legislative Assembly,1.0,tensor([0.6743])
576,Scottish Parliament,Parliament,1.0,tensor([0.6769])
314,The individual,individuals,2.0,tensor([0.6786])
242,User Datagram Protocol,the datagram model,0.0,tensor([0.6800])
32,the Missouri Compromise,the Compromise of 1850,1.0,tensor([0.6804])
812,10 counties,10,1.0,tensor([0.6808])
328,disobedience of laws,Non-revolutionary civil disobedience,1.0,tensor([0.6815])
835,Southern,Southern California,1.0,tensor([0.6830])
823,southern,southern California,1.0,tensor([0.6830])
843,share recordings,to share recordings and other media,1.0,tensor([0.6843])
893,their own militia,the Huguenots had their own militia,1.0,tensor([0.6849])
565,Parliament of the United Kingdom,The British Parliament,2.0,tensor([0.6853])
65,The Greens,Australian Greens,1.0,tensor([0.6865])
74,Premier,Premier of Victoria,1.0,tensor([0.6871])
17,upper bound,upper and lower bounds,1.0,tensor([0.6880])
798,second level,second,1.0,tensor([0.6882])
134,oxygen and hydrogen,Oxygen gas,1.0,tensor([0.6887])
746,Seljuk Turks,"the Pechenegs, the Bulgars, and especially the Seljuk Turks",1.0,tensor([0.6898])
765,A function problem,function,1.0,tensor([0.6899])
745,Viking,"Norseman, Viking",1.0,tensor([0.6920])
849,1991,autumn of 1991,1.0,tensor([0.6923])
844,2016,later in 2016,1.0,tensor([0.6929])
839,VideoGuard,VideoGuard pay-TV,1.0,tensor([0.6935])
926,1712,around 1712,1.0,tensor([0.6976])
760,round trip through all sites in Milan,asking for a round trip through all sites in Milan whose total length is at most 10 km,1.0,tensor([0.6999])
407,mild,mild and sunny.,1.0,tensor([0.7014])
257,Y. p. orientalis and Y. p. medievalis,Y. pestis,1.0,tensor([0.7018])
710,applied,applied force,0.0,tensor([0.7030])
67,"270,000","121,200",0.0,tensor([0.7040])
168,European Parliament and the Council of the European Union,the Treaties establishing the European Union,0.0,tensor([0.7047])
101,oxides,oxide compounds,1.0,tensor([0.7059])
890,the British Landgrave Edmund Bellinger,Edmund Bellinger,2.0,tensor([0.7068])
433,access to education,Education,1.0,tensor([0.7069])
413,"differences in value added by labor, capital and land",differences in value added by different classifications of workers,1.0,tensor([0.7070])
39,Riverside,Downtown Riverside,1.0,tensor([0.7071])
822,three-region,the three-region point of view,1.0,tensor([0.7097])
52,DVB-S2,DVB-compliant MPEG-2,0.0,tensor([0.7101])
876,"1,600 mm","1,600 mm (5 ft 3 in) broad gauge",1.0,tensor([0.7104])
2,1018,1064,0.0,tensor([0.7157])
840,substantially increased the asking price,that BSkyB had substantially increased the asking price for the channels,1.0,tensor([0.7161])
831,business,major business,1.0,tensor([0.7166])
472,3,three,2.0,tensor([0.7167])
160,Japanese imports,Japanese,1.0,tensor([0.7190])
792,polynomial time,polynomial,1.0,tensor([0.7196])
934,late,late part,1.0,tensor([0.7206])
514,prime ideals,prime elements,0.0,tensor([0.7208])
203,10% of the carbon stores,10%,1.0,tensor([0.7214])
903,wine industry,wine,1.0,tensor([0.7216])
854,essentials,"only ""essentials""",1.0,tensor([0.7218])
783,the computational model,specific details of the computational model used,2.0,tensor([0.7229])
827,Peninsular,Peninsular Ranges,1.0,tensor([0.7246])
761,binary alphabet,binary,1.0,tensor([0.7248])
916,"little Hugos, or those who want Hugo",little Hugos,1.0,tensor([0.7249])
551,Duisport,Duisburg,2.0,tensor([0.7250])
434,optional education,education,1.0,tensor([0.7263])
206,‘combs’ – groups of cilia,cilia,1.0,tensor([0.7264])
16,lower bounds,lower,1.0,tensor([0.7265])
508,50–140 cm,9–88 cm,0.0,tensor([0.7266])
212,515 million years,66 million years ago,0.0,tensor([0.7293])
638,During the 16th and 17th centuries,17th century,1.0,tensor([0.7297])
858,diversified,highly diversified,1.0,tensor([0.7303])
767,an increase in the input size,input size,1.0,tensor([0.7303])
781,time,time complexity,1.0,tensor([0.7304])
743,10th century,the first half of the 10th century,1.0,tensor([0.7304])
504,18 July 2000,May 2000,0.0,tensor([0.7305])
780,complexity measure,complexity,1.0,tensor([0.7307])
159,January 1979,1979,1.0,tensor([0.7317])
881,sports,sports tourism,1.0,tensor([0.7337])
855,Sky TV bills,"claimants' ""Sky TV bills",1.0,tensor([0.7338])
816,12 million,over 12 million inhabitants,1.0,tensor([0.7370])
856,no,no indication,1.0,tensor([0.7376])
161,Japan,Japanese,1.0,tensor([0.7387])
360,arrested,arrest,2.0,tensor([0.7389])
937,port,additional port,1.0,tensor([0.7391])
737,centripetal,unbalanced centripetal force,1.0,tensor([0.7395])
930,three,three or four,1.0,tensor([0.7416])
897,ca. 2 million,2 million,1.0,tensor([0.7429])
406,28,42,0.0,tensor([0.7466])
624,nineteenth-century cartographic techniques,nineteenth-century maps,2.0,tensor([0.7467])
920,"John Pell, Lord of Pelham Manor",John Pell,2.0,tensor([0.7481])
801,suspected to be unequal,unequal,1.0,tensor([0.7503])
811,time and space,definitions of time and space complexity,1.0,tensor([0.7503])
87,1530,1523,0.0,tensor([0.7516])
908,"""Apologie""","Apologie"" of William the Silent",1.0,tensor([0.7548])
171,the Commission,The European Commission,1.0,tensor([0.7575])
906,the Catholic Church in the region,Catholic Church,1.0,tensor([0.7594])
744,Catholic,Catholic orthodoxy,1.0,tensor([0.7598])
824,international metropolitan,an international metropolitan region,1.0,tensor([0.7613])
892,William III of Orange,Stadtholder William III of Orange,2.0,tensor([0.7634])
924,solar,solar power,1.0,tensor([0.7645])
47,September 2007,March 2008,0.0,tensor([0.7663])
898,the revocation of the Edict of Nantes,Edict of Nantes,1.0,tensor([0.7668])
759,determine the practical limits on what computers can and cannot do,what computers can and cannot do,2.0,tensor([0.7703])
795,more efficient solutions,shown to have more efficient solutions,2.0,tensor([0.7716])
422,workers wages,wages,2.0,tensor([0.7717])
790,Karp reductions and Levin reductions,"Cook reductions, Karp reductions",1.0,tensor([0.7731])
270,health care professional,pharmacy health care,1.0,tensor([0.7738])
561,1935,1930,0.0,tensor([0.7744])
789,quantitative statements,quantitative,2.0,tensor([0.7747])
902,the founding of new Protestant churches,founding of new Protestant churches in Catholic-controlled regions,1.0,tensor([0.7750])
491,cytotoxic or immunosuppressive drugs,Cytotoxic drugs,1.0,tensor([0.7768])
778,computational resource,computational,1.0,tensor([0.7773])
868,curriculum,curriculum standards,2.0,tensor([0.7778])
862,National Party,National Party of Australia,1.0,tensor([0.7782])
770,A deterministic Turing machine,deterministic,1.0,tensor([0.7784])
895,"""Huguenot Street Historic District"" in New Paltz",Huguenot Street Historic District,1.0,tensor([0.7796])
131,magnetic field,magnetic,2.0,tensor([0.7808])
940,cylinder volume,cylinder,1.0,tensor([0.7813])
938,565,565 °C,1.0,tensor([0.7813])
323,civil rebellion,rebellion,1.0,tensor([0.7852])
785,single-tape Turing machines,single-tape,1.0,tensor([0.7866])
874,1851,in 1851,2.0,tensor([0.7870])
432,the Gini index,Gini,2.0,tensor([0.7876])
853,36%,36% of households,1.0,tensor([0.7885])
456,"5,000","around 15,000",0.0,tensor([0.7888])
915,they were accepted and allowed to worship freely,allowed to worship freely,1.0,tensor([0.7892])
274,pharmacists practicing in hospitals,clinical pharmacists,2.0,tensor([0.7900])
872,freight services,freight,1.0,tensor([0.7903])
891,Pons,Pons in France,1.0,tensor([0.7931])
771,A probabilistic Turing machine,probabilistic,1.0,tensor([0.7932])
747,1050s,in the 1050s,2.0,tensor([0.7935])
861,Liberal Party,Liberal Party of Australia,1.0,tensor([0.7939])
12,the instance,the size of the instance,1.0,tensor([0.7957])
749,1082,February 1082,1.0,tensor([0.7971])
848,March,in March,2.0,tensor([0.7972])
625,European,Europe,2.0,tensor([0.7985])
918,Jean Cauvin (John Calvin),Jean Cauvin,2.0,tensor([0.7990])
748,1060s,In the 1060s,2.0,tensor([0.7990])
447,among states in the US with larger income inequalities,countries with bigger income inequalities,1.0,tensor([0.7991])
829,San Andreas,the San Andreas Fault,1.0,tensor([0.7998])
845,2016,in 2016,2.0,tensor([0.8001])
387,0.5,6.1,0.0,tensor([0.8015])
867,some extra costs,some extra costs are levied,2.0,tensor([0.8021])
927,Abercynon,Abercynon in south Wales,2.0,tensor([0.8028])
896,"an estimated total of 75,000 to 100,000 people","75,000 to 100,000",1.0,tensor([0.8064])
836,2018,in 2018,2.0,tensor([0.8074])
817,San Diego,the San Diego area,2.0,tensor([0.8128])
