answer1,answer2,label,sas,f1,berttrained
citizen's,head of government,0.0,0.07304663956165314,0.0,0.20345650613307953
the head of government would be acting in her or his capacity as public official,"two public agencies, especially two equally sovereign branches of government, conflict",0.0,0.2163446992635727,0.24,0.3190045654773712
refuse to enforce a decision,constitutional impasse,0.0,0.009193098172545431,0.0,0.20682258903980255
head of government,public official,1.0,0.3972391188144684,0.0,0.46398094296455383
sovereign branches of government,public official,1.0,0.04619447141885757,0.0,0.28507569432258606
not necessarily right,the will of elite politicians,0.0,0.01381924655288458,0.0,-0.11059580743312836
Resign,refusal to pay,0.0,0.06392286717891693,0.0,0.2348058521747589
elite politicians,individuals,0.0,0.03434530645608902,0.0,0.21809208393096924
The individual,individuals,2.0,0.6587451100349426,0.0,0.5810682773590088
"trade unions, banks, and private universities",non-governmental agencies,1.0,0.00963797513395548,0.0,0.19788682460784912
legal system,foreign,0.0,0.010565493255853651,0.0,0.2877644896507263
international organizations and foreign governments,a larger challenge to the legal system that permits those decisions to be taken,0.0,0.04106615111231804,0.0,0.05283505097031593
civil disobedience,lawbreaking,1.0,0.2482048124074936,0.0,0.4973091185092926
(Exodus 1: 15-19),Book of Exodus,1.0,0.6308572888374329,0.3333333333333333,0.48435789346694946
must be publicly announced,civil disobedience,0.0,0.010447822511196136,0.0,0.07869722694158554
fabricating evidence or committing perjury,covert lawbreaking,0.0,0.3074895441532135,0.0,0.2825183868408203
non-violence,non-violent,2.0,0.9598760008811952,0.0,0.9328871369361877
civil rebellion,rebellion,1.0,0.8450707793235779,0.6666666666666666,0.7645161747932434
violence,non-violent,0.0,0.29583507776260376,0.0,0.36652347445487976
destructive,use of force and violence and refusal to submit to arrest,0.0,0.016412390395998955,0.0,0.1523626446723938
help preserve society's tolerance of civil disobedience,rebellion is much more destructive,0.0,0.2922804653644562,0.0,0.19270867109298706
"cultural traditions, social customs, religious beliefs",revolutionary civil disobedience,0.0,0.00901609379798174,0.0,0.166601300239563
disobedience of laws,Non-revolutionary civil disobedience,1.0,0.4912390410900116,0.3333333333333333,0.40438777208328247
"judged ""wrong"" by an individual conscience",to cause their repeal,0.0,0.056084781885147095,0.0,0.12890250980854034
refuse to sign bail,jail solidarity,0.0,0.2421509325504303,0.0,0.39402884244918823
jail solidarity,solitary civil disobedience,0.0,0.01155783887952566,0.0,0.35982152819633484
until after the end of the Mexican War,months,0.0,0.01135978102684021,0.0,0.2028041034936905
propaganda,just a harassment,0.0,0.03136492520570755,0.0,0.16781076788902283
illegal acts,symbolic illegal protests,1.0,0.4019593894481659,0.4,0.5761457681655884
trespassing at a nuclear-missile installation,symbolic illegal protests,0.0,0.009129967540502548,0.0,0.15374873578548431
entirely symbolic,harassment,0.0,0.009524649009108543,0.0,0.09326883405447006
social goal,protests toward public policy,1.0,0.016660353168845177,0.0,0.22937598824501038
criminalized behavior,forbidden speech,0.0,0.010436425916850569,0.0,0.3423194885253906
pure speech,forbidden speech,0.0,0.4892132580280304,0.5,0.5924772620201111
broadcasting,engaging in the forbidden speech,0.0,0.0090349018573761,0.0,0.1548418551683426
Threatening government officials,forbidden speech,1.0,0.009052380919456482,0.0,0.2412502020597458
sending an email,Supreme Court case,0.0,0.0097310533747077,0.0,0.06894662976264954
limited coercion,civil disobedience,0.0,0.015936380252242092,0.0,0.29445263743400574
coercive,civil disobedience,0.0,0.01502635423094034,0.0,0.27236208319664
refusals to pay taxes,civil disobedience,1.0,0.016044685617089268,0.0,0.2895362973213196
coercion,make it more difficult for a system to function,0.0,0.008959589526057243,0.0,0.12143303453922272
engage in moral dialogue,get their issue onto the table,1.0,0.3837603330612183,0.0,0.314361035823822
padlocking the gates,"illegal boycotts, refusals to pay taxes, draft dodging, distributed denial-of-service attacks, and sit-ins",0.0,0.008999545127153397,0.0,0.16628870368003845
criminal investigations,grant a consent search,0.0,0.01484849862754345,0.0,0.09272575378417969
not to grant a consent search,not to talk to police officers,0.0,0.018297435715794563,0.3636363636363636,0.39685502648353577
suspect's talking to criminal investigators,responding to investigators' questions,1.0,0.6084908246994019,0.4444444444444445,0.5127242207527161
"lack of understanding of the legal ramifications,",a suspect's talking to criminal investigators,0.0,0.012259790673851969,0.0,0.052462365478277206
use the arrest as an opportunity,civil disobedience,0.0,0.03581967949867248,0.0,0.18121199309825897
legitimacy of a particular law,laws,1.0,0.5651628375053406,0.0,0.43024560809135437
does not infringe the rights of others,don't believe in the legitimacy of any government,0.0,0.01460388954728842,0.15384615384615385,0.1434277594089508
I feel I did the right thing by violating this particular law,proud of it,1.0,0.17479605972766876,0.0,0.25511589646339417
Guilt implies wrong-doing,guilty of doing no wrong,0.0,0.4835450947284698,0.0,0.35268092155456543
creative plea,no contest,0.0,0.13275612890720367,0.0,0.3544197380542755
tempted to enter the test site,protest,0.0,0.4114840626716614,0.0,0.21410535275936127
arrested,arrest,2.0,0.9509276151657104,0.0,0.8981153964996338
accept jail penitently,is to switch suddenly to a spirit of subservience,0.0,0.009435674175620079,0.0,0.221927210688591
plea bargain,plead guilty to one misdemeanor count and receive no jail time,1.0,0.5106958150863647,0.0,0.09079809486865997
defiant speech,allocution,2.0,0.00939760822802782,0.0,0.15131156146526337
lack of remorse,the judge increased her sentence,0.0,0.012426107190549374,0.0,-0.04338879510760307
likelihood of repeating,a lack of remorse,0.0,0.009550184942781923,0.3333333333333333,0.14993798732757568
mistreatment from government officials,sentence,0.0,0.010197054594755173,0.0,0.07876681536436081
acquittal and avoid imprisonment,to use the proceedings as a forum,0.0,0.0347275584936142,0.0,0.21517027914524078
use the proceedings as a forum,win an acquittal and avoid imprisonment,0.0,0.06470473110675813,0.0,0.196406289935112
inform the jury and the public of the political circumstances,plead not guilty,0.0,0.024565134197473533,0.0,0.018547423183918
general disobedience,great amount of it,0.0,0.3779015839099884,0.0,0.08181719481945038
neither conscientious nor of social benefit,any great amount of it would undermine the law,0.0,0.019569119438529008,0.14285714285714288,0.06112358719110489
breaking the law for self-gratification,it would undermine the law by encouraging general disobedience,0.0,0.32636666297912603,0.16666666666666666,0.40522968769073486
not being a civil disobedient,conscientious lawbreakers must be punished,0.0,0.1437695175409317,0.0,0.24180421233177185
avoiding attribution,viewed as not being a civil disobedient,0.0,0.009331203997135162,0.0,0.2482684850692749
competing harms defense,necessity defense,1.0,0.21236233413219446,0.4,0.5988603234291077
incapacitation,achieving crime control,0.0,0.009352615103125572,0.0,0.20513354241847992
would do more harm than good,it focuses attention on the threat of punishment and not the moral reasons to follow this law,0.0,0.2465390861034393,0.0,0.19773463904857635
the state,judges,0.0,0.009816182777285576,0.0,0.2826935350894928
moral reasons to follow this law,whether it would do more harm than good,0.0,0.1617167741060257,0.0,0.12330963462591171
Industrial,heavy civil or heavy engineering,0.0,0.03163057565689087,0.0,0.3095957934856415
ENR,Engineering News-Record (ENR),2.0,0.6585041284561157,0.5,0.6501398682594299
Working versions of 3D-printing building technology are already printing,2014,0.0,0.15335814654827118,0.0,-0.14194108545780182
the project coordinator,the architect or engineer,0.0,0.04194130748510362,0.0,0.3425132632255554
Orthodox Christians,Roman Catholic,0.0,0.1573203206062317,0.0,0.30601954460144043
religious,the usual academic subjects,0.0,0.01124062854796648,0.0,0.15917333960533142
expulsion,offer a higher quality of education,0.0,0.009395079687237741,0.0,0.1086641401052475
0.5,6.1,0.0,0.2028200924396515,0.0,0.44022199511528015
vocational,secondary or post-secondary,0.0,0.03843904286623001,0.0,0.26207423210144043
National School,National Type,0.0,0.10285253077745438,0.5,0.6237790584564209
60,all,0.0,0.06644655019044876,0.0,0.27592867612838745
Society of St Pius X,Catholic schismatic,0.0,0.016079675406217575,0.0,0.22379779815673828
government schools formerly reserved for white children,semi-private,1.0,0.01929560676217079,0.0,0.1335333287715912
voucher,pupils are free to choose a private school,0.0,0.017754783853888508,0.0,0.04601174220442772
white,African-American,0.0,0.01077586691826582,0.0,0.17675571143627167
"identify, recruit",Conant devised programs,0.0,0.009515246376395227,0.0,0.27331966161727905
Allston,on a 358-acre (145 ha) campus,0.0,0.018237140029668808,0.0,0.09104394912719727
30% loss,$12 billion,0.0,0.10669493675231934,0.0,0.06417382508516312
Benjamin Netanyahu,Benazir Bhutto,0.0,0.01067674532532692,0.0,0.41894710063934326
Timucua,Mocama,0.0,0.028720039874315262,0.0,0.4051381051540375
Battle of Cedar Creek,1864,0.0,0.00966362003237009,0.0,-0.03181575611233711
Gilded Age,Reconstruction,0.0,0.009893542155623436,0.0,0.13120776414871216
Spanish moss,kitchen fire,0.0,0.01055225171148777,0.0,0.14159831404685974
voters approved the plan,governments merged to create the Consolidated City of Jacksonville,0.0,0.010647687129676342,0.0,0.18555165827274323
"""Bold New City of the South""",Consolidated City of Jacksonville,1.0,0.10615266114473344,0.4444444444444445,0.19541235268115997
tallest building in Downtown Jacksonville,"tallest precast, post-tensioned concrete structure",1.0,0.420377254486084,0.20000000000000004,0.31959912180900574
28,42,0.0,0.020330697298049927,0.0,0.43274012207984924
mild,mild and sunny.,1.0,0.7134000062942505,0.5,0.6903568506240845
2008,Fay,0.0,0.009977911598980429,0.0,0.2508860230445862
about 3.5 billion people,50%,0.0,0.017418017610907555,0.0,0.0364435575902462
the methodology used,"""silly argument"" and ""a non-issue . . . a diversion.""",0.0,0.00986282154917717,0.0,-0.04496306926012039
a diversion,the basis of the methodology used,0.0,0.044311340898275375,0.0,-0.009530161507427692
Institute for Policy Studies,PolitiFact,1.0,0.009650426916778088,0.0,0.37220191955566406
"differences in value added by labor, capital and land",differences in value added by different classifications of workers,1.0,0.6884640455245972,0.5555555555555556,0.590670108795166
marginal value added of each economic actor,differences in value,0.0,0.335251659154892,0.2,0.38132140040397644
value added by different classifications of workers,"value added by labor, capital and land",1.0,0.5070723295211792,0.42857142857142855,0.5615527629852295
reduce costs and maximize profits,substitution of capital equipment for labor,0.0,0.08377590030431747,0.0,0.37844327092170715
less workers are required,"raises the productivity of each worker,",1.0,0.2324693500995636,0.0,0.15711797773838043
rising levels of property income,downward pressure on wages,0.0,0.02161717787384987,0.0,0.21954554319381714
reduce costs and maximize profits,raises the productivity of each worker,1.0,0.0188500676304102,0.0,0.44903564453125
substitute capital equipment,pressure to reduce costs and maximize profits,0.0,0.0169126708060503,0.0,0.26527464389801025
productivity,organic composition of capital,0.0,0.020992252975702286,0.0,0.324714720249176
workers wages,wages,2.0,0.8772705197334291,0.6666666666666666,0.7716719508171082
prices,function of market price of skill,0.0,0.5432868003845215,0.0,0.4419021010398865
unfair,high levels of inequality,1.0,0.4269396364688873,0.0,0.30907636880874634
Competition amongst workers,high demand,0.0,0.1615269035100937,0.0,0.24957609176635742
low demand,high supply,0.0,0.1936248391866684,0.0,0.5479671359062195
low wage,competition,0.0,0.12305066734552385,0.0,0.14232060313224792
expendable nature of the worker,(high supply) competing for a job that few require (low demand),0.0,0.03222249820828438,0.0,0.2730376422405243
top tax rate,progressive tax,0.0,0.491800457239151,0.4,0.6411492824554443
tax system,progressive tax system,1.0,0.5975171327590942,0.8,0.7822667956352234
steeper tax,social spending,0.0,0.010117958299815656,0.0,0.2421177178621292
the Gini index,Gini,2.0,0.6769019961357117,0.6666666666666666,0.7554920315742493
access to education,Education,1.0,0.8605592250823975,0.5,0.7508819699287415
optional education,education,1.0,0.7760239839553833,0.6666666666666666,0.5507046580314636
savings and investment,"education,",0.0,0.009301207028329372,0.0,0.37819400429725647
gender inequality in education,education,1.0,0.4873639643192291,0.4,0.5415893793106079
period of compression,decrease in wages,0.0,0.3055516481399536,0.0,0.22707301378250122
gender inequality in education,low economic growth,0.0,0.009376990608870985,0.0,0.22757260501384735
unions,union membership,1.0,0.7032852172851562,0.0,0.7289963960647583
technological changes and globalization,decline of organized labor,0.0,0.009067278355360031,0.0,0.12821315228939056
less willing to travel or relocate,women not taking jobs due to marriage or pregnancy,0.0,0.009358404204249382,0.26666666666666666,0.2488432675600052
Gender,ranges from 53% in Botswana to -40% in Bahrain,0.0,0.00987696461379528,0.0,0.06794065237045288
relatively equal,low,0.0,0.009916670620441437,0.0,0.1479838788509369
greater return of capital,wealth condensation,0.0,0.3703290224075317,0.0,0.33386966586112976
larger fortunes,wealth condensation,0.0,0.5616962909698486,0.0,0.3584132194519043
human capital is neglected,a lower level of economic utility in society,0.0,0.26306629180908203,0.0,0.24106928706169128
among states in the US with larger income inequalities,countries with bigger income inequalities,1.0,0.4573527276515961,0.4615384615384615,0.8205919861793518
a great deal of utility,basic necessities,0.0,0.2446198910474777,0.0,0.24512901902198792
higher aggregate utility,population-wide satisfaction and happiness,0.0,0.042900756001472466,0.0,0.35136136412620544
evidence,prevent growth,0.0,0.013437772169709206,0.0,0.19943906366825104
redistributive taxation,fertility,0.0,0.009073934517800808,0.0,0.303090900182724
reduction,halve poverty,0.0,0.010336081497371195,0.0,0.40829727053642273
residents willing to pay higher market rate for housing,gentrification of older neighbourhoods,1.0,0.030939768999814987,0.0,0.2725202143192291
emissions per person,this multiplier,0.0,0.012831846252083778,0.0,0.27096161246299744
environmental degradation,this as well,0.0,0.03456157073378563,0.0,0.1768505871295929
"5,000","around 15,000",0.0,0.314514696598053,0.0,0.43843573331832886
various academic disciplines,"the world's first man-made, self-sustaining nuclear reaction",0.0,0.009258035570383072,0.0,-0.0473889485001564
several regional colleges and universities,"Des Moines College, Kalamazoo College, Butler University, and Stetson University",0.0,0.28819209337234497,0.13333333333333333,0.3605732321739197
passed,Several University of Chicago professors,0.0,0.013009188696742058,0.0,-0.025991681963205338
1910,Several University of Chicago professors,0.0,0.009559106081724169,0.0,0.18530532717704773
after their second year,early 1950s,0.0,0.009237222373485563,0.0,0.04891638830304146
"Cobb, Shepley, Rutan and Coolidge, Holabird & Roche,",Henry Ives Cobb,1.0,0.4363983571529389,0.2,0.2769126296043396
a board of trustees,The Board of Trustees,2.0,0.955896258354187,1.0,0.9293221235275269
Robert Zimmer,Daniel Diermeier,0.0,0.013155016116797924,0.0,0.25920364260673523
Miller–Urey experiment,Chicago Pile-1,0.0,0.009570475667715073,0.0,0.16968144476413727
Alpha Phi Omega,Four,0.0,0.009923189878463743,0.0,0.1282540261745453
Arthur H. Compton,Robert A. Millikan,0.0,0.016840847209095955,0.0,0.27702662348747253
Yuan T. Lee,Glenn T. Seaborg,0.0,0.014797297306358813,0.3333333333333333,0.16422422230243683
David Bevington,John Mearsheimer and Robert Pape,0.0,0.009491036646068096,0.0,0.2374585121870041
Yuán Cháo,元朝,0.0,0.00982319377362728,0.0,0.2397903949022293
Song dynasty,Mongol Empire,0.0,0.010859408415853977,0.0,0.3469716012477875
3,three,2.0,0.947051167488098,0.0,0.9368537068367004
south,the western frontier,0.0,0.011646384373307228,0.0,0.24771510064601898
Yangzi River basin,the Song dynasty,0.0,0.009384984150528908,0.0,0.3034658432006836
26 seconds off the modern Gregorian calendar,365.2425 days of the year,0.0,0.09275424480438232,0.0,0.34457892179489136
a period of foreign domination,continuation of the Mongol Empire,0.0,0.01261742692440748,0.25,0.21175451576709747
"Tang, Song, as well as Khitan Liao and Jurchen Jin dynasties",native Chinese dynasties,1.0,0.29349809885025024,0.14285714285714288,0.3767806887626648
western,Yuan dynasty,0.0,0.009510942734777927,0.0,0.13870452344417572
Shoushi Li,授時暦,0.0,0.010234855115413666,0.0,0.1464972347021103
four,Four,2.0,0.9493138194084167,1.0,0.9825792908668518
Chinese physicians were brought along military campaigns by the Mongols,to other parts of the empire,0.0,0.062341496348381036,0.0,0.1578163206577301
Ilkhanate,reaching the highest-post in the government,0.0,0.01058220025151968,0.0,0.04808728024363518
"Besh Baliq, Almaliq, and Samarqand",Bukhara,0.0,0.010515354573726654,0.0,0.34320950508117676
a Qara-Khitay (Khitan,Ahai,0.0,0.0140182888135314,0.0,0.2996489107608795
Zhu Yuanzhang,thanks,0.0,0.009529899805784224,0.0,0.08456899225711823
Southern,southern,2.0,0.9405380487442015,1.0,0.9340218901634216
"blood–brain barrier, blood–cerebrospinal fluid barrier",fluid–brain barriers,2.0,0.5233471989631653,0.0,0.7338683009147644
pattern recognition receptors,cells,0.0,0.009783515706658363,0.0,0.13585132360458374
pH or available iron,balance of microbial populations,0.0,0.010707629844546318,0.0,0.08380872011184692
adaptive,strong response,0.0,0.010069051757454872,0.0,0.3069571852684021
cytotoxic or immunosuppressive drugs,Cytotoxic drugs,1.0,0.6932868957519531,0.6666666666666666,0.6548294425010681
adaptive immune system,the adaptive immune system,2.0,0.9693391919136048,1.0,0.9682684540748596
bacteriophages,viral,0.0,0.048480458557605736,0.0,0.09377611428499222
protein A,G,0.0,0.0155690535902977,0.0,0.26720428466796875
Korean,onomist,0.0,0.009522687643766405,0.0,0.29057416319847107
World Meteorological Organization,WMO,2.0,0.3028862178325653,0.0,0.3996153473854065
United Nations Environment Programme,UNEP,2.0,0.8801038861274719,0.0,0.5745514631271362
available information about climate change based on published sources,peer-reviewed sources,0.0,0.2787599265575409,0.1818181818181818,0.4858899712562561
"""business as usual"" (BAU)",enhanced greenhouse effect,0.0,0.009110303595662115,0.0,-0.0017684942577034235
does not faithfully summarize the full WGI report,understates the uncertainty associated with climate models,0.0,0.012355298735201359,0.0,0.1633806675672531
"fuel consumption, industrial production and so on",Greenhouse Gas Inventories,1.0,0.1809260994195938,0.0,0.3690025508403778
"""Variations of Snow and Ice in the past and at present on a Global and Regional Scale""",the IPCC from the WWF report,0.0,0.009219517931342123,0.0,0.10011401772499084
"Jones et al. 1998, Pollack, Huang & Shen 1998, Crowley & Lowery 2000 and Briffa 2000",Jones et al. and Briffa reconstructions,1.0,0.6028684377670288,0.5,0.5465235710144043
18 July 2000,May 2000,0.0,0.34838202595710754,0.4,0.6288352012634277
14,Ten,0.0,0.262474924325943,0.0,0.4993305802345276
Ten,14,0.0,0.1374451220035553,0.0,0.4993305802345276
9–88 cm,0.5–1.4 m,0.0,0.0527411587536335,0.0,0.1223728284239769
50–140 cm,9–88 cm,0.0,0.26260942220687866,0.5,0.0670292004942894
regional burden sharing conflicts,varying regional cost-benefit analysis and burden-sharing conflicts with regard to the distribution of emission reductions,1.0,0.6365406513214111,0.22222222222222224,0.6087391376495361
other scientific bodies,scientific papers and independently documented results,1.0,0.5072327256202698,0.2222222222222222,0.43961361050605774
IPCC,the IPCC,2.0,0.9559227228164672,1.0,0.942438006401062
composite number,primes,0.0,0.009875831194221972,0.0,0.28764376044273376
the statistical behaviour,distribution,0.0,0.028354056179523468,0.0,0.37538978457450867
prime ideals,prime elements,0.0,0.5859630107879639,0.5,0.7353869080543518
Christian Goldbach,mathematicians,0.0,0.009693030267953873,0.0,0.07296498119831085
the sum of divisors function,relationship of the number to its corresponding value of Euler's totient function,0.0,0.026630256325006485,0.26666666666666666,0.22159351408481598
Euler's totient function,sum of divisors function,0.0,0.10369522869586943,0.2857142857142857,0.23022928833961487
only the single number 1,eliminate all multiples of 1,0.0,0.5214998722076416,0.22222222222222224,0.422563761472702
the Rhind papyrus,Egyptian fraction,0.0,0.00931355357170105,0.0,0.0921720340847969
only three divisions,only for those m that are prime,0.0,0.008982108905911446,0.2,0.22279666364192963
Solovay-Strassen tests,Miller-Rabin,0.0,0.010738120414316654,0.0,0.13214309513568878
primorial primes,Fermat,0.0,0.009837019257247448,0.0,0.21177203953266144
Fermat primes,Mersenne,0.0,0.00962332170456648,0.0,0.23748961091041565
The Electronic Frontier Foundation,"$150,000",0.0,0.01049006637185812,0.0,0.14047367870807648
n < p < 2n − 2,A or μ,0.0,0.009890907444059849,0.0,0.2479856163263321
diverges,exceeds any given number,0.0,0.015590168535709381,0.0,0.0278688445687294
identity,algebraic,0.0,0.009474487975239755,0.0,0.270549476146698
twin prime conjecture,Polignac's,0.0,0.012300160713493824,0.0,0.1306319236755371
indecomposability,minimality,0.0,0.017861783504486084,0.0,0.3399011492729187
the smallest subfield,Q or the finite field with p elements,0.0,0.2999471127986908,0.0,0.19509175419807434
4k + 3,Z,0.0,0.01091610174626112,0.0,0.08998491615056992
Europe,Germany,0.0,0.07195784896612167,0.0,0.6377248764038086
Netherlands,Germany,0.0,0.1002994105219841,0.0,0.46188995242118835
1st century BC,Roman-era,0.0,0.025769161060452458,0.0,0.3058774471282959
Gaulish name Rēnos,Rhenus,2.0,0.13258475065231326,0.0,0.5817239880561829
Hoek van Holland,(1036.20 km),0.0,0.010583912953734398,0.0,0.052365101873874664
"Rhine-kilometers""",kilometres,1.0,0.5340471863746643,0.0,0.5087727904319763
Austria,Liechtenstein,0.0,0.010313705541193484,0.0,0.2516353130340576
Switzerland,Liechtenstein,0.0,0.010915848426520823,0.0,0.3429589867591858
Lake Constance,West by the Alter Rhein,0.0,0.009257681667804718,0.0,0.14796537160873413
parallel to the canalized Rhine,into the lake,0.0,0.009821969084441662,0.0,0.1977582722902298
Lake Rhine,Seerhein,2.0,0.009677041321992874,0.0,0.4854399263858795
Rheinbrech,Upper Lake,0.0,0.009416003711521629,0.0,0.2944392263889313
Rheinbrech,Upper Lake,0.0,0.009416003711521629,0.0,0.2944392263889313
Lindau,Mainau,0.0,0.2824545502662659,0.0,0.5029945373535156
Moselle,Neckar,0.0,0.010555746965110302,0.0,0.2962089776992798
plants and factories,industry,1.0,0.19156597554683685,0.0,0.32452911138534546
Switzerland,Lower Rhine,0.0,0.0110319247469306,0.0,0.25325602293014526
Switzerland,Duisburg,0.0,0.010257127694785595,0.0,0.19519612193107605
Sankt Goarshausen,Lorelei,0.0,0.009682252071797848,0.0,0.043514855206012726
Duisport,Duisburg,2.0,0.3056810796260834,0.0,0.6095006465911865
Noord River,Nieuwe Maas,0.0,0.009478936903178692,0.0,0.30579453706741333
Old Rhine,Oude Rijn,2.0,0.17988167703151706,0.0,0.9132236242294312
Merwede-Oude Maas,North Sea,0.0,0.009754805825650692,0.0,0.18274255096912384
tear huge areas of land into the sea.,tidal currents,0.0,0.08966922760009766,0.0,0.3517557680606842
Mesozoic Era,Triassic Period,0.0,0.2329999059438705,0.0,0.41604509949684143
Ice Ages,geological period,1.0,0.011506657116115091,0.0,0.441489040851593
increased flooding and sedimentation,Bronze Age agriculture,0.0,0.009486116468906404,0.0,0.14497216045856476
southern,between the modern Baden and Württemberg,0.0,0.009508755058050156,0.0,0.15189267694950104
5th century,Migration period,0.0,0.009451660327613355,0.0,0.08588894456624985
1935,1930,0.0,0.3178043067455292,0.0,0.5571914315223694
Seven Days to the River Rhine,plan for an invasion of Western Europe,0.0,0.009546405635774136,0.0,0.12782970070838928
Following a referendum in 1997,1998,0.0,0.1491210162639618,0.0,0.2742093801498413
in which it can make laws,"powers that are ""reserved"" to the Parliament of the United Kingdom",0.0,0.3611902296543121,0.0,0.30312541127204895
Parliament of the United Kingdom,The British Parliament,2.0,0.9375032782554626,0.3333333333333333,0.837371289730072
majority,40%,0.0,0.4328402280807495,0.0,0.4105941355228424
blueprint,the Convention,0.0,0.021362368017435074,0.0,0.13870680332183838
Scottish Parliament Building,Edinburgh,0.0,0.010035826824605463,0.0,0.5258981585502625
the Parliamentary Bureau,Presiding Officer,0.0,0.013718615286052229,0.0,0.267223984003067
debating chamber,Wednesday afternoons,0.0,0.03711521252989769,0.0,0.1262729912996292
Gaelic,"Scots, Gaelic, or any other language with the agreement of the Presiding Officer",1.0,0.4932009875774384,0.16666666666666669,0.23670107126235962
votes,outcome,0.0,0.24913331866264346,0.0,0.5001832246780396
not a Scottish minister,may be of interest to a particular area such as a member's own constituency,0.0,0.019904537126421932,0.0,0.1315140575170517
no revising chamber,"take evidence from witnesses, conduct inquiries and scrutinise legislation",0.0,0.0307688657194376,0.0,-0.05357493832707405
Scottish Government.,Committees,0.0,0.010103822685778141,0.0,0.23557686805725098
Scottish Parliament,Parliament,1.0,0.6066785454750061,0.6666666666666666,0.6946301460266113
automatically devolved,not specifically reserved,0.0,0.009869319386780262,0.0,0.14665620028972626
UK Government ministers,Westminster,0.0,0.0348033644258976,0.0,0.29030081629753113
in the relevant committee or committees,the whole Parliament,0.0,0.19021108746528625,0.0,0.17974638938903809
Decision Time,After a general debate on the final form of the bill,0.0,0.4732365310192108,0.0,0.3264792561531067
supplant it.,"reverts to the first Thursday in May, a multiple of four years after 1999",0.0,0.012402139604091644,0.0,0.009175589308142662
MSPs,leaders of the opposition parties and other MSPs,1.0,0.6604369282722473,0.25,0.6102263927459717
legislative programme for the forthcoming year,a statement,0.0,0.011762247420847416,0.0,0.2115975320339203
any member of the Scottish Government,ministers in departments that are selected for questioning that sitting day,0.0,0.06551504135131836,0.0,0.1982126384973526
issues under their jurisdiction,the First Minister,0.0,0.009178225882351398,0.0,0.06697826087474823
constituency seats,second,0.0,0.010451890528202057,0.0,0.1259695291519165
a number of qualifications,qualifications,2.0,0.9294992685317992,0.5,0.7712003588676453
Edinburgh Pentlands,former party leader,0.0,0.009918121621012688,0.0,0.10480264574289322
"able to vote on domestic legislation that applies only to England, Wales and Northern Ireland",procedural consequence,0.0,0.030371224507689483,0.0,-0.014501131139695644
its supporters,Scholars and observers,0.0,0.009114829823374748,0.0,0.1994529515504837
a historical fluke,political Islam,0.0,0.009108406491577624,0.0,-0.004777292720973492
considerable impact,"experience, ideology, and weapons",0.0,0.010133902542293072,0.0,0.08927753567695618
political support,making peace with Israel,0.0,0.017454305663704872,0.0,0.10219395160675049
assassinated,Islamists came to completely dominate university student unions,0.0,0.009782854467630386,0.0,0.052526190876960754
gradual,Islamic revolution,0.0,0.015738550573587418,0.0,0.05722927302122116
conspiracy,Westernizing Muslims,0.0,0.009335462935268879,0.0,0.10311783850193024
promoted Western/foreign ideas and practices into Islamic societies,secular leanings,0.0,0.021530617028474808,0.0,0.10875603556632996
al-Gama'a al-Islamiyya,Islamic Group,1.0,0.6180230379104614,0.0,0.39488300681114197
Algeria,Afghanistan,0.0,0.009302213788032532,0.0,0.3746756613254547
vicious and destructive,civil,0.0,0.01161869801580906,0.0,0.09326837211847305
Sharia,an idealized and systematized version of conservative tribal village customs,0.0,0.020509416237473488,0.0,0.21306665241718292
a different view,Islam's pivotal turning point as occurring not with the death of Ali,0.0,0.023703387007117268,0.0,0.040069080889225006
ended the true Islamic system,working through Turkish modernist Mustafa Kemal Atatürk,0.0,0.009201797656714916,0.0,0.06536278873682022
elites,government,1.0,0.03479297086596489,0.0,0.28733453154563904
Christian Whiton,George W. Bush,0.0,0.010987460613250729,0.0,0.253330796957016
military force,colonization,1.0,0.009434118866920471,0.0,0.24182160198688507
"""Formal imperialism""",formal,1.0,0.11334823071956635,0.6666666666666666,0.3434564471244812
"""informal"" imperialism",Informal rule,1.0,0.29576608538627625,0.5,0.2512058913707733
informal,Informal rule is generally less costly,1.0,0.4362943172454834,0.2857142857142857,0.4280252754688263
ownership of private industries,technological superiority,0.0,0.00893159955739975,0.0,0.18599696457386017
seaborne,land,0.0,0.009838733822107315,0.0,0.24546699225902557
political focus,ideological,0.0,0.05514965951442719,0.0,0.3912965655326843
ideological,commercial,0.0,0.011010351590812206,0.0,0.28701096773147583
taking physical control of another,a conquest over an area,1.0,0.010031908750534058,0.0,0.2589276134967804
conquering the other state's lands,political and monetary dominance,1.0,0.02095406502485276,0.0,0.1781669706106186
theory of races,Social Darwinism,1.0,0.009514370933175087,0.0,0.279720664024353
geographical societies in Europe,necessary for a state’s survival,0.0,0.011814857833087444,0.0,0.022194307297468185
uncivilized,fully human,0.0,0.0123008843511343,0.0,0.16166648268699646
the British Empire,Terra nullius,0.0,0.009784041903913021,0.0,0.11420663446187973
irrational and backward,them,0.0,0.02094066329300404,0.0,0.08362638205289841
inferior,irrational and backward,0.0,0.00898230355232954,0.0,0.1595427691936493
Orientalism,inferior,0.0,0.00903912167996168,0.0,0.2585866451263428
blank spaces on contemporary maps,maps,1.0,0.5182555913925171,0.33333333333333337,0.49024829268455505
nineteenth-century cartographic techniques,nineteenth-century maps,2.0,0.8911095857620239,0.4,0.7326675057411194
