,answer1,answer2,label,bi_encoder,f1
374,avoiding attribution,viewed as not being a civil disobedient,0.0,0.2482684850692749,0.5
284,expected to become more integral within the health care system,patient care skills,0.0,0.24829140305519104,0.5
441,less willing to travel or relocate,women not taking jobs due to marriage or pregnancy,0.0,0.24884329736232758,0.5
241,"Frame Relay was used to interconnect LANs across wide area networks. However, X.25 and well as Frame Relay have been supplanted",provide connection-oriented operations,0.0,0.24942362308502197,0.5
425,Competition amongst workers,high demand,0.0,0.24957603216171265,0.5
67,"270,000","121,200",0.0,0.2500142455101013,0.5
651,1775–1795,1696,0.0,0.25002244114875793,0.5
198,data sampling is biased away from the center of the Amazon basin,practical limitations of working in the rainforest,1.0,0.2502042055130005,0.5
739,statistical mechanics,detailed,0.0,0.2506603002548218,0.5
408,2008,Fay,0.0,0.2508860230445862,0.5
608,"""informal"" imperialism",Informal rule,1.0,0.2512059211730957,0.5
641,12th/13th-century nobleman,shortened form of the masculine name of Slavic origin Warcisław,0.0,0.25121548771858215,0.5
538,Austria,Liechtenstein,0.0,0.2516354024410248,0.5
548,Switzerland,Lower Rhine,0.0,0.25325605273246765,0.5
605,Christian Whiton,George W. Bush,0.0,0.2533308267593384,0.5
356,I feel I did the right thing by violating this particular law,proud of it,1.0,0.25511598587036133,0.5
628,800 CE,in late antiquity,0.0,0.2572060227394104,0.5
265,absolute ages,rock units,0.0,0.257310688495636,0.5
272,status superior to all others in health-related fields such as physicians and acupuncturists,Ranked positions,0.0,0.2580561637878418,0.5
622,Orientalism,inferior,0.0,0.2585866451263428,0.5
614,taking physical control of another,a conquest over an area,1.0,0.2589277923107147,0.5
464,Robert Zimmer,Daniel Diermeier,0.0,0.2592036724090576,0.5
124,compressing and cooling,cascade method,0.0,0.2592264413833618,0.5
657,Medical University of Warsaw,National Defence University,0.0,0.260244756937027,0.5
253,merchant ships.,Silk Road,0.0,0.26054275035858154,0.5
220,pump water out of the mesoglea,pump,1.0,0.26061737537384033,0.5
702,magnitude,action-reaction,0.0,0.2618825435638428,0.5
388,vocational,secondary or post-secondary,0.0,0.26207423210144043,0.5
93,water pump,vacuum,0.0,0.2645051181316376,0.5
420,substitute capital equipment,pressure to reduce costs and maximize profits,0.0,0.26527464389801025,0.5
33,Imperial,1999,0.0,0.2663083076477051,0.5
494,protein A,G,0.0,0.26720431447029114,0.5
569,the Parliamentary Bureau,Presiding Officer,0.0,0.26722395420074463,0.5
685,Major General James Abercrombie,Lord Loudoun,0.0,0.26724666357040405,0.5
700,fixed,an equality,0.0,0.26898467540740967,0.5
46,Freeview,ITV Digital,0.0,0.2700713574886322,0.5
118,weight,that increase was the same as the weight of the air that rushed back in,0.0,0.270357608795166,0.5
527,identity,algebraic,0.0,0.270549476146698,0.5
454,emissions per person,this multiplier,0.0,0.27096158266067505,0.5
344,coercive,civil disobedience,0.0,0.2723621428012848,0.5
681,Shirley and Johnson.,British,0.0,0.27239757776260376,0.5
453,residents willing to pay higher market rate for housing,gentrification of older neighbourhoods,1.0,0.2725202441215515,0.5
706,Associating forces with vectors,adding the two force magnitudes or subtracting one from the other,0.0,0.27299198508262634,0.5
428,expendable nature of the worker,(high supply) competing for a job that few require (low demand),0.0,0.2730376124382019,0.5
395,"identify, recruit",Conant devised programs,0.0,0.27331969141960144,0.5
563,Following a referendum in 1997,1998,0.0,0.2742093801498413,0.5
262,second scale shows the most recent eon with an expanded scale,compresses the most recent era,1.0,0.2743867337703705,0.5
264,older than the fault,younger,0.0,0.2757900357246399,0.5
390,60,all,0.0,0.2759288251399994,0.5
462,"Cobb, Shepley, Rutan and Coolidge, Holabird & Roche,",Henry Ives Cobb,1.0,0.27691271901130676,0.5
467,Arthur H. Compton,Robert A. Millikan,0.0,0.2770266532897949,0.5
616,theory of races,Social Darwinism,1.0,0.279720664024353,0.5
321,fabricating evidence or committing perjury,covert lawbreaking,0.0,0.28251832723617554,0.5
378,the state,judges,0.0,0.28269344568252563,0.5
280,"cancer, hepatitis, and rheumatoid arthritis",chronic and complex disease states,1.0,0.2827110290527344,0.5
141,mechanical ventilators,oxygen masks,0.0,0.28276243805885315,0.5
310,sovereign branches of government,public official,1.0,0.28507575392723083,0.5
613,ideological,commercial,0.0,0.28701096773147583,0.5
604,elites,government,1.0,0.287334680557251,0.5
512,composite number,primes,0.0,0.2876437306404114,0.5
316,legal system,foreign,0.0,0.2877645194530487,0.5
345,refusals to pay taxes,civil disobedience,1.0,0.2895362973213196,0.5
136,Hyperbaric (high-pressure) medicine,special oxygen chambers,1.0,0.2897797226905823,0.5
578,UK Government ministers,Westminster,0.0,0.29030081629753113,0.5
495,Korean,onomist,0.0,0.2905741035938263,0.5
146,ten times more,a hundred,0.0,0.29165196418762207,0.5
705,Associating forces with vectors,know both the magnitude and the direction of both forces to calculate the result,0.0,0.2923260033130646,0.5
151,distribution and price disruptions,reduced productivity,0.0,0.29245099425315857,0.5
873,passenger,"extensive, electrified, passenger system",1.0,0.29384374618530273,0.5
236,delivery of these messages by store and forward switching,decentralized network with multiple paths between any two points,0.0,0.29397475719451904,0.5
659,primarily along the frontiers between New France and the British colonies,Virginia in the South to Nova Scotia in the North,0.0,0.2942284047603607,0.5
544,Rheinbrech,Upper Lake,0.0,0.2944392263889313,0.5
543,Rheinbrech,Upper Lake,0.0,0.2944392263889313,0.5
343,limited coercion,civil disobedience,0.0,0.2944527268409729,0.5
298,ambiguity,debased,0.0,0.29498350620269775,0.5
165,"Lincoln Continental,",Cadillac DeVille,0.0,0.2955814003944397,0.5
546,Moselle,Neckar,0.0,0.296208918094635,0.5
218,"a mouth that can usually be closed by muscles; a pharynx (""throat""); a wider area in the center that acts as a stomach; and a system of internal canals.",the gastrodermis,1.0,0.29742512106895447,0.5
484,a Qara-Khitay (Khitan,Ahai,0.0,0.29964902997016907,0.5
633,Middle East,Africa,0.0,0.30035895109176636,0.5
720,parallel,antisymmetric,0.0,0.3013070225715637,0.5
27,15,Riverside,0.0,0.3028425872325897,0.5
451,redistributive taxation,fertility,0.0,0.303090900182724,0.5
564,in which it can make laws,"powers that are ""reserved"" to the Parliament of the United Kingdom",0.0,0.3031255006790161,0.5
474,Yangzi River basin,the Song dynasty,0.0,0.30346596240997314,0.5
273,within the dispensary compounding/dispensing medications,communicating with patients,0.0,0.3035285472869873,0.5
221,more or less rounded,egg-shaped,2.0,0.3052598237991333,0.5
245,"Ethernet attached hosts, and eventually TCP/IP and additional public universities in Michigan join the network",the network was enhanced,1.0,0.30567777156829834,0.5
552,Noord River,Nieuwe Maas,0.0,0.30579450726509094,0.5
534,1st century BC,Roman-era,0.0,0.3058774769306183,0.5
384,Orthodox Christians,Roman Catholic,0.0,0.30601954460144043,0.5
28,counties,Riverside,0.0,0.3063364624977112,0.5
490,adaptive,strong response,0.0,0.3069572448730469,0.5
156,British Prime Minister Edward Heath,British,1.0,0.3085629940032959,0.5
424,unfair,high levels of inequality,1.0,0.30907636880874634,0.5
380,Industrial,heavy civil or heavy engineering,0.0,0.30959591269493103,0.5
53,Thomson,STB,0.0,0.3097308278083801,0.5
91,Reciprocating piston,steam turbines,0.0,0.3109085261821747,0.5
135,Chemical,chemical oxygen generators or oxygen candles,1.0,0.31257861852645874,0.5
347,engage in moral dialogue,get their issue onto the table,1.0,0.3143610954284668,0.5
258,East Smithfield,England,1.0,0.3175038993358612,0.5
307,the head of government would be acting in her or his capacity as public official,"two public agencies, especially two equally sovereign branches of government, conflict",0.0,0.3190044164657593,0.5
405,tallest building in Downtown Jacksonville,"tallest precast, post-tensioned concrete structure",1.0,0.31959912180900574,0.5
149,American aid to Israel,Nixon requested Congress to appropriate $2.2 billion in emergency aid to Israel,1.0,0.32231414318084717,0.5
547,plants and factories,industry,1.0,0.3245290219783783,0.5
421,productivity,organic composition of capital,0.0,0.32471486926078796,0.5
580,Decision Time,After a general debate on the final form of the bill,0.0,0.3264792263507843,0.5
776,time,non-deterministic time,1.0,0.3264923691749573,0.5
110,compounds of oxygen,"peroxides, chlorates, nitrates, perchlorates, and dichromates",1.0,0.32866546511650085,0.5
696,friction,gravity,0.0,0.3310677707195282,0.5
192,Cretaceous–Paleogene extinction event,dinosaurs,0.0,0.3311811089515686,0.5
929,lower-pressure boiler feed water,water,1.0,0.33133822679519653,0.5
47,September 2007,March 2008,0.0,0.3321145474910736,0.5
640,wide variety of industries,"FMCG manufacturing, metal processing, steel and electronic manufacturing and food processing",1.0,0.33363521099090576,0.5
444,greater return of capital,wealth condensation,0.0,0.3338695764541626,0.5
689,Loudoun,Duke of Cumberland,0.0,0.3352147936820984,0.5
286,Egyptians,India,0.0,0.3372626304626465,0.5
728,quantum mechanics,the work of leading theoretical physicists,1.0,0.33931154012680054,0.5
529,indecomposability,minimality,0.0,0.3399009704589844,0.5
25,United States,Los Angeles,1.0,0.3406802713871002,0.5
338,criminalized behavior,forbidden speech,0.0,0.34231942892074585,0.5
383,the project coordinator,the architect or engineer,0.0,0.3425133526325226,0.5
539,Switzerland,Liechtenstein,0.0,0.3429589867591858,0.5
713,gravity,object's weight,0.0,0.34301871061325073,0.5
483,"Besh Baliq, Almaliq, and Samarqand",Bukhara,0.0,0.343209445476532,0.5
607,"""Formal imperialism""",formal,1.0,0.3434564173221588,0.5
475,26 seconds off the modern Gregorian calendar,365.2425 days of the year,0.0,0.34457874298095703,0.5
176,"legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission",unanimity,0.0,0.34510672092437744,0.5
200,"40,000",tens of thousands,1.0,0.3466988205909729,0.5
471,Song dynasty,Mongol Empire,0.0,0.3469715416431427,0.5
139,organic compounds,solvents,0.0,0.3500577509403229,0.5
449,higher aggregate utility,population-wide satisfaction and happiness,0.0,0.3513614535331726,0.5
72,government-owned,several private and public railway operators,0.0,0.35159796476364136,0.5
555,tear huge areas of land into the sea.,tidal currents,0.0,0.35175588726997375,0.5
357,Guilt implies wrong-doing,guilty of doing no wrong,0.0,0.3526809513568878,0.5
21,graph isomorphism problem,the discrete logarithm problem,0.0,0.352830171585083,0.5
86,Calvinist,Walloon,0.0,0.35310232639312744,0.5
690,"disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession",elimination of French power,0.0,0.3536939024925232,0.5
358,creative plea,no contest,0.0,0.3544197380542755,0.5
445,larger fortunes,wealth condensation,0.0,0.3584131896495819,0.5
226,Vendobionta,ctenophores,0.0,0.3585157096385956,0.5
331,jail solidarity,solitary civil disobedience,0.0,0.3598215579986572,0.5
458,several regional colleges and universities,"Des Moines College, Kalamazoo College, Butler University, and Stetson University",0.0,0.3605731725692749,0.5
178,the Court of Justice,The Italian Constitutional Court,0.0,0.3645310699939728,0.5
42,NFL,Professional,0.0,0.3648402988910675,0.5
22,modern cryptographic systems,RSA algorithm,1.0,0.3657781183719635,0.5
324,violence,non-violent,0.0,0.36652326583862305,0.5
143,members of the Organization of Arab Petroleum Exporting Countries,OAPEC,2.0,0.3687123656272888,0.5
501,"fuel consumption, industrial production and so on",Greenhouse Gas Inventories,1.0,0.36900246143341064,0.5
677,"with Tanaghrisson and his party, surprised the Canadians on May 28 in what became known as the Battle of Jumonville Glen",killed many of the Canadians,0.0,0.37054434418678284,0.5
412,Institute for Policy Studies,PolitiFact,1.0,0.3722020387649536,0.5
661,expulsion of the Acadians,deportation,0.0,0.3727254867553711,0.5
694,impetus,gravity,0.0,0.37414589524269104,0.5
599,Algeria,Afghanistan,0.0,0.3746754825115204,0.5
513,the statistical behaviour,distribution,0.0,0.3753897249698639,0.5
477,"Tang, Song, as well as Khitan Liao and Jurchen Jin dynasties",native Chinese dynasties,1.0,0.37678074836730957,0.5
169,international law,case law by the Court of Justice,0.0,0.37813401222229004,0.5
435,savings and investment,"education,",0.0,0.37819385528564453,0.5
416,reduce costs and maximize profits,substitution of capital equipment for labor,0.0,0.37844303250312805,0.5
414,marginal value added of each economic actor,differences in value,0.0,0.3813213109970093,0.5
919,acted increasingly aggressively to force the Huguenots to convert,aggressively,1.0,0.3829461336135864,0.5
637,"""internal colonialism""",internal,0.0,0.38339564204216003,0.5
648,plain Vistula terraces,highest terrace,0.0,0.38349390029907227,0.5
900,a High Sheriff and one of the founders of the Bank of Ireland,High Sheriff,1.0,0.38379496335983276,0.5
90,steam turbines,internal combustion engines,0.0,0.3855637311935425,0.5
612,political focus,ideological,0.0,0.39129677414894104,0.5
865,2009,the 2009 southeastern Australia heat wave,1.0,0.3914962112903595,0.5
330,refuse to sign bail,jail solidarity,0.0,0.394028902053833,0.5
598,al-Gama'a al-Islamiyya,Islamic Group,1.0,0.3948831558227539,0.5
232,Davies is credited with coining the modern name packet switching and inspiring numerous packet switching networks in Europe,Donald Davies,1.0,0.3956267237663269,0.5
350,not to grant a consent search,not to talk to police officers,0.0,0.39685508608818054,0.5
244,an interactive host to host connection was made between the IBM mainframe computer systems at the University of Michigan in Ann Arbor and Wayne State,the CDC mainframe at Michigan State University in East Lansing,1.0,0.3968641757965088,0.5
32,the Missouri Compromise,the Compromise of 1850,1.0,0.397628515958786,0.5
257,Y. p. orientalis and Y. p. medievalis,Y. pestis,1.0,0.39830803871154785,0.5
496,World Meteorological Organization,WMO,2.0,0.3996152877807617,0.5
45,£1.3bn,£4.2bn,0.0,0.40109914541244507,0.5
787,complexity class P,P,2.0,0.40125638246536255,0.5
709,static friction,applied force,0.0,0.4030078053474426,0.5
328,disobedience of laws,Non-revolutionary civil disobedience,1.0,0.4043880105018616,0.5
399,Timucua,Mocama,0.0,0.4051380157470703,0.5
372,breaking the law for self-gratification,it would undermine the law by encouraging general disobedience,0.0,0.4052298963069916,0.5
452,reduction,halve poverty,0.0,0.4082973003387451,0.5
204,to help strengthen their territorial claims,map out their ancestral lands,0.0,0.4101541340351105,0.5
30,southern,the desert,0.0,0.41034215688705444,0.5
566,majority,40%,0.0,0.4105941653251648,0.5
102,dioxygen,diatomic gas,1.0,0.4130174517631531,0.5
556,Mesozoic Era,Triassic Period,0.0,0.41604524850845337,0.5
266,anticlines and synclines,overturned anticline,1.0,0.4169003367424011,0.5
398,Benjamin Netanyahu,Benazir Bhutto,0.0,0.4189470112323761,0.5
518,only the single number 1,eliminate all multiples of 1,0.0,0.4225636124610901,0.5
0,Seine,Epte,0.0,0.42302757501602173,0.5
98,stoking,Mechanical stoker,1.0,0.42492491006851196,0.5
123,world's oceans,"in the Earth's biosphere, air, sea and land",0.0,0.4254662096500397,0.5
609,informal,Informal rule is generally less costly,1.0,0.4280252158641815,0.5
802,P is not equal to NP,not equal,1.0,0.42853009700775146,0.5
770,A deterministic Turing machine,deterministic,1.0,0.4287717938423157,0.5
354,legitimacy of a particular law,laws,1.0,0.4302455186843872,0.5
152,Germany,Italy,0.0,0.43057823181152344,0.5
119,ozone,Trioxygen,2.0,0.4322359561920166,0.5
406,28,42,0.0,0.4327399730682373,0.5
653,city,Demographically,0.0,0.43415284156799316,0.5
941,reciprocating steam engines,reciprocating,1.0,0.43634361028671265,0.5
724,"Newton's Universal Gravitation Constant,",dimensional constant,0.0,0.43817368149757385,0.5
456,"5,000","around 15,000",0.0,0.43843546509742737,0.5
650,1688–1692,1677–1683,0.0,0.4389582574367523,0.5
510,other scientific bodies,scientific papers and independently documented results,1.0,0.43961355090141296,0.5
1,Norman mercenary,an Italo-Norman named Raoul,1.0,0.43965011835098267,0.5
387,0.5,6.1,0.0,0.4402221441268921,0.5
142,first oil shock,shock,1.0,0.4405044913291931,0.5
105,photosynthesis,living organisms,0.0,0.4412009119987488,0.5
782,deterministic sorting algorithm quicksort,quicksort,2.0,0.4414304494857788,0.5
557,Ice Ages,geological period,1.0,0.4414890706539154,0.5
423,prices,function of market price of skill,0.0,0.44190216064453125,0.5
238,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets","large-scale, distributed, survivable communications network",1.0,0.4467008113861084,0.5
217,comb-bearing,"""comb"" and the Greek suffix -φορος meaning ""carrying""",2.0,0.44692909717559814,0.5
933,first,first century AD,1.0,0.4476567506790161,0.5
290,Oedipus,Antigone,0.0,0.4487137496471405,0.5
419,reduce costs and maximize profits,raises the productivity of each worker,1.0,0.4490356743335724,0.5
905,in protest against the occupation of Prussia by Napoleon,in protest,1.0,0.45247048139572144,0.5
233,circuit switching is characterized by a fee per unit of connection time,a method which pre-allocates dedicated network bandwidth specifically for each communication session,0.0,0.45736953616142273,0.5
699,General relativity,coherent theory of quantum gravity,0.0,0.45977380871772766,0.5
282,in obtaining cost-effective medication and avoiding the unnecessary use of medication that may have side-effects,"the physician has a financial self-interest in ""diagnosing"" as many conditions as possible",0.0,0.4604029059410095,0.5
533,Netherlands,Germany,0.0,0.4618900418281555,0.5
666,few British troops,not have any standing forces,0.0,0.4627007246017456,0.5
771,A probabilistic Turing machine,probabilistic,1.0,0.4629509747028351,0.5
309,head of government,public official,1.0,0.46398094296455383,0.5
832,business,major business districts,1.0,0.46414509415626526,0.5
71,October 2016,2013,0.0,0.4647738039493561,0.5
254,That the plague was caused by bad air,great pestilence in the air,1.0,0.46663206815719604,0.5
100,liquid,gaseous,0.0,0.46672797203063965,0.5
774,the machines operate deterministically,deterministically,1.0,0.4704359471797943,0.5
2,1018,1064,0.0,0.47176623344421387,0.5
92,turbine,electric motors,0.0,0.4720921516418457,0.5
214,cnidarians,Ctenophores,1.0,0.4727778136730194,0.5
145,After 1971,1973–1974,1.0,0.47420555353164673,0.5
89,increase in the land available for cultivation,farm tractors,0.0,0.47929832339286804,0.5
319,(Exodus 1: 15-19),Book of Exodus,1.0,0.48435792326927185,0.5
542,Lake Rhine,Seerhein,2.0,0.4854399561882019,0.5
58,Video On Demand,(HDTV),0.0,0.48582348227500916,0.5
498,available information about climate change based on published sources,peer-reviewed sources,0.0,0.4858899712562561,0.5
764,a single output,single,1.0,0.48958247900009155,0.5
623,blank spaces on contemporary maps,maps,1.0,0.4902481436729431,0.5
912,Irish linen industry,linen,1.0,0.49083831906318665,0.5
880,representatives,representatives elected to either house of parliament,1.0,0.49346688389778137,0.5
223,large pharynx,large cilia,0.0,0.4947029948234558,0.5
318,civil disobedience,lawbreaking,1.0,0.49730926752090454,0.5
506,Ten,14,0.0,0.49933063983917236,0.5
505,14,Ten,0.0,0.49933063983917236,0.5
572,votes,outcome,0.0,0.5001831650733948,0.5
545,Lindau,Mainau,0.0,0.5029944181442261,0.5
263,younger than the fault,younger,1.0,0.5037850141525269,0.5
737,centripetal,unbalanced centripetal force,1.0,0.5071896314620972,0.5
230,"8,525","62,528",0.0,0.5076561570167542,0.5
7,concrete,abstract,0.0,0.5078219175338745,0.5
197,the Last Glacial Maximum (LGM) and subsequent deglaciation,rainfall in the basin during the LGM was lower than for the present,0.0,0.508452832698822,0.5
537,"Rhine-kilometers""",kilometres,1.0,0.5087727904319763,0.5
703,standard measurement scale,precise operational definitions,0.0,0.5096134543418884,0.5
70,major car brands,car,1.0,0.511971652507782,0.5
351,suspect's talking to criminal investigators,responding to investigators' questions,1.0,0.5127239227294922,0.5
41,Port of San Diego,Port of Long Beach,0.0,0.5136827230453491,0.5
719,antiparallel,antisymmetric,0.0,0.513752818107605,0.5
568,Scottish Parliament Building,Edinburgh,0.0,0.5258982181549072,0.5
652,Pole Mokotowskie,Mokotów,1.0,0.5310677289962769,0.5
436,gender inequality in education,education,1.0,0.5415893793106079,0.5
741,kilogram-force,pound-force,1.0,0.5418384075164795,0.5
710,applied,applied force,0.0,0.5432232618331909,0.5
908,"""Apologie""","Apologie"" of William the Silent",1.0,0.5459622144699097,0.5
503,"Jones et al. 1998, Pollack, Huang & Shen 1998, Crowley & Lowery 2000 and Briffa 2000",Jones et al. and Briffa reconstructions,1.0,0.5465237498283386,0.5
879,most seats,the most seats in the Legislative Assembly,1.0,0.5469455718994141,0.5
426,low demand,high supply,0.0,0.5479670166969299,0.5
434,optional education,education,1.0,0.5507045984268188,0.5
561,1935,1930,0.0,0.5571914315223694,0.5
415,value added by different classifications of workers,"value added by labor, capital and land",1.0,0.5615529417991638,0.5
3,Isaac Komnenos,Isaac,1.0,0.5643110275268555,0.5
785,single-tape Turing machines,single-tape,1.0,0.5687781572341919,0.5
697,Newton's First,first law,1.0,0.5699639320373535,0.5
181,"a citizen or company can invoke a Directive, not just in a dispute with a public authority, but in a dispute with another citizen or company","a citizen may rely on the Directive in such an action (so called ""vertical"" direct effect)",1.0,0.573687732219696,0.5
497,United Nations Environment Programme,UNEP,2.0,0.5745514035224915,0.5
733,pressure terms,stress tensor,0.0,0.5752233266830444,0.5
206,‘combs’ – groups of cilia,cilia,1.0,0.5757176876068115,0.5
334,illegal acts,symbolic illegal protests,1.0,0.5761456489562988,0.5
854,essentials,"only ""essentials""",1.0,0.5773360133171082,0.5
649,Masovian gothic,Gothic architecture,1.0,0.5776784420013428,0.5
656,Chevrolet Aveo,Aveo,1.0,0.5778960585594177,0.5
314,The individual,individuals,2.0,0.5810683965682983,0.5
535,Gaulish name Rēnos,Rhenus,2.0,0.5817244052886963,0.5
168,European Parliament and the Council of the European Union,the Treaties establishing the European Union,0.0,0.5838679671287537,0.5
746,Seljuk Turks,"the Pechenegs, the Bulgars, and especially the Seljuk Turks",1.0,0.5866422057151794,0.5
413,"differences in value added by labor, capital and land",differences in value added by different classifications of workers,1.0,0.5906699299812317,0.5
339,pure speech,forbidden speech,0.0,0.5924772620201111,0.5
772,A non-deterministic Turing machine,non-deterministic,1.0,0.5933051109313965,0.5
125,climate,temperatures,0.0,0.5964871644973755,0.5
242,User Datagram Protocol,the datagram model,0.0,0.5966176986694336,0.5
186,Jean-Marc Bosman,the Belgian Football Association v Bosman,1.0,0.59669429063797,0.5
99,electrical generator,a turbo generator set with propulsion provided by electric motors,2.0,0.5969418883323669,0.5
249,The Computer Science Network,a computer network funded by the U.S. National Science Foundation (NSF),1.0,0.5977858304977417,0.5
375,competing harms defense,necessity defense,1.0,0.5988601446151733,0.5
765,A function problem,function,1.0,0.6001387238502502,0.5
736,rotational equivalent for position,rotation,1.0,0.6081159710884094,0.5
509,regional burden sharing conflicts,varying regional cost-benefit analysis and burden-sharing conflicts with regard to the distribution of emission reductions,1.0,0.6087393164634705,0.5
551,Duisport,Duisburg,2.0,0.6095007658004761,0.5
582,MSPs,leaders of the opposition parties and other MSPs,1.0,0.6102262735366821,0.5
893,their own militia,the Huguenots had their own militia,1.0,0.6115288734436035,0.5
840,substantially increased the asking price,that BSkyB had substantially increased the asking price for the channels,1.0,0.6131139993667603,0.5
814,demographics and economic ties,economic,1.0,0.6135061979293823,0.5
821,free,a free state,1.0,0.6160750389099121,0.5
87,1530,1523,0.0,0.6174499988555908,0.5
74,Premier,Premier of Victoria,1.0,0.617796003818512,0.5
936,electric,electric heating element,1.0,0.6187703609466553,0.5
658,festivals,events,0.0,0.6229837536811829,0.5
819,beaches,for its popular beaches,1.0,0.6230546832084656,0.5
389,National School,National Type,0.0,0.6237790584564209,0.5
277,creating a comprehensive drug therapy plan for patient-specific problems,identifying goals of therapy,1.0,0.6239813566207886,0.5
781,time,time complexity,1.0,0.6242532730102539,0.5
693,unnatural,natural motion,0.0,0.6246156692504883,0.5
17,upper bound,upper and lower bounds,1.0,0.6247723698616028,0.5
504,18 July 2000,May 2000,0.0,0.6288352012634277,0.5
856,no,no indication,1.0,0.6296578049659729,0.5
69,2009,7 February 2009,1.0,0.6304848194122314,0.5
885,Amboise plot,Amboise,1.0,0.6325861215591431,0.5
20,NP,P,1.0,0.6375851631164551,0.5
532,Europe,Germany,0.0,0.6377252340316772,0.5
54,free-to-view,free-to-air,1.0,0.6389004588127136,0.5
680,Washington and Thomas Gage,George Washington,1.0,0.6399811506271362,0.5
429,top tax rate,progressive tax,0.0,0.6411492228507996,0.5
727,Maxwell,James Clerk Maxwell,2.0,0.6415772438049316,0.5
937,port,additional port,1.0,0.6419399976730347,0.5
801,suspected to be unequal,unequal,1.0,0.6434152126312256,0.5
270,health care professional,pharmacy health care,1.0,0.6447721719741821,0.5
381,ENR,Engineering News-Record (ENR),2.0,0.6501399278640747,0.5
922,Huguenots furnished two new regiments,two new regiments,1.0,0.650273859500885,0.5
920,"John Pell, Lord of Pelham Manor",John Pell,2.0,0.6506475210189819,0.5
930,three,three or four,1.0,0.6518702507019043,0.5
51,BSkyB,British Sky Broadcasting,2.0,0.6533950567245483,0.5
491,cytotoxic or immunosuppressive drugs,Cytotoxic drugs,1.0,0.6548293828964233,0.5
833,business,business districts,1.0,0.6555831432342529,0.5
790,Karp reductions and Levin reductions,"Cook reductions, Karp reductions",1.0,0.6569349765777588,0.5
932,lengthening rubbing surfaces of the valve,lengthening rubbing surfaces,1.0,0.6651907563209534,0.5
831,business,major business,1.0,0.6664767265319824,0.5
134,oxygen and hydrogen,Oxygen gas,1.0,0.6676637530326843,0.5
928,Wales,south Wales,1.0,0.6677762269973755,0.5
108,Philo of Byzantium,Philo,1.0,0.6697150468826294,0.5
66,Labor,Australian Labor Party,1.0,0.6721486449241638,0.5
209,sequential,simultaneous,0.0,0.6757146120071411,0.5
12,the instance,the size of the instance,1.0,0.6792871356010437,0.5
203,10% of the carbon stores,10%,1.0,0.6878475546836853,0.5
407,mild,mild and sunny.,1.0,0.6903566718101501,0.5
160,Japanese imports,Japanese,1.0,0.6928590536117554,0.5
576,Scottish Parliament,Parliament,1.0,0.6946301460266113,0.5
18,the bound on the complexity of reductions,types of reductions,1.0,0.6953393220901489,0.5
917,double or triple non-French linguistic origins,non-French linguistic origins,1.0,0.6961367130279541,0.5
103,high-altitude ozone layer,ozone,1.0,0.6970816254615784,0.5
64,National Party,Nationals,1.0,0.6975024938583374,0.5
806,Presburger arithmetic,Presburger,1.0,0.7004760503768921,0.5
631,The British Empire,The British,1.0,0.7014511823654175,0.5
269,regulates the practice of pharmacists and pharmacy technicians,governing body for pharmacy health care professionals,1.0,0.7037794589996338,0.5
84,1562,1564,0.0,0.7055824398994446,0.5
794,Turing machines,deterministic Turing machines,1.0,0.7058678269386292,0.5
129,satellite platform,satellites,2.0,0.7066099643707275,0.5
862,National Party,National Party of Australia,1.0,0.7069269418716431,0.5
701,Newton's Third,The third law,1.0,0.7104904055595398,0.5
16,lower bounds,lower,1.0,0.7123061418533325,0.5
49,January 2010,February 2011,0.0,0.7142060995101929,0.5
823,southern,southern California,1.0,0.7151722311973572,0.5
890,the British Landgrave Edmund Bellinger,Edmund Bellinger,2.0,0.7192833423614502,0.5
39,Riverside,Downtown Riverside,1.0,0.7199459075927734,0.5
891,Pons,Pons in France,1.0,0.7201470136642456,0.5
63,Liberal Party,Liberals,1.0,0.7203707695007324,0.5
911,flax cultivation,flax,1.0,0.7244729995727539,0.5
878,760 mm,760 mm (2 ft 6 in) narrow gauge lines,1.0,0.7254521250724792,0.5
881,sports,sports tourism,1.0,0.7274377942085266,0.5
760,round trip through all sites in Milan,asking for a round trip through all sites in Milan whose total length is at most 10 km,1.0,0.7282834053039551,0.5
750,Deabolis,the river Deabolis,1.0,0.7283285856246948,0.5
439,unions,union membership,1.0,0.7289965152740479,0.5
934,late,late part,1.0,0.7308595180511475,0.5
624,nineteenth-century cartographic techniques,nineteenth-century maps,2.0,0.7326672077178955,0.5
839,VideoGuard,VideoGuard pay-TV,1.0,0.7327717542648315,0.5
827,Peninsular,Peninsular Ranges,1.0,0.733523428440094,0.5
744,Catholic,Catholic orthodoxy,1.0,0.7336534857749939,0.5
487,"blood–brain barrier, blood–cerebrospinal fluid barrier",fluid–brain barriers,2.0,0.7338681221008301,0.5
857,basic channels,the carriage of their respective basic channels,1.0,0.7342593669891357,0.5
514,prime ideals,prime elements,0.0,0.7353872060775757,0.5
138,oxygen supplementation,Oxygen therapy,2.0,0.7373335361480713,0.5
916,"little Hugos, or those who want Hugo",little Hugos,1.0,0.7378982305526733,0.5
868,curriculum,curriculum standards,2.0,0.7387247681617737,0.5
