,answer1,answer2,label,bi_encoder
563,Following a referendum in 1997,1998,0.0,0.2742093801498413
262,second scale shows the most recent eon with an expanded scale,compresses the most recent era,1.0,0.2743867337703705
264,older than the fault,younger,0.0,0.2757900357246399
390,60,all,0.0,0.2759288251399994
462,"Cobb, Shepley, Rutan and Coolidge, Holabird & Roche,",Henry Ives Cobb,1.0,0.27691271901130676
467,Arthur H. Compton,Robert A. Millikan,0.0,0.2770266532897949
616,theory of races,Social Darwinism,1.0,0.279720664024353
321,fabricating evidence or committing perjury,covert lawbreaking,0.0,0.28251832723617554
378,the state,judges,0.0,0.28269344568252563
280,"cancer, hepatitis, and rheumatoid arthritis",chronic and complex disease states,1.0,0.2827110290527344
141,mechanical ventilators,oxygen masks,0.0,0.28276243805885315
310,sovereign branches of government,public official,1.0,0.28507575392723083
613,ideological,commercial,0.0,0.28701096773147583
604,elites,government,1.0,0.287334680557251
512,composite number,primes,0.0,0.2876437306404114
316,legal system,foreign,0.0,0.2877645194530487
345,refusals to pay taxes,civil disobedience,1.0,0.2895362973213196
136,Hyperbaric (high-pressure) medicine,special oxygen chambers,1.0,0.2897797226905823
578,UK Government ministers,Westminster,0.0,0.29030081629753113
495,Korean,onomist,0.0,0.2905741035938263
146,ten times more,a hundred,0.0,0.29165196418762207
705,Associating forces with vectors,know both the magnitude and the direction of both forces to calculate the result,0.0,0.2923260033130646
151,distribution and price disruptions,reduced productivity,0.0,0.29245099425315857
873,passenger,"extensive, electrified, passenger system",1.0,0.29384374618530273
236,delivery of these messages by store and forward switching,decentralized network with multiple paths between any two points,0.0,0.29397475719451904
659,primarily along the frontiers between New France and the British colonies,Virginia in the South to Nova Scotia in the North,0.0,0.2942284047603607
544,Rheinbrech,Upper Lake,0.0,0.2944392263889313
543,Rheinbrech,Upper Lake,0.0,0.2944392263889313
343,limited coercion,civil disobedience,0.0,0.2944527268409729
298,ambiguity,debased,0.0,0.29498350620269775
165,"Lincoln Continental,",Cadillac DeVille,0.0,0.2955814003944397
546,Moselle,Neckar,0.0,0.296208918094635
218,"a mouth that can usually be closed by muscles; a pharynx (""throat""); a wider area in the center that acts as a stomach; and a system of internal canals.",the gastrodermis,1.0,0.29742512106895447
484,a Qara-Khitay (Khitan,Ahai,0.0,0.29964902997016907
633,Middle East,Africa,0.0,0.30035895109176636
720,parallel,antisymmetric,0.0,0.3013070225715637
27,15,Riverside,0.0,0.3028425872325897
451,redistributive taxation,fertility,0.0,0.303090900182724
564,in which it can make laws,"powers that are ""reserved"" to the Parliament of the United Kingdom",0.0,0.3031255006790161
474,Yangzi River basin,the Song dynasty,0.0,0.30346596240997314
273,within the dispensary compounding/dispensing medications,communicating with patients,0.0,0.3035285472869873
221,more or less rounded,egg-shaped,2.0,0.3052598237991333
245,"Ethernet attached hosts, and eventually TCP/IP and additional public universities in Michigan join the network",the network was enhanced,1.0,0.30567777156829834
552,Noord River,Nieuwe Maas,0.0,0.30579450726509094
534,1st century BC,Roman-era,0.0,0.3058774769306183
384,Orthodox Christians,Roman Catholic,0.0,0.30601954460144043
28,counties,Riverside,0.0,0.3063364624977112
490,adaptive,strong response,0.0,0.3069572448730469
156,British Prime Minister Edward Heath,British,1.0,0.3085629940032959
424,unfair,high levels of inequality,1.0,0.30907636880874634
380,Industrial,heavy civil or heavy engineering,0.0,0.30959591269493103
53,Thomson,STB,0.0,0.3097308278083801
91,Reciprocating piston,steam turbines,0.0,0.3109085261821747
135,Chemical,chemical oxygen generators or oxygen candles,1.0,0.31257861852645874
347,engage in moral dialogue,get their issue onto the table,1.0,0.3143610954284668
258,East Smithfield,England,1.0,0.3175038993358612
307,the head of government would be acting in her or his capacity as public official,"two public agencies, especially two equally sovereign branches of government, conflict",0.0,0.3190044164657593
405,tallest building in Downtown Jacksonville,"tallest precast, post-tensioned concrete structure",1.0,0.31959912180900574
149,American aid to Israel,Nixon requested Congress to appropriate $2.2 billion in emergency aid to Israel,1.0,0.32231414318084717
547,plants and factories,industry,1.0,0.3245290219783783
421,productivity,organic composition of capital,0.0,0.32471486926078796
580,Decision Time,After a general debate on the final form of the bill,0.0,0.3264792263507843
776,time,non-deterministic time,1.0,0.3264923691749573
110,compounds of oxygen,"peroxides, chlorates, nitrates, perchlorates, and dichromates",1.0,0.32866546511650085
696,friction,gravity,0.0,0.3310677707195282
192,Cretaceous–Paleogene extinction event,dinosaurs,0.0,0.3311811089515686
929,lower-pressure boiler feed water,water,1.0,0.33133822679519653
47,September 2007,March 2008,0.0,0.3321145474910736
640,wide variety of industries,"FMCG manufacturing, metal processing, steel and electronic manufacturing and food processing",1.0,0.33363521099090576
444,greater return of capital,wealth condensation,0.0,0.3338695764541626
689,Loudoun,Duke of Cumberland,0.0,0.3352147936820984
286,Egyptians,India,0.0,0.3372626304626465
728,quantum mechanics,the work of leading theoretical physicists,1.0,0.33931154012680054
529,indecomposability,minimality,0.0,0.3399009704589844
25,United States,Los Angeles,1.0,0.3406802713871002
338,criminalized behavior,forbidden speech,0.0,0.34231942892074585
383,the project coordinator,the architect or engineer,0.0,0.3425133526325226
539,Switzerland,Liechtenstein,0.0,0.3429589867591858
713,gravity,object's weight,0.0,0.34301871061325073
483,"Besh Baliq, Almaliq, and Samarqand",Bukhara,0.0,0.343209445476532
607,"""Formal imperialism""",formal,1.0,0.3434564173221588
475,26 seconds off the modern Gregorian calendar,365.2425 days of the year,0.0,0.34457874298095703
176,"legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission",unanimity,0.0,0.34510672092437744
200,"40,000",tens of thousands,1.0,0.3466988205909729
471,Song dynasty,Mongol Empire,0.0,0.3469715416431427
139,organic compounds,solvents,0.0,0.3500577509403229
449,higher aggregate utility,population-wide satisfaction and happiness,0.0,0.3513614535331726
72,government-owned,several private and public railway operators,0.0,0.35159796476364136
555,tear huge areas of land into the sea.,tidal currents,0.0,0.35175588726997375
357,Guilt implies wrong-doing,guilty of doing no wrong,0.0,0.3526809513568878
21,graph isomorphism problem,the discrete logarithm problem,0.0,0.352830171585083
86,Calvinist,Walloon,0.0,0.35310232639312744
690,"disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession",elimination of French power,0.0,0.3536939024925232
358,creative plea,no contest,0.0,0.3544197380542755
445,larger fortunes,wealth condensation,0.0,0.3584131896495819
226,Vendobionta,ctenophores,0.0,0.3585157096385956
331,jail solidarity,solitary civil disobedience,0.0,0.3598215579986572
458,several regional colleges and universities,"Des Moines College, Kalamazoo College, Butler University, and Stetson University",0.0,0.3605731725692749
178,the Court of Justice,The Italian Constitutional Court,0.0,0.3645310699939728
42,NFL,Professional,0.0,0.3648402988910675
22,modern cryptographic systems,RSA algorithm,1.0,0.3657781183719635
324,violence,non-violent,0.0,0.36652326583862305
143,members of the Organization of Arab Petroleum Exporting Countries,OAPEC,2.0,0.3687123656272888
501,"fuel consumption, industrial production and so on",Greenhouse Gas Inventories,1.0,0.36900246143341064
677,"with Tanaghrisson and his party, surprised the Canadians on May 28 in what became known as the Battle of Jumonville Glen",killed many of the Canadians,0.0,0.37054434418678284
412,Institute for Policy Studies,PolitiFact,1.0,0.3722020387649536
661,expulsion of the Acadians,deportation,0.0,0.3727254867553711
694,impetus,gravity,0.0,0.37414589524269104
599,Algeria,Afghanistan,0.0,0.3746754825115204
513,the statistical behaviour,distribution,0.0,0.3753897249698639
477,"Tang, Song, as well as Khitan Liao and Jurchen Jin dynasties",native Chinese dynasties,1.0,0.37678074836730957
169,international law,case law by the Court of Justice,0.0,0.37813401222229004
435,savings and investment,"education,",0.0,0.37819385528564453
416,reduce costs and maximize profits,substitution of capital equipment for labor,0.0,0.37844303250312805
414,marginal value added of each economic actor,differences in value,0.0,0.3813213109970093
919,acted increasingly aggressively to force the Huguenots to convert,aggressively,1.0,0.3829461336135864
637,"""internal colonialism""",internal,0.0,0.38339564204216003
648,plain Vistula terraces,highest terrace,0.0,0.38349390029907227
900,a High Sheriff and one of the founders of the Bank of Ireland,High Sheriff,1.0,0.38379496335983276
90,steam turbines,internal combustion engines,0.0,0.3855637311935425
612,political focus,ideological,0.0,0.39129677414894104
865,2009,the 2009 southeastern Australia heat wave,1.0,0.3914962112903595
330,refuse to sign bail,jail solidarity,0.0,0.394028902053833
598,al-Gama'a al-Islamiyya,Islamic Group,1.0,0.3948831558227539
232,Davies is credited with coining the modern name packet switching and inspiring numerous packet switching networks in Europe,Donald Davies,1.0,0.3956267237663269
350,not to grant a consent search,not to talk to police officers,0.0,0.39685508608818054
244,an interactive host to host connection was made between the IBM mainframe computer systems at the University of Michigan in Ann Arbor and Wayne State,the CDC mainframe at Michigan State University in East Lansing,1.0,0.3968641757965088
32,the Missouri Compromise,the Compromise of 1850,1.0,0.397628515958786
257,Y. p. orientalis and Y. p. medievalis,Y. pestis,1.0,0.39830803871154785
496,World Meteorological Organization,WMO,2.0,0.3996152877807617
45,£1.3bn,£4.2bn,0.0,0.40109914541244507
787,complexity class P,P,2.0,0.40125638246536255
709,static friction,applied force,0.0,0.4030078053474426
328,disobedience of laws,Non-revolutionary civil disobedience,1.0,0.4043880105018616
399,Timucua,Mocama,0.0,0.4051380157470703
372,breaking the law for self-gratification,it would undermine the law by encouraging general disobedience,0.0,0.4052298963069916
452,reduction,halve poverty,0.0,0.4082973003387451
204,to help strengthen their territorial claims,map out their ancestral lands,0.0,0.4101541340351105
30,southern,the desert,0.0,0.41034215688705444
566,majority,40%,0.0,0.4105941653251648
102,dioxygen,diatomic gas,1.0,0.4130174517631531
556,Mesozoic Era,Triassic Period,0.0,0.41604524850845337
266,anticlines and synclines,overturned anticline,1.0,0.4169003367424011
398,Benjamin Netanyahu,Benazir Bhutto,0.0,0.4189470112323761
518,only the single number 1,eliminate all multiples of 1,0.0,0.4225636124610901
0,Seine,Epte,0.0,0.42302757501602173
98,stoking,Mechanical stoker,1.0,0.42492491006851196
123,world's oceans,"in the Earth's biosphere, air, sea and land",0.0,0.4254662096500397
609,informal,Informal rule is generally less costly,1.0,0.4280252158641815
802,P is not equal to NP,not equal,1.0,0.42853009700775146
770,A deterministic Turing machine,deterministic,1.0,0.4287717938423157
354,legitimacy of a particular law,laws,1.0,0.4302455186843872
152,Germany,Italy,0.0,0.43057823181152344
119,ozone,Trioxygen,2.0,0.4322359561920166
406,28,42,0.0,0.4327399730682373
653,city,Demographically,0.0,0.43415284156799316
941,reciprocating steam engines,reciprocating,1.0,0.43634361028671265
724,"Newton's Universal Gravitation Constant,",dimensional constant,0.0,0.43817368149757385
456,"5,000","around 15,000",0.0,0.43843546509742737
650,1688–1692,1677–1683,0.0,0.4389582574367523
510,other scientific bodies,scientific papers and independently documented results,1.0,0.43961355090141296
1,Norman mercenary,an Italo-Norman named Raoul,1.0,0.43965011835098267
387,0.5,6.1,0.0,0.4402221441268921
142,first oil shock,shock,1.0,0.4405044913291931
105,photosynthesis,living organisms,0.0,0.4412009119987488
782,deterministic sorting algorithm quicksort,quicksort,2.0,0.4414304494857788
557,Ice Ages,geological period,1.0,0.4414890706539154
423,prices,function of market price of skill,0.0,0.44190216064453125
238,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets","large-scale, distributed, survivable communications network",1.0,0.4467008113861084
217,comb-bearing,"""comb"" and the Greek suffix -φορος meaning ""carrying""",2.0,0.44692909717559814
933,first,first century AD,1.0,0.4476567506790161
290,Oedipus,Antigone,0.0,0.4487137496471405
419,reduce costs and maximize profits,raises the productivity of each worker,1.0,0.4490356743335724
905,in protest against the occupation of Prussia by Napoleon,in protest,1.0,0.45247048139572144
233,circuit switching is characterized by a fee per unit of connection time,a method which pre-allocates dedicated network bandwidth specifically for each communication session,0.0,0.45736953616142273
699,General relativity,coherent theory of quantum gravity,0.0,0.45977380871772766
282,in obtaining cost-effective medication and avoiding the unnecessary use of medication that may have side-effects,"the physician has a financial self-interest in ""diagnosing"" as many conditions as possible",0.0,0.4604029059410095
533,Netherlands,Germany,0.0,0.4618900418281555
666,few British troops,not have any standing forces,0.0,0.4627007246017456
771,A probabilistic Turing machine,probabilistic,1.0,0.4629509747028351
309,head of government,public official,1.0,0.46398094296455383
832,business,major business districts,1.0,0.46414509415626526
71,October 2016,2013,0.0,0.4647738039493561
254,That the plague was caused by bad air,great pestilence in the air,1.0,0.46663206815719604
100,liquid,gaseous,0.0,0.46672797203063965
774,the machines operate deterministically,deterministically,1.0,0.4704359471797943
2,1018,1064,0.0,0.47176623344421387
92,turbine,electric motors,0.0,0.4720921516418457
214,cnidarians,Ctenophores,1.0,0.4727778136730194
145,After 1971,1973–1974,1.0,0.47420555353164673
89,increase in the land available for cultivation,farm tractors,0.0,0.47929832339286804
319,(Exodus 1: 15-19),Book of Exodus,1.0,0.48435792326927185
542,Lake Rhine,Seerhein,2.0,0.4854399561882019
58,Video On Demand,(HDTV),0.0,0.48582348227500916
498,available information about climate change based on published sources,peer-reviewed sources,0.0,0.4858899712562561
764,a single output,single,1.0,0.48958247900009155
623,blank spaces on contemporary maps,maps,1.0,0.4902481436729431
912,Irish linen industry,linen,1.0,0.49083831906318665
880,representatives,representatives elected to either house of parliament,1.0,0.49346688389778137
223,large pharynx,large cilia,0.0,0.4947029948234558
318,civil disobedience,lawbreaking,1.0,0.49730926752090454
506,Ten,14,0.0,0.49933063983917236
505,14,Ten,0.0,0.49933063983917236
572,votes,outcome,0.0,0.5001831650733948
545,Lindau,Mainau,0.0,0.5029944181442261
263,younger than the fault,younger,1.0,0.5037850141525269
737,centripetal,unbalanced centripetal force,1.0,0.5071896314620972
230,"8,525","62,528",0.0,0.5076561570167542
7,concrete,abstract,0.0,0.5078219175338745
197,the Last Glacial Maximum (LGM) and subsequent deglaciation,rainfall in the basin during the LGM was lower than for the present,0.0,0.508452832698822
537,"Rhine-kilometers""",kilometres,1.0,0.5087727904319763
703,standard measurement scale,precise operational definitions,0.0,0.5096134543418884
70,major car brands,car,1.0,0.511971652507782
351,suspect's talking to criminal investigators,responding to investigators' questions,1.0,0.5127239227294922
41,Port of San Diego,Port of Long Beach,0.0,0.5136827230453491
719,antiparallel,antisymmetric,0.0,0.513752818107605
568,Scottish Parliament Building,Edinburgh,0.0,0.5258982181549072
652,Pole Mokotowskie,Mokotów,1.0,0.5310677289962769
436,gender inequality in education,education,1.0,0.5415893793106079
741,kilogram-force,pound-force,1.0,0.5418384075164795
710,applied,applied force,0.0,0.5432232618331909
908,"""Apologie""","Apologie"" of William the Silent",1.0,0.5459622144699097
503,"Jones et al. 1998, Pollack, Huang & Shen 1998, Crowley & Lowery 2000 and Briffa 2000",Jones et al. and Briffa reconstructions,1.0,0.5465237498283386
879,most seats,the most seats in the Legislative Assembly,1.0,0.5469455718994141
426,low demand,high supply,0.0,0.5479670166969299
434,optional education,education,1.0,0.5507045984268188
561,1935,1930,0.0,0.5571914315223694
415,value added by different classifications of workers,"value added by labor, capital and land",1.0,0.5615529417991638
3,Isaac Komnenos,Isaac,1.0,0.5643110275268555
785,single-tape Turing machines,single-tape,1.0,0.5687781572341919
697,Newton's First,first law,1.0,0.5699639320373535
181,"a citizen or company can invoke a Directive, not just in a dispute with a public authority, but in a dispute with another citizen or company","a citizen may rely on the Directive in such an action (so called ""vertical"" direct effect)",1.0,0.573687732219696
497,United Nations Environment Programme,UNEP,2.0,0.5745514035224915
733,pressure terms,stress tensor,0.0,0.5752233266830444
206,‘combs’ – groups of cilia,cilia,1.0,0.5757176876068115
334,illegal acts,symbolic illegal protests,1.0,0.5761456489562988
854,essentials,"only ""essentials""",1.0,0.5773360133171082
649,Masovian gothic,Gothic architecture,1.0,0.5776784420013428
656,Chevrolet Aveo,Aveo,1.0,0.5778960585594177
314,The individual,individuals,2.0,0.5810683965682983
535,Gaulish name Rēnos,Rhenus,2.0,0.5817244052886963
168,European Parliament and the Council of the European Union,the Treaties establishing the European Union,0.0,0.5838679671287537
746,Seljuk Turks,"the Pechenegs, the Bulgars, and especially the Seljuk Turks",1.0,0.5866422057151794
413,"differences in value added by labor, capital and land",differences in value added by different classifications of workers,1.0,0.5906699299812317
339,pure speech,forbidden speech,0.0,0.5924772620201111
772,A non-deterministic Turing machine,non-deterministic,1.0,0.5933051109313965
125,climate,temperatures,0.0,0.5964871644973755
242,User Datagram Protocol,the datagram model,0.0,0.5966176986694336
186,Jean-Marc Bosman,the Belgian Football Association v Bosman,1.0,0.59669429063797
99,electrical generator,a turbo generator set with propulsion provided by electric motors,2.0,0.5969418883323669
249,The Computer Science Network,a computer network funded by the U.S. National Science Foundation (NSF),1.0,0.5977858304977417
375,competing harms defense,necessity defense,1.0,0.5988601446151733
765,A function problem,function,1.0,0.6001387238502502
736,rotational equivalent for position,rotation,1.0,0.6081159710884094
509,regional burden sharing conflicts,varying regional cost-benefit analysis and burden-sharing conflicts with regard to the distribution of emission reductions,1.0,0.6087393164634705
551,Duisport,Duisburg,2.0,0.6095007658004761
582,MSPs,leaders of the opposition parties and other MSPs,1.0,0.6102262735366821
893,their own militia,the Huguenots had their own militia,1.0,0.6115288734436035
840,substantially increased the asking price,that BSkyB had substantially increased the asking price for the channels,1.0,0.6131139993667603
814,demographics and economic ties,economic,1.0,0.6135061979293823
821,free,a free state,1.0,0.6160750389099121
87,1530,1523,0.0,0.6174499988555908
74,Premier,Premier of Victoria,1.0,0.617796003818512
936,electric,electric heating element,1.0,0.6187703609466553
658,festivals,events,0.0,0.6229837536811829
819,beaches,for its popular beaches,1.0,0.6230546832084656
389,National School,National Type,0.0,0.6237790584564209
277,creating a comprehensive drug therapy plan for patient-specific problems,identifying goals of therapy,1.0,0.6239813566207886
781,time,time complexity,1.0,0.6242532730102539
693,unnatural,natural motion,0.0,0.6246156692504883
17,upper bound,upper and lower bounds,1.0,0.6247723698616028
504,18 July 2000,May 2000,0.0,0.6288352012634277
856,no,no indication,1.0,0.6296578049659729
69,2009,7 February 2009,1.0,0.6304848194122314
885,Amboise plot,Amboise,1.0,0.6325861215591431
20,NP,P,1.0,0.6375851631164551
532,Europe,Germany,0.0,0.6377252340316772
54,free-to-view,free-to-air,1.0,0.6389004588127136
680,Washington and Thomas Gage,George Washington,1.0,0.6399811506271362
429,top tax rate,progressive tax,0.0,0.6411492228507996
727,Maxwell,James Clerk Maxwell,2.0,0.6415772438049316
937,port,additional port,1.0,0.6419399976730347
801,suspected to be unequal,unequal,1.0,0.6434152126312256
270,health care professional,pharmacy health care,1.0,0.6447721719741821
381,ENR,Engineering News-Record (ENR),2.0,0.6501399278640747
922,Huguenots furnished two new regiments,two new regiments,1.0,0.650273859500885
920,"John Pell, Lord of Pelham Manor",John Pell,2.0,0.6506475210189819
930,three,three or four,1.0,0.6518702507019043
51,BSkyB,British Sky Broadcasting,2.0,0.6533950567245483
491,cytotoxic or immunosuppressive drugs,Cytotoxic drugs,1.0,0.6548293828964233
833,business,business districts,1.0,0.6555831432342529
790,Karp reductions and Levin reductions,"Cook reductions, Karp reductions",1.0,0.6569349765777588
932,lengthening rubbing surfaces of the valve,lengthening rubbing surfaces,1.0,0.6651907563209534
831,business,major business,1.0,0.6664767265319824
134,oxygen and hydrogen,Oxygen gas,1.0,0.6676637530326843
928,Wales,south Wales,1.0,0.6677762269973755
108,Philo of Byzantium,Philo,1.0,0.6697150468826294
66,Labor,Australian Labor Party,1.0,0.6721486449241638
209,sequential,simultaneous,0.0,0.6757146120071411
12,the instance,the size of the instance,1.0,0.6792871356010437
203,10% of the carbon stores,10%,1.0,0.6878475546836853
407,mild,mild and sunny.,1.0,0.6903566718101501
160,Japanese imports,Japanese,1.0,0.6928590536117554
576,Scottish Parliament,Parliament,1.0,0.6946301460266113
18,the bound on the complexity of reductions,types of reductions,1.0,0.6953393220901489
917,double or triple non-French linguistic origins,non-French linguistic origins,1.0,0.6961367130279541
103,high-altitude ozone layer,ozone,1.0,0.6970816254615784
64,National Party,Nationals,1.0,0.6975024938583374
806,Presburger arithmetic,Presburger,1.0,0.7004760503768921
631,The British Empire,The British,1.0,0.7014511823654175
269,regulates the practice of pharmacists and pharmacy technicians,governing body for pharmacy health care professionals,1.0,0.7037794589996338
84,1562,1564,0.0,0.7055824398994446
794,Turing machines,deterministic Turing machines,1.0,0.7058678269386292
129,satellite platform,satellites,2.0,0.7066099643707275
862,National Party,National Party of Australia,1.0,0.7069269418716431
701,Newton's Third,The third law,1.0,0.7104904055595398
16,lower bounds,lower,1.0,0.7123061418533325
49,January 2010,February 2011,0.0,0.7142060995101929
823,southern,southern California,1.0,0.7151722311973572
890,the British Landgrave Edmund Bellinger,Edmund Bellinger,2.0,0.7192833423614502
39,Riverside,Downtown Riverside,1.0,0.7199459075927734
891,Pons,Pons in France,1.0,0.7201470136642456
63,Liberal Party,Liberals,1.0,0.7203707695007324
911,flax cultivation,flax,1.0,0.7244729995727539
878,760 mm,760 mm (2 ft 6 in) narrow gauge lines,1.0,0.7254521250724792
881,sports,sports tourism,1.0,0.7274377942085266
760,round trip through all sites in Milan,asking for a round trip through all sites in Milan whose total length is at most 10 km,1.0,0.7282834053039551
750,Deabolis,the river Deabolis,1.0,0.7283285856246948
439,unions,union membership,1.0,0.7289965152740479
934,late,late part,1.0,0.7308595180511475
624,nineteenth-century cartographic techniques,nineteenth-century maps,2.0,0.7326672077178955
839,VideoGuard,VideoGuard pay-TV,1.0,0.7327717542648315
827,Peninsular,Peninsular Ranges,1.0,0.733523428440094
744,Catholic,Catholic orthodoxy,1.0,0.7336534857749939
487,"blood–brain barrier, blood–cerebrospinal fluid barrier",fluid–brain barriers,2.0,0.7338681221008301
857,basic channels,the carriage of their respective basic channels,1.0,0.7342593669891357
514,prime ideals,prime elements,0.0,0.7353872060775757
138,oxygen supplementation,Oxygen therapy,2.0,0.7373335361480713
916,"little Hugos, or those who want Hugo",little Hugos,1.0,0.7378982305526733
868,curriculum,curriculum standards,2.0,0.7387247681617737
19,if every problem in C can be reduced to X,problem in C is harder than X,0.0,0.7405028939247131
274,pharmacists practicing in hospitals,clinical pharmacists,2.0,0.7421435117721558
843,share recordings,to share recordings and other media,1.0,0.7422839403152466
826,Mediterranean,a Mediterranean climate,1.0,0.7466819286346436
895,"""Huguenot Street Historic District"" in New Paltz",Huguenot Street Historic District,1.0,0.7470365762710571
835,Southern,Southern California,1.0,0.747328519821167
791,polynomial-time reduction,polynomial-time,1.0,0.7473481297492981
44,Sky plc,British Sky Broadcasting Group plc,2.0,0.7473927140235901
812,10 counties,10,1.0,0.7495402693748474
844,2016,later in 2016,1.0,0.7505000829696655
433,access to education,Education,1.0,0.7508819103240967
876,"1,600 mm","1,600 mm (5 ft 3 in) broad gauge",1.0,0.7520220279693604
811,time and space,definitions of time and space complexity,1.0,0.7536633014678955
432,the Gini index,Gini,2.0,0.7554922699928284
745,Viking,"Norseman, Viking",1.0,0.7556645274162292
126,oxygen-18,oxygen-16,0.0,0.7567450404167175
81,surnames,names,1.0,0.7568175792694092
866,state or government,state or government schools,1.0,0.7598007321357727
935,several hundred,several hundred horsepower,1.0,0.761376678943634
323,civil rebellion,rebellion,1.0,0.7645164728164673
231,99,State Route 99,1.0,0.7655721306800842
763,arbitrary graph,arbitrary,1.0,0.7671263217926025
783,the computational model,specific details of the computational model used,2.0,0.7696022987365723
587,a number of qualifications,qualifications,2.0,0.7712004780769348
179,article 30,TFEU article 30,1.0,0.771278977394104
422,workers wages,wages,2.0,0.7716720104217529
931,quadruple expansion engines,quadruple,1.0,0.7740842700004578
777,state transitions,"the total number of state transitions, or steps",1.0,0.7755905985832214
768,Cobham's thesis,Cobham's,1.0,0.7761605978012085
927,Abercynon,Abercynon in south Wales,2.0,0.7798302173614502
804,exponential-time algorithms,exponential-time,1.0,0.7803338766098022
909,the doctrine of transubstantiation,doctrine of transubstantiation during Mass,1.0,0.7814109325408936
171,the Commission,The European Commission,1.0,0.7820451259613037
430,tax system,progressive tax system,1.0,0.7822669744491577
638,During the 16th and 17th centuries,17th century,1.0,0.7829660177230835
798,second level,second,1.0,0.7833880186080933
907,12 May 1705,1705,1.0,0.7855132222175598
43,Chivas USA,Chivas,2.0,0.7864738702774048
761,binary alphabet,binary,1.0,0.7867181301116943
120,UV,ultraviolet,2.0,0.7877116799354553
859,Buckland Valley,Buckland Valley near Bright,2.0,0.787803590297699
918,Jean Cauvin (John Calvin),Jean Cauvin,2.0,0.7884398102760315
8,instances,the instance,2.0,0.7895278930664062
797,polynomial time hierarchy,polynomial time,1.0,0.7962080836296082
830,Puente Hills,the Puente Hills Fault,1.0,0.7972205281257629
858,diversified,highly diversified,1.0,0.7972425222396851
754,William II,Duke William II,2.0,0.7976406812667847
762,adjacency matrices,directly via their adjacency matrices,2.0,0.8012793660163879
296,doctrine of Satyagraha,Satyagraha,1.0,0.801898181438446
888,at the Cape of Good Hope,Cape of Good Hope,2.0,0.8027035593986511
767,an increase in the input size,input size,1.0,0.8053721785545349
925,Rankine,Rankine cycle,1.0,0.809550404548645
188,shipping toxic waste,toxic waste,1.0,0.8102617859840393
769,polynomial time algorithm,polynomial time,1.0,0.8126423954963684
780,complexity measure,complexity,1.0,0.8155623078346252
759,determine the practical limits on what computers can and cannot do,what computers can and cannot do,2.0,0.8190674781799316
447,among states in the US with larger income inequalities,countries with bigger income inequalities,1.0,0.8205916285514832
101,oxides,oxide compounds,1.0,0.8208006024360657
906,the Catholic Church in the region,Catholic Church,1.0,0.821165919303894
792,polynomial time,polynomial,1.0,0.8212277889251709
889,"Charleston, South Carolina",Charleston,1.0,0.8220678567886353
904,"Charleston, South Carolina",Charleston,1.0,0.8220678567886353
52,DVB-S2,DVB-compliant MPEG-2,0.0,0.8225463628768921
805,NP-complete problems,NP-complete,2.0,0.8227547407150269
829,San Andreas,the San Andreas Fault,1.0,0.8242021203041077
877,"1,435 mm","1,435 mm (4 ft 8 1⁄2 in) standard gauge",1.0,0.8270649909973145
175,qualified majority,a majority,2.0,0.8273261189460754
825,Orange,Orange Counties,1.0,0.8275730609893799
837,an official school sport,an official school,1.0,0.8294779062271118
127,lower global temperatures,lower temperatures,2.0,0.830136239528656
849,1991,autumn of 1991,1.0,0.831133246421814
786,Cobham-Edmonds thesis,Cobham-Edmonds,1.0,0.8340912461280823
898,the revocation of the Edict of Nantes,Edict of Nantes,1.0,0.834349513053894
65,The Greens,Australian Greens,1.0,0.8354678750038147
902,the founding of new Protestant churches,founding of new Protestant churches in Catholic-controlled regions,1.0,0.8363409042358398
903,wine industry,wine,1.0,0.8363436460494995
775,unusual resources,more unusual resources,2.0,0.8371004462242126
565,Parliament of the United Kingdom,The British Parliament,2.0,0.8373710513114929
813,economic center,major economic center,2.0,0.8373976945877075
11,set of triples,triple,1.0,0.8397619128227234
778,computational resource,computational,1.0,0.8404644131660461
106,nitroaereus,spiritus nitroaereus,1.0,0.8421741724014282
899,"Kent, particularly Sandwich, Faversham and Maidstone","Sandwich, Faversham and Maidstone",1.0,0.8438518047332764
784,linear time,linear,1.0,0.844520092010498
923,Federal Minister of the Interior,Minister of the Interior,2.0,0.8456091284751892
112,Earth's crustal rock,Earth's crust,2.0,0.8457396030426025
940,cylinder volume,cylinder,1.0,0.846250057220459
910,Williamite war,Williamite,1.0,0.8471804857254028
915,they were accepted and allowed to worship freely,allowed to worship freely,1.0,0.8477653861045837
121,seawater,sea water,2.0,0.8485066890716553
184,the Charter of Fundamental Rights of the European Union,the Charter of Fundamental Rights of the European Union of 7,2.0,0.849105179309845
924,solar,solar power,1.0,0.8510974049568176
824,international metropolitan,an international metropolitan region,1.0,0.8512905836105347
861,Liberal Party,Liberal Party of Australia,1.0,0.8518852591514587
756,King Malcolm III of Scotland,King Malcolm III,2.0,0.8521407842636108
855,Sky TV bills,"claimants' ""Sky TV bills",1.0,0.8531115651130676
872,freight services,freight,1.0,0.8538594245910645
758,inherent difficulty,their inherent difficulty,2.0,0.8550105094909668
