,answer1,answer2,label,bert_score
240,"connection-oriented operations. But X.25 does it at the network layer of the OSI Model. Frame Relay does it at level two, the data link layer",a handshake between the communicating parties before any user packets are transmitted,0.0,0.3790166676044464
732,stress tensor,deformations,0.0,0.3796471953392029
352,"lack of understanding of the legal ramifications,",a suspect's talking to criminal investigators,0.0,0.38080722093582153
700,fixed,an equality,0.0,0.38086217641830444
27,15,Riverside,0.0,0.383090615272522
409,about 3.5 billion people,50%,0.0,0.3848932385444641
238,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets","large-scale, distributed, survivable communications network",1.0,0.38499554991722107
287,the British,communist governments,0.0,0.38642454147338867
309,head of government,public official,1.0,0.3869713544845581
698,the same,a Galilean transformation,0.0,0.3873990774154663
20,NP,P,1.0,0.3878518342971802
390,60,all,0.0,0.38878923654556274
373,not being a civil disobedient,conscientious lawbreakers must be punished,0.0,0.389229416847229
473,south,the western frontier,0.0,0.38923877477645874
306,citizen's,head of government,0.0,0.389661967754364
336,entirely symbolic,harassment,0.0,0.39015093445777893
564,in which it can make laws,"powers that are ""reserved"" to the Parliament of the United Kingdom",0.0,0.39022690057754517
513,the statistical behaviour,distribution,0.0,0.39038291573524475
573,not a Scottish minister,may be of interest to a particular area such as a member's own constituency,0.0,0.3907930552959442
42,NFL,Professional,0.0,0.3911600708961487
699,General relativity,coherent theory of quantum gravity,0.0,0.3918065130710602
672,protect the King's land in the Ohio Valley from the British,"he moved south, he drove off or captured British traders",0.0,0.39213407039642334
502,"""Variations of Snow and Ice in the past and at present on a Global and Regional Scale""",the IPCC from the WWF report,0.0,0.3923722505569458
714,Galileo,Aristotle's,0.0,0.39288800954818726
146,ten times more,a hundred,0.0,0.39487025141716003
572,votes,outcome,0.0,0.3948705792427063
418,rising levels of property income,downward pressure on wages,0.0,0.39692261815071106
280,"cancer, hepatitis, and rheumatoid arthritis",chronic and complex disease states,1.0,0.3982221186161041
232,Davies is credited with coining the modern name packet switching and inspiring numerous packet switching networks in Europe,Donald Davies,1.0,0.3985326290130615
705,Associating forces with vectors,know both the magnitude and the direction of both forces to calculate the result,0.0,0.4008871018886566
72,government-owned,several private and public railway operators,0.0,0.4011152982711792
437,period of compression,decrease in wages,0.0,0.40113893151283264
410,the methodology used,"""silly argument"" and ""a non-issue . . . a diversion.""",0.0,0.4014310836791992
534,1st century BC,Roman-era,0.0,0.4031980335712433
530,the smallest subfield,Q or the finite field with p elements,0.0,0.4040091335773468
147,renewal of hostilities in the Arab–Israeli conflict,.,0.0,0.4056829810142517
648,plain Vistula terraces,highest terrace,0.0,0.4072994291782379
590,its supporters,Scholars and observers,0.0,0.4078139066696167
481,Chinese physicians were brought along military campaigns by the Mongols,to other parts of the empire,0.0,0.40830206871032715
247,A user or host could call a host on a foreign network by including the DNIC of the remote network as part of the destination address,the interconnection of national X.25 networks,0.0,0.4088759124279022
517,Euler's totient function,sum of divisors function,0.0,0.4090537130832672
372,breaking the law for self-gratification,it would undermine the law by encouraging general disobedience,0.0,0.4102634787559509
397,30% loss,$12 billion,0.0,0.41243258118629456
313,elite politicians,individuals,0.0,0.4128063917160034
403,voters approved the plan,governments merged to create the Consolidated City of Jacksonville,0.0,0.41312962770462036
477,"Tang, Song, as well as Khitan Liao and Jurchen Jin dynasties",native Chinese dynasties,1.0,0.41472128033638
139,organic compounds,solvents,0.0,0.41568902134895325
192,Cretaceous–Paleogene extinction event,dinosaurs,0.0,0.41576269268989563
566,majority,40%,0.0,0.41738203167915344
75,$8.7 billion,24%,0.0,0.41788190603256226
405,tallest building in Downtown Jacksonville,"tallest precast, post-tensioned concrete structure",1.0,0.4192805588245392
319,(Exodus 1: 15-19),Book of Exodus,1.0,0.4197027385234833
568,Scottish Parliament Building,Edinburgh,0.0,0.41991251707077026
694,impetus,gravity,0.0,0.4200023412704468
100,liquid,gaseous,0.0,0.42038387060165405
229,1885,July 1982 to June 1983,0.0,0.4204825460910797
222,"""zip"" the mouth shut",streamlines the front of the animal,0.0,0.42097023129463196
733,pressure terms,stress tensor,0.0,0.42144036293029785
475,26 seconds off the modern Gregorian calendar,365.2425 days of the year,0.0,0.4217803180217743
605,Christian Whiton,George W. Bush,0.0,0.42199060320854187
613,ideological,commercial,0.0,0.42336782813072205
89,increase in the land available for cultivation,farm tractors,0.0,0.4234755337238312
419,reduce costs and maximize profits,raises the productivity of each worker,1.0,0.42355459928512573
667,"mustered local militia companies, generally ill trained and available only for short periods, to deal with native threats, but did not have any standing forces.",militia support,0.0,0.4256365895271301
557,Ice Ages,geological period,1.0,0.4262698292732239
494,protein A,G,0.0,0.42726778984069824
678,"regain authority over his own people. They had been inclined to support the French, with whom they had long trading relationships",had promised,0.0,0.4273321032524109
282,in obtaining cost-effective medication and avoiding the unnecessary use of medication that may have side-effects,"the physician has a financial self-interest in ""diagnosing"" as many conditions as possible",0.0,0.4282142221927643
92,turbine,electric motors,0.0,0.4289624094963074
707,respective lines of application,their effects on the motion of the body,0.0,0.43038541078567505
284,expected to become more integral within the health care system,patient care skills,0.0,0.43072640895843506
635,the Monroe Doctrine,through policies,0.0,0.4309605062007904
471,Song dynasty,Mongol Empire,0.0,0.4319038987159729
776,time,non-deterministic time,1.0,0.4356365501880646
30,southern,the desert,0.0,0.4359545111656189
204,to help strengthen their territorial claims,map out their ancestral lands,0.0,0.4375671148300171
690,"disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession",elimination of French power,0.0,0.43858814239501953
411,a diversion,the basis of the methodology used,0.0,0.43905824422836304
696,friction,gravity,0.0,0.4394356906414032
498,available information about climate change based on published sources,peer-reviewed sources,0.0,0.4414404034614563
693,unnatural,natural motion,0.0,0.44181329011917114
113,Avogadro's law,the correct interpretation of water's composition,0.0,0.44536319375038147
90,steam turbines,internal combustion engines,0.0,0.445916086435318
579,in the relevant committee or committees,the whole Parliament,0.0,0.44710949063301086
199,one in five,"2,200",0.0,0.4472823441028595
520,only three divisions,only for those m that are prime,0.0,0.448607861995697
518,only the single number 1,eliminate all multiples of 1,0.0,0.45011112093925476
7,concrete,abstract,0.0,0.451262891292572
539,Switzerland,Liechtenstein,0.0,0.45203179121017456
677,"with Tanaghrisson and his party, surprised the Canadians on May 28 in what became known as the Battle of Jumonville Glen",killed many of the Canadians,0.0,0.45213526487350464
458,several regional colleges and universities,"Des Moines College, Kalamazoo College, Butler University, and Stetson University",0.0,0.45229867100715637
728,quantum mechanics,the work of leading theoretical physicists,1.0,0.45270517468452454
21,graph isomorphism problem,the discrete logarithm problem,0.0,0.45296043157577515
198,data sampling is biased away from the center of the Amazon basin,practical limitations of working in the rainforest,1.0,0.4533829987049103
719,antiparallel,antisymmetric,0.0,0.4540092945098877
243,as a means to help the state's educational and economic development,to explore computer networking between three of Michigan's public universities,1.0,0.45403140783309937
467,Arthur H. Compton,Robert A. Millikan,0.0,0.4546014666557312
441,less willing to travel or relocate,women not taking jobs due to marriage or pregnancy,0.0,0.4560549855232239
659,primarily along the frontiers between New France and the British colonies,Virginia in the South to Nova Scotia in the North,0.0,0.4572272300720215
365,likelihood of repeating,a lack of remorse,0.0,0.4578448534011841
223,large pharynx,large cilia,0.0,0.45966652035713196
736,rotational equivalent for position,rotation,1.0,0.4599936306476593
1,Norman mercenary,an Italo-Norman named Raoul,1.0,0.46071943640708923
277,creating a comprehensive drug therapy plan for patient-specific problems,identifying goals of therapy,1.0,0.4609210789203644
661,expulsion of the Acadians,deportation,0.0,0.4629230201244354
665,"from Nova Scotia and Newfoundland in the north, to Georgia in the south",eastern coast of the continent,0.0,0.4632689952850342
177,"by assuming the task of interpreting the treaties, and accelerating economic and political integration",has the ability to expand and develop the law according to the principles it deems to be appropriate,0.0,0.4634045362472534
414,marginal value added of each economic actor,differences in value,0.0,0.46453794836997986
435,savings and investment,"education,",0.0,0.4647730588912964
510,other scientific bodies,scientific papers and independently documented results,1.0,0.4649069607257843
245,"Ethernet attached hosts, and eventually TCP/IP and additional public universities in Michigan join the network",the network was enhanced,1.0,0.465376615524292
417,less workers are required,"raises the productivity of each worker,",1.0,0.4663258194923401
201,One in five,"1,294",0.0,0.4675781726837158
724,"Newton's Universal Gravitation Constant,",dimensional constant,0.0,0.4687437117099762
657,Medical University of Warsaw,National Defence University,0.0,0.47017955780029297
470,Yuán Cháo,元朝,0.0,0.47076088190078735
307,the head of government would be acting in her or his capacity as public official,"two public agencies, especially two equally sovereign branches of government, conflict",0.0,0.47099605202674866
929,lower-pressure boiler feed water,water,1.0,0.4722564220428467
197,the Last Glacial Maximum (LGM) and subsequent deglaciation,rainfall in the basin during the LGM was lower than for the present,0.0,0.4746094346046448
527,identity,algebraic,0.0,0.4757382869720459
217,comb-bearing,"""comb"" and the Greek suffix -φορος meaning ""carrying""",2.0,0.47881224751472473
547,plants and factories,industry,1.0,0.47890302538871765
186,Jean-Marc Bosman,the Belgian Football Association v Bosman,1.0,0.4798811972141266
645,at the right bank of the Vistula,by the eastern border,0.0,0.4810006320476532
254,That the plague was caused by bad air,great pestilence in the air,1.0,0.4813079535961151
476,a period of foreign domination,continuation of the Mongol Empire,0.0,0.48414498567581177
269,regulates the practice of pharmacists and pharmacy technicians,governing body for pharmacy health care professionals,1.0,0.48767584562301636
324,violence,non-violent,0.0,0.48807594180107117
375,competing harms defense,necessity defense,1.0,0.4903416335582733
541,parallel to the canalized Rhine,into the lake,0.0,0.4914231598377228
697,Newton's First,first law,1.0,0.49351540207862854
81,surnames,names,1.0,0.4959779977798462
200,"40,000",tens of thousands,1.0,0.4964565634727478
169,international law,case law by the Court of Justice,0.0,0.49683091044425964
651,1775–1795,1696,0.0,0.49720245599746704
384,Orthodox Christians,Roman Catholic,0.0,0.4980649948120117
103,high-altitude ozone layer,ozone,1.0,0.49957558512687683
919,acted increasingly aggressively to force the Huguenots to convert,aggressively,1.0,0.49978017807006836
712,spring reaction force,the force of gravity,0.0,0.5022919774055481
3,Isaac Komnenos,Isaac,1.0,0.505486011505127
537,"Rhine-kilometers""",kilometres,1.0,0.5075640082359314
355,does not infringe the rights of others,don't believe in the legitimacy of any government,0.0,0.508121907711029
262,second scale shows the most recent eon with an expanded scale,compresses the most recent era,1.0,0.5097693204879761
538,Austria,Liechtenstein,0.0,0.5098183155059814
516,the sum of divisors function,relationship of the number to its corresponding value of Euler's totient function,0.0,0.5122935175895691
383,the project coordinator,the architect or engineer,0.0,0.5130243301391602
354,legitimacy of a particular law,laws,1.0,0.5144339799880981
156,British Prime Minister Edward Heath,British,1.0,0.5175280570983887
220,pump water out of the mesoglea,pump,1.0,0.5217310190200806
181,"a citizen or company can invoke a Directive, not just in a dispute with a public authority, but in a dispute with another citizen or company","a citizen may rely on the Directive in such an action (so called ""vertical"" direct effect)",1.0,0.5220381617546082
66,Labor,Australian Labor Party,1.0,0.5235695242881775
658,festivals,events,0.0,0.5250509977340698
264,older than the fault,younger,0.0,0.527006983757019
612,political focus,ideological,0.0,0.5276502370834351
404,"""Bold New City of the South""",Consolidated City of Jacksonville,1.0,0.5302765369415283
533,Netherlands,Germany,0.0,0.5310124158859253
423,prices,function of market price of skill,0.0,0.5320309400558472
865,2009,the 2009 southeastern Australia heat wave,1.0,0.533159077167511
571,Gaelic,"Scots, Gaelic, or any other language with the agreement of the Presiding Officer",1.0,0.5334181189537048
701,Newton's Third,The third law,1.0,0.5356194376945496
350,not to grant a consent search,not to talk to police officers,0.0,0.5379422903060913
468,Yuan T. Lee,Glenn T. Seaborg,0.0,0.5448740124702454
563,Following a referendum in 1997,1998,0.0,0.5455079078674316
162,A decade after the 1973,1981,1.0,0.5462020039558411
723,the Moon,the mass () and the radius () of the Earth,0.0,0.5475337505340576
933,first,first century AD,1.0,0.5483112931251526
599,Algeria,Afghanistan,0.0,0.5504394173622131
149,American aid to Israel,Nixon requested Congress to appropriate $2.2 billion in emergency aid to Israel,1.0,0.5521548986434937
260,the convecting mantle,convection of the mantle,2.0,0.5526869297027588
135,Chemical,chemical oxygen generators or oxygen candles,1.0,0.5547398924827576
609,informal,Informal rule is generally less costly,1.0,0.5571815371513367
99,electrical generator,a turbo generator set with propulsion provided by electric motors,2.0,0.5575502514839172
389,National School,National Type,0.0,0.5595411658287048
912,Irish linen industry,linen,1.0,0.5612680315971375
123,world's oceans,"in the Earth's biosphere, air, sea and land",0.0,0.5627354383468628
680,Washington and Thomas Gage,George Washington,1.0,0.5628210306167603
832,business,major business districts,1.0,0.562986433506012
695,Galileo,Galileo Galilei,2.0,0.5635877847671509
429,top tax rate,progressive tax,0.0,0.5641831755638123
118,weight,that increase was the same as the weight of the air that rushed back in,0.0,0.5653083920478821
825,Orange,Orange Counties,1.0,0.5654127597808838
506,Ten,14,0.0,0.5656170845031738
505,14,Ten,0.0,0.5656170845031738
834,Orange,Orange County,1.0,0.5669916868209839
878,760 mm,760 mm (2 ft 6 in) narrow gauge lines,1.0,0.5676712393760681
231,99,State Route 99,1.0,0.571305513381958
873,passenger,"extensive, electrified, passenger system",1.0,0.5714920163154602
787,complexity class P,P,2.0,0.5723453760147095
174,a majority,a Commission proposal,0.0,0.5727883577346802
249,The Computer Science Network,a computer network funded by the U.S. National Science Foundation (NSF),1.0,0.5747384428977966
63,Liberal Party,Liberals,1.0,0.5763348937034607
334,illegal acts,symbolic illegal protests,1.0,0.5782695412635803
623,blank spaces on contemporary maps,maps,1.0,0.5783030390739441
880,representatives,representatives elected to either house of parliament,1.0,0.5826645493507385
637,"""internal colonialism""",internal,0.0,0.5826873779296875
507,9–88 cm,0.5–1.4 m,0.0,0.5847134590148926
71,October 2016,2013,0.0,0.587356686592102
70,major car brands,car,1.0,0.5877045392990112
608,"""informal"" imperialism",Informal rule,1.0,0.5895671844482422
727,Maxwell,James Clerk Maxwell,2.0,0.5896415710449219
142,first oil shock,shock,1.0,0.5899425745010376
532,Europe,Germany,0.0,0.5994718074798584
209,sequential,simultaneous,0.0,0.6007716655731201
244,an interactive host to host connection was made between the IBM mainframe computer systems at the University of Michigan in Ann Arbor and Wayne State,the CDC mainframe at Michigan State University in East Lansing,1.0,0.6007912755012512
357,Guilt implies wrong-doing,guilty of doing no wrong,0.0,0.6017999053001404
582,MSPs,leaders of the opposition parties and other MSPs,1.0,0.602720320224762
782,deterministic sorting algorithm quicksort,quicksort,2.0,0.6065559387207031
18,the bound on the complexity of reductions,types of reductions,1.0,0.608423113822937
125,climate,temperatures,0.0,0.608505129814148
145,After 1971,1973–1974,1.0,0.60927814245224
439,unions,union membership,1.0,0.6095173954963684
426,low demand,high supply,0.0,0.6098394393920898
819,beaches,for its popular beaches,1.0,0.6113473176956177
351,suspect's talking to criminal investigators,responding to investigators' questions,1.0,0.6116505265235901
907,12 May 1705,1705,1.0,0.6128877401351929
381,ENR,Engineering News-Record (ENR),2.0,0.6130898594856262
263,younger than the fault,younger,1.0,0.6136419773101807
138,oxygen supplementation,Oxygen therapy,2.0,0.6147217154502869
11,set of triples,triple,1.0,0.6161430478096008
339,pure speech,forbidden speech,0.0,0.6163232922554016
900,a High Sheriff and one of the founders of the Bank of Ireland,High Sheriff,1.0,0.6193419098854065
654,56.20%,35.7,0.0,0.6198671460151672
415,value added by different classifications of workers,"value added by labor, capital and land",1.0,0.6209310293197632
436,gender inequality in education,education,1.0,0.6221099495887756
764,a single output,single,1.0,0.6224284172058105
741,kilogram-force,pound-force,1.0,0.6255935430526733
41,Port of San Diego,Port of Long Beach,0.0,0.6262922286987305
649,Masovian gothic,Gothic architecture,1.0,0.6304810047149658
821,free,a free state,1.0,0.6318109035491943
863,most densely populated,most,0.0,0.6331570148468018
503,"Jones et al. 1998, Pollack, Huang & Shen 1998, Crowley & Lowery 2000 and Briffa 2000",Jones et al. and Briffa reconstructions,1.0,0.6335692405700684
777,state transitions,"the total number of state transitions, or steps",1.0,0.6336517333984375
905,in protest against the occupation of Prussia by Napoleon,in protest,1.0,0.6344755291938782
802,P is not equal to NP,not equal,1.0,0.6353027820587158
509,regional burden sharing conflicts,varying regional cost-benefit analysis and burden-sharing conflicts with regard to the distribution of emission reductions,1.0,0.6360138058662415
178,the Court of Justice,The Italian Constitutional Court,0.0,0.6369102597236633
833,business,business districts,1.0,0.6400544047355652
230,"8,525","62,528",0.0,0.6429381966590881
936,electric,electric heating element,1.0,0.644037127494812
487,"blood–brain barrier, blood–cerebrospinal fluid barrier",fluid–brain barriers,2.0,0.64435875415802
644,452.8 ft,115.7 metres,0.0,0.6499404907226562
877,"1,435 mm","1,435 mm (4 ft 8 1⁄2 in) standard gauge",1.0,0.6516257524490356
904,"Charleston, South Carolina",Charleston,1.0,0.6516339778900146
889,"Charleston, South Carolina",Charleston,1.0,0.6516339778900146
175,qualified majority,a majority,2.0,0.6525635123252869
814,demographics and economic ties,economic,1.0,0.653076171875
928,Wales,south Wales,1.0,0.653497576713562
69,2009,7 February 2009,1.0,0.6538216471672058
650,1688–1692,1677–1683,0.0,0.6567400693893433
108,Philo of Byzantium,Philo,1.0,0.6570582389831543
8,instances,the instance,2.0,0.6574906706809998
652,Pole Mokotowskie,Mokotów,1.0,0.6578970551490784
255,100–106 °F,38–41 °C,2.0,0.6583552360534668
120,UV,ultraviolet,2.0,0.6590283513069153
179,article 30,TFEU article 30,1.0,0.6596607565879822
266,anticlines and synclines,overturned anticline,1.0,0.6597243547439575
19,if every problem in C can be reduced to X,problem in C is harder than X,0.0,0.6614111065864563
152,Germany,Italy,0.0,0.6627973318099976
826,Mediterranean,a Mediterranean climate,1.0,0.6632590293884277
173,at least 55 per cent of the Council members (not votes) representing 65 per cent of the population of the EU,"74 per cent, or 260 of the 352 votes",0.0,0.6645563840866089
857,basic channels,the carriage of their respective basic channels,1.0,0.6647238731384277
763,arbitrary graph,arbitrary,1.0,0.664781391620636
922,Huguenots furnished two new regiments,two new regiments,1.0,0.6650518774986267
129,satellite platform,satellites,2.0,0.6651507019996643
784,linear time,linear,1.0,0.6660341620445251
44,Sky plc,British Sky Broadcasting Group plc,2.0,0.6667131781578064
587,a number of qualifications,qualifications,2.0,0.6706658005714417
794,Turing machines,deterministic Turing machines,1.0,0.6732800006866455
607,"""Formal imperialism""",formal,1.0,0.6734429597854614
879,most seats,the most seats in the Legislative Assembly,1.0,0.674253523349762
576,Scottish Parliament,Parliament,1.0,0.676933765411377
314,The individual,individuals,2.0,0.6786444187164307
242,User Datagram Protocol,the datagram model,0.0,0.6800390481948853
32,the Missouri Compromise,the Compromise of 1850,1.0,0.6804402470588684
812,10 counties,10,1.0,0.6807559132575989
328,disobedience of laws,Non-revolutionary civil disobedience,1.0,0.6815319657325745
835,Southern,Southern California,1.0,0.6829902529716492
823,southern,southern California,1.0,0.6829902529716492
843,share recordings,to share recordings and other media,1.0,0.6843265891075134
893,their own militia,the Huguenots had their own militia,1.0,0.6848989129066467
565,Parliament of the United Kingdom,The British Parliament,2.0,0.6852813959121704
65,The Greens,Australian Greens,1.0,0.68647301197052
74,Premier,Premier of Victoria,1.0,0.6870538592338562
17,upper bound,upper and lower bounds,1.0,0.6880158185958862
798,second level,second,1.0,0.688155472278595
134,oxygen and hydrogen,Oxygen gas,1.0,0.6886507272720337
746,Seljuk Turks,"the Pechenegs, the Bulgars, and especially the Seljuk Turks",1.0,0.6897794604301453
765,A function problem,function,1.0,0.6899455785751343
745,Viking,"Norseman, Viking",1.0,0.6919599175453186
849,1991,autumn of 1991,1.0,0.6922631859779358
844,2016,later in 2016,1.0,0.6928805112838745
839,VideoGuard,VideoGuard pay-TV,1.0,0.6935034394264221
926,1712,around 1712,1.0,0.6976334452629089
760,round trip through all sites in Milan,asking for a round trip through all sites in Milan whose total length is at most 10 km,1.0,0.6999379396438599
407,mild,mild and sunny.,1.0,0.7013658285140991
257,Y. p. orientalis and Y. p. medievalis,Y. pestis,1.0,0.7018100619316101
710,applied,applied force,0.0,0.7030142545700073
67,"270,000","121,200",0.0,0.7040148973464966
168,European Parliament and the Council of the European Union,the Treaties establishing the European Union,0.0,0.7046545147895813
101,oxides,oxide compounds,1.0,0.7059290409088135
890,the British Landgrave Edmund Bellinger,Edmund Bellinger,2.0,0.7067992091178894
433,access to education,Education,1.0,0.7069438695907593
413,"differences in value added by labor, capital and land",differences in value added by different classifications of workers,1.0,0.7070273756980896
39,Riverside,Downtown Riverside,1.0,0.7071284055709839
822,three-region,the three-region point of view,1.0,0.7096559405326843
52,DVB-S2,DVB-compliant MPEG-2,0.0,0.7100546360015869
876,"1,600 mm","1,600 mm (5 ft 3 in) broad gauge",1.0,0.7104105353355408
2,1018,1064,0.0,0.7156524658203125
840,substantially increased the asking price,that BSkyB had substantially increased the asking price for the channels,1.0,0.716050386428833
831,business,major business,1.0,0.7166401743888855
472,3,three,2.0,0.7167143821716309
160,Japanese imports,Japanese,1.0,0.7189956307411194
792,polynomial time,polynomial,1.0,0.7196020483970642
934,late,late part,1.0,0.7205569744110107
514,prime ideals,prime elements,0.0,0.7208208441734314
203,10% of the carbon stores,10%,1.0,0.7213735580444336
903,wine industry,wine,1.0,0.7215948700904846
854,essentials,"only ""essentials""",1.0,0.721785843372345
783,the computational model,specific details of the computational model used,2.0,0.7229484915733337
827,Peninsular,Peninsular Ranges,1.0,0.7246360182762146
761,binary alphabet,binary,1.0,0.724838376045227
916,"little Hugos, or those who want Hugo",little Hugos,1.0,0.7249138355255127
551,Duisport,Duisburg,2.0,0.7250429391860962
434,optional education,education,1.0,0.7262765765190125
206,‘combs’ – groups of cilia,cilia,1.0,0.7263827919960022
16,lower bounds,lower,1.0,0.7264958024024963
508,50–140 cm,9–88 cm,0.0,0.7265641689300537
212,515 million years,66 million years ago,0.0,0.7292609214782715
638,During the 16th and 17th centuries,17th century,1.0,0.7296832799911499
858,diversified,highly diversified,1.0,0.7303001284599304
767,an increase in the input size,input size,1.0,0.7303194403648376
781,time,time complexity,1.0,0.7303751707077026
743,10th century,the first half of the 10th century,1.0,0.7303842306137085
504,18 July 2000,May 2000,0.0,0.730453372001648
780,complexity measure,complexity,1.0,0.7306998372077942
159,January 1979,1979,1.0,0.7317421436309814
881,sports,sports tourism,1.0,0.7337414622306824
855,Sky TV bills,"claimants' ""Sky TV bills",1.0,0.7337656021118164
816,12 million,over 12 million inhabitants,1.0,0.7370011210441589
856,no,no indication,1.0,0.7376088500022888
161,Japan,Japanese,1.0,0.7387168407440186
360,arrested,arrest,2.0,0.7388671636581421
937,port,additional port,1.0,0.7391415238380432
737,centripetal,unbalanced centripetal force,1.0,0.7395345568656921
930,three,three or four,1.0,0.7415505647659302
897,ca. 2 million,2 million,1.0,0.7428669333457947
406,28,42,0.0,0.7465599179267883
624,nineteenth-century cartographic techniques,nineteenth-century maps,2.0,0.7466840147972107
920,"John Pell, Lord of Pelham Manor",John Pell,2.0,0.7481151223182678
801,suspected to be unequal,unequal,1.0,0.7502891421318054
811,time and space,definitions of time and space complexity,1.0,0.750338077545166
87,1530,1523,0.0,0.7515578269958496
908,"""Apologie""","Apologie"" of William the Silent",1.0,0.7547749876976013
171,the Commission,The European Commission,1.0,0.7574520111083984
906,the Catholic Church in the region,Catholic Church,1.0,0.7594498991966248
744,Catholic,Catholic orthodoxy,1.0,0.7597794532775879
824,international metropolitan,an international metropolitan region,1.0,0.7612891793251038
892,William III of Orange,Stadtholder William III of Orange,2.0,0.7633715867996216
924,solar,solar power,1.0,0.7645248174667358
47,September 2007,March 2008,0.0,0.7662550210952759
898,the revocation of the Edict of Nantes,Edict of Nantes,1.0,0.7667691111564636
759,determine the practical limits on what computers can and cannot do,what computers can and cannot do,2.0,0.7702664136886597
795,more efficient solutions,shown to have more efficient solutions,2.0,0.7715641856193542
422,workers wages,wages,2.0,0.7716619968414307
790,Karp reductions and Levin reductions,"Cook reductions, Karp reductions",1.0,0.7730961441993713
270,health care professional,pharmacy health care,1.0,0.7738150358200073
561,1935,1930,0.0,0.7743566036224365
789,quantitative statements,quantitative,2.0,0.7747288942337036
902,the founding of new Protestant churches,founding of new Protestant churches in Catholic-controlled regions,1.0,0.7750394940376282
491,cytotoxic or immunosuppressive drugs,Cytotoxic drugs,1.0,0.7767507433891296
778,computational resource,computational,1.0,0.7773433923721313
868,curriculum,curriculum standards,2.0,0.777750551700592
862,National Party,National Party of Australia,1.0,0.7782096862792969
770,A deterministic Turing machine,deterministic,1.0,0.7783756256103516
895,"""Huguenot Street Historic District"" in New Paltz",Huguenot Street Historic District,1.0,0.7795820832252502
131,magnetic field,magnetic,2.0,0.7808451652526855
940,cylinder volume,cylinder,1.0,0.7812894582748413
938,565,565 °C,1.0,0.7813123464584351
323,civil rebellion,rebellion,1.0,0.7852017283439636
785,single-tape Turing machines,single-tape,1.0,0.786593496799469
874,1851,in 1851,2.0,0.786984920501709
432,the Gini index,Gini,2.0,0.7875571250915527
853,36%,36% of households,1.0,0.7885396480560303
456,"5,000","around 15,000",0.0,0.7888174057006836
915,they were accepted and allowed to worship freely,allowed to worship freely,1.0,0.7891547083854675
274,pharmacists practicing in hospitals,clinical pharmacists,2.0,0.790037989616394
872,freight services,freight,1.0,0.7902644276618958
891,Pons,Pons in France,1.0,0.7931162118911743
771,A probabilistic Turing machine,probabilistic,1.0,0.7932280898094177
747,1050s,in the 1050s,2.0,0.7935325503349304
861,Liberal Party,Liberal Party of Australia,1.0,0.7938706874847412
12,the instance,the size of the instance,1.0,0.7956526875495911
749,1082,February 1082,1.0,0.7970576882362366
848,March,in March,2.0,0.7972344756126404
625,European,Europe,2.0,0.7984635829925537
918,Jean Cauvin (John Calvin),Jean Cauvin,2.0,0.7990029454231262
748,1060s,In the 1060s,2.0,0.7990487813949585
447,among states in the US with larger income inequalities,countries with bigger income inequalities,1.0,0.7990515232086182
829,San Andreas,the San Andreas Fault,1.0,0.7998438477516174
845,2016,in 2016,2.0,0.8000819683074951
387,0.5,6.1,0.0,0.8014976978302002
867,some extra costs,some extra costs are levied,2.0,0.8021015524864197
927,Abercynon,Abercynon in south Wales,2.0,0.8027560114860535
896,"an estimated total of 75,000 to 100,000 people","75,000 to 100,000",1.0,0.8063550591468811
836,2018,in 2018,2.0,0.8074119091033936
817,San Diego,the San Diego area,2.0,0.8128283619880676
49,January 2010,February 2011,0.0,0.8139806389808655
931,quadruple expansion engines,quadruple,1.0,0.8148825168609619
941,reciprocating steam engines,reciprocating,1.0,0.8151704668998718
917,double or triple non-French linguistic origins,non-French linguistic origins,1.0,0.8161365985870361
127,lower global temperatures,lower temperatures,2.0,0.8172807097434998
774,the machines operate deterministically,deterministically,1.0,0.8173254728317261
762,adjacency matrices,directly via their adjacency matrices,2.0,0.8182657957077026
656,Chevrolet Aveo,Aveo,1.0,0.8184585571289062
887,Around 1294,1294,1.0,0.8208610415458679
750,Deabolis,the river Deabolis,1.0,0.8229548931121826
430,tax system,progressive tax system,1.0,0.8251426219940186
121,seawater,sea water,2.0,0.8265942931175232
925,Rankine,Rankine cycle,1.0,0.8274505138397217
213,515 million years,66 million years,0.0,0.828016996383667
775,unusual resources,more unusual resources,2.0,0.8281264901161194
939,Stockton and Darlington,Stockton and Darlington Railway,1.0,0.8290450572967529
772,A non-deterministic Turing machine,non-deterministic,1.0,0.8292263746261597
894,one million,Approximately one million,1.0,0.8322307467460632
631,The British Empire,The British,1.0,0.8323226571083069
859,Buckland Valley,Buckland Valley near Bright,2.0,0.8346390724182129
54,free-to-view,free-to-air,1.0,0.8364425897598267
6,the problem,a problem,2.0,0.8364427089691162
45,£1.3bn,£4.2bn,0.0,0.8366643786430359
837,an official school sport,an official school,1.0,0.8373379111289978
830,Puente Hills,the Puente Hills Fault,1.0,0.8392574191093445
754,William II,Duke William II,2.0,0.8393226265907288
107,Joseph Priestley,Priestley,2.0,0.8409693837165833
935,several hundred,several hundred horsepower,1.0,0.841720461845398
820,open spaces,nearby open spaces,1.0,0.8420615196228027
