,answer1,answer2,label,bi_encoder,f1
1836,Vince Gill,ola belle reed,1.0,0.12110509723424911,0.28571428571428575
3245,Harry Redknapp,Casey Donovan,0.0,0.12121734023094177,0.28571428571428575
2424,in the season finale,"\""Disturbing Behavior\""",0.0,0.12122324109077454,0.28571428571428575
3279,92,five,0.0,0.121270090341568,0.28571428571428575
2130,Eleventh,newly revised,0.0,0.12141699343919754,0.28571428571428575
2024,Nick Sager,Tony Hightower as Frank,0.0,0.12154784798622131,0.28571428571428575
2394,25,revenge of the island,0.0,0.12157240509986877,0.28571428571428575
14,Hawkeye,trick shot,0.0,0.12170101702213287,0.28571428571428575
2166,Henry Loeb III,Tom T. Hall,0.0,0.12203413248062134,0.28571428571428575
683,Natalie Dormer,Samantha Spiro,0.0,0.12209951132535934,0.28571428571428575
2215,1100ml,1892.7,0.0,0.12210065126419067,0.28571428571428575
2152,"""Somber News""",the epilogue,0.0,0.12213216722011566,0.28571428571428575
2591,silicate solid crust,Mantle,0.0,0.12217346578836441,0.28571428571428575
807,"15,589 sq mi",a few miles,0.0,0.122290700674057,0.28571428571428575
2851,1980,"october 4, 2015",1.0,0.12229755520820618,0.28571428571428575
2838,Portuguese explorer Diogo Cão,Jesuit Pedro P\u00e1ez,0.0,0.12244316935539246,0.28571428571428575
704,Paul O'Keefe,Julie Deborah Kavner,0.0,0.12279041111469269,0.28571428571428575
796,sign language,Porter,0.0,0.12279194593429565,0.28571428571428575
2635,Duane Allman,Stillwater,0.0,0.12281564623117447,0.28571428571428575
9,Raj Guru Gajaraj Mishra,Nepal,0.0,0.12287214398384094,0.28571428571428575
1768,Raúl Esparza,jesse l. martin,0.0,0.12294647097587585,0.28571428571428575
3031,Sir Cyril Radcliffe,shimla agreement,0.0,0.12295456230640411,0.28571428571428575
2036,Phillip Danault,Toe Blake,0.0,0.12301133573055267,0.28571428571428575
315,Isaac Liev Schreiber,brad williams,0.0,0.12302140891551971,0.28571428571428575
2446,Richard Madden,james reynolds,1.0,0.12306046485900879,0.28571428571428575
3016,Rectified spirit,tequila,0.0,0.12310033291578293,0.28571428571428575
1611,Fryda Wolff,Hammy,0.0,0.12312408536672592,0.28571428571428575
1373,English,CFA franc,0.0,0.12322766333818436,0.28571428571428575
3185,up to 16Â megapixels,over 1. 2 billion,0.0,0.123384490609169,0.28571428571428575
3017,Rectified spirit,swan light,0.0,0.12340250611305237,0.28571428571428575
2673,Crispin Glover,Helena Bonham Carter,0.0,0.12341935187578201,0.28571428571428575
3246,Harry Redknapp,Fiona O'Loughlin,0.0,0.12353631854057312,0.28571428571428575
3619,Saffron,the flower,0.0,0.12353657186031342,0.28571428571428575
2870,broader focus,Italy,0.0,0.12361506372690201,0.28571428571428575
3011,The Crocodile,Lockjaw,0.0,0.12376503646373749,0.28571428571428575
1245,a typewriter ribbon,Home,0.0,0.12380000203847885,0.28571428571428575
1559,Andrée Bernard,tefan avr,0.0,0.12394802272319794,0.28571428571428575
1349,The Undisputed Truth,Barrett Strong,0.0,0.1239810436964035,0.28571428571428575
3332,10 lords a-leaping,chromium combination manicure,0.0,0.12405958771705627,0.28571428571428575
2789,Heaven,pedestrian bridge,0.0,0.12407518923282623,0.28571428571428575
2382,74,154027,0.0,0.12410871684551239,0.28571428571428575
1446,Max Lloyd-Jones,Tom,0.0,0.12415578961372375,0.28571428571428575
837,the senate,oligarchy,0.0,0.12420587986707687,0.28571428571428575
918,"Seneca Falls, New York",Independence Hall,1.0,0.12424318492412567,0.28571428571428575
1456,Klondike Kat,ewen montagu,0.0,0.12432657182216644,0.28571428571428575
2794,Heaven,Rainbow Bridge,0.0,0.12433017790317535,0.28571428571428575
2502,Erin Gruwell,teacher,0.0,0.12433907389640808,0.28571428571428575
1556,Andrée Bernard,michael dunn,0.0,0.12439883500337601,0.28571428571428575
2397,25,The Last One,0.0,0.12446682900190353,0.28571428571428575
758,Titan,ganymede,0.0,0.1245446652173996,0.28571428571428575
2960,quantitative research methods,greater social equality,1.0,0.12459971010684967,0.28571428571428575
2805,Sodium acetate,Complement component 3,0.0,0.12461712211370468,0.28571428571428575
516,All 14 districts,the south indian state of kerala,1.0,0.12468920648097992,0.28571428571428575
562,New England Patriots,Kansas City Chiefs,0.0,0.12469611316919327,0.28571428571428575
492,1.8 billion,24%,1.0,0.12475728988647461,0.28571428571428575
1208,Molly Qerim Rose,Adam Caplan,0.0,0.12478243559598923,0.28571428571428575
2379,no,18 years or older,0.0,0.12480437010526657,0.28571428571428575
2912,over 18%,1. 13 %,0.0,0.12491170316934586,0.28571428571428575
3213,executes,Jon Snow,0.0,0.12494242191314697,0.28571428571428575
1451,Max Lloyd-Jones,daniel lissing,2.0,0.12497559934854507,0.28571428571428575
3086,obsessive–compulsive disorder,committed suicide,1.0,0.1254313439130783,0.28571428571428575
386,the spirit world,Rosie Perez,0.0,0.12544363737106323,0.28571428571428575
1157,Elizabeth II,Hassanal Bolkiah,0.0,0.1254720389842987,0.28571428571428575
1719,He­lium,Sulfur,0.0,0.12578828632831573,0.28571428571428575
132,Amos 'n Andy,the cosby show,0.0,0.12594668567180634,0.28571428571428575
782,UCF Knights,washington huskies,1.0,0.12595321238040924,0.28571428571428575
3140,Babylonians,2000 BC,1.0,0.12600253522396088,0.28571428571428575
3186,up to 16Â megapixels,one hundred zeroes,0.0,0.1260354369878769,0.28571428571428575
540,EMI Studios,Beatles,0.0,0.1260537952184677,0.28571428571428575
499,The FCC,"uly 2, 1928,",0.0,0.12606000900268555,0.28571428571428575
3592,Stuart Townend,Keith Getty,0.0,0.12606631219387054,0.28571428571428575
261,55 calories,22,0.0,0.12624497711658478,0.28571428571428575
52,Daniel Mar,Vivica,0.0,0.12633635103702545,0.28571428571428575
1105,American Express Company,citibank,0.0,0.12654821574687958,0.28571428571428575
1437,Rabindranath Tagore,dakhina charan sen,0.0,0.12656959891319275,0.28571428571428575
3448,Óscar Arnulfo Romero y Galdámez,Chalatenango,0.0,0.12684735655784607,0.28571428571428575
872,The Battle of the Labyrinth,Leviticus,0.0,0.12696871161460876,0.28571428571428575
3163,Floyd Mayweather Jr.,cristiano ronaldo,1.0,0.12703169882297516,0.28571428571428575
1050,The Fury in the Jury,The Net '',0.0,0.1270817518234253,0.28571428571428575
407,several victims,Will Horton,2.0,0.12710930407047272,0.28571428571428575
779,"Fortuna, North Dakota",cadillac mountain,0.0,0.12714703381061554,0.28571428571428575
688,Miguel Hidalgo y Costilla,Dutty Boukman,0.0,0.1272430121898651,0.28571428571428575
2443,Richard Madden,best lead actor,0.0,0.12743906676769257,0.28571428571428575
1282,four,two gold,0.0,0.12778018414974213,0.28571428571428575
65,October 2018,"March 14, 2017",0.0,0.12783008813858032,0.28571428571428575
223,a gender-neutral honorific,respect,1.0,0.1278778612613678,0.28571428571428575
1258,Racial tensions,world war ii,0.0,0.12800709903240204,0.28571428571428575
1,Amma,chucky,0.0,0.12808576226234436,0.28571428571428575
1880,Burgoyne,Horatio Gates,0.0,0.12811094522476196,0.28571428571428575
2068,George and Ira Gershwin,ella fitzgerald,0.0,0.12811166048049927,0.28571428571428575
3425,control access to a resource,RFID,0.0,0.12813878059387207,0.28571428571428575
1597,Poppy Drayton,Gina Gershon,0.0,0.1282091736793518,0.28571428571428575
1670,"$2,500",6,0.0,0.12822803854942322,0.28571428571428575
880,Erik Erikson,the Marquis de Condorcet,0.0,0.1282707005739212,0.28571428571428575
879,Erik Erikson,Sigmund Freud,0.0,0.12837888300418854,0.28571428571428575
1283,four,two gold and two silver medals,0.0,0.12852329015731812,0.28571428571428575
164,East England,Stingy Jack,2.0,0.1286551058292389,0.28571428571428575
577,"""Formality""",season 6,0.0,0.12906841933727264,0.28571428571428575
1019,70-85 million people,131028000,0.0,0.12917666137218475,0.28571428571428575
40,not more than four steps,five seconds,0.0,0.12922757863998413,0.28571428571428575
3423,Anthony Mackie,Graham Phillips,0.0,0.12947183847427368,0.28571428571428575
3446,Óscar Arnulfo Romero y Galdámez,jose luis escobar alas,0.0,0.12954673171043396,0.28571428571428575
450,for all penalties,delay of game,0.0,0.12975695729255676,0.28571428571428575
2619,3m-5m,ileocolic orifice,0.0,0.1307104527950287,0.28571428571428575
1794,of Precambrian,2008,0.0,0.1309727430343628,0.28571428571428575
1723,Artie,Mike Chang,0.0,0.13108545541763306,0.28571428571428575
2998,China,Province of Massachusetts Bay,0.0,0.13149157166481018,0.28571428571428575
709,"""Counterfeit""",Ilse's Notebook,0.0,0.13171420991420746,0.28571428571428575
2084,5779,common year,0.0,0.13173143565654755,0.28571428571428575
2487,parts of southern California,Brazil,1.0,0.1320599615573883,0.28571428571428575
831,in regions of new growth,the cortex of roots,2.0,0.1326896846294403,0.28571428571428575
3004,New York,pottersville,0.0,0.13276955485343933,0.28571428571428575
3372,1757,sometime between 1848 and 1885,1.0,0.1328866332769394,0.28571428571428575
1171,"India Security Press, Nasik",Calcutta,0.0,0.13301075994968414,0.28571428571428575
2893,The dealer,Andy Morton,0.0,0.1330525279045105,0.28571428571428575
2114,"Gloomhaven, Cephalofair Games",elder scrolls,0.0,0.133231982588768,0.28571428571428575
2604,The 1935Â Labor Day hurricane,Hurricane Charley,0.0,0.13328668475151062,0.28571428571428575
629,Bemis Heights,"Saratoga, New York",2.0,0.13357600569725037,0.28571428571428575
830,in regions of new growth,cortex,2.0,0.13375946879386902,0.28571428571428575
2709,Marina Bay in Singapore,changi,0.0,0.1338440477848053,0.28571428571428575
746,King James I of England,the continental congress,0.0,0.1338680237531662,0.28571428571428575
156,controlling interest,0,0.0,0.13424502313137054,0.28571428571428575
507,Jim Cummings,Keith David,0.0,0.13445524871349335,0.28571428571428575
2861,Tobey Maguire,Daniel John Gilvezan,0.0,0.13451285660266876,0.28571428571428575
253,Indira Gandhi,Morarji Desai,0.0,0.13454186916351318,0.28571428571428575
459,orchids of the genus Vanilla,as it dries,0.0,0.13455361127853394,0.28571428571428575
2218,1100ml,64 and 128,0.0,0.13471366465091705,0.28571428571428575
2451,Jason Bateman,Dabbs Greer,0.0,0.1348409354686737,0.28571428571428575
1379,a contest,gun,0.0,0.13484591245651245,0.28571428571428575
3063,Naomi Osaka,Kim Clijsters,0.0,0.13496851921081543,0.28571428571428575
2337,warm ocean waters,differences in the atmospheric pressure,0.0,0.13498254120349884,0.28571428571428575
3598,Esther 8:9,1 Samuel 11,0.0,0.13517732918262482,0.28571428571428575
751,Drug Enforcement,registrant type,1.0,0.13522489368915558,0.28571428571428575
1671,Faithe Herman,mandy moore,0.0,0.13541506230831146,0.28571428571428575
2042,Phillip Danault,Michael Jordan,0.0,0.13547073304653168,0.28571428571428575
2833,Michael Gove,margaret becket,1.0,0.13550975918769836,0.28571428571428575
3610,8:46Â a.m.,September 11,0.0,0.135609433054924,0.28571428571428575
715,"""Counterfeit""",Japan,0.0,0.13563284277915955,0.28571428571428575
2642,Brazil,Cueva del Medio,1.0,0.1357179880142212,0.28571428571428575
289,036,Colombo,0.0,0.13603809475898743,0.28571428571428575
1835,Vince Gill,Johnny Keyes and the Magnificents,0.0,0.13614782691001892,0.28571428571428575
1819,the United States Census,the house of representatives,0.0,0.13621391355991364,0.28571428571428575
1390,1992,"june 13, 1973",2.0,0.13622447848320007,0.28571428571428575
1547,Mavis Staples,Lindsey Buckingham,0.0,0.13644848763942719,0.28571428571428575
1855,Cataracts of the Nile,The Western Desert,0.0,0.13652528822422028,0.28571428571428575
3048,Frances Sternhagen,Willie Rae Johnson,0.0,0.1367354691028595,0.28571428571428575
3320,Bhairon Singh Shekhawat,gay clark jennings,0.0,0.1367415487766266,0.28571428571428575
1734,Georgie,Telltale,0.0,0.13676859438419342,0.28571428571428575
1017,70-85 million people,"approximately 27,000,000",0.0,0.13677796721458435,0.28571428571428575
2318,The Ontario Food Terminal,English,0.0,0.13678289949893951,0.28571428571428575
1640,Canute the Great,thelstan,0.0,0.13690757751464844,0.28571428571428575
977,"Ashland, Virginia",Los Angeles,0.0,0.13695178925991058,0.28571428571428575
2043,Phillip Danault,Chris Chelios,2.0,0.13709023594856262,0.28571428571428575
3468,abbey,medieval italy,0.0,0.13709881901741028,0.28571428571428575
3091,lucky,occupation symbols,0.0,0.13718070089817047,0.28571428571428575
3225,"Lausanne, Switzerland","Milan, Italy",0.0,0.13718800246715546,0.28571428571428575
2233,Myers,Dido,0.0,0.1374628245830536,0.28571428571428575
2228,Robert MacArthur Crawford,Allan Dwan,0.0,0.13751772046089172,0.28571428571428575
1225,"Ramstein AB, in Germany",California,0.0,0.13760286569595337,0.28571428571428575
1964,the 18th century Caribbean,Egypt,0.0,0.1378217488527298,0.28571428571428575
1681,"July 12, 1989","april 22, 1998",0.0,0.13785859942436218,0.28571428571428575
750,Drug Enforcement,Belgium,0.0,0.13787490129470825,0.28571428571428575
2039,Phillip Danault,Terry Sawchuk,0.0,0.13789086043834686,0.28571428571428575
789,thirty,14,0.0,0.13799478113651276,0.28571428571428575
2331,Shantanu Maheshwari,Ajay,0.0,0.1382264345884323,0.28571428571428575
2319,The Ontario Food Terminal,Chinese,0.0,0.13837048411369324,0.28571428571428575
2504,Erin Gruwell,Emma Curtis Hopkins,0.0,0.13837668299674988,0.28571428571428575
1852,Billy Joel,phil collins,0.0,0.13844391703605652,0.28571428571428575
3613,8:46Â a.m.,2017,0.0,0.13847172260284424,0.28571428571428575
668,3,ten,0.0,0.13863784074783325,0.28571428571428575
3108,Lucas Bersamin,Rodrigo Duterte,0.0,0.13872119784355164,0.28571428571428575
1507,between 1922 and 1931,1965,0.0,0.13893385231494904,0.28571428571428575
3005,New York,Seneca Falls,0.0,0.13911235332489014,0.28571428571428575
975,"Ashland, Virginia",Covent Garden,0.0,0.13959112763404846,0.28571428571428575
1054,The Fury in the Jury,season 8,0.0,0.13959817588329315,0.28571428571428575
2441,Richard Madden,Golden Globe Award,0.0,0.13961413502693176,0.28571428571428575
35,Trey MacDougal,evan handler,0.0,0.13969901204109192,0.28571428571428575
999,"""The Two Students""",175,0.0,0.1398104727268219,0.28571428571428575
2393,short loin,closer to the front,0.0,0.13981817662715912,0.28571428571428575
1875,Tampa Bay Buccaneers,green bay packers,0.0,0.1398726999759674,0.28571428571428575
222,a gender-neutral honorific,Sh\u00f4rot,0.0,0.14007140696048737,0.28571428571428575
3647,Eisha Singh,Adnan Khan,0.0,0.14023824036121368,0.28571428571428575
480,the British government,Indian Independence Act 1947,1.0,0.14030273258686066,0.28571428571428575
1144,Kareem Abdul-Jabbar,wilt chamberlain,0.0,0.14040860533714294,0.28571428571428575
113,No taxation without representation,Industrial Revolution,0.0,0.14041846990585327,0.28571428571428575
3080,McLean,John Marsden,0.0,0.14075134694576263,0.28571428571428575
652,None,1981,0.0,0.14092491567134857,0.28571428571428575
1138,Byju Raveendran,john b. watson,0.0,0.14094379544258118,0.28571428571428575
563,"22,970","about 1, 700",0.0,0.14100314676761627,0.28571428571428575
1155,Ptolemy,zero,0.0,0.1410486251115799,0.28571428571428575
2264,courage,595,0.0,0.1410597860813141,0.28571428571428575
3346,Catholic repression,Tommy Boy,0.0,0.14109784364700317,0.28571428571428575
130,Amos 'n Andy,Harris and Company,0.0,0.14117147028446198,0.28571428571428575
2146,The Fabulous Moolah,alexa bliss,0.0,0.14119018614292145,0.28571428571428575
2509,never,1835,0.0,0.14129649102687836,0.28571428571428575
1968,novation,quid pro quo,0.0,0.14129850268363953,0.28571428571428575
963,Kyrsten Sinema,Beto O'Rourke,0.0,0.14191585779190063,0.28571428571428575
2373,Warren G. Harding,albert bacon fall,1.0,0.14207550883293152,0.28571428571428575
2006,Alison Pill,Laura Linney,0.0,0.14227008819580078,0.28571428571428575
1501,southeastern,Indian Ocean,0.0,0.14227506518363953,0.28571428571428575
3073,"1,000,000",10,0.0,0.14245691895484924,0.28571428571428575
1876,Tampa Bay Buccaneers,Cleveland Browns,1.0,0.14305001497268677,0.28571428571428575
104,/,/Payroll/Salaries/Managers,2.0,0.14308589696884155,0.28571428571428575
1196,gypsum,Paris,0.0,0.14326190948486328,0.28571428571428575
651,None,1982,0.0,0.14327634871006012,0.28571428571428575
1637,Canute the Great,12 July 927,0.0,0.14342793822288513,0.28571428571428575
1975,Hannah John-Kamen,Bob Layton,0.0,0.1438290774822235,0.28571428571428575
3486,Blake Shelton,Terry Crews,0.0,0.1439347267150879,0.28571428571428575
874,The Battle of the Labyrinth,the last olympian,1.0,0.1440470665693283,0.28571428571428575
1613,Fryda Wolff,Kevin Michael Richardson,0.0,0.14418427646160126,0.28571428571428575
162,East England,Reverend John Russell,0.0,0.14422692358493805,0.28571428571428575
2529,Registered persons,AEC,0.0,0.1442965865135193,0.28571428571428575
2589,F. Scott Fitzgerald,green,0.0,0.1444339007139206,0.28571428571428575
755,"Houston, Texas",bridgestone arena,0.0,0.1446264088153839,0.28571428571428575
955,52.7 million people,1106,0.0,0.14470908045768738,0.28571428571428575
170,Toby Damon,Chris Sullivan,0.0,0.1447993665933609,0.28571428571428575
1742,"Los Angeles, California",Pinewood Studios,0.0,0.14495126903057098,0.28571428571428575
1909,100,wilt chamberlain,2.0,0.1450706124305725,0.28571428571428575
2300,Fantasia,Nutcracker,0.0,0.1452411562204361,0.28571428571428575
1934,NC State,wake forest,1.0,0.145306795835495,0.28571428571428575
2797,Lightning,USB to dock connector cable,0.0,0.1454901099205017,0.28571428571428575
203,"Somebody, presumably Thespis",ancient greece,0.0,0.14616404473781586,0.28571428571428575
2677,John Langstaff,jeff pescetto,0.0,0.14640165865421295,0.28571428571428575
2854,Nitrate,aquifers,0.0,0.14657993614673615,0.28571428571428575
3648,Eisha Singh,Zara,0.0,0.14665618538856506,0.28571428571428575
1313,Buzz Lightyear,hamm the piggy bank,0.0,0.14667628705501556,0.28571428571428575
729,The Federalists,the Whigs,0.0,0.1466825306415558,0.28571428571428575
2185,actual testing of each processor,the frequency of an oscillator crystal,1.0,0.14673863351345062,0.28571428571428575
145,1814,francis scott key,1.0,0.14683973789215088,0.28571428571428575
901,Raul Bova,Stuart Martin,0.0,0.14691223204135895,0.28571428571428575
3041,Australia,Ayers Rock,0.0,0.14700853824615479,0.28571428571428575
2595,Boston suburbs,"brevard county, florida",0.0,0.1470188945531845,0.28571428571428575
2103,Recipe No. 21,has performed well at spirit ratings competitions,0.0,0.14702953398227692,0.28571428571428575
1183,Africa,Topher Grace,0.0,0.14703680574893951,0.28571428571428575
2742,by the 5th century,393,0.0,0.1471724510192871,0.28571428571428575
2107,Recipe No. 21,Canal Street Confidential,0.0,0.14739388227462769,0.28571428571428575
2248,"near Tully, Queensland","Kruger National Park, South Africa",0.0,0.14775317907333374,0.28571428571428575
333,Frank Sinatra,Eddie Deezen,0.0,0.14777322113513947,0.28571428571428575
953,punishment for a crime,two,0.0,0.1478155553340912,0.28571428571428575
3371,1757,between 1848 and 1885,1.0,0.14785648882389069,0.28571428571428575
2972,Vasco da Gama,devasahayam pillai,0.0,0.14786750078201294,0.28571428571428575
2876,Adam Vinatieri,Jerry Rice,0.0,0.1478961855173111,0.28571428571428575
1057,The Fury in the Jury,"\""The Last Walt\""",0.0,0.1479092836380005,0.28571428571428575
2069,George and Ira Gershwin,ace,2.0,0.14794957637786865,0.28571428571428575
2444,Richard Madden,annual,0.0,0.14800864458084106,0.28571428571428575
1857,Cataracts of the Nile,egyptian labyrinth,0.0,0.1482391059398651,0.28571428571428575
978,"Ashland, Virginia",Toronto,0.0,0.14828170835971832,0.28571428571428575
90,The Pacific standard time zone,nine to twelve months,0.0,0.1484082043170929,0.28571428571428575
2878,Adam Vinatieri,Janikowski,0.0,0.1484624147415161,0.28571428571428575
678,egg,Tsar Alexander III,0.0,0.14900493621826172,0.28571428571428575
2693,banks,the Securities and Exchange Commission,1.0,0.14916110038757324,0.28571428571428575
1056,The Fury in the Jury,Chapter Eleven,0.0,0.14920444786548615,0.28571428571428575
2234,Myers,Led Zeppelin,0.0,0.1492750346660614,0.28571428571428575
2545,longitudinal study,three,0.0,0.1493491530418396,0.28571428571428575
1558,Andrée Bernard,Jennifer Lawrence,0.0,0.14935031533241272,0.28571428571428575
1052,The Fury in the Jury,season six,0.0,0.14939439296722412,0.28571428571428575
2240,22,5,0.0,0.14976981282234192,0.28571428571428575
1419,George Ezra,Ricochet,0.0,0.14992325007915497,0.28571428571428575
1675,"November 18, 2018","April 2, 2017",0.0,0.14994078874588013,0.28571428571428575
3009,The Crocodile,Mr. Punch,0.0,0.15012019872665405,0.28571428571428575
1173,The Gap Band,sonny boy williamson i,0.0,0.15015441179275513,0.28571428571428575
3376,Nicolas-Joseph Cugnot,Ferdinand Verbiest,0.0,0.15039634704589844,0.28571428571428575
379,Shagun Pandey,saif ali khan,0.0,0.15082985162734985,0.28571428571428575
2753,TGRI,sebaceous glands,0.0,0.15101268887519836,0.28571428571428575
659,SVR RF,MI6,0.0,0.15101996064186096,0.28571428571428575
351,Max,Adam Scott,0.0,0.1510961353778839,0.28571428571428575
2094,Sophia Myles,dorothy gish,0.0,0.1511666178703308,0.28571428571428575
3546,Talia Shire,baron vaughn,0.0,0.1511792540550232,0.28571428571428575
902,Mentuhotep II,the Islamic prophet Muhammad,0.0,0.1513286978006363,0.28571428571428575
3266,Alison Louder,American,0.0,0.1513509452342987,0.28571428571428575
1938,NC State,Houston Cougars,1.0,0.15144899487495422,0.28571428571428575
3313,January 2019,22 July 2017,0.0,0.15147005021572113,0.28571428571428575
1529,the 1st century,"3 March 321,",0.0,0.1514769196510315,0.28571428571428575
1588,Jason and Justin Draeger,Jacobs,2.0,0.15151041746139526,0.28571428571428575
131,Amos 'n Andy,The Jeffersons,0.0,0.1517457515001297,0.28571428571428575
1735,Georgie,Bigby Wolf,0.0,0.15177997946739197,0.28571428571428575
3532,E!,Tracee Ellis Ross,0.0,0.1518230140209198,0.28571428571428575
884,Los Angeles Dodgers,Alabama Crimson Tide,1.0,0.15200643241405487,0.28571428571428575
1787,Tate Stevens,Joe McElderry,0.0,0.1520398110151291,0.28571428571428575
2096,Savitribai Jyotirao Phule,Krishna,0.0,0.15209722518920898,0.28571428571428575
3517,"7,236",between,0.0,0.1521763950586319,0.28571428571428575
2795,Heaven,a rainbow,0.0,0.15239180624485016,0.28571428571428575
3202,Thalia Grace,The Heroes of Olympus,0.0,0.15239737927913666,0.28571428571428575
2578,Dana Slosar,Maureen Wroblewitz,0.0,0.15241408348083496,0.28571428571428575
2315,Janet Mills,paul lepage,1.0,0.15249916911125183,0.28571428571428575
1153,Ptolemy,on monuments,0.0,0.15253707766532898,0.28571428571428575
3151,Daniel Mays,James Beck,1.0,0.15262757241725922,0.28571428571428575
3268,Patty Maloney,Frank Bank,0.0,0.15264129638671875,0.28571428571428575
2252,"near Tully, Queensland",new south wales,2.0,0.15277238190174103,0.28571428571428575
1207,Molly Qerim Rose,Mike Tuggle,0.0,0.1530267298221588,0.28571428571428575
1534,Larry Smith,Ian Mackley,0.0,0.15324003994464874,0.28571428571428575
3247,Harry Redknapp,navin chawla,0.0,0.1536019742488861,0.28571428571428575
3490,the species of the subject,pith or marrow,0.0,0.1538545787334442,0.28571428571428575
2981,professional insolvency and restructuring practitioners,Court,0.0,0.15396061539649963,0.28571428571428575
1900,Terry Serpico,Patrick Lloyd,2.0,0.15404808521270752,0.28571428571428575
1192,"Santa Clara, California","atlanta, georgia",1.0,0.15410348773002625,0.28571428571428575
552,size,Chemotaxis,0.0,0.15416836738586426,0.28571428571428575
2000,Jakob Fugger,john d. rockefeller,1.0,0.15422594547271729,0.28571428571428575
1383,a contest,the down payment,0.0,0.154404416680336,0.28571428571428575
1473,Jillian Mele,steve doocy,1.0,0.15474015474319458,0.28571428571428575
2489,parts of southern California,"Atlanta, Georgia",1.0,0.15488892793655396,0.28571428571428575
3065,Naomi Osaka,Brooks Koepka,0.0,0.15511538088321686,0.28571428571428575
3460,minimum wage laws,agriculture,1.0,0.1551816463470459,0.28571428571428575
1161,Elizabeth II,George H.W. Bush,0.0,0.1552215963602066,0.28571428571428575
822,on the reverse,denver,0.0,0.15536600351333618,0.28571428571428575
1103,"""Highway of Tears""",the end,0.0,0.1554218977689743,0.28571428571428575
2894,The dealer,the player in the small blind,1.0,0.15545803308486938,0.28571428571428575
1527,the 1st century,361 AD,0.0,0.15568245947360992,0.28571428571428575
2474,Georgia,Fernando,0.0,0.15589499473571777,0.28571428571428575
1608,Texas,Clemson,0.0,0.15617460012435913,0.28571428571428575
2358,stone tools,hunt,0.0,0.15632399916648865,0.28571428571428575
1421,George Ezra,tim mcgraw,0.0,0.15640610456466675,0.28571428571428575
3253,43,12,0.0,0.15652282536029816,0.28571428571428575
778,"Fortuna, North Dakota",California,0.0,0.1565253585577011,0.28571428571428575
17,Hawkeye,Thanos,0.0,0.15657921135425568,0.28571428571428575
3172,April,Henry Gray,0.0,0.1566634178161621,0.28571428571428575
2964,quantitative research methods,public schooling systems,2.0,0.15673431754112244,0.28571428571428575
3183,Christopher Meloni,David Krumholtz,0.0,0.1567438244819641,0.28571428571428575
166,East England,Ireland,2.0,0.15675924718379974,0.28571428571428575
3115,Drug Enforcement Administration,registrant type,1.0,0.1569150984287262,0.28571428571428575
3019,Rectified spirit,190 proof,0.0,0.15709728002548218,0.28571428571428575
1814,Six Feet Under,dirty deeds done dirt cheap,0.0,0.15718361735343933,0.28571428571428575
3333,10 lords a-leaping,cigarette lighter,0.0,0.15720877051353455,0.28571428571428575
3106,2020,"March 27, 2017",0.0,0.15732118487358093,0.28571428571428575
1573,Dean Martin,Connie Francis,1.0,0.15735740959644318,0.28571428571428575
2312,Jesse Ed Davis,George Harrison,0.0,0.15739849209785461,0.28571428571428575
911,Kanwar Sain,IGCAR,0.0,0.15742459893226624,0.28571428571428575
318,Isaac Liev Schreiber,Chris Rock,0.0,0.15755291283130646,0.28571428571428575
348,Nicki Minaj,Danielle Balbuena,0.0,0.15767234563827515,0.28571428571428575
2177,Albuquerque,"Paris, France",0.0,0.15767690539360046,0.28571428571428575
646,powerful local supporter,parish constables,0.0,0.15771737694740295,0.28571428571428575
3338,Mike Dunleavy,Tony Evers,0.0,0.15786892175674438,0.28571428571428575
3056,flexor,"extends, adducts arm",0.0,0.15817683935165405,0.28571428571428575
776,"Fortuna, North Dakota",Peaked Island,0.0,0.1583007574081421,0.28571428571428575
878,Erik Erikson,g. stanley hall,0.0,0.15833820402622223,0.28571428571428575
1151,Ptolemy,India,0.0,0.1583951860666275,0.28571428571428575
1385,a contest,15,0.0,0.15839917957782745,0.28571428571428575
1197,gypsum,calcium sulfate,1.0,0.15843410789966583,0.28571428571428575
1406,Patrick Duffy,diedrich bader,0.0,0.15851882100105286,0.28571428571428575
3070,The Living Daylights,Quantum of Solace,0.0,0.15852589905261993,0.28571428571428575
2929,Liton Das,shikhar dhawan,1.0,0.15857236087322235,0.28571428571428575
1525,eastern Turkey,the Persian Gulf,0.0,0.15888093411922455,0.28571428571428575
1448,Max Lloyd-Jones,stephen amell,0.0,0.15907901525497437,0.28571428571428575
3368,Harold Perrineau,Jeffrey Walker,0.0,0.1591111719608307,0.28571428571428575
1791,38 Special,Barry Manilow,0.0,0.15919944643974304,0.28571428571428575
3226,"Lausanne, Switzerland",Paris,0.0,0.1592390090227127,0.28571428571428575
1869,Glynis Johns,karen dotrice,0.0,0.15948298573493958,0.28571428571428575
1452,Klondike Kat,shang,0.0,0.15967366099357605,0.28571428571428575
2587,F. Scott Fitzgerald,the roaring twenties,0.0,0.1599048674106598,0.28571428571428575
748,Drug Enforcement,vowels,0.0,0.15997207164764404,0.28571428571428575
2662,135 minutes,approximately ten years,0.0,0.15999636054039001,0.28571428571428575
2680,John Langstaff,Barnes & Barnes,0.0,0.16007903218269348,0.28571428571428575
3492,Ohio State,georgia bulldogs,0.0,0.1602010726928711,0.28571428571428575
